,,,,,,,,Playing Time,,,,Performance,,,,,,,,Expected,,,,Progression,,,Per 90 Minutes,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
101,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,30-064,1995,17,16,1421,15.8,1,0,1,1,0,0,4,0,0.5,0.5,0.2,0.7,18,93,0,0.06,0.00,0.06,0.06,0.06,0.03,0.01,0.04,0.03,0.04,Matches
102,Skelly Alvero,fr FRA,MF,Werder Bremen,de Bundesliga,22-329,2002,12,1,236,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,8,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
103,Will Alves,eng ENG,FW,Leicester City,eng Premier League,20-054,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
104,Selim Amallah,ma MAR,MF,Valladolid,es La Liga,28-134,1996,18,13,1047,11.6,3,1,4,2,1,1,5,0,2.7,1.9,0.6,2.5,22,38,17,0.26,0.09,0.34,0.17,0.26,0.23,0.05,0.28,0.17,0.21,Matches
105,Harry Amass,eng ENG,DF,Manchester Utd,eng Premier League,18-013,2007,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
106,Amath,sn SEN,FWDF,Valladolid,es La Liga,28-256,1996,9,5,316,3.5,0,1,1,0,0,0,1,0,0.4,0.4,0.2,0.6,7,11,21,0.00,0.28,0.28,0.00,0.28,0.10,0.06,0.16,0.10,0.16,Matches
107,Jordan Amavi,fr FRA,DF,Brest,fr Ligue 1,31-020,1994,11,8,790,8.8,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.4,22,36,21,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
108,Aurele Amenda,ch SUI,DF,Eint Frankfurt,de Bundesliga,21-241,2003,5,1,74,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.00,0.30,Matches
109,Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,27-049,1998,22,16,1568,17.4,1,0,1,1,0,0,4,0,0.9,0.9,0.7,1.6,25,53,57,0.06,0.00,0.06,0.06,0.06,0.05,0.04,0.09,0.05,0.09,Matches
110,Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,29-046,1996,23,20,1807,20.1,1,2,3,1,0,0,1,0,1.5,1.5,2.5,4.0,28,110,72,0.05,0.10,0.15,0.05,0.15,0.07,0.13,0.20,0.07,0.20,Matches
111,Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,28-153,1996,23,23,1846,20.5,6,3,9,4,2,2,6,2,4.1,2.5,5.1,7.7,38,145,51,0.29,0.15,0.44,0.20,0.34,0.20,0.25,0.45,0.12,0.37,Matches
112,Samuel Amo-Ameyaw,eng ENG,FWDF,Southampton,eng Premier League,18-254,2006,2,0,28,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,0,3,0.00,0.00,0.00,0.00,0.00,0.07,0.22,0.29,0.07,0.29,Matches
113,Samuel Amo-Ameyaw,eng ENG,DFFW,Strasbourg,fr Ligue 1,18-254,2006,2,1,99,1.1,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.6,5,4,8,0.91,0.00,0.91,0.91,0.91,0.40,0.14,0.54,0.40,0.54,Matches
114,Mathis Amougou,fr FRA,MF,Chelsea,eng Premier League,19-070,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
115,Mathis Amougou,fr FRA,MF,Saint-Étienne,fr Ligue 1,19-070,2006,17,9,859,9.5,0,0,0,0,0,0,2,0,0.5,0.5,0.4,0.8,8,36,17,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,Matches
116,Mohamed Amoura,dz ALG,FW,Wolfsburg,de Bundesliga,24-324,2000,24,23,1976,22.0,10,8,18,8,2,2,5,0,7.0,5.5,3.4,8.9,68,52,198,0.46,0.36,0.82,0.36,0.73,0.32,0.15,0.48,0.25,0.40,Matches
117,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,28-220,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,14,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
118,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,28-302,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
119,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,28-302,1996,20,20,1773,19.7,0,0,0,0,0,0,4,1,0.4,0.4,0.3,0.8,11,91,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
120,Elliot Anderson,eng ENG,MF,Nott'ham Forest,eng Premier League,22-143,2002,28,24,1982,22.0,1,6,7,1,0,0,6,0,1.4,1.4,3.0,4.3,35,104,68,0.05,0.27,0.32,0.05,0.32,0.06,0.14,0.20,0.06,0.20,Matches
121,André,br BRA,MF,Wolves,eng Premier League,23-256,2001,24,22,1747,19.4,0,0,0,0,0,0,4,0,0.2,0.2,0.6,0.8,7,75,10,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
122,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,34-238,1990,23,23,2062,22.9,0,1,1,0,0,0,10,0,1.3,1.3,1.4,2.7,23,171,52,0.00,0.04,0.04,0.00,0.04,0.06,0.06,0.12,0.06,0.12,Matches
123,Marcos André,br BRA,FW,Valladolid,es La Liga,28-160,1996,20,14,1174,13.0,1,2,3,1,0,0,5,0,2.7,2.7,0.8,3.5,11,16,38,0.08,0.15,0.23,0.08,0.23,0.20,0.06,0.27,0.20,0.27,Matches
124,Robert Andrich,de GER,MFDF,Leverkusen,de Bundesliga,30-188,1994,19,16,1314,14.6,2,2,4,2,0,0,7,0,1.3,1.3,0.3,1.5,7,54,14,0.14,0.14,0.27,0.14,0.27,0.09,0.02,0.10,0.09,0.10,Matches
125,Angeliño,es ESP,DF,Roma,it Serie A,28-084,1997,29,27,2367,26.3,2,1,3,2,0,0,1,0,0.6,0.6,2.2,2.8,45,143,120,0.08,0.04,0.11,0.08,0.11,0.02,0.09,0.11,0.02,0.11,Matches
126,Lorenzo Anghelè,it ITA,FW,Juventus,it Serie A,20-031,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
127,Faustino Anjorin,eng ENG,MF,Empoli,it Serie A,23-126,2001,17,13,983,10.9,0,3,3,0,0,0,2,0,0.8,0.8,1.6,2.4,27,50,30,0.00,0.27,0.27,0.00,0.27,0.07,0.15,0.22,0.07,0.22,Matches
128,Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,28-252,1996,18,14,1230,13.7,0,2,2,0,0,0,3,0,0.8,0.8,0.6,1.4,26,93,20,0.00,0.15,0.15,0.00,0.15,0.06,0.05,0.10,0.06,0.10,Matches
129,Leandro Antonetti,pr PUR,FW,Sevilla,es La Liga,22-075,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.22,0.00,0.22,Matches
130,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,35-001,1990,14,11,836,9.3,1,1,2,1,0,0,1,0,2.2,2.2,1.6,3.8,29,18,59,0.11,0.11,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41,Matches
131,Antoniu,es ESP,MFFW,Espanyol,es La Liga,22-205,2002,16,6,495,5.5,0,1,1,0,0,0,3,0,0.6,0.6,1.0,1.6,17,11,34,0.00,0.18,0.18,0.00,0.18,0.11,0.18,0.29,0.11,0.29,Matches
132,Antony,br BRA,DFMF,Manchester Utd,eng Premier League,25-033,2000,8,0,141,1.6,0,0,0,0,0,0,0,0,1.0,1.0,0.1,1.1,5,6,7,0.00,0.00,0.00,0.00,0.00,0.65,0.08,0.73,0.65,0.73,Matches
133,Antony,br BRA,FW,Betis,es La Liga,25-033,2000,7,7,591,6.6,2,2,4,2,0,0,1,1,0.9,0.9,2.2,3.1,31,23,59,0.30,0.30,0.61,0.30,0.61,0.13,0.34,0.47,0.13,0.47,Matches
134,Anuar,ma MAR,MFFW,Valladolid,es La Liga,30-073,1995,18,15,1274,14.2,2,0,2,2,0,0,5,0,1.4,1.4,0.5,2.0,18,19,46,0.14,0.00,0.14,0.14,0.14,0.10,0.04,0.14,0.10,0.14,Matches
135,Dennis Appiah,fr FRA,DF,Saint-Étienne,fr Ligue 1,32-293,1992,22,16,1588,17.6,0,1,1,0,0,0,1,0,0.1,0.1,2.0,2.1,38,67,75,0.00,0.06,0.06,0.00,0.06,0.01,0.11,0.12,0.01,0.12,Matches
136,Aritz Arambarri,es ESP,DF,Leganés,es La Liga,27-057,1998,2,2,177,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
137,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,29-180,1995,26,22,1897,21.1,8,0,8,5,3,3,8,0,5.9,3.6,0.3,3.9,11,55,36,0.38,0.00,0.38,0.24,0.24,0.28,0.02,0.30,0.17,0.18,Matches
138,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,22-249,2002,25,23,1918,21.3,0,1,1,0,0,0,7,0,0.4,0.4,0.9,1.3,22,82,35,0.00,0.05,0.05,0.00,0.05,0.02,0.04,0.06,0.02,0.06,Matches
139,Julian Araujo,mx MEX,DF,Bournemouth,eng Premier League,23-228,2001,8,5,355,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,14,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
140,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,26-022,1999,5,4,236,2.6,1,1,2,1,0,0,1,0,0.4,0.4,0.3,0.7,2,17,3,0.38,0.38,0.76,0.38,0.76,0.15,0.12,0.27,0.15,0.27,Matches
141,Cameron Archer,eng ENG,FW,Southampton,eng Premier League,23-251,2001,26,11,1181,13.1,2,0,2,2,0,1,0,0,4.9,4.1,0.3,4.4,16,12,55,0.15,0.00,0.15,0.15,0.15,0.37,0.03,0.40,0.31,0.34,Matches
142,Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,28-274,1996,22,20,1625,18.1,0,1,1,0,0,0,2,0,0.0,0.0,1.2,1.2,29,51,61,0.00,0.06,0.06,0.00,0.06,0.00,0.06,0.07,0.00,0.07,Matches
143,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,32-030,1993,18,17,1540,17.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
144,Adu Ares,es ESP,FW,Athletic Club,es La Liga,23-168,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
145,Jesús Areso,es ESP,DF,Osasuna,es La Liga,25-270,1999,26,25,2204,24.5,0,2,2,0,0,0,6,0,0.1,0.1,1.9,2.0,77,79,153,0.00,0.08,0.08,0.00,0.08,0.00,0.08,0.08,0.00,0.08,Matches
146,David Argüelles,es ESP,MF,Getafe,es La Liga,23-087,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
147,Joe Aribo,ng NGA,MFDF,Southampton,eng Premier League,28-251,1996,28,19,1826,20.3,3,0,3,3,0,0,1,0,2.7,2.7,1.6,4.2,34,69,62,0.15,0.00,0.15,0.15,0.15,0.13,0.08,0.21,0.13,0.21,Matches
148,Adam Armstrong,eng ENG,FWMF,Southampton,eng Premier League,28-047,1997,20,15,1248,13.9,2,2,4,2,0,1,4,0,3.3,2.3,1.2,3.5,25,21,79,0.14,0.14,0.29,0.14,0.29,0.24,0.09,0.32,0.17,0.25,Matches
149,Harrison Armstrong,eng ENG,MF,Everton,eng Premier League,18-069,2007,3,0,48,0.5,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,1,1,0,0.00,0.00,0.00,0.00,0.00,0.69,0.14,0.82,0.69,0.82,Matches
150,José Arnaiz,es ESP,MFFW,Osasuna,es La Liga,29-348,1995,10,1,110,1.2,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,4,3,13,0.00,0.00,0.00,0.00,0.00,0.23,0.07,0.31,0.23,0.31,Matches
151,Hákon Arnar Haraldsson,is ISL,MFFW,Lille,fr Ligue 1,21-353,2003,18,14,1209,13.4,4,2,6,4,0,0,3,0,3.0,3.0,1.8,4.7,38,75,105,0.30,0.15,0.45,0.30,0.45,0.22,0.13,0.35,0.22,0.35,Matches
152,Marko Arnautović,at AUT,FW,Inter,it Serie A,35-344,1989,10,1,239,2.7,2,1,3,2,0,0,1,0,1.9,1.9,0.5,2.4,2,8,35,0.75,0.38,1.13,0.75,1.13,0.72,0.18,0.89,0.72,0.89,Matches
153,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,30-306,1994,22,21,1881,20.9,2,4,6,2,0,0,7,0,0.8,0.8,2.4,3.1,7,104,11,0.10,0.19,0.29,0.10,0.29,0.04,0.11,0.15,0.04,0.15,Matches
154,Jann-Fiete Arp,de GER,FWMF,Holstein Kiel,de Bundesliga,25-082,2000,20,3,678,7.5,2,0,2,1,1,2,6,1,3.6,2.1,1.0,3.1,12,20,61,0.27,0.00,0.27,0.13,0.13,0.48,0.13,0.62,0.27,0.41,Matches
155,Sergio Arribas,es ESP,DF,Betis,es La Liga,22-047,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
156,Kepa Arrizabalaga,es ESP,GK,Bournemouth,eng Premier League,30-177,1994,22,22,1980,22.0,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
157,Arthur,br BRA,DFFW,Leverkusen,de Bundesliga,22-012,2003,14,6,514,5.7,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,9,15,43,0.00,0.18,0.18,0.00,0.18,0.00,0.06,0.06,0.00,0.06,Matches
158,Takuma Asano,jp JPN,FWMF,Mallorca,es La Liga,30-139,1994,17,10,828,9.2,2,0,2,2,0,0,0,0,1.9,1.9,0.3,2.2,24,16,54,0.22,0.00,0.22,0.22,0.22,0.21,0.04,0.24,0.21,0.24,Matches
159,Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,22-044,2003,15,10,1009,11.2,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.5,3,12,4,0.00,0.09,0.09,0.00,0.09,0.00,0.04,0.04,0.00,0.04,Matches
160,Marco Asensio,es ESP,MFFW,Aston Villa,eng Premier League,29-067,1996,4,2,207,2.3,2,0,2,2,0,0,0,0,1.4,1.4,0.2,1.6,10,16,7,0.87,0.00,0.87,0.87,0.87,0.62,0.09,0.71,0.62,0.71,Matches
161,Marco Asensio,es ESP,FWMF,Paris S-G,fr Ligue 1,29-067,1996,12,8,618,6.9,2,4,6,2,0,0,0,0,5.6,5.6,2.7,8.3,19,36,49,0.29,0.58,0.87,0.29,0.87,0.82,0.39,1.21,0.82,1.21,Matches
162,Kristjan Asllani,al ALB,MF,Inter,it Serie A,23-020,2002,16,6,604,6.7,0,2,2,0,0,0,3,0,0.8,0.8,1.6,2.4,7,44,17,0.00,0.30,0.30,0.00,0.30,0.12,0.24,0.36,0.12,0.36,Matches
163,Iago Aspas,es ESP,FWMF,Celta Vigo,es La Liga,37-240,1987,21,15,1396,15.5,8,3,11,4,4,5,4,1,7.4,3.4,2.9,6.3,43,104,109,0.52,0.19,0.71,0.26,0.45,0.47,0.19,0.66,0.22,0.41,Matches
164,Yaser Asprilla,co COL,FWMF,Girona,es La Liga,21-130,2003,18,9,879,9.8,2,0,2,2,0,0,2,0,1.4,1.4,1.7,3.0,44,60,96,0.20,0.00,0.20,0.20,0.20,0.14,0.17,0.31,0.14,0.31,Matches
165,Lorenz Assignon,tg TOG,DFMF,Rennes,fr Ligue 1,24-280,2000,24,20,1731,19.2,2,4,6,2,0,0,6,0,1.0,1.0,3.2,4.2,71,82,153,0.10,0.21,0.31,0.10,0.31,0.05,0.17,0.22,0.05,0.22,Matches
166,Dehmaine Assoumani,fr FRA,MFFW,Nantes,fr Ligue 1,19-346,2005,9,0,81,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.9,1.0,4,1,14,0.00,0.00,0.00,0.00,0.00,0.10,0.96,1.06,0.10,1.06,Matches
167,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,19-216,2005,26,25,2137,23.7,0,0,0,0,0,0,7,0,0.9,0.9,0.5,1.4,35,78,24,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
168,Arthur Atta,fr FRA,MFFW,Udinese,it Serie A,22-074,2003,19,4,607,6.7,0,1,1,0,0,0,3,0,0.8,0.8,0.6,1.4,14,28,43,0.00,0.15,0.15,0.00,0.15,0.12,0.09,0.21,0.12,0.21,Matches
169,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,22-308,2002,23,23,2070,23.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
170,Emil Audero,id IDN,GK,Como,it Serie A,28-070,1997,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
171,Tommaso Augello,it ITA,DFFW,Cagliari,it Serie A,30-211,1994,29,21,1933,21.5,0,4,4,0,0,0,2,0,0.2,0.2,3.8,4.1,48,86,92,0.00,0.19,0.19,0.00,0.19,0.01,0.18,0.19,0.01,0.19,Matches
172,Carlos Augusto,br BRA,DFFW,Inter,it Serie A,26-081,1999,20,8,1038,11.5,3,1,4,3,0,0,0,0,1.7,1.7,1.3,3.0,16,42,59,0.26,0.09,0.35,0.26,0.35,0.15,0.11,0.26,0.15,0.26,Matches
173,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,24-120,2000,18,11,1094,12.2,1,2,3,1,0,0,3,0,1.9,1.9,0.6,2.5,24,62,33,0.08,0.16,0.25,0.08,0.25,0.16,0.05,0.21,0.16,0.21,Matches
174,Brandon Austin,eng ENG,GK,Tottenham,eng Premier League,26-080,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
175,Ezequiel Ávila,ar ARG,FW,Betis,es La Liga,31-051,1994,18,6,632,7.0,2,0,2,2,0,0,5,1,1.5,1.5,1.0,2.5,12,18,46,0.28,0.00,0.28,0.28,0.28,0.22,0.14,0.36,0.22,0.36,Matches
176,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,27-229,1997,22,2,278,3.1,1,0,1,1,0,0,0,0,2.0,2.0,0.1,2.1,5,6,15,0.32,0.00,0.32,0.32,0.32,0.65,0.03,0.68,0.65,0.68,Matches
177,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,21-174,2003,25,16,1443,16.0,0,1,1,0,0,0,3,0,1.5,1.5,2.1,3.6,20,53,53,0.00,0.06,0.06,0.00,0.06,0.09,0.13,0.22,0.09,0.22,Matches
178,Florian Ayé,fr FRA,FW,Auxerre,fr Ligue 1,28-069,1997,18,4,431,4.8,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.8,3,4,23,0.21,0.00,0.21,0.21,0.21,0.15,0.01,0.16,0.15,0.16,Matches
179,André Ayew,gh GHA,FW,Le Havre,fr Ligue 1,35-102,1989,19,11,1067,11.9,4,1,5,4,0,0,2,0,2.9,2.9,0.1,3.0,3,16,26,0.34,0.08,0.42,0.34,0.42,0.25,0.01,0.25,0.25,0.25,Matches
180,Jordan Ayew,gh GHA,FWMF,Crystal Palace,eng Premier League,33-199,1991,1,0,21,0.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,0,0,1,0.00,0.00,0.00,0.00,0.00,1.96,0.21,2.17,1.96,2.17,Matches
181,Jordan Ayew,gh GHA,FWMF,Leicester City,eng Premier League,33-199,1991,24,15,1299,14.4,4,0,4,3,1,1,5,0,2.8,2.0,0.8,2.8,38,31,67,0.28,0.00,0.28,0.21,0.21,0.20,0.05,0.25,0.14,0.20,Matches
182,Neil El Aynaoui,fr FRA,MF,Lens,fr Ligue 1,23-270,2001,17,10,997,11.1,4,1,5,2,2,2,3,0,2.5,0.9,1.2,2.1,9,48,18,0.36,0.09,0.45,0.18,0.27,0.23,0.11,0.33,0.08,0.19,Matches
183,Ayman Azhil,ma MAR,MF,Dortmund,de Bundesliga,23-353,2001,1,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
184,Adam Aznou,ma MAR,DFMF,Valladolid,es La Liga,18-300,2006,5,4,328,3.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,9,15,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03,Matches
185,Adam Aznou,ma MAR,DF,Bayern Munich,de Bundesliga,18-300,2006,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
186,César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,35-213,1989,8,7,570,6.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,8,45,8,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
187,Paulo Azzi,br BRA,DF,Cagliari,it Serie A,30-257,1994,6,5,426,4.7,0,0,0,0,0,0,2,0,0.5,0.5,0.9,1.4,15,13,26,0.00,0.00,0.00,0.00,0.00,0.11,0.19,0.30,0.11,0.30,Matches
188,Oussama El Azzouzi,ma MAR,MF,Bologna,it Serie A,23-304,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
189,Papa Ba,es ESP,MF,Girona,es La Liga,20-198,2004,1,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
190,Shavy Babicka,ga GAB,MFFW,Toulouse,fr Ligue 1,24-301,2000,25,10,1047,11.6,4,2,6,4,0,0,1,0,3.0,3.0,1.5,4.5,30,20,108,0.34,0.17,0.52,0.34,0.52,0.26,0.13,0.39,0.26,0.39,Matches
191,Jacopo Bacci,it ITA,MF,Empoli,it Serie A,19-283,2005,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
192,Aliou Badara Baldé,gn GUI,MFFW,Bochum,de Bundesliga,22-107,2002,5,0,91,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,2,1,5,0.00,0.00,0.00,0.00,0.00,0.18,0.17,0.35,0.18,0.35,Matches
193,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,24-352,2000,23,22,2001,22.2,1,1,2,1,0,0,5,0,0.5,0.5,0.6,1.1,7,39,4,0.04,0.04,0.09,0.04,0.09,0.02,0.03,0.05,0.02,0.05,Matches
194,Milan Badelj,hr CRO,MF,Genoa,it Serie A,36-032,1989,21,19,1345,14.9,1,0,1,1,0,0,2,0,1.0,1.0,1.1,2.1,7,80,14,0.07,0.00,0.07,0.07,0.07,0.07,0.07,0.14,0.07,0.14,Matches
195,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,24-003,2001,5,3,334,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,17,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
196,Alex Baena,es ESP,MF,Villarreal,es La Liga,23-252,2001,25,24,2087,23.2,6,7,13,6,0,1,8,0,5.7,4.9,9.1,14.1,75,159,130,0.26,0.30,0.56,0.26,0.56,0.25,0.39,0.64,0.21,0.61,Matches
197,Juma Bah,sl SLE,DF,Valladolid,es La Liga,18-352,2006,12,10,864,9.6,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,13,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
198,Juma Bah,sl SLE,DF,Lens,fr Ligue 1,18-352,2006,4,2,197,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
199,Leon Bailey,jm JAM,FWMF,Aston Villa,eng Premier League,27-232,1997,23,14,1138,12.6,1,2,3,1,0,0,3,0,1.7,1.7,1.5,3.3,57,35,121,0.08,0.16,0.24,0.08,0.24,0.14,0.12,0.26,0.14,0.26,Matches
200,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,30-351,1994,10,7,580,6.4,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,1,18,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
201,Theo Bair,ca CAN,FW,Auxerre,fr Ligue 1,25-214,1999,23,9,782,8.7,2,1,3,2,0,0,1,0,2.5,2.5,1.2,3.7,13,14,37,0.23,0.12,0.35,0.23,0.35,0.29,0.14,0.43,0.29,0.43,Matches
202,Stefan Bajcetic,es ESP,MFDF,Las Palmas,es La Liga,20-158,2004,7,5,453,5.0,1,0,1,1,0,0,1,0,0.2,0.2,0.2,0.4,4,17,4,0.20,0.00,0.20,0.20,0.20,0.04,0.04,0.09,0.04,0.09,Matches
203,Cédric Bakambu,cd COD,FW,Betis,es La Liga,33-352,1991,18,5,559,6.2,2,2,4,2,0,0,4,0,2.9,2.9,0.6,3.5,8,10,34,0.32,0.32,0.64,0.32,0.64,0.47,0.09,0.56,0.47,0.56,Matches
204,Mitchel Bakker,nl NED,MF,Atalanta,it Serie A,24-282,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
