,,,,,,,,,Touches,,,,,,,Take-Ons,,,,,Carries,,,,,,,,Receiving,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
230,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,30-116,1994,0.6,25,1,2,11,12,3,25,1,0,0.0,1,100.0,20,117,35,2,1,0,1,0,20,5,Matches
231,Federico Barba,it ITA,DF,Como,it Serie A,31-209,1993,4.8,320,33,155,144,21,5,320,0,0,,0,,201,999,567,5,2,0,1,1,215,5,Matches
232,Valentín Barco,ar ARG,DFFW,Sevilla,es La Liga,20-249,2004,3.2,236,4,45,92,100,3,236,13,3,23.1,9,69.2,124,546,254,4,4,0,6,4,142,13,Matches
233,Valentín Barco,ar ARG,DFMF,Strasbourg,fr Ligue 1,20-249,2004,6.3,466,15,161,205,105,8,466,14,5,35.7,8,57.1,279,944,446,6,6,2,12,4,314,35,Matches
234,Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,22-208,2002,19.0,971,10,62,299,617,167,971,109,28,25.7,73,67.0,638,4489,2663,104,48,75,52,17,775,282,Matches
235,Melvin Bard,fr FRA,DFMF,Nice,fr Ligue 1,24-143,2000,15.5,988,53,350,444,211,26,988,32,14,43.8,18,56.3,474,2663,1446,31,20,8,22,10,566,66,Matches
236,Nicolò Barella,it ITA,MF,Inter,it Serie A,28-050,1997,22.8,1689,37,258,910,540,36,1689,49,20,40.8,22,44.9,1134,5704,2555,54,44,8,23,36,1306,111,Matches
237,Gabriel Bares,ch SUI,MFDF,Montpellier,fr Ligue 1,24-212,2000,0.6,49,3,10,32,8,2,49,2,1,50.0,1,50.0,27,136,31,1,0,0,0,1,33,0,Matches
238,Borna Barišić,hr CRO,DF,Leganés,es La Liga,32-139,1992,0.1,4,0,0,2,2,0,4,0,0,,0,,2,6,1,0,0,0,0,0,3,0,Matches
239,Kike Barja,es ESP,FWMF,Osasuna,es La Liga,27-362,1997,2.7,126,1,21,34,72,14,126,9,5,55.6,3,33.3,75,614,287,18,8,3,14,4,84,30,Matches
240,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,31-114,1993,6.2,429,16,68,255,112,17,429,10,8,80.0,2,20.0,254,1377,640,14,13,2,5,8,302,8,Matches
241,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,26-312,1998,0.8,47,2,9,22,17,1,47,3,0,0.0,2,66.7,22,139,75,2,0,0,0,0,29,6,Matches
242,Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,27-110,1997,10.0,428,9,58,138,232,65,428,33,13,39.4,15,45.5,314,2255,1228,48,24,26,17,11,346,94,Matches
243,Enzo Barrenechea,ar ARG,MF,Valencia,es La Liga,23-311,2001,16.5,1051,47,245,678,138,12,1051,19,9,47.4,9,47.4,471,2093,1007,16,11,0,15,14,679,9,Matches
244,Ander Barrenetxea,es ESP,MFFW,Real Sociedad,es La Liga,23-092,2001,10.7,596,9,88,215,306,52,596,55,22,40.0,32,58.2,379,2394,985,34,20,16,40,21,417,120,Matches
245,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,21-287,2003,18.8,1274,40,301,692,287,21,1274,31,19,61.3,10,32.3,767,3475,1536,18,22,4,35,15,919,49,Matches
246,Thierno Barry,fr FRA,FW,Villarreal,es La Liga,22-159,2002,18.0,448,15,29,178,250,81,447,34,11,32.4,16,47.1,242,1509,675,26,23,13,64,19,341,87,Matches
247,Davide Bartesaghi,it ITA,DF,Milan,it Serie A,19-090,2005,0.6,34,1,7,11,17,1,34,2,0,0.0,2,100.0,18,69,44,2,1,0,0,0,20,10,Matches
248,Marc Bartra,es ESP,DF,Betis,es La Liga,34-073,1991,14.5,934,136,569,329,43,15,934,10,4,40.0,6,60.0,481,2265,1458,4,6,0,7,3,549,1,Matches
249,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,28-190,1996,29.0,1601,261,984,575,49,23,1601,5,4,80.0,0,0.0,748,3702,1865,8,6,0,10,0,930,4,Matches
250,Daniele Baselli,it ITA,MF,Como,it Serie A,33-017,1992,0.2,31,1,6,23,2,0,31,0,0,,0,,22,134,45,2,0,0,1,0,24,0,Matches
251,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,25-088,1999,27.2,1967,258,955,927,103,15,1967,25,11,44.0,9,36.0,1262,6260,3506,22,14,3,27,7,1366,11,Matches
252,Aboubacar Bassinga,ci CIV,MF,Las Palmas,es La Liga,19-259,2005,0.0,4,0,0,4,0,0,4,0,0,,0,,3,11,4,0,0,0,0,1,3,0,Matches
253,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,25-350,1999,23.4,2144,157,688,1059,408,24,2144,15,7,46.7,5,33.3,1435,7348,4449,58,66,5,23,5,1594,74,Matches
254,Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,28-333,1996,23.0,903,743,888,15,0,0,903,5,5,100.0,0,0.0,540,2556,1559,0,0,0,1,0,448,0,Matches
255,Michy Batshuayi,be BEL,FWDF,Eint Frankfurt,de Bundesliga,31-178,1993,1.8,56,1,7,33,17,8,56,3,2,66.7,1,33.3,30,161,57,1,1,1,6,1,36,9,Matches
256,Dylan Batubinsika,cd COD,DF,Saint-Étienne,fr Ligue 1,29-042,1996,20.9,1369,182,727,624,22,7,1369,8,5,62.5,2,25.0,734,3970,2253,11,2,0,6,1,904,1,Matches
257,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,25-048,2000,7.3,422,45,177,222,24,3,422,0,0,,0,,216,991,539,4,4,0,6,2,260,7,Matches
258,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,34-300,1990,21.0,862,696,846,17,0,0,862,0,0,,0,,502,2246,1290,0,0,0,0,0,439,0,Matches
259,Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,25-240,1999,13.6,669,37,135,330,218,46,669,32,14,43.8,14,43.8,320,1821,991,23,24,5,29,25,408,66,Matches
260,Rafael Bauza,es ESP,MF,Espanyol,es La Liga,20-058,2005,2.0,74,6,22,39,14,1,74,2,1,50.0,1,50.0,37,193,102,1,2,0,1,0,42,3,Matches
261,Adrian Beck,de GER,MFFW,Heidenheim,de Bundesliga,27-293,1997,10.5,586,20,117,293,186,32,586,38,23,60.5,14,36.8,311,1648,595,15,9,5,21,18,326,50,Matches
262,Sheraldo Becker,sr SUR,FWMF,Real Sociedad,es La Liga,30-048,1995,10.8,373,10,39,109,230,35,373,10,4,40.0,3,30.0,236,1839,1014,49,15,13,17,4,290,105,Matches
263,Timo Becker,de GER,DF,Holstein Kiel,de Bundesliga,28-004,1997,20.1,976,97,488,385,116,19,976,20,8,40.0,12,60.0,432,2542,1330,24,24,1,22,9,507,33,Matches
264,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,28-351,1996,21.1,1686,298,880,777,36,13,1686,3,3,100.0,0,0.0,854,3088,1465,4,5,1,9,3,1090,1,Matches
265,Donny van de Beek,nl NED,MF,Girona,es La Liga,27-345,1997,14.6,542,13,105,231,214,57,542,12,6,50.0,6,50.0,265,1269,490,15,12,2,12,14,360,80,Matches
266,Hannes Behrens,de GER,DF,Hoffenheim,de Bundesliga,,,0.3,27,0,2,11,14,2,27,1,1,100.0,0,0.0,13,59,25,0,1,0,2,0,13,7,Matches
267,Kevin Behrens,de GER,FW,Wolfsburg,de Bundesliga,34-054,1991,1.5,86,2,7,38,41,12,86,1,0,0.0,1,100.0,34,154,80,2,1,1,6,1,66,17,Matches
268,Maximilian Beier,de GER,FWMF,Dortmund,de Bundesliga,22-163,2002,14.7,520,14,64,204,260,72,520,45,18,40.0,25,55.6,283,1245,604,20,10,9,31,22,349,106,Matches
269,Luken Beitia,es ESP,DF,Real Sociedad,es La Liga,20-272,2004,0.1,7,2,6,1,0,0,7,0,0,,0,,6,12,1,0,0,0,0,0,5,0,Matches
270,Ismael Bekhoucha,ma MAR,MF,Getafe,es La Liga,20-129,2004,0.0,4,1,3,1,0,0,4,0,0,,0,,1,2,1,0,0,0,0,0,1,0,Matches
271,Reda Belahyane,ma MAR,MF,Hellas Verona,it Serie A,20-301,2004,18.4,884,49,251,526,126,8,884,52,33,63.5,17,32.7,551,3272,1498,22,17,5,34,21,591,13,Matches
272,Reda Belahyane,ma MAR,MF,Lazio,it Serie A,20-301,2004,1.0,50,2,11,31,9,0,50,4,2,50.0,1,25.0,38,221,144,4,1,0,2,1,46,1,Matches
273,Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,31-060,1994,19.6,1049,66,327,620,114,6,1049,21,8,38.1,10,47.6,549,2579,1051,8,15,1,26,10,676,15,Matches
274,Yassin Belkhdim,fr FRA,MF,Angers,fr Ligue 1,23-043,2002,10.4,464,32,157,236,81,12,464,10,1,10.0,8,80.0,238,1202,489,12,5,2,23,9,264,22,Matches
275,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,33-217,1991,13.1,781,119,433,322,30,24,781,5,1,20.0,3,60.0,339,1534,759,7,1,1,12,3,395,4,Matches
276,Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,23-108,2001,3.7,263,33,147,115,3,1,263,1,0,0.0,1,100.0,186,936,326,0,0,0,1,0,192,0,Matches
277,Raoul Bellanova,it ITA,DF,Torino,it Serie A,24-316,2000,1.0,51,5,19,19,13,1,51,1,0,0.0,1,100.0,34,228,127,4,3,0,1,0,33,5,Matches
278,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,24-316,2000,19.2,1090,34,238,422,441,34,1090,39,17,43.6,18,46.2,627,3926,2034,65,37,3,24,8,701,141,Matches
279,Jean-Ricner Bellegarde,fr FRA,MFFW,Wolves,eng Premier League,26-275,1998,14.3,610,19,108,278,238,38,610,48,9,18.8,26,54.2,376,2360,1163,36,27,9,27,20,422,70,Matches
280,Héctor Bellerín,es ESP,DF,Betis,es La Liga,30-010,1995,5.8,354,22,110,176,69,10,354,8,6,75.0,2,25.0,196,695,326,3,4,0,5,1,225,20,Matches
281,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,21-273,2003,20.0,1381,22,193,690,511,69,1379,52,29,55.8,19,36.5,868,4294,2061,57,40,11,37,27,1129,98,Matches
282,Jeanuël Belocian,fr FRA,DFMF,Leverkusen,de Bundesliga,20-040,2005,0.8,44,2,9,20,15,1,44,1,1,100.0,0,0.0,16,89,39,0,2,0,2,0,32,1,Matches
283,Andrea Belotti,it ITA,FW,Como,it Serie A,31-099,1993,6.6,185,7,23,82,82,28,185,6,2,33.3,2,33.3,106,477,203,9,5,3,10,10,131,33,Matches
284,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,26-054,1999,19.1,1248,39,271,813,165,7,1248,14,7,50.0,6,42.9,684,3234,1490,16,17,1,16,19,884,19,Matches
285,Lucas Beltrán,ar ARG,MFFW,Fiorentina,it Serie A,24-000,2001,17.0,638,11,76,337,231,39,635,27,14,51.9,13,48.1,375,1847,686,19,15,6,28,32,472,71,Matches
286,Eliesse Ben Seghir,ma MAR,MFFW,Monaco,fr Ligue 1,20-041,2005,16.8,1085,2,78,457,567,55,1083,85,29,34.1,50,58.8,748,5013,2724,78,80,22,53,30,866,151,Matches
287,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,26-364,1998,3.8,191,10,45,120,30,1,191,4,3,75.0,1,25.0,106,491,226,3,1,1,0,0,115,5,Matches
288,Adrian Benedyczak,pl POL,FWMF,Parma,it Serie A,24-125,2000,2.2,74,7,16,33,25,4,74,1,0,0.0,1,100.0,40,167,80,3,2,0,5,3,55,11,Matches
289,László Bénes,sk SVK,MFFW,Union Berlin,de Bundesliga,27-201,1997,5.3,339,1,37,165,139,8,339,4,1,25.0,3,75.0,177,662,298,4,5,1,6,3,210,30,Matches
290,Iker Benito,es ESP,FWMF,Osasuna,es La Liga,22-231,2002,0.4,18,1,4,11,4,0,18,1,0,0.0,1,100.0,8,60,25,2,1,0,1,0,13,4,Matches
291,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,27-118,1997,3.3,249,7,48,151,50,1,249,10,9,90.0,1,10.0,156,971,406,8,4,0,3,3,199,12,Matches
292,Ismaël Bennacer,dz ALG,MF,Marseille,fr Ligue 1,27-118,1997,3.6,511,1,57,344,112,0,511,4,3,75.0,1,25.0,289,1231,552,5,12,0,5,8,422,3,Matches
293,Saïd Benrahma,dz ALG,FWMF,Lyon,fr Ligue 1,29-231,1995,8.2,447,2,44,169,240,34,447,29,8,27.6,20,69.0,286,1930,956,41,20,15,15,11,346,109,Matches
294,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,29-347,1995,16.7,1219,66,324,628,277,28,1219,16,5,31.3,9,56.3,596,2363,1083,19,21,1,14,5,705,55,Matches
295,Nabil Bentaleb,dz ALG,MFFW,Lille,fr Ligue 1,30-125,1994,1.5,87,8,27,39,22,1,87,0,0,,0,,46,110,47,0,2,0,1,1,63,1,Matches
296,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,27-277,1997,13.8,1022,56,243,612,176,20,1022,15,7,46.7,6,40.0,609,2787,1127,19,18,5,12,16,678,24,Matches
297,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,21-125,2003,17.1,1769,167,655,1057,63,11,1769,0,0,,0,,1054,4338,2677,8,12,0,9,2,1411,0,Matches
298,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,35-047,1990,16.3,1145,54,314,615,225,9,1145,12,6,50.0,5,41.7,517,2595,1547,32,23,2,10,2,647,49,Matches
299,Álex Berenguer,es ESP,FWMF,Athletic Club,es La Liga,29-268,1995,18.6,906,11,69,338,517,59,905,56,23,41.1,28,50.0,447,2907,1470,45,29,18,39,27,579,146,Matches
300,Sander Berge,no NOR,MF,Fulham,eng Premier League,27-043,1998,18.3,1039,68,296,603,145,10,1039,14,7,50.0,5,35.7,589,3025,1292,16,17,2,5,11,654,6,Matches
301,Lucas Bergvall,se SWE,MF,Tottenham,eng Premier League,19-055,2006,10.4,746,29,155,413,190,16,746,39,19,48.7,16,41.0,449,2840,1332,24,17,3,18,14,499,23,Matches
302,Medon Berisha,al ALB,MF,Lecce,it Serie A,21-159,2003,5.6,348,10,66,202,85,6,348,8,2,25.0,4,50.0,209,1186,625,9,6,2,7,0,235,13,Matches
303,Mergim Berisha,de GER,FWMF,Hoffenheim,de Bundesliga,26-322,1998,3.7,93,5,11,35,47,12,93,8,3,37.5,5,62.5,60,195,78,2,3,1,6,3,69,18,Matches
304,Adrian Bernabe,es ESP,MF,Parma,it Serie A,23-307,2001,12.7,911,36,219,513,193,4,911,25,11,44.0,9,36.0,587,2910,1806,30,30,2,10,10,646,13,Matches
305,Marc Bernal,es ESP,MF,Barcelona,es La Liga,17-307,2007,2.7,184,4,47,116,21,1,184,3,2,66.7,1,33.3,97,461,150,0,2,0,2,2,137,2,Matches
306,Bernardo,br BRA,DF,Bochum,de Bundesliga,29-319,1995,13.8,839,77,398,389,57,18,839,4,2,50.0,2,50.0,408,2105,1028,13,5,1,7,4,443,9,Matches
307,Juan Bernat,es ESP,DFMF,Villarreal,es La Liga,32-028,1993,2.4,160,10,42,63,56,13,160,8,3,37.5,5,62.5,83,347,168,4,3,1,3,2,100,23,Matches
308,Juan Bernat,es ESP,MF,Getafe,es La Liga,32-028,1993,3.3,111,4,21,48,43,6,111,12,6,50.0,6,50.0,59,213,45,1,1,1,8,7,60,12,Matches
309,Maxime Bernauer,fr FRA,DF,Saint-Étienne,fr Ligue 1,26-271,1998,1.5,98,13,37,52,10,3,98,1,1,100.0,0,0.0,53,291,214,2,3,0,1,0,62,0,Matches
310,Antoine Bernede,fr FRA,MFFW,Hellas Verona,it Serie A,25-307,1999,1.9,65,3,8,38,19,2,65,2,1,50.0,1,50.0,41,237,99,2,2,0,4,1,39,7,Matches
311,Alexander Bernhardsson,se SWE,MFDF,Holstein Kiel,de Bundesliga,26-202,1998,6.9,278,8,58,129,101,21,278,25,12,48.0,13,52.0,135,850,401,11,11,7,16,9,165,38,Matches
