,,,,,,,,,,Pass Types,,,,,,,,Corner Kicks,,,Outcomes,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1552,Ryan Manning,ie IRL,DFMF,Southampton,eng Premier League,28-288,1996,10.8,528,416,106,26,1,2,51,58,22,18,1,0,426,6,12,Matches
1553,Javier Manquillo,es ESP,DF,Celta Vigo,es La Liga,30-328,1994,5.7,373,358,15,9,1,0,3,6,0,0,0,0,335,0,5,Matches
1554,Johan Manzambi,ch SUI,MFFW,Freiburg,de Bundesliga,19-166,2005,0.4,21,21,0,0,0,0,1,0,0,0,0,0,16,0,0,Matches
1555,Alberto Manzoni,it ITA,MF,Atalanta,it Serie A,19-277,2005,0.1,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
1556,Sekou Mara,fr FRA,FWMF,Strasbourg,fr Ligue 1,22-242,2002,7.1,160,151,9,0,2,1,2,1,0,0,0,0,111,0,10,Matches
1557,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,22-185,2002,0.5,20,19,1,1,0,0,0,0,0,0,0,0,12,0,1,Matches
1558,Alessandro Marcandalli,it ITA,DF,Venezia,it Serie A,22-185,2002,1.3,54,50,4,1,0,0,0,3,0,0,0,0,41,0,1,Matches
1559,Marcão,br BRA,DF,Sevilla,es La Liga,28-297,1996,5.1,261,242,18,10,0,0,0,0,0,0,0,0,230,1,4,Matches
1560,Solly March,eng ENG,MFFW,Brighton,eng Premier League,30-252,1994,0.4,20,17,3,0,0,0,3,1,2,2,0,0,11,0,0,Matches
1561,Filip Marchwiński,pl POL,MF,Lecce,it Serie A,23-078,2002,0.2,5,5,0,0,0,0,0,0,0,0,0,0,4,0,1,Matches
1562,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,35-349,1989,13.7,802,622,178,16,2,2,44,162,0,0,0,0,634,2,18,Matches
1563,Alberto Marí,es ESP,FW,Valencia,es La Liga,23-261,2001,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
1564,Pablo Marí,es ESP,DF,Monza,it Serie A,31-210,1993,18.1,1112,1020,89,41,0,5,1,2,0,0,0,0,997,3,2,Matches
1565,Pablo Marí,es ESP,DF,Fiorentina,it Serie A,31-210,1993,3.2,148,141,5,4,0,0,0,0,0,0,0,0,130,2,1,Matches
1566,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,30-068,1995,17.5,1017,952,64,43,1,18,0,5,0,0,0,0,928,1,3,Matches
1567,Luca Marianucci,it ITA,DF,Empoli,it Serie A,20-249,2004,5.4,225,198,25,10,0,3,3,7,0,0,0,0,176,2,3,Matches
1568,Mirko Marić,hr CRO,FWMF,Monza,it Serie A,29-317,1995,1.2,41,40,1,0,0,0,2,1,0,0,0,0,26,0,2,Matches
1569,Mirko Marić,hr CRO,FW,Venezia,it Serie A,29-317,1995,3.5,90,85,4,1,0,0,3,1,0,0,0,0,68,1,0,Matches
1570,Arkaitz Mariezkurrena,es ESP,MFFW,Real Sociedad,es La Liga,19-358,2005,0.7,17,17,0,0,0,0,0,0,0,0,0,0,9,0,2,Matches
1571,Rafa Marín ,es ESP,DF,Napoli,it Serie A,22-314,2002,0.1,3,2,1,0,0,0,0,0,0,0,0,0,3,0,0,Matches
1572,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,21-269,2003,5.2,167,159,7,1,2,0,6,0,0,0,0,0,120,1,6,Matches
1573,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,28-310,1996,12.7,623,544,77,38,4,3,61,3,36,3,31,0,480,2,12,Matches
1574,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,30-327,1994,17.0,874,846,25,22,2,4,1,2,0,0,0,0,759,3,3,Matches
1575,Mika Màrmol,es ESP,DF,Las Palmas,es La Liga,22-270,2002,17.7,998,864,133,18,0,5,37,110,0,0,0,0,776,1,17,Matches
1576,Omar Marmoush,eg EGY,MFFW,Manchester City,eng Premier League,26-050,1999,5.3,156,134,22,4,2,0,22,1,13,8,3,0,119,0,2,Matches
1577,Omar Marmoush,eg EGY,FW,Eint Frankfurt,de Bundesliga,26-050,1999,16.1,430,332,95,29,5,2,78,6,50,22,24,0,300,3,10,Matches
1578,Mario Maroto,es ESP,MF,Valladolid,es La Liga,21-121,2003,0.2,15,15,0,0,0,0,0,0,0,0,0,0,11,0,1,Matches
1579,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,30-319,1994,15.6,1502,1470,30,18,3,10,2,10,0,0,0,0,1414,2,6,Matches
1580,Unai Marrero,es ESP,GK,Real Sociedad,es La Liga,23-171,2001,1.0,30,19,10,2,0,0,0,0,0,0,0,0,22,1,0,Matches
1581,Ange Martial Tia,ml MLI,MF,Reims,fr Ligue 1,18-129,2006,0.0,5,4,1,1,0,0,0,0,0,0,0,0,4,0,0,Matches
1582,Aarón Martín,es ESP,DF,Genoa,it Serie A,27-341,1997,27.2,1337,970,363,75,0,2,217,203,85,39,44,0,963,4,25,Matches
1583,Carlos Martín,es ESP,FWMF,Alavés,es La Liga,22-341,2002,11.9,309,303,6,2,3,0,19,4,0,0,0,0,201,0,19,Matches
1584,Gerard Martín,es ESP,DF,Barcelona,es La Liga,23-087,2002,5.9,390,336,53,6,1,1,13,47,0,0,0,0,329,1,11,Matches
1585,Iván Martín,es ESP,MF,Girona,es La Liga,26-043,1999,18.5,1195,1173,21,13,1,1,15,8,0,0,0,0,1082,1,15,Matches
1586,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,19-087,2006,3.3,108,104,4,4,0,0,0,0,0,0,0,0,86,0,1,Matches
1587,Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,34-354,1990,5.1,275,264,9,6,0,1,3,3,0,0,0,0,241,2,6,Matches
1588,Mario Martín,es ESP,MF,Valladolid,es La Liga,21-024,2004,15.9,645,613,30,17,2,3,9,2,1,1,0,0,547,2,10,Matches
1589,Gabriel Martinelli,br BRA,FWMF,Arsenal,eng Premier League,23-284,2001,17.4,477,465,10,0,3,2,63,7,3,3,0,0,333,2,26,Matches
1590,Arnau Martinez,es ESP,DFMF,Girona,es La Liga,21-338,2003,21.8,1468,1253,210,37,4,3,48,172,1,0,1,0,1266,5,28,Matches
1591,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,32-208,1992,27.0,1027,826,194,65,0,2,0,0,0,0,0,0,831,7,0,Matches
1592,Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,33-316,1991,21.8,1964,1862,100,83,3,30,2,5,0,0,0,0,1787,2,12,Matches
1593,Javi Martínez,es ESP,MF,Osasuna,es La Liga,25-097,1999,0.1,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches
1594,Josep Martinez,es ESP,GK,Inter,it Serie A,26-306,1998,3.0,131,114,17,6,0,0,0,0,0,0,0,0,107,0,0,Matches
1595,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,27-219,1997,25.1,558,523,28,3,9,9,9,1,0,0,0,0,420,7,18,Matches
1596,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,27-070,1998,19.5,1342,1285,54,15,5,3,9,16,0,0,0,0,1200,3,7,Matches
1597,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,28-323,1996,3.9,255,243,11,7,0,3,0,4,0,0,0,0,226,1,1,Matches
1598,Ramón Martínez,es ESP,DF,Sevilla,es La Liga,22-158,2002,0.1,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches
1599,Toni Martínez,es ESP,FW,Alavés,es La Liga,27-272,1997,9.3,193,181,9,0,2,2,6,0,0,0,0,0,117,3,1,Matches
1600,Kevin Martins,it ITA,MFDF,Monza,it Serie A,20-057,2005,2.0,56,51,5,0,0,0,6,5,0,0,0,0,38,0,3,Matches
1601,Javi Martón,es ESP,FWMF,Athletic Club,es La Liga,25-327,1999,0.6,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
1602,Adam Marušić,me MNE,DF,Lazio,it Serie A,32-163,1992,19.3,944,783,161,23,0,2,36,138,0,0,0,0,804,0,12,Matches
1603,Marvin,es ESP,DFFW,Las Palmas,es La Liga,24-269,2000,6.6,302,246,56,11,0,0,30,45,0,0,0,0,222,0,10,Matches
1604,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,32-055,1993,16.6,678,664,11,11,0,7,3,0,0,0,0,0,579,3,8,Matches
1605,Adam Masina,ma MAR,DF,Torino,it Serie A,31-086,1994,16.6,994,944,48,19,1,7,14,23,0,0,0,0,836,2,3,Matches
1606,Patrizio Masini,it ITA,MF,Genoa,it Serie A,24-061,2001,8.6,319,312,7,6,1,0,15,1,0,0,0,0,241,0,13,Matches
1607,Giorgos Masouras,gr GRE,FWMF,Bochum,de Bundesliga,31-087,1994,6.3,135,131,4,0,0,0,12,3,0,0,0,0,94,0,4,Matches
1608,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,26-127,1998,9.5,386,370,13,10,1,2,0,0,0,0,0,0,317,3,4,Matches
1609,Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,23-265,2001,5.4,220,216,4,3,0,3,3,0,0,0,0,0,191,0,2,Matches
1610,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,32-142,1992,23.1,1393,1285,106,52,0,2,35,46,0,0,0,0,1228,2,11,Matches
1611,Jaime Mata,es ESP,FW,Las Palmas,es La Liga,36-156,1988,5.2,130,126,3,0,0,0,9,0,0,0,0,0,89,1,5,Matches
1612,Igor Matanovic,hr CRO,FW,Eint Frankfurt,de Bundesliga,21-363,2003,3.4,74,68,6,0,1,0,0,0,0,0,0,0,56,0,3,Matches
1613,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,22-196,2002,15.5,836,819,15,5,0,3,9,9,0,0,0,0,731,2,17,Matches
1614,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,23-042,2002,0.8,41,39,2,1,0,0,0,1,0,0,0,0,35,0,0,Matches
1615,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,27-274,1997,23.7,369,364,5,0,7,0,22,0,0,0,0,0,240,0,13,Matches
1616,Nemanja Matić,rs SRB,MF,Lyon,fr Ligue 1,36-240,1988,18.1,1126,1074,48,37,3,11,8,3,0,0,0,0,975,4,12,Matches
1617,Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,22-318,2002,20.3,921,892,25,21,1,1,2,2,0,0,0,0,778,4,11,Matches
1618,Jean Mattéo Bahoya,fr FRA,MFFW,Eint Frankfurt,de Bundesliga,19-326,2005,5.1,191,183,8,1,1,1,15,4,2,0,0,0,145,0,6,Matches
1619,Alan Matturro,uy URU,DF,Genoa,it Serie A,20-169,2004,8.9,332,305,26,4,0,1,6,21,0,0,0,0,262,1,5,Matches
1620,Azor Matusiwa,nl NED,MF,Rennes,fr Ligue 1,26-335,1998,17.6,907,874,30,26,2,6,1,4,0,0,0,0,790,3,11,Matches
1621,Neal Maupay,fr FRA,FW,Marseille,fr Ligue 1,28-227,1996,10.2,266,237,29,4,1,0,1,3,0,0,0,0,221,0,8,Matches
1622,Maurides,br BRA,FW,St. Pauli,de Bundesliga,31-019,1994,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
1623,Stephy Mavididi,eng ENG,FW,Leicester City,eng Premier League,26-302,1998,15.5,539,517,17,2,6,0,64,9,6,3,2,0,403,5,18,Matches
1624,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,27-108,1997,18.5,987,936,47,33,1,21,2,12,0,0,0,0,843,4,9,Matches
1625,Christian Mawissa,fr FRA,DF,Monaco,fr Ligue 1,19-345,2005,11.6,568,538,30,7,0,0,3,20,0,0,0,0,481,0,10,Matches
1626,Keke Maximilian Topp,de GER,FWMF,Werder Bremen,de Bundesliga,21-004,2004,2.5,72,65,5,1,0,0,5,0,0,0,0,0,37,2,7,Matches
1627,Borja Mayoral,es ESP,FW,Getafe,es La Liga,27-358,1997,6.2,139,124,13,1,0,2,6,1,0,0,0,0,103,2,4,Matches
1628,Senny Mayulu,fr FRA,MF,Paris S-G,fr Ligue 1,18-316,2006,5.2,248,237,9,2,0,2,7,1,4,2,0,0,209,2,8,Matches
1629,Noussair Mazraoui,ma MAR,DF,Manchester Utd,eng Premier League,27-135,1997,24.6,1398,1224,173,19,5,5,19,149,0,0,0,0,1186,1,32,Matches
1630,Luca Mazzitelli,it ITA,MF,Como,it Serie A,29-134,1995,3.7,197,191,5,2,1,2,12,2,0,0,0,0,156,1,4,Matches
1631,Pasquale Mazzocchi,it ITA,DFFW,Napoli,it Serie A,29-245,1995,6.8,248,200,47,1,1,0,12,46,0,0,0,0,197,1,5,Matches
1632,Samuel Mbangula,be BEL,FW,Juventus,it Serie A,21-072,2004,7.8,268,262,5,1,0,0,17,4,0,0,0,0,229,1,3,Matches
1633,Ethan Mbappé,fr FRA,MFFW,Lille,fr Ligue 1,18-090,2006,2.2,125,115,10,1,0,2,12,0,9,4,1,0,97,0,3,Matches
1634,Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,26-099,1998,24.9,880,832,44,1,6,14,25,5,4,0,0,0,735,4,23,Matches
1635,Ibrahim Mbaye,fr FRA,FWMF,Paris S-G,fr Ligue 1,17-064,2008,1.0,35,34,0,0,0,0,1,0,0,0,0,0,30,1,0,Matches
1636,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,25-234,1999,28.9,1006,884,115,32,10,6,150,13,65,50,2,0,676,7,39,Matches
1637,James Mcatee,eng ENG,MFFW,Manchester City,eng Premier League,22-162,2002,1.4,62,61,1,0,1,0,2,0,1,1,0,0,53,0,1,Matches
1638,Kasey McAteer,ie IRL,FWMF,Leicester City,eng Premier League,23-127,2001,4.4,141,134,5,0,0,0,13,5,0,0,0,0,98,2,9,Matches
1639,Oliver McBurnie,sct SCO,FW,Las Palmas,es La Liga,28-298,1996,12.3,296,270,26,1,0,0,1,3,0,0,0,0,204,0,4,Matches
1640,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,35-116,1989,5.0,156,126,29,6,0,1,0,0,0,0,0,0,117,1,1,Matches
1641,John McGinn,sct SCO,MFFW,Aston Villa,eng Premier League,30-162,1994,19.7,700,654,45,23,6,1,46,3,12,6,3,0,582,1,11,Matches
1642,Scott McKenna,sct SCO,DF,Las Palmas,es La Liga,28-137,1996,20.4,1066,1027,37,23,0,4,1,4,0,0,0,0,918,2,5,Matches
1643,Weston McKennie,us USA,MFDF,Juventus,it Serie A,26-213,1998,18.3,797,747,47,3,5,3,12,43,0,0,0,0,670,3,11,Matches
1644,Mark McKenzie,us USA,DF,Toulouse,fr Ligue 1,26-032,1999,22.4,1077,986,91,25,0,5,0,57,0,0,0,0,917,0,6,Matches
1645,Dwight McNeil,eng ENG,MFFW,Everton,eng Premier League,25-127,1999,12.7,514,422,88,28,7,5,91,4,39,26,5,4,377,4,15,Matches
1646,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,28-111,1996,0.2,10,8,2,0,0,0,0,1,0,0,0,0,10,0,0,Matches
1647,Scott McTominay,sct SCO,MF,Napoli,it Serie A,28-111,1996,24.9,698,691,6,2,7,7,5,3,0,0,0,0,588,1,14,Matches
1648,Jakov Medić,hr CRO,DF,Bochum,de Bundesliga,26-203,1998,14.9,583,569,11,6,1,1,1,0,0,0,0,0,502,3,2,Matches
1649,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,25-305,1999,21.3,1380,1272,99,56,2,4,14,43,0,0,0,0,1194,9,16,Matches
1650,Ben Mee,eng ENG,DF,Brentford,eng Premier League,35-189,1989,2.0,120,108,12,5,0,1,0,4,0,0,0,0,93,0,1,Matches
1651,Jayden Meghoma,eng ENG,DF,Brentford,eng Premier League,18-274,2006,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
1652,Henrik Meister,dk DEN,FW,Rennes,fr Ligue 1,21-132,2003,0.7,14,14,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
1653,Bamo Meïté,ci CIV,DF,Montpellier,fr Ligue 1,23-116,2001,2.8,87,85,2,0,0,0,0,2,0,0,0,0,73,0,3,Matches
1654,Bamo Meïté,ci CIV,DF,Marseille,fr Ligue 1,23-116,2001,0.3,28,24,4,0,0,0,0,4,0,0,0,0,26,0,1,Matches
1655,Mohamed Meité,fr FRA,FW,Rennes,fr Ligue 1,17-169,2007,2.4,33,32,1,0,0,0,1,0,0,0,0,0,22,0,0,Matches
1656,Mateo Mejía,es ESP,FW,Sevilla,es La Liga,21-363,2003,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1657,Farid El Melali,dz ALG,FW,Angers,fr Ligue 1,27-328,1997,17.2,427,367,60,15,0,0,67,3,41,20,15,1,300,0,16,Matches
1658,Filippo Melegoni,it ITA,MFFW,Genoa,it Serie A,26-039,1999,1.0,16,14,2,0,1,0,2,2,0,0,0,0,9,0,3,Matches
1659,Arthur Melo,br BRA,MF,Girona,es La Liga,28-229,1996,2.4,202,195,5,5,0,0,2,0,0,0,0,0,189,2,1,Matches
1660,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,22-283,2002,15.0,1175,1045,127,27,3,21,45,99,1,1,0,0,1022,3,20,Matches
1661,Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,28-081,1997,14.0,667,603,59,26,2,9,44,5,23,6,13,0,522,5,17,Matches
1662,Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,20-306,2004,6.1,325,274,51,12,1,1,7,39,0,0,0,0,253,0,3,Matches
1663,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,29-294,1995,11.2,671,581,88,19,0,2,1,69,0,0,0,0,630,2,8,Matches
1664,Nampalys Mendy,sn SEN,MF,Lens,fr Ligue 1,32-279,1992,2.9,139,139,0,0,0,1,1,0,0,0,0,0,126,0,2,Matches
1665,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,26-254,1998,19.6,978,793,181,17,2,11,61,164,0,0,0,0,756,4,28,Matches
1666,Alex Meret,it ITA,GK,Napoli,it Serie A,28-007,1997,25.4,848,669,179,47,0,1,0,0,0,0,0,0,721,0,0,Matches
1667,Mikel Merino,es ESP,MFFW,Arsenal,eng Premier League,28-280,1996,12.8,450,443,3,3,4,1,10,0,0,0,0,0,349,4,11,Matches
1668,Quentin Merlin,fr FRA,DF,Marseille,fr Ligue 1,22-317,2002,13.7,913,789,122,13,0,1,74,89,20,6,9,0,756,2,20,Matches
1669,Víctor Meseguer,es ESP,MF,Valladolid,es La Liga,25-293,1999,4.6,189,183,6,3,1,1,3,1,0,0,0,0,148,0,6,Matches
1670,Rafik Messali,fr FRA,DF,Toulouse,fr Ligue 1,21-335,2003,3.5,171,145,26,4,0,0,12,22,0,0,0,0,125,0,10,Matches
1671,Junior Messias,br BRA,MFFW,Genoa,it Serie A,33-320,1991,6.0,154,146,8,1,0,1,14,6,0,0,0,0,104,0,3,Matches
1672,Connor Metcalfe,au AUS,MF,St. Pauli,de Bundesliga,25-144,1999,2.5,88,79,7,3,0,0,6,1,3,0,3,0,54,2,3,Matches
1673,Karol Mets,ee EST,DF,St. Pauli,de Bundesliga,31-317,1993,10.0,631,589,41,15,0,5,3,4,0,0,0,0,526,1,3,Matches
1674,Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,33-198,1991,14.3,993,882,111,8,0,6,46,101,2,0,0,0,798,0,21,Matches
1675,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,33-350,1991,2.0,83,68,15,8,0,0,0,0,0,0,0,0,54,0,0,Matches
1676,Shumaira Mheuka,eng ENG,MF,Chelsea,eng Premier League,17-160,2007,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1677,Lucas Michal,fr FRA,FWMF,Monaco,fr Ligue 1,19-281,2005,1.1,37,36,1,0,0,0,1,0,0,0,0,0,31,0,0,Matches
1678,Florian Micheler,at AUT,MF,Hoffenheim,de Bundesliga,19-316,2005,0.4,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
1679,Miguel,es ESP,FW,Leganés,es La Liga,25-207,1999,18.0,217,199,15,0,4,1,7,2,0,0,0,0,125,3,12,Matches
1680,Valentin Mihaila,ro ROU,FWMF,Parma,it Serie A,25-055,2000,14.3,431,368,61,14,3,4,33,6,40,12,6,1,325,2,8,Matches
1681,Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,24-149,2000,12.4,345,329,15,1,4,3,9,3,0,0,0,0,262,1,9,Matches
1682,Igor Miladinović,rs SRB,FWMF,Saint-Étienne,fr Ligue 1,21-294,2003,0.3,15,15,0,0,0,0,0,0,0,0,0,0,12,0,0,Matches
1683,Nikola Milenković,rs SRB,DF,Nott'ham Forest,eng Premier League,27-168,1997,28.0,766,732,27,27,0,2,0,0,0,0,0,0,624,7,2,Matches
1684,Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,18-332,2006,2.1,126,126,0,0,0,0,0,0,0,0,0,0,112,0,2,Matches
1685,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,28-037,1997,28.0,1263,957,301,92,1,5,0,0,0,0,0,0,843,5,1,Matches
1686,Éder Militão,br BRA,DF,Real Madrid,es La Liga,27-070,1998,10.4,712,676,34,19,0,15,2,2,0,0,0,0,636,2,3,Matches
1687,Luis Milla,es ESP,MF,Getafe,es La Liga,30-173,1994,23.0,1071,853,210,120,4,15,143,1,77,34,33,1,790,8,12,Matches
1688,Pere Milla,es ESP,MFFW,Espanyol,es La Liga,32-187,1992,2.7,98,86,12,6,3,1,9,3,3,1,2,0,55,0,11,Matches
1689,Enzo Millot,fr FRA,MFFW,Stuttgart,de Bundesliga,22-255,2002,17.4,971,925,45,9,5,5,36,10,19,3,10,1,820,1,23,Matches
1690,James Milner,eng ENG,MF,Brighton,eng Premier League,39-084,1986,1.9,73,62,11,4,2,0,8,0,6,2,3,0,55,0,1,Matches
1691,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,28-134,1996,22.3,2273,2222,49,23,1,5,0,3,0,0,0,0,2100,2,9,Matches
1692,Yerry Mina,co COL,DF,Cagliari,it Serie A,30-187,1994,23.1,1206,1139,64,56,1,2,1,4,0,0,0,0,1032,3,6,Matches
1693,Takumi Minamino,jp JPN,MFFW,Monaco,fr Ligue 1,30-072,1995,18.5,549,531,12,1,12,2,17,5,0,0,0,0,385,6,24,Matches
1694,Lucas Mincarelli,fr FRA,DF,Montpellier,fr Ligue 1,21-083,2004,2.8,126,105,21,4,0,0,12,17,0,0,0,0,97,0,3,Matches
1695,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,32-016,1993,8.7,512,486,26,15,0,3,1,0,0,0,0,0,448,0,5,Matches
1696,Óscar Mingueza,es ESP,MFDF,Celta Vigo,es La Liga,25-320,1999,22.1,1582,1314,260,44,7,9,89,205,11,3,5,0,1228,8,25,Matches
1697,Kim Minsu,kr KOR,MFFW,Girona,es La Liga,19-069,2006,0.2,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches
1698,Yankuba Minteh,gm GAM,FWMF,Brighton,eng Premier League,20-250,2004,14.1,377,339,36,9,1,4,66,11,16,7,6,0,227,2,28,Matches
1699,Bojan Miovski,mk MKD,FW,Girona,es La Liga,25-278,1999,9.4,109,91,17,0,0,0,3,0,0,0,0,0,82,1,4,Matches
1700,Rafa Mir,es ESP,FWMF,Valencia,es La Liga,27-284,1997,4.3,78,76,2,0,0,0,3,0,0,0,0,0,59,0,2,Matches
1701,Juan Miranda,es ESP,DF,Bologna,it Serie A,25-069,2000,18.6,1398,1114,280,59,3,3,159,166,55,11,32,0,1056,4,22,Matches
1702,Fabio Miretti,it ITA,MFFW,Genoa,it Serie A,21-238,2003,16.9,517,454,58,17,5,8,55,7,30,6,20,0,382,5,14,Matches
1703,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,25-209,1999,26.7,1078,889,186,7,0,1,82,179,0,0,0,0,775,3,47,Matches
1704,Kaoru Mitoma,jp JPN,FWMF,Brighton,eng Premier League,27-313,1997,25.7,849,837,10,0,6,1,63,10,0,0,0,0,642,2,35,Matches
1705,Maximilian Mittelstädt,de GER,DF,Stuttgart,de Bundesliga,28-011,1997,20.9,1471,1245,222,24,2,10,124,187,10,1,8,0,1210,4,25,Matches
1706,Koji Miyoshi,jp JPN,FWMF,Bochum,de Bundesliga,28-003,1997,5.0,127,120,7,0,4,1,9,1,2,2,0,0,74,0,15,Matches
1707,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,36-067,1989,22.7,1302,1282,15,9,5,8,18,3,3,1,0,0,1138,5,22,Matches
1708,Jakub Moder,pl POL,MF,Brighton,eng Premier League,25-356,1999,0.1,22,22,0,0,0,0,1,0,0,0,0,0,18,0,0,Matches
1709,Rui Modesto,ao ANG,DF,Udinese,it Serie A,25-173,1999,2.9,148,111,37,1,1,0,10,36,0,0,0,0,106,0,6,Matches
1710,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,39-201,1985,14.1,1314,1185,127,65,8,19,72,2,60,25,19,1,1151,2,11,Matches
1711,Max Moerstedt,de GER,FW,Hoffenheim,de Bundesliga,,,5.0,103,101,1,0,1,0,1,0,0,0,0,0,69,1,2,Matches
1712,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,27-121,1997,10.0,182,167,13,0,1,0,4,1,0,0,0,0,117,2,8,Matches
1713,Johan Mojica,co COL,DF,Mallorca,es La Liga,32-220,1992,23.5,1214,954,250,24,1,5,107,225,1,0,1,0,892,10,40,Matches
1714,David Mokwa,fr FRA,DFFW,Hoffenheim,de Bundesliga,20-330,2004,0.2,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
1715,Alberto Moleiro,es ESP,FWMF,Las Palmas,es La Liga,21-180,2003,22.1,740,722,15,9,9,1,18,4,1,0,0,0,605,3,19,Matches
1716,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,26-357,1998,14.5,961,805,150,12,1,5,45,129,9,3,6,0,764,6,31,Matches
1717,Florent Mollet,fr FRA,MFFW,Nantes,fr Ligue 1,33-130,1991,2.7,106,91,14,2,0,0,13,1,10,2,8,0,83,1,4,Matches
1718,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,26-320,1998,20.2,857,766,87,36,1,8,86,4,39,10,16,0,634,4,17,Matches
1719,Gonzalo Montiel,ar ARG,DFMF,Sevilla,es La Liga,28-087,1997,1.3,78,64,14,2,0,0,3,11,1,0,0,0,68,0,1,Matches
1720,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,29-037,1996,28.0,848,500,338,101,0,2,0,0,0,0,0,0,406,10,1,Matches
1721,Mikey Moore,eng ENG,FWMF,Tottenham,eng Premier League,17-230,2007,2.1,67,61,6,0,0,0,12,1,5,2,0,0,48,0,3,Matches
1722,Álvaro Morata,es ESP,FWMF,Milan,it Serie A,32-157,1992,12.2,268,249,19,2,3,5,13,0,0,0,0,0,202,0,4,Matches
1723,Morato,br BRA,DF,Nott'ham Forest,eng Premier League,23-272,2001,7.0,212,199,11,8,0,0,0,1,0,0,0,0,155,2,10,Matches
1724,Diego Moreira,pt POR,DFMF,Strasbourg,fr Ligue 1,20-235,2004,23.4,1056,926,126,23,6,4,79,94,9,4,3,0,804,4,25,Matches
1725,Alberto Moreno,es ESP,DF,Como,it Serie A,32-267,1992,15.1,839,707,129,22,1,4,39,107,0,0,0,0,698,3,16,Matches
1726,Álex Moreno,es ESP,DF,Nott'ham Forest,eng Premier League,31-294,1993,9.0,360,285,71,1,2,1,15,70,0,0,0,0,257,4,9,Matches
