,,,,,,,,,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches,-9999
1336,Daichi Kamada,jp JPN,MFFW,Eint Frankfurt,de Bundesliga,24,1996,23.8,681,865,78.7,12098,2948,318,380,83.7,276,331,83.4,71,117,60.7,3,2.9,+0.1,31,69,22,1,88,Matches,15b287da
1337,Boubacar Kamara,fr FRA,MFDF,Marseille,fr Ligue 1,21,1999,30.9,2204,2426,90.8,39803,9050,1028,1084,94.8,868,930,93.3,264,345,76.5,0,1.4,-1.4,19,183,15,3,127,Matches,cc77354e
1338,Hassane Kamara,ci CIV,MFDF,Nice,fr Ligue 1,27,1994,6.0,240,297,80.8,3894,732,118,131,90.1,105,121,86.8,13,35,37.1,0,1.1,-1.1,3,4,7,4,14,Matches,19a12bed
1339,Hassane Kamara,ci CIV,DF,Watford,eng Premier League,27,1994,18.0,636,905,70.3,10963,5092,289,342,84.5,286,368,77.7,48,142,33.8,0,0.4,-0.4,9,34,9,4,47,Matches,19a12bed
1340,Dimitrije Kamenović,rs SRB,DF,Lazio,it Serie A,21,2000,0.5,16,21,76.2,421,106,3,5,60.0,8,9,88.9,5,7,71.4,0,0.0,0.0,0,0,0,0,0,Matches,d3e0c826
1341,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,30,1990,21.1,1357,1489,91.1,23617,5297,573,607,94.4,624,668,93.4,121,157,77.1,1,1.3,-0.3,15,116,21,1,115,Matches,b825a650
1342,Jean-Armel Kana-Biyik,cm CMR,DF,Metz,fr Ligue 1,32,1989,7.4,277,313,88.5,5735,1708,76,84,90.5,164,172,95.3,36,54,66.7,0,0.0,0.0,0,0,0,0,7,Matches,76a4233b
1343,Nordine Kandil,fr FRA,MFFW,Strasbourg,fr Ligue 1,19,2001,1.0,49,67,73.1,811,317,28,32,87.5,16,24,66.7,5,7,71.4,1,0.4,+0.6,1,8,2,0,9,Matches,c5908bc4
1344,Harry Kane,eng ENG,FW,Tottenham,eng Premier League,28,1993,35.9,659,952,69.2,13093,4065,287,372,77.2,234,314,74.5,120,189,63.5,9,9.0,0.0,49,91,41,8,117,Matches,21a66f6a
1345,Lee Kangin,kr KOR,MFFW,Mallorca,es La Liga,20,2001,15.7,424,588,72.1,6777,1846,246,274,89.8,112,151,74.2,44,120,36.7,2,2.2,-0.2,23,27,13,2,40,Matches,8455ad90
1346,N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,30,1991,19.7,1117,1282,87.1,18459,4685,569,629,90.5,437,495,88.3,87,111,78.4,4,2.3,+1.7,23,101,30,0,117,Matches,b9fbae28
1347,Stefanos Kapino,gr GRE,GK,Arminia,de Bundesliga,27,1994,1.0,20,31,64.5,738,455,0,0,,11,11,100.0,9,20,45.0,0,0.0,0.0,0,0,0,0,0,Matches,62ba5881
1348,Atakan Karazor,de GER,MF,Stuttgart,de Bundesliga,24,1996,21.1,870,1035,84.1,15950,4203,360,410,87.8,394,438,90.0,99,144,68.8,1,2.1,-1.1,18,64,10,1,74,Matches,5762be5c
1349,Rick Karsdorp,nl NED,DF,Roma,it Serie A,26,1995,32.0,1501,1831,82.0,30003,10340,546,616,88.6,723,833,86.8,220,331,66.5,2,4.9,-2.9,41,99,60,22,174,Matches,9f84febe
1350,Denso Kasius,nl NED,DF,Bologna,it Serie A,18,2002,2.0,103,121,85.1,1719,515,52,55,94.5,44,52,84.6,7,9,77.8,0,0.4,-0.4,5,2,3,1,6,Matches,7ae36711
1351,Grigoris Kastanos,cy CYP,MFFW,Salernitana,it Serie A,23,1998,15.0,432,597,72.4,7499,2813,214,260,82.3,150,181,82.9,54,107,50.5,1,1.6,-0.6,28,38,18,2,62,Matches,2a82aa85
1352,Silas Katompa,cd COD,MFFW,Stuttgart,de Bundesliga,22,1998,3.1,40,63,63.5,646,102,24,32,75.0,11,17,64.7,4,10,40.0,0,0.0,0.0,0,1,1,1,2,Matches,de4cac2d
1353,Noah Katterbach,de GER,DF,Köln,de Bundesliga,20,2001,0.2,6,12,50.0,81,44,4,4,100.0,2,4,50.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,Matches,e27de4fa
1354,Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,38,1983,1.0,28,31,90.3,677,319,4,4,100.0,17,17,100.0,7,10,70.0,0,0.0,0.0,0,0,0,0,0,Matches,a4527d33
1355,Edo Kayembe,cd COD,MF,Watford,eng Premier League,23,1998,8.9,365,428,85.3,7407,1788,144,158,91.1,151,169,89.3,67,85,78.8,0,0.3,-0.3,6,29,3,0,34,Matches,f99b71de
1356,Moise Kean,it ITA,FW,Everton,eng Premier League,21,2000,0.0,1,1,100.0,17,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,3d50bcdb
1357,Moise Kean,it ITA,FW,Juventus,it Serie A,21,2000,12.2,179,238,75.2,2711,328,99,124,79.8,54,71,76.1,17,25,68.0,2,0.1,+1.9,4,8,3,1,8,Matches,3d50bcdb
1358,Michael Keane,eng ENG,DF,Everton,eng Premier League,28,1993,31.0,896,1154,77.6,21069,7053,264,311,84.9,402,473,85.0,221,350,63.1,2,0.6,+1.4,4,76,5,0,73,Matches,c5b7c315
1359,Ilan Kebbal,dz ALG,MFFW,Reims,fr Ligue 1,23,1998,19.7,623,840,74.2,10651,3759,305,378,80.7,220,276,79.7,72,124,58.1,4,3.4,+0.6,34,69,42,6,99,Matches,37d04e90
1360,Wajdi Kechrida,tn TUN,DFMF,Salernitana,it Serie A,25,1995,10.6,249,343,72.6,4111,2090,123,139,88.5,101,133,75.9,18,51,35.3,1,1.0,0.0,13,21,14,8,38,Matches,11962fe7
1361,Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,24,1996,16.8,1154,1215,95.0,20096,5499,493,504,97.8,558,585,95.4,85,100,85.0,0,0.0,0.0,1,54,1,0,38,Matches,51dbeea9
1362,Habib Keita,ml MLI,MFFW,Lyon,fr Ligue 1,19,2002,0.1,6,6,100.0,93,19,3,3,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,cc588cbe
1363,Naby Keïta,gn GUI,MF,Liverpool,eng Premier League,26,1995,13.0,651,759,85.8,10374,2763,331,364,90.9,256,290,88.3,40,57,70.2,1,1.6,-0.6,16,61,22,0,78,Matches,f25c8e3a
1364,Yannik Keitel,de GER,MF,Freiburg,de Bundesliga,21,2000,5.6,129,186,69.4,2547,615,50,66,75.8,60,81,74.1,18,35,51.4,0,0.0,0.0,1,13,0,0,11,Matches,d2c580ce
1365,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,22,1998,2.0,81,90,90.0,1869,742,17,17,100.0,50,50,100.0,14,23,60.9,0,0.0,0.0,0,0,0,0,0,Matches,62d7ef38
1366,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,26,1995,9.3,478,578,82.7,9630,3687,163,180,90.6,238,269,88.5,73,116,62.9,0,0.5,-0.5,5,47,3,0,39,Matches,815c314f
1367,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26,1995,11.7,316,436,72.5,6455,2629,126,146,86.3,134,162,82.7,51,111,45.9,1,0.4,+0.6,4,32,3,0,32,Matches,815c314f
1368,Kenedy,br BRA,DF,Chelsea,eng Premier League,25,1996,0.6,38,49,77.6,637,193,17,21,81.0,18,20,90.0,2,5,40.0,1,0.9,+0.1,2,1,4,0,7,Matches,5eebbfdf
1369,Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,24,1997,11.3,352,473,74.4,6446,2833,166,183,90.7,139,188,73.9,44,85,51.8,1,0.5,+0.5,11,31,9,6,31,Matches,099e666f
1370,Dimitrios Keramitsis,gr GRE,DF,Roma,it Serie A,17,2004,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,6f30a1d5
1371,Franck Kessié,ci CIV,MF,Milan,it Serie A,24,1996,25.6,1162,1329,87.4,21946,5060,464,510,91.0,543,599,90.7,140,187,74.9,0,1.5,-1.5,25,92,18,4,103,Matches,05e19d6a
1372,Saîf-Eddine Khaoui,tn TUN,MFFW,Clermont Foot,fr Ligue 1,26,1995,10.3,291,396,73.5,4649,1329,158,184,85.9,85,112,75.9,31,70,44.3,0,1.0,-1.0,14,15,8,1,20,Matches,796b1c41
1373,Wahbi Khazri,tn TUN,FWMF,Saint-Étienne,fr Ligue 1,30,1991,24.7,430,622,69.1,7787,2223,218,264,82.6,130,185,70.3,61,124,49.2,0,3.1,-3.1,32,47,25,4,58,Matches,2677a1de
1374,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,27,1994,30.6,697,946,73.7,12232,3348,307,385,79.7,301,381,79.0,63,125,50.4,1,0.4,+0.6,6,56,11,5,63,Matches,59e4b92e
1375,Kike,es ESP,FW,Osasuna,es La Liga,31,1989,20.7,351,517,67.9,5539,1070,205,275,74.5,96,144,66.7,33,58,56.9,1,2.1,-1.1,20,30,17,4,34,Matches,e897d8ba
1376,Luca Kilian,de GER,DF,Köln,de Bundesliga,21,1999,25.3,1156,1350,85.6,27043,7499,224,262,85.5,677,726,93.3,243,341,71.3,0,0.2,-0.2,3,68,3,0,63,Matches,610aa1e9
1377,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21,1999,0.0,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,610aa1e9
1378,Max Kilman,eng ENG,DF,Wolves,eng Premier League,24,1997,29.9,1279,1476,86.7,26905,9568,410,449,91.3,655,711,92.1,206,297,69.4,0,0.0,0.0,2,90,3,0,92,Matches,d0f72bf1
1379,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,26,1995,27.5,2199,2585,85.1,43953,14127,858,923,93.0,934,1045,89.4,366,543,67.4,9,9.2,-0.2,83,218,55,5,268,Matches,49296448
1380,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,25,1995,28.6,2170,2242,96.8,40135,12618,849,870,97.6,1080,1104,97.8,215,233,92.3,0,0.1,-0.1,3,157,5,2,103,Matches,aef6e670
1381,Joshua King,no NOR,FW,Watford,eng Premier League,29,1992,25.0,387,524,73.9,5865,1126,210,261,80.5,146,200,73.0,19,28,67.9,3,3.2,-0.2,35,26,13,2,30,Matches,43458538
1382,Jakub Kiwior,pl POL,MF,Spezia,it Serie A,21,2000,21.8,549,696,78.9,10801,2551,202,239,84.5,256,303,84.5,80,122,65.6,0,0.2,-0.2,7,35,2,0,35,Matches,dc3e663e
1383,Sofian Kiyine,ma MAR,MFFW,Venezia,it Serie A,23,1997,13.8,396,533,74.3,8874,2727,137,170,80.6,161,204,78.9,93,138,67.4,0,2.3,-2.3,19,39,23,0,58,Matches,ce1806be
1384,Simon Kjær,dk DEN,DF,Milan,it Serie A,32,1989,8.9,401,454,88.3,8921,2843,117,124,94.4,200,215,93.0,83,111,74.8,0,0.3,-0.3,2,27,3,2,27,Matches,8b8a56ce
1385,Kristoffer Klaesson,no NOR,GK,Leeds United,eng Premier League,20,2000,0.4,9,11,81.8,250,164,2,2,100.0,3,3,100.0,4,6,66.7,0,0.0,0.0,0,0,0,0,0,Matches,3f70db80
1386,Philipp Klement,de GER,MFFW,Stuttgart,de Bundesliga,28,1992,3.8,214,272,78.7,4259,1155,90,103,87.4,86,98,87.8,37,61,60.7,0,0.9,-0.9,7,25,5,0,25,Matches,0cddeaa7
1387,Mateusz Klich,pl POL,MF,Leeds United,eng Premier League,31,1990,23.0,786,1004,78.3,12287,3652,427,482,88.6,264,331,79.8,57,121,47.1,2,2.2,-0.2,30,69,25,3,93,Matches,282679b4
1388,Thibault Klidje,tg TOG,DFFW,Bordeaux,fr Ligue 1,20,2001,1.0,29,39,74.4,529,97,10,12,83.3,14,17,82.4,4,9,44.4,0,0.7,-0.7,4,1,2,0,5,Matches,db013c7d
1389,Mateo Klimowicz,de GER,FWMF,Stuttgart,de Bundesliga,21,2000,6.7,146,196,74.5,2424,624,73,87,83.9,58,73,79.5,10,20,50.0,1,0.5,+0.5,4,13,10,0,24,Matches,2b7c56b4
1390,Fabian Klos,de GER,FW,Arminia,de Bundesliga,33,1987,15.8,237,443,53.5,3813,1130,142,211,67.3,62,147,42.2,26,53,49.1,1,1.3,-0.3,15,33,8,2,40,Matches,e21042ae
1391,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,25,1996,18.3,933,1070,87.2,17250,6004,373,404,92.3,465,507,91.7,88,136,64.7,1,0.3,+0.7,3,61,11,1,71,Matches,ca8033cb
1392,Justin Kluivert,nl NED,MF,Nice,fr Ligue 1,22,1999,20.8,450,699,64.4,8441,2549,216,259,83.4,157,225,69.8,64,171,37.4,5,4.4,+0.6,36,27,24,13,47,Matches,4c3a6744
1393,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,25,1996,2.2,67,100,67.0,1270,558,27,34,79.4,34,47,72.3,6,16,37.5,0,0.3,-0.3,2,5,5,2,11,Matches,92948149
1394,Ansgar Knauff,de GER,FWMF,Dortmund,de Bundesliga,19,2002,1.3,23,37,62.2,302,80,14,17,82.4,5,11,45.5,2,4,50.0,0,0.1,-0.1,1,1,1,0,2,Matches,19a967ab
1395,Ansgar Knauff,de GER,DF,Eint Frankfurt,de Bundesliga,19,2002,8.4,221,347,63.7,3612,1432,102,149,68.5,99,143,69.2,13,32,40.6,1,1.0,0.0,9,20,8,4,27,Matches,19a967ab
1396,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,29,1992,33.0,1364,1683,81.0,33477,11451,245,293,83.6,724,805,89.9,376,554,67.9,0,0.2,-0.2,4,78,3,1,87,Matches,6bd5cd5d
1397,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,23,1997,28.5,833,1020,81.7,20647,10759,210,210,100.0,411,413,99.5,208,393,52.9,0,0.0,0.0,0,7,0,0,0,Matches,cd59b9df
1398,Robin Koch,de GER,MFDF,Leeds United,eng Premier League,25,1996,17.5,531,681,78.0,10668,3199,175,214,81.8,266,316,84.2,79,121,65.3,0,0.5,-0.5,6,33,6,0,37,Matches,ea6bc03a
1399,Samuel Koeberlé,fr FRA,MF,Reims,fr Ligue 1,16,2004,0.0,1,1,100.0,7,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,6751b938
1400,Philippe Koffi,fr FRA,FW,Reims,fr Ligue 1,19,2002,4.2,51,80,63.8,694,82,32,42,76.2,9,19,47.4,4,7,57.1,0,0.2,-0.2,4,1,2,0,2,Matches,9f1c2822
1401,Dominik Kohr,de GER,MF,Mainz 05,de Bundesliga,27,1994,17.9,647,852,75.9,11344,3501,298,366,81.4,274,351,78.1,60,102,58.8,3,1.6,+1.4,8,69,10,0,84,Matches,0fbecd11
1402,Koba Koindredi,fr FRA,MF,Valencia,es La Liga,19,2001,2.0,38,50,76.0,702,212,14,16,87.5,18,25,72.0,4,5,80.0,0,0.1,-0.1,1,3,3,0,4,Matches,3a58d075
1403,Koke,es ESP,MF,Atlético Madrid,es La Liga,29,1992,27.9,1508,1761,85.6,26184,7784,708,754,93.9,613,690,88.8,150,249,60.2,2,1.9,+0.1,26,165,27,5,136,Matches,55126f3b
1404,Aleksandr Kokorin,ru RUS,FWMF,Fiorentina,it Serie A,30,1991,0.6,17,26,65.4,277,33,11,16,68.8,4,6,66.7,2,3,66.7,0,0.0,0.0,0,0,0,0,1,Matches,fec5accc
1405,Aleksandar Kolarov,rs SRB,DF,Inter,it Serie A,35,1985,0.5,30,37,81.1,563,235,12,14,85.7,11,14,78.6,5,7,71.4,0,0.0,0.0,0,4,1,0,3,Matches,eda40760
1406,Sead Kolašinac,ba BIH,DF,Marseille,fr Ligue 1,28,1993,4.9,192,246,78.0,3002,855,102,116,87.9,78,103,75.7,8,17,47.1,1,0.2,+0.8,4,11,5,2,12,Matches,3935e52e
1407,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,28,1993,1.0,10,13,76.9,167,64,4,4,100.0,5,8,62.5,1,1,100.0,0,0.0,0.0,0,1,0,0,0,Matches,3935e52e
1408,Luca Koleosho,ca CAN,FW,Espanyol,es La Liga,16,2004,0.0,1,1,100.0,11,4,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,fc076f78
1409,Randal Kolo Muani,fr FRA,FWMF,Nantes,fr Ligue 1,22,1998,32.8,403,601,67.1,5476,1028,251,326,77.0,117,186,62.9,15,34,44.1,4,4.5,-0.5,38,15,15,6,26,Matches,c0b3669f
1410,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,29,1991,28.5,1256,1592,78.9,23183,9227,516,578,89.3,571,685,83.4,148,264,56.1,3,1.6,+1.4,24,55,21,10,107,Matches,ab096c6f
1411,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,25,1995,26.9,991,1306,75.9,17399,7793,457,524,87.2,413,508,81.3,103,215,47.9,3,2.7,+0.3,30,56,28,16,108,Matches,6b2c894b
1412,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,22,1999,11.0,655,728,90.0,13686,4843,171,186,91.9,386,407,94.8,91,120,75.8,0,0.1,-0.1,1,50,5,0,48,Matches,5ed9b537
1413,Geoffrey Kondogbia,cf CTA,MFDF,Atlético Madrid,es La Liga,28,1993,20.9,880,1008,87.3,17035,4149,379,416,91.1,341,383,89.0,139,180,77.2,2,1.0,+1.0,9,70,11,0,71,Matches,cce181df
1414,Ibrahima Koné,ml MLI,FW,Lorient,fr Ligue 1,22,1999,8.1,101,142,71.1,1190,269,73,91,80.2,21,33,63.6,2,9,22.2,1,2.1,-1.1,13,6,4,1,9,Matches,04bb2b06
1415,Kouadio Koné,fr FRA,MF,M'Gladbach,de Bundesliga,20,2001,24.3,1047,1190,88.0,17660,5743,507,551,92.0,433,477,90.8,85,118,72.0,0,0.7,-0.7,11,86,11,2,110,Matches,86574238
1416,Youssouf Koné,ml MLI,DF,Troyes,fr Ligue 1,26,1995,10.9,335,437,76.7,6382,2660,136,146,93.2,158,188,84.0,40,90,44.4,1,1.0,0.0,8,26,13,6,41,Matches,e6eadfb8
1417,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,23,1997,27.5,850,971,87.5,16866,5122,261,286,91.3,464,497,93.4,111,166,66.9,0,0.3,-0.3,4,26,0,0,33,Matches,0313a347
1418,Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,23,1998,23.6,1185,1482,80.0,23746,7434,453,514,88.1,514,588,87.4,181,315,57.5,1,4.9,-3.9,45,119,36,12,124,Matches,a26fb8aa
1419,Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,35,1985,10.4,496,544,91.2,12164,3946,92,99,92.9,268,279,96.1,134,162,82.7,1,0.1,+0.9,2,25,0,0,30,Matches,f5efb153
1420,Odilon Kossonou,ci CIV,DF,Leverkusen,de Bundesliga,20,2001,19.9,978,1160,84.3,20905,7017,302,329,91.8,485,534,90.8,184,267,68.9,1,0.7,+0.3,4,46,4,1,43,Matches,1f3afdcb
1421,Filip Kostić,rs SRB,DFFW,Eint Frankfurt,de Bundesliga,28,1992,28.0,1038,1618,64.2,22600,9276,347,443,78.3,478,653,73.2,203,432,47.0,9,9.8,-0.8,89,84,64,44,126,Matches,b1cd37e6
1422,Rominigue Kouamé,ml MLI,MF,Troyes,fr Ligue 1,24,1996,33.0,1393,1583,88.0,25125,5442,622,691,90.0,585,644,90.8,157,196,80.1,2,2.0,0.0,20,144,24,5,140,Matches,86a2ba20
1423,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,30,1991,26.7,1425,1630,87.4,28135,10750,547,586,93.3,643,695,92.5,214,315,67.9,1,0.5,+0.5,8,100,6,0,89,Matches,da974c7b
1424,Jules Koundé,fr FRA,DF,Sevilla,es La Liga,22,1998,30.4,1903,2124,89.6,38856,13066,665,708,93.9,922,980,94.1,296,401,73.8,1,1.9,-0.9,15,123,12,4,111,Matches,4d1666ff
1425,Christos Kourfalidis,gr GRE,MFDF,Cagliari,it Serie A,18,2002,0.2,8,12,66.7,150,15,2,3,66.7,5,5,100.0,1,2,50.0,0,0.0,0.0,0,1,0,0,0,Matches,5c522c88
1426,Boubakar Kouyaté,ml MLI,DF,Metz,fr Ligue 1,24,1997,29.6,935,1116,83.8,21102,5740,207,240,86.3,541,599,90.3,175,246,71.1,0,0.1,-0.1,3,30,1,0,42,Matches,562a4799
1427,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,eng Premier League,31,1989,21.9,657,789,83.3,11232,2837,297,346,85.8,278,327,85.0,61,86,70.9,1,0.7,+0.3,4,40,3,1,43,Matches,8d3c902d
1428,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,27,1994,17.3,1065,1193,89.3,19713,4484,451,488,92.4,468,509,91.9,127,166,76.5,5,3.6,+1.4,26,120,26,1,113,Matches,79c0821a
1429,Viktor Kovalenko,ua UKR,MF,Spezia,it Serie A,25,1996,14.7,459,601,76.4,8047,1874,220,271,81.2,179,216,82.9,50,88,56.8,3,1.3,+1.7,15,30,9,0,45,Matches,9d60028d
1430,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,26,1994,18.2,555,760,73.0,9088,4137,272,308,88.3,212,292,72.6,48,110,43.6,1,0.8,+0.2,5,40,8,1,53,Matches,77cf6852
1431,Alex Král,cz CZE,MF,West Ham,eng Premier League,23,1998,0.0,0,2,0.0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,e717705a
1432,Andrej Kramarić,hr CRO,FWMF,Hoffenheim,de Bundesliga,30,1991,30.1,819,1057,77.5,13079,2951,440,527,83.5,290,364,79.7,57,102,55.9,9,6.3,+2.7,38,57,41,10,79,Matches,603cb947
1433,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,30,1991,8.3,370,467,79.2,6001,1768,188,218,86.2,146,180,81.1,30,47,63.8,0,0.2,-0.2,4,25,5,1,35,Matches,496aeede
1434,Jean-Philippe Krasso,fr FRA,FW,Saint-Étienne,fr Ligue 1,24,1997,5.0,69,106,65.1,973,251,32,44,72.7,18,27,66.7,7,16,43.8,1,0.6,+0.4,4,4,1,1,9,Matches,037f2523
1435,Julian Kristoffersen,no NOR,FW,Salernitana,it Serie A,24,1997,0.1,1,2,50.0,7,5,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,1,0,0,0,Matches,b804c280
1436,Toni Kroos,de GER,MF,Real Madrid,es La Liga,31,1990,23.4,2076,2258,91.9,43854,12542,820,841,97.5,790,824,95.9,435,548,79.4,3,3.5,-0.5,50,269,41,5,208,Matches,6ce1f46f
1437,Florian Krüger,de GER,FWMF,Arminia,de Bundesliga,22,1999,12.5,212,310,68.4,3381,1018,120,151,79.5,64,94,68.1,20,39,51.3,2,1.6,+0.4,12,13,16,5,32,Matches,f9f92b5f
1438,Tim Krul,nl NED,GK,Norwich City,eng Premier League,33,1988,29.0,730,1057,69.1,23374,13073,90,92,97.8,309,313,98.7,329,649,50.7,0,0.4,-0.4,2,6,1,0,1,Matches,f23f9d20
1439,Rade Krunić,ba BIH,MFFW,Milan,it Serie A,27,1993,15.7,478,579,82.6,7227,1748,266,307,86.6,161,192,83.9,28,42,66.7,1,0.9,+0.1,17,35,13,1,39,Matches,817c6964
1440,Max Kruse,de GER,FWMF,Wolfsburg,de Bundesliga,33,1988,12.5,366,498,73.5,6682,1256,175,219,79.9,135,174,77.6,48,77,62.3,1,2.0,-1.0,16,20,15,5,40,Matches,f9446dcd
1441,Max Kruse,de GER,FWMF,Union Berlin,de Bundesliga,33,1988,14.1,350,481,72.8,7107,2028,146,179,81.6,141,177,79.7,61,110,55.5,4,3.4,+0.6,24,36,25,8,51,Matches,f9446dcd
1442,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,28,1992,25.9,907,1242,73.0,17981,5821,351,411,85.4,407,512,79.5,136,266,51.1,0,0.9,-0.9,11,67,24,9,95,Matches,2a29eb9b
1443,Takefusa Kubo,jp JPN,FWMF,Mallorca,es La Liga,20,2001,17.8,363,516,70.3,5885,2113,193,243,79.4,120,169,71.0,38,67,56.7,0,2.6,-2.6,31,29,26,7,63,Matches,16aa3654
1444,Juraj Kucka,sk SVK,MF,Watford,eng Premier League,34,1987,21.3,488,697,70.0,8569,2583,243,305,79.7,173,240,72.1,57,108,52.8,1,0.9,+0.1,10,36,8,2,57,Matches,5aaef9ef
1445,Mykola Kukharevych,ua UKR,FW,Troyes,fr Ligue 1,20,2001,0.2,4,6,66.7,38,0,4,6,66.7,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,8197a269
1446,Dejan Kulusevski,se SWE,MFFW,Tottenham,eng Premier League,21,2000,14.0,389,464,83.8,5908,1278,225,243,92.6,139,164,84.8,18,30,60.0,8,3.5,+4.5,26,19,24,7,37,Matches,df3cda47
1447,Dejan Kulusevski,se SWE,FWMF,Juventus,it Serie A,21,2000,8.6,196,244,80.3,2991,663,109,138,79.0,68,74,91.9,14,18,77.8,3,1.2,+1.8,10,10,13,3,22,Matches,df3cda47
1448,Marash Kumbulla,al ALB,DF,Roma,it Serie A,21,2000,11.4,546,632,86.4,11952,3326,145,165,87.9,294,315,93.3,100,129,77.5,0,0.0,0.0,2,20,0,0,23,Matches,a40819d9
1449,Fabian Kunze,de GER,MF,Arminia,de Bundesliga,23,1998,14.0,370,496,74.6,6694,1770,171,205,83.4,141,181,77.9,49,83,59.0,0,0.2,-0.2,5,35,8,3,35,Matches,d25fee56
1450,Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,24,1997,22.2,988,1195,82.7,17609,7839,457,513,89.1,416,483,86.1,102,167,61.1,0,1.1,-1.1,14,75,24,10,118,Matches,4bf69118
1451,Grejohn Kyei,fr FRA,FW,Clermont Foot,fr Ligue 1,25,1995,4.4,70,93,75.3,994,226,48,56,85.7,17,24,70.8,5,10,50.0,1,1.0,0.0,9,4,2,0,5,Matches,397ba086
1452,Giorgos Kyriakopoulos,gr GRE,DFFW,Sassuolo,it Serie A,25,1996,21.9,1061,1283,82.7,18298,7144,513,544,94.3,428,484,88.4,102,205,49.8,5,3.2,+1.8,32,57,22,13,67,Matches,0a483542
1453,Andrea La Mantia,it ITA,FW,Empoli,it Serie A,30,1991,5.4,70,98,71.4,896,214,46,58,79.3,18,29,62.1,2,3,66.7,0,0.3,-0.3,7,4,1,0,11,Matches,c375dfa5
1454,Gaëtan Laborde,fr FRA,FW,Rennes,fr Ligue 1,27,1994,30.3,433,656,66.0,6604,1370,246,329,74.8,144,234,61.5,32,48,66.7,8,4.1,+3.9,34,25,29,10,45,Matches,7cdda3bf
1455,Gaëtan Laborde,fr FRA,FW,Montpellier,fr Ligue 1,27,1994,3.8,61,97,62.9,969,309,35,52,67.3,16,26,61.5,6,8,75.0,0,0.5,-0.5,4,4,3,2,6,Matches,7cdda3bf
1456,Alexandre Lacazette,fr FRA,FWMF,Arsenal,eng Premier League,30,1991,19.8,350,456,76.8,4810,993,217,266,81.6,87,119,73.1,21,32,65.6,7,1.9,+5.1,24,30,20,1,37,Matches,9dbb75ca
1457,Tom Lacoux,fr FRA,DFMF,Bordeaux,fr Ligue 1,19,2002,10.1,322,411,78.3,5697,1771,149,169,88.2,133,158,84.2,31,58,53.4,0,0.4,-0.4,2,9,2,0,16,Matches,295ba708
