,,,,,,,,,Performance,,,,,,,,,,,,,Aerial Duels,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
155,Ludwig Augustinsson,se SWE,DF,Aston Villa,eng Premier League,28-343,1994,0.9,1,0,0,1,3,0,5,0,1,0,0,0,9,4,1,80.0,Matches
156,Ludwig Augustinsson,se SWE,DF,Mallorca,es La Liga,28-343,1994,1.3,0,0,0,1,1,0,6,1,0,0,0,0,12,3,1,75.0,Matches
157,Serge Aurier,ci CIV,DF,Nott'ham Forest,eng Premier League,30-096,1992,15.9,2,0,0,14,19,0,38,22,33,0,0,0,98,36,23,61.0,Matches
158,Mathias Autret,fr FRA,MFFW,Auxerre,fr Ligue 1,32-029,1991,14.0,0,0,0,7,4,2,64,12,10,0,0,0,71,5,13,27.8,Matches
159,Ezequiel Ávila,ar ARG,FWMF,Osasuna,es La Liga,29-052,1994,16.3,7,1,0,22,33,12,75,6,4,0,0,0,51,32,41,43.8,Matches
160,Cédric Avinel,gp GLP,DF,Ajaccio,fr Ligue 1,36-200,1986,16.2,1,1,0,9,1,0,0,12,5,0,2,0,80,29,14,67.4,Matches
161,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,25-230,1997,8.1,0,0,0,8,10,7,3,1,8,0,0,0,33,7,30,18.9,Matches
162,Mehmet Aydin,de GER,DFFW,Schalke 04,de Bundesliga,21-049,2002,5.4,0,0,0,6,3,0,21,9,16,0,0,0,41,9,9,50.0,Matches
163,André Ayew,gh GHA,FW,Nott'ham Forest,eng Premier League,33-103,1989,2.5,0,0,0,1,5,1,1,0,2,0,0,0,5,8,16,33.3,Matches
164,Jordan Ayew,gh GHA,FWMF,Crystal Palace,eng Premier League,31-200,1991,20.9,3,0,0,39,60,2,32,13,36,0,0,0,121,38,70,35.2,Matches
165,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,28-140,1994,6.1,1,0,0,4,8,0,0,5,4,0,0,0,28,2,7,22.2,Matches
166,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,31-217,1991,13.8,2,0,0,8,23,1,32,14,22,0,0,0,86,31,34,47.7,Matches
167,Ayman Azhil,ma MAR,MF,Leverkusen,de Bundesliga,21-354,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
168,Sardar Azmoun,ir IRN,FWMF,Leverkusen,de Bundesliga,28-088,1995,6.2,1,0,0,10,1,6,0,1,3,1,0,0,25,12,29,29.3,Matches
169,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,33-214,1989,12.3,3,0,0,18,5,2,18,15,17,0,0,0,46,23,15,60.5,Matches
170,Sanoussy Ba,de GER,DF,RB Leipzig,de Bundesliga,19-084,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
171,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,27-067,1996,12.7,4,0,0,26,21,0,0,7,13,0,0,0,92,19,14,57.6,Matches
172,Srđan Babić,rs SRB,DF,Almería,es La Liga,26-342,1996,22.5,3,0,0,20,4,0,2,19,11,0,0,0,93,42,30,58.3,Matches
173,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,22-353,2000,7.0,2,0,0,6,3,0,3,12,8,0,0,0,52,12,15,44.4,Matches
174,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,22-353,2000,1.0,1,0,0,3,1,0,0,1,1,0,0,0,4,2,2,50.0,Matches
175,Édgar Badía,es ESP,GK,Elche,es La Liga,31-046,1992,26.0,2,0,0,1,3,0,0,0,0,0,1,0,23,4,0,100.0,Matches
176,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,22-004,2001,7.1,1,0,0,7,4,0,1,10,6,0,0,0,53,25,11,69.4,Matches
177,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,22-004,2001,9.3,3,0,0,10,4,0,0,17,8,0,0,0,67,21,7,75.0,Matches
178,Alex Baena,es ESP,MFFW,Villarreal,es La Liga,21-253,2001,14.4,12,1,1,42,41,1,15,5,12,1,1,0,70,1,19,5.0,Matches
179,Jaime Báez,uy URU,DF,Cremonese,it Serie A,27-339,1995,1.1,0,0,0,1,1,1,9,0,2,0,0,0,5,1,0,100.0,Matches
180,Leon Bailey,jm JAM,FWMF,Aston Villa,eng Premier League,25-233,1997,17.9,4,0,0,25,15,8,82,5,5,0,1,0,60,20,41,32.8,Matches
181,Eric Bailly,ci CIV,DF,Marseille,fr Ligue 1,28-352,1994,4.8,1,0,0,9,3,0,0,11,8,0,0,0,30,10,11,47.6,Matches
182,Dénys Bain,fr FRA,DF,Auxerre,fr Ligue 1,29-271,1993,1.4,0,0,0,2,1,0,0,2,3,0,0,0,5,3,1,75.0,Matches
183,Brandon Baiye,be BEL,MF,Clermont Foot,fr Ligue 1,22-093,2000,0.6,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1,0.0,Matches
184,Stefan Bajcetic,es ESP,MF,Liverpool,eng Premier League,18-159,2004,5.8,2,0,0,7,9,0,5,9,6,0,0,0,40,9,5,64.3,Matches
185,Nedim Bajrami,al ALB,MFFW,Empoli,it Serie A,24-030,1999,10.4,1,0,0,6,6,3,35,7,4,0,0,0,49,2,7,22.2,Matches
186,Nedim Bajrami,al ALB,FW,Sassuolo,it Serie A,24-030,1999,3.5,0,0,0,4,3,1,13,4,1,0,0,0,21,1,3,25.0,Matches
187,Cédric Bakambu,cd COD,MF,Marseille,fr Ligue 1,31-353,1991,0.7,0,0,0,2,1,0,1,0,1,0,0,0,5,4,3,57.1,Matches
188,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,28-225,1994,0.4,0,0,0,3,1,0,0,0,3,0,0,0,4,1,1,50.0,Matches
189,Mitchel Bakker,nl NED,DFMF,Leverkusen,de Bundesliga,22-283,2000,12.8,4,1,1,14,11,0,18,10,7,0,0,0,85,9,9,50.0,Matches
190,Ridle Baku,de GER,DFFW,Wolfsburg,de Bundesliga,24-356,1998,22.4,4,0,0,22,27,3,58,18,14,0,0,0,127,16,24,40.0,Matches
191,Tommaso Baldanzi,it ITA,MF,Empoli,it Serie A,20-007,2003,12.9,1,0,0,11,20,0,14,2,9,0,0,0,43,3,6,33.3,Matches
192,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,19-163,2003,18.4,3,0,0,19,17,2,37,9,19,0,0,0,104,9,12,42.9,Matches
193,Thierno Balde,fr FRA,DF,Troyes,fr Ligue 1,20-293,2002,18.1,1,0,0,6,25,2,29,18,13,1,0,0,112,5,14,26.3,Matches
194,Carlos Baleba,cm CMR,MF,Lille,fr Ligue 1,19-086,2004,3.2,2,1,0,9,7,0,0,1,10,0,0,0,27,1,6,14.3,Matches
195,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,35-029,1988,1.3,0,0,0,3,0,0,3,1,4,0,0,0,6,0,0,,Matches
196,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,24-063,1999,22.9,5,1,0,34,15,0,6,48,26,0,1,1,151,45,36,55.6,Matches
197,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,31-088,1992,24.2,5,0,0,25,23,5,79,17,20,0,1,2,101,21,22,48.8,Matches
198,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,26-086,1997,3.2,0,0,0,3,4,0,11,1,2,0,0,0,19,4,2,66.7,Matches
199,Folarin Balogun,eng ENG,FW,Reims,fr Ligue 1,21-270,2001,23.5,3,0,0,24,42,23,16,2,3,3,0,0,61,11,46,19.3,Matches
200,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,32-339,1990,7.2,2,0,0,5,8,2,13,11,8,0,0,0,33,8,6,57.1,Matches
201,Jonathan Bamba,fr FRA,FW,Lille,fr Ligue 1,27-004,1996,22.0,5,0,0,28,40,9,58,17,12,0,1,0,126,17,21,44.7,Matches
202,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,29-206,1993,10.6,1,0,0,15,14,9,1,4,5,0,0,0,24,20,29,40.8,Matches
203,Lameck Banda,zm ZAM,FWMF,Lecce,it Serie A,22-060,2001,13.1,4,0,0,20,28,9,32,3,14,0,0,0,58,5,20,20.0,Matches
204,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,28-001,1995,19.3,6,0,0,38,35,0,71,10,28,0,0,0,99,7,16,30.4,Matches
205,Léo Baptistão,br BRA,FWMF,Almería,es La Liga,30-216,1992,13.8,6,0,0,27,15,9,11,17,16,0,0,0,78,19,31,38.0,Matches
206,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,24-356,1998,5.0,3,1,1,8,12,1,6,5,5,0,0,0,36,3,6,33.3,Matches
207,Antonín Barák,cz CZE,MF,Hellas Verona,it Serie A,28-117,1994,0.3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,Matches
208,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,28-117,1994,14.6,3,0,0,8,12,2,11,3,9,0,1,0,62,15,22,40.5,Matches
209,Andrea Barberis,it ITA,MF,Monza,it Serie A,29-109,1993,3.5,0,0,0,0,2,0,4,8,2,0,0,0,14,2,1,66.7,Matches
210,Bradley Barcola,fr FRA,FWMF,Lyon,fr Ligue 1,20-209,2002,8.6,1,0,0,16,4,2,13,9,11,0,0,0,38,12,20,37.5,Matches
211,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,22-144,2000,19.1,5,0,0,19,12,1,43,38,45,0,0,0,120,22,16,57.9,Matches
212,Keidi Bare,al ALB,MF,Espanyol,es La Liga,25-214,1997,3.7,0,0,0,9,7,0,4,11,3,0,0,0,16,4,8,33.3,Matches
213,Nicolò Barella,it ITA,MF,Inter,it Serie A,26-051,1997,22.3,5,0,0,25,38,7,71,9,18,0,0,0,135,19,10,65.5,Matches
214,Kike Barja,es ESP,FWMF,Osasuna,es La Liga,25-363,1997,7.1,1,0,0,12,10,5,69,3,3,0,0,0,34,6,2,75.0,Matches
215,Ross Barkley,eng ENG,MFFW,Nice,fr Ligue 1,29-115,1993,7.8,1,0,0,10,10,1,31,4,5,0,0,0,42,2,10,16.7,Matches
216,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,24-313,1998,4.4,1,0,0,15,2,0,12,3,7,0,0,0,40,11,9,55.0,Matches
217,Harvey Barnes,eng ENG,MFFW,Leicester City,eng Premier League,25-111,1997,22.6,2,0,0,28,23,6,29,6,13,0,0,0,72,26,44,37.1,Matches
218,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,23-086,2000,16.7,4,0,0,33,24,2,6,27,23,1,2,0,98,26,29,47.3,Matches
219,Enzo Barrenechea,ar ARG,MF,Juventus,it Serie A,21-312,2001,1.3,0,0,0,2,1,0,0,2,3,0,0,0,8,1,1,50.0,Matches
220,Ander Barrenetxea,es ESP,DFFW,Real Sociedad,es La Liga,21-093,2001,4.6,3,0,0,11,3,0,5,4,8,0,0,0,37,7,10,41.2,Matches
221,Mickaël Barreto,fr FRA,MF,Ajaccio,fr Ligue 1,32-071,1991,7.9,1,0,0,11,4,0,42,11,14,0,0,0,51,8,5,61.5,Matches
222,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,19-288,2003,4.9,1,0,0,5,5,0,6,7,8,0,0,0,33,5,5,50.0,Matches
223,Musa Barrow,gm GAM,FWMF,Bologna,it Serie A,24-136,1998,13.3,2,0,0,12,13,2,71,1,2,0,0,0,52,5,23,17.9,Matches
224,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,26-191,1996,26.0,5,0,0,22,10,0,9,30,19,0,0,0,144,61,51,54.5,Matches
225,Toma Bašić,hr CRO,MF,Lazio,it Serie A,26-125,1996,4.7,2,0,0,9,12,0,19,7,3,0,0,0,25,9,6,60.0,Matches
226,Gil Bastião Dias,pt POR,FW,Stuttgart,de Bundesliga,26-183,1996,4.4,0,0,0,6,5,2,6,2,6,0,0,0,30,7,8,46.7,Matches
227,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,23-351,1999,18.1,2,0,0,16,14,1,36,20,17,0,0,0,88,34,17,66.7,Matches
228,Simone Bastoni,it ITA,MFDF,Spezia,it Serie A,26-145,1996,10.5,4,0,0,23,11,2,86,7,18,0,0,0,71,11,8,57.9,Matches
229,Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,31-261,1991,7.6,5,0,0,11,11,0,1,5,5,0,2,0,29,11,8,57.9,Matches
230,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,23-049,2000,13.7,6,0,0,15,18,1,1,20,13,0,1,0,78,50,34,59.5,Matches
231,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,32-301,1990,25.0,1,0,0,0,0,0,0,0,0,0,0,0,52,12,0,100.0,Matches
232,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,27-026,1996,5.7,1,0,0,10,4,0,5,1,5,0,0,0,35,16,10,61.5,Matches
233,Julian Baumgartlinger,at AUT,MF,Augsburg,de Bundesliga,35-087,1988,5.1,0,0,0,4,7,0,2,4,3,0,0,0,32,6,9,40.0,Matches
234,Christoph Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,23-241,1999,21.2,5,0,0,49,36,5,24,13,15,2,0,0,110,46,51,47.4,Matches
235,Cyrille Bayala,bf BFA,MF,Ajaccio,fr Ligue 1,26-310,1996,18.2,3,1,0,25,19,5,35,21,34,0,0,0,125,33,43,43.4,Matches
236,Brian Bayeye,fr FRA,DF,Torino,it Serie A,22-273,2000,0.6,0,0,0,0,1,0,1,1,0,0,0,0,9,0,1,0.0,Matches
237,Noah Joel Sarenren Bazee,ng NGA,FW,Augsburg,de Bundesliga,26-221,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
238,Gavin Bazunu,ie IRL,GK,Southampton,eng Premier League,21-038,2002,28.0,0,0,0,1,2,0,0,1,0,0,1,0,34,10,0,100.0,Matches
239,Bebé,cv CPV,FW,Rayo Vallecano,es La Liga,32-261,1990,0.7,1,0,0,2,2,0,16,0,0,0,0,0,6,0,1,0.0,Matches
240,Ihlas Bebou,tg TOG,FW,Hoffenheim,de Bundesliga,28-341,1994,7.1,0,0,0,9,6,4,6,4,7,1,1,0,27,13,23,36.1,Matches
241,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,27-070,1996,20.7,10,0,0,28,21,5,13,16,30,0,0,1,119,46,23,66.7,Matches
242,Mads Bech Sørensen,dk DEN,DFMF,Brentford,eng Premier League,24-082,1999,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100.0,Matches
243,Julius Beck,dk DEN,MF,Spezia,it Serie A,17-337,2005,0.1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.0,Matches
244,Sheraldo Becker,sr SUR,FW,Union Berlin,de Bundesliga,28-049,1995,20.0,1,0,0,22,16,20,86,2,4,1,0,0,57,14,35,28.6,Matches
245,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,26-352,1996,9.1,1,0,0,10,2,0,1,22,13,0,0,1,52,20,10,66.7,Matches
246,Jan Bednarek,pl POL,DF,Aston Villa,eng Premier League,26-352,1996,1.1,0,0,0,1,1,0,0,2,3,0,0,0,4,0,0,,Matches
247,Donny van de Beek,nl NED,MF,Manchester Utd,eng Premier League,25-346,1997,1.9,0,0,0,4,2,1,0,1,0,0,0,0,3,3,3,50.0,Matches
248,Asmir Begović,ba BIH,GK,Everton,eng Premier League,35-283,1987,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
249,Yanis Begraoui,fr FRA,FWMF,Toulouse,fr Ligue 1,21-269,2001,0.7,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,,Matches
250,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,32-055,1991,10.5,3,0,0,21,14,2,5,4,4,0,0,0,32,110,99,52.6,Matches
251,Alexis Beka Beka,fr FRA,MFDF,Nice,fr Ligue 1,22-001,2001,4.3,1,0,0,10,6,0,14,10,4,0,0,0,31,1,4,20.0,Matches
252,Jérémie Bela,ao ANG,DFMF,Clermont Foot,fr Ligue 1,29-356,1993,7.7,0,0,0,6,16,0,33,9,4,0,0,0,27,2,0,100.0,Matches
253,Reda Belahyane,fr FRA,MF,Nice,fr Ligue 1,18-302,2004,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
254,Youcef Belaïli,dz ALG,MFFW,Ajaccio,fr Ligue 1,31-016,1992,12.1,2,0,0,25,22,4,40,5,9,2,0,0,70,7,9,43.8,Matches
255,Youcef Belaïli,dz ALG,FWMF,Brest,fr Ligue 1,31-016,1992,4.0,3,0,0,11,8,2,21,1,2,0,0,0,19,2,1,66.7,Matches
256,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,29-061,1994,20.1,3,0,0,23,39,0,8,35,35,0,0,0,136,14,20,41.2,Matches
257,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,31-218,1991,17.7,6,0,0,36,7,4,12,34,14,0,0,0,134,73,48,60.3,Matches
258,Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,21-109,2001,16.5,3,0,0,8,28,0,4,40,13,0,0,0,115,32,20,61.5,Matches
259,Raoul Bellanova,it ITA,DFMF,Inter,it Serie A,22-317,2000,1.9,0,0,0,0,3,0,16,3,2,0,0,0,7,2,1,66.7,Matches
260,Karim Bellarabi,de GER,FW,Leverkusen,de Bundesliga,32-356,1990,0.9,0,0,0,2,0,2,5,0,0,0,0,0,4,0,0,,Matches
261,Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,24-276,1998,18.0,3,0,0,16,45,0,98,22,17,0,1,0,117,15,23,39.5,Matches
262,Héctor Bellerín,es ESP,DF,Barcelona,es La Liga,28-011,1995,1.6,0,0,0,2,0,0,3,3,0,0,0,0,10,3,0,100.0,Matches
263,Jude Bellingham,eng ENG,MF,Dortmund,de Bundesliga,19-274,2003,23.1,6,0,0,28,61,2,22,29,33,0,0,0,161,30,25,54.5,Matches
264,Jeanöel Belocian,fr FRA,DF,Rennes,fr Ligue 1,18-041,2005,1.1,0,0,0,0,0,0,0,1,0,0,0,0,7,2,0,100.0,Matches
265,Andrea Belotti,it ITA,FW,Roma,it Serie A,29-100,1993,6.8,0,0,0,16,22,4,3,3,5,0,0,0,20,17,39,30.4,Matches
266,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,24-055,1999,23.3,4,0,0,19,11,2,29,39,16,0,0,0,139,13,38,25.5,Matches
267,Eliesse Ben Seghir,fr FRA,FWMF,Monaco,fr Ligue 1,18-042,2005,7.6,1,0,0,11,16,2,6,3,9,0,0,0,33,5,9,35.7,Matches
268,Salim Ben Seghir,fr FRA,MF,Marseille,fr Ligue 1,20-034,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
269,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,32-230,1990,16.3,2,0,0,11,11,16,14,4,6,1,0,0,41,11,20,35.5,Matches
270,Marco Benassi,it ITA,DF,Fiorentina,it Serie A,28-203,1994,1.0,0,0,0,1,1,0,7,1,3,0,0,0,10,3,2,60.0,Matches
271,Marco Benassi,it ITA,MF,Cremonese,it Serie A,28-203,1994,7.4,1,0,0,5,5,0,24,9,9,0,0,0,48,3,9,25.0,Matches
272,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,25-119,1997,18.1,5,0,0,33,22,1,58,21,29,0,0,0,159,20,19,51.3,Matches
273,Saïd Benrahma,dz ALG,FWMF,West Ham,eng Premier League,27-232,1995,15.9,0,0,0,12,11,5,52,6,9,0,0,0,78,3,8,27.3,Matches
274,Ramy Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,27-348,1995,20.8,5,1,1,19,35,2,24,26,20,0,0,1,124,53,29,64.6,Matches
275,Nabil Bentaleb,dz ALG,MF,Angers,fr Ligue 1,28-126,1994,21.2,4,1,1,32,37,0,74,38,36,0,0,0,189,24,14,63.2,Matches
276,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,25-278,1997,16.7,8,0,0,24,8,0,16,20,28,0,0,0,128,15,16,48.4,Matches
277,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,35-101,1987,15.5,1,0,0,9,5,18,2,1,4,2,0,0,27,11,9,55.0,Matches
278,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,28-241,1994,13.0,5,0,0,20,27,5,46,12,11,1,0,0,61,8,14,36.4,Matches
279,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,33-048,1990,14.7,7,1,1,19,21,3,45,22,17,0,0,0,92,29,13,69.0,Matches
280,Álex Berenguer,es ESP,FW,Athletic Club,es La Liga,27-269,1995,18.1,0,0,0,34,20,13,94,7,26,0,0,0,85,27,30,47.4,Matches
281,Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,30-261,1992,13.3,1,0,0,13,10,0,31,21,18,0,0,0,68,18,11,62.1,Matches
282,Patrick Berg,no NOR,MFFW,Lens,fr Ligue 1,25-126,1997,0.3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,Matches
283,Mitchell van Bergen,nl NED,FWDF,Reims,fr Ligue 1,23-215,1999,8.5,1,0,0,10,7,3,50,5,6,1,1,0,49,4,6,40.0,Matches
284,Mergim Berisha,de GER,FW,Augsburg,de Bundesliga,24-323,1998,16.8,9,1,1,24,27,14,76,0,6,0,0,0,44,34,59,36.6,Matches
285,Quentin Bernard,fr FRA,DF,Auxerre,fr Ligue 1,33-266,1989,7.0,0,0,0,6,3,0,14,15,7,0,0,0,39,3,8,27.3,Matches
286,Paul Bernardoni,fr FRA,GK,Angers,fr Ligue 1,25-346,1997,20.0,0,0,0,1,1,0,0,1,0,0,1,0,14,5,1,83.3,Matches
287,Juan Bernat,es ESP,DF,Paris S-G,fr Ligue 1,30-029,1993,12.7,1,0,0,6,6,0,8,8,13,0,0,0,62,4,5,44.4,Matches
288,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,eng Premier League,20-104,2002,3.9,0,0,0,3,4,0,11,1,12,0,0,0,24,4,5,44.4,Matches
289,Jason Berthomier,fr FRA,MF,Clermont Foot,fr Ligue 1,33-083,1990,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,Matches
290,Beto,gw GNB,FW,Udinese,it Serie A,25-058,1998,19.0,2,0,0,30,19,8,9,3,9,0,0,0,24,56,57,49.6,Matches
291,Owen Bevan,wls WAL,DF,Bournemouth,eng Premier League,19-155,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
292,Matteo Bianchetti,it ITA,DF,Cremonese,it Serie A,30-013,1993,18.8,3,0,0,14,7,0,2,16,14,0,1,0,108,50,31,61.7,Matches
293,Alessandro Bianco,it ITA,MF,Fiorentina,it Serie A,20-180,2002,1.2,0,0,0,3,3,0,1,0,1,0,0,0,5,1,1,50.0,Matches
294,Giulian Biancone,fr FRA,DF,Nott'ham Forest,eng Premier League,22-364,2000,0.2,0,0,0,0,0,0,1,1,1,0,0,0,5,2,0,100.0,Matches
295,Ermin Bičakčić,ba BIH,DF,Hoffenheim,de Bundesliga,33-065,1990,1.9,0,0,0,0,1,1,1,4,0,0,0,0,8,8,7,53.3,Matches
296,Pedro Bigas,es ESP,DF,Elche,es La Liga,32-196,1990,16.0,3,2,0,11,10,0,5,26,14,1,1,0,101,23,12,65.7,Matches
297,Jaka Bijol,si SVN,DF,Udinese,it Serie A,24-053,1999,20.4,6,0,0,15,4,0,1,22,15,0,1,0,89,59,34,63.4,Matches
298,El Bilal Touré,ml MLI,FW,Almería,es La Liga,21-178,2001,13.0,0,0,0,25,5,13,4,1,3,0,0,0,42,41,42,49.4,Matches
299,El Bilal Touré,ml MLI,FW,Reims,fr Ligue 1,21-178,2001,1.0,0,0,0,3,1,0,0,0,0,0,0,0,3,3,6,33.3,Matches
300,Philip Billing,dk DEN,MFFW,Bournemouth,eng Premier League,26-292,1996,21.7,5,0,0,24,27,3,25,25,27,0,0,0,108,37,22,62.7,Matches
301,Jean-Claude Billong,cm CMR,MF,Clermont Foot,fr Ligue 1,29-092,1993,0.3,0,0,0,0,0,0,1,1,0,0,0,0,3,2,2,50.0,Matches
302,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,30-210,1992,22.0,0,0,0,22,27,1,236,11,29,0,0,0,105,14,19,42.4,Matches
303,Samuele Birindelli,it ITA,DF,Monza,it Serie A,23-254,1999,12.1,6,0,0,12,10,2,60,13,13,0,0,0,56,4,7,36.4,Matches
304,Veljko Birmančević,rs SRB,FWMF,Toulouse,fr Ligue 1,25-025,1998,3.6,0,0,0,4,6,0,3,6,7,1,0,0,18,3,7,30.0,Matches
305,Tom Bischof,de GER,MFFW,Hoffenheim,de Bundesliga,17-275,2005,2.9,0,0,0,8,5,0,6,0,7,0,0,0,14,0,3,0.0,Matches
306,Yves Bissouma,ml MLI,MF,Tottenham,eng Premier League,26-212,1996,9.0,5,0,0,14,7,1,2,9,10,0,0,0,59,6,6,50.0,Matches
307,Kristijan Bistrović,hr CRO,MF,Lecce,it Serie A,24-355,1998,5.1,0,0,0,2,4,1,21,0,1,0,0,0,15,2,5,28.6,Matches
308,Leonardo Bittencourt,de GER,MFDF,Werder Bremen,de Bundesliga,29-101,1993,11.3,6,0,0,29,25,3,30,9,14,0,0,0,72,3,11,21.4,Matches
309,Marco Bizot,nl NED,GK,Brest,fr Ligue 1,32-020,1991,27.0,4,0,0,0,2,0,0,0,0,0,0,0,17,5,1,83.3,Matches
310,Blanco,es ESP,MF,Cádiz,es La Liga,22-250,2000,1.8,0,0,0,2,1,0,0,1,4,0,0,0,7,3,0,100.0,Matches
311,Lautaro Blanco,ar ARG,DFMF,Elche,es La Liga,24-039,1999,3.2,1,0,0,1,0,0,32,1,2,0,0,0,22,0,2,0.0,Matches
312,Rubén Blanco,es ESP,GK,Marseille,fr Ligue 1,27-248,1995,4.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches
313,Ludovic Blas,fr FRA,FWMF,Nantes,fr Ligue 1,25-089,1997,22.8,2,0,0,42,46,2,75,14,24,0,0,0,126,10,24,29.4,Matches
314,Janis Blaswich,de GER,GK,RB Leipzig,de Bundesliga,31-332,1991,18.0,0,0,0,1,3,0,0,0,0,0,1,0,28,9,0,100.0,Matches
315,Miha Blažič,si SVN,DF,Angers,fr Ligue 1,29-326,1993,19.7,4,0,0,11,16,0,1,21,5,0,1,1,104,39,18,68.4,Matches
316,Joaquín Blázquez,ar ARG,GK,Brest,fr Ligue 1,22-061,2001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
317,Alexis Blin,fr FRA,MFDF,Lecce,it Serie A,26-195,1996,17.9,4,0,0,27,20,0,21,24,25,0,0,0,90,32,54,37.2,Matches
318,Daley Blind,nl NED,DFMF,Bayern Munich,de Bundesliga,33-021,1990,1.5,0,0,0,1,0,0,1,2,0,0,0,0,7,2,1,66.7,Matches
319,Myron Boadu,nl NED,FW,Monaco,fr Ligue 1,22-075,2001,1.5,0,0,0,5,1,4,1,0,1,0,0,0,6,6,5,54.5,Matches
320,Jérôme Boateng,de GER,DF,Lyon,fr Ligue 1,34-208,1988,3.5,0,0,0,1,0,0,1,5,0,0,0,0,9,7,1,87.5,Matches
321,Kevin-Prince Boateng,gh GHA,MF,Hertha BSC,de Bundesliga,36-024,1987,1.9,1,0,0,14,2,0,6,0,2,0,0,0,14,8,5,61.5,Matches
