,,,,,,,,,SCA,,SCA Types,,,,,,GCA,,GCA Types,,,,,,
1442,Paolo Lebas,pt POR,MF,Ajaccio,fr Ligue 1,19-344,2003,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1443,Benjamin Lecomte,fr FRA,GK,Espanyol,es La Liga,31-338,1991,10.0,2,0.20,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1444,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,31-338,1991,9.0,3,0.33,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1445,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,30-045,1993,25.0,7,0.28,5,1,0,0,1,0,1,0.04,0,0,0,0,1,0,Matches
1446,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,29-309,1993,21.7,33,1.52,26,1,0,3,0,3,3,0.14,2,0,0,0,0,1,Matches
1447,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,24-066,1999,19.3,16,0.83,12,0,0,1,2,1,2,0.10,2,0,0,0,0,0,Matches
1448,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,24-316,1998,7.4,5,0.68,5,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
1449,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,31-314,1991,22.5,17,0.75,15,0,0,2,0,0,1,0.04,0,0,0,1,0,0,Matches
1450,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,29-330,1993,13.9,30,2.15,24,4,1,0,1,0,3,0.22,2,1,0,0,0,0,Matches
1451,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,27-138,1995,9.4,30,3.19,23,4,1,1,0,1,4,0.43,2,0,0,1,0,1,Matches
1452,Félix Lemaréchal,ci CIV,MF,Brest,fr Ligue 1,19-235,2003,1.6,3,1.93,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1453,Dexter Lembikisa,jm JAM,DF,Wolves,eng Premier League,19-146,2003,0.3,1,3.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1454,Mario Lemina,ga GAB,MF,Wolves,eng Premier League,29-210,1993,6.6,4,0.60,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1455,Mario Lemina,ga GAB,MFDF,Nice,fr Ligue 1,29-210,1993,9.3,12,1.29,11,0,0,0,0,1,1,0.11,1,0,0,0,0,0,Matches
1456,Tim Lemperle,de GER,FWMF,Köln,de Bundesliga,21-053,2002,1.3,7,5.48,4,0,2,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1457,Clément Lenglet,fr FRA,DF,Tottenham,eng Premier League,27-286,1995,15.2,16,1.05,14,0,0,0,1,1,4,0.26,4,0,0,0,0,0,Matches
1458,Bernd Leno,de GER,GK,Fulham,eng Premier League,31-026,1992,25.0,2,0.08,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1459,Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,28-189,1994,8.4,24,2.87,14,10,0,0,0,0,3,0.36,2,1,0,0,0,0,Matches
1460,Sergio León,es ESP,FW,Valladolid,es La Liga,34-083,1989,11.6,19,1.63,13,1,1,3,1,0,3,0.26,2,0,0,1,0,0,Matches
1461,Johann Lepenant,fr FRA,MF,Lyon,fr Ligue 1,20-159,2002,17.5,28,1.60,22,0,0,2,3,1,3,0.17,2,0,0,0,1,0,Matches
1462,Mehdi Léris,dz ALG,MFDF,Sampdoria,it Serie A,24-311,1998,20.0,34,1.70,26,0,0,4,2,2,4,0.20,1,0,0,3,0,0,Matches
1463,Jefferson Lerma,co COL,MFDF,Bournemouth,eng Premier League,28-156,1994,25.3,28,1.11,24,2,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
1464,Benjamin Leroy,fr FRA,GK,Ajaccio,fr Ligue 1,33-357,1989,24.1,4,0.17,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1465,Léo Leroy,fr FRA,MF,Montpellier,fr Ligue 1,23-044,2000,9.1,20,2.20,15,0,1,2,1,1,6,0.66,6,0,0,0,0,0,Matches
1466,Ruan Levine,br BRA,MF,Ajaccio,fr Ligue 1,24-070,1999,0.3,3,11.25,0,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1467,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,34-221,1988,19.6,61,3.11,44,1,3,11,2,0,11,0.56,6,0,0,5,0,0,Matches
1468,Jamie Leweling,de GER,FW,Union Berlin,de Bundesliga,22-032,2001,1.9,8,4.21,3,0,2,2,1,0,2,1.05,1,0,0,1,0,0,Matches
1469,Jamal Lewis,nir NIR,DF,Newcastle Utd,eng Premier League,25-064,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1470,Rico Lewis,eng ENG,DFMF,Manchester City,eng Premier League,18-129,2004,6.0,17,2.82,14,1,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1471,Keane Lewis-Potter,eng ENG,FWMF,Brentford,eng Premier League,22-036,2001,3.6,8,2.24,2,0,2,4,0,0,2,0.56,0,0,0,2,0,0,Matches
1472,Dimitri Liénard,fr FRA,DFMF,Strasbourg,fr Ligue 1,35-045,1988,16.3,54,3.31,29,22,0,1,0,2,1,0.06,1,0,0,0,0,0,Matches
1473,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,26-262,1996,22.3,16,0.72,13,0,1,2,0,0,2,0.09,2,0,0,0,0,0,Matches
1474,Matthijs de Ligt,nl NED,DF,Bayern Munich,de Bundesliga,23-230,1999,17.8,16,0.90,13,0,0,3,0,0,2,0.11,0,0,0,2,0,0,Matches
1475,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,28-256,1994,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1476,Jesper Lindstrøm,dk DEN,MFFW,Eint Frankfurt,de Bundesliga,23-029,2000,17.0,53,3.12,23,7,8,10,4,1,10,0.59,2,0,4,3,1,0,Matches
1477,Karol Linetty,pl POL,MF,Torino,it Serie A,28-056,1995,17.8,35,1.97,27,3,1,1,2,1,1,0.06,1,0,0,0,0,0,Matches
1478,Jesse Lingard,eng ENG,FWMF,Nott'ham Forest,eng Premier League,30-105,1992,10.2,25,2.45,18,1,2,3,1,0,2,0.20,1,0,0,1,0,0,Matches
1479,Pol Lirola,es ESP,DF,Elche,es La Liga,25-229,1997,6.3,18,2.86,17,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1480,Mateusz Lis,pl POL,GK,Troyes,fr Ligue 1,26-031,1997,7.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1481,Marcin Listkowski,pl POL,MFFW,Lecce,it Serie A,25-048,1998,0.9,1,1.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1482,Dejan Ljubicic,at AUT,MF,Köln,de Bundesliga,25-173,1997,12.7,38,3.00,33,1,1,2,1,0,4,0.32,4,0,0,0,0,0,Matches
1483,Javier Llabrés,es ESP,FW,Mallorca,es La Liga,20-200,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1484,Diego Llorente,es ESP,DF,Leeds United,eng Premier League,29-226,1993,7.2,6,0.83,5,0,0,1,0,0,1,0.14,1,0,0,0,0,0,Matches
1485,Diego Llorente,es ESP,DF,Roma,it Serie A,29-226,1993,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1486,Marcos Llorente,es ESP,MFDF,Atlético Madrid,es La Liga,28-059,1995,15.9,49,3.08,44,1,0,2,1,1,3,0.19,3,0,0,0,0,0,Matches
1487,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,36-094,1986,21.0,5,0.24,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1488,Giovani Lo Celso,ar ARG,MFFW,Villarreal,es La Liga,26-355,1996,6.1,15,2.45,11,0,0,3,1,0,0,0.00,0,0,0,0,0,0,Matches
1489,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,28-125,1994,25.2,52,2.07,47,1,0,1,2,1,7,0.28,5,1,0,1,0,0,Matches
1490,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,25-081,1998,19.9,40,2.01,31,3,2,3,1,0,5,0.25,3,0,1,0,1,0,Matches
1491,Luka Lochoshvili,ge GEO,DF,Cremonese,it Serie A,24-305,1998,13.3,13,0.98,9,0,1,2,0,1,2,0.15,1,0,0,1,0,0,Matches
1492,Banzouzi Locko,fr FRA,DF,Reims,fr Ligue 1,20-328,2002,11.8,21,1.78,18,0,1,0,1,1,0,0.00,0,0,0,0,0,0,Matches
1493,Banzouzi Locko,fr FRA,DF,Brest,fr Ligue 1,20-328,2002,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1494,Renan Lodi,br BRA,DF,Nott'ham Forest,eng Premier League,24-356,1998,16.9,21,1.24,16,3,0,1,1,0,1,0.06,0,0,0,1,0,0,Matches
1495,Ruben Loftus-Cheek,eng ENG,MFDF,Chelsea,eng Premier League,27-066,1996,14.0,27,1.93,22,0,3,1,1,0,2,0.14,2,0,0,0,0,0,Matches
1496,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,25-151,1997,22.4,49,2.19,35,1,2,6,5,0,4,0.18,3,0,0,1,0,0,Matches
1497,Ademola Lookman,ng NGA,FWMF,Atalanta,it Serie A,25-161,1997,17.1,78,4.57,52,6,10,5,5,0,10,0.59,6,0,1,2,1,0,Matches
1498,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,32-180,1990,21.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1499,Rony Lopes,pt POR,MFFW,Troyes,fr Ligue 1,27-092,1995,19.2,75,3.91,35,23,6,10,1,0,7,0.36,3,2,0,2,0,0,Matches
1500,David López,es ESP,DF,Girona,es La Liga,33-172,1989,12.9,7,0.54,6,0,0,0,0,1,1,0.08,1,0,0,0,0,0,Matches
1501,Diego López,es ESP,GK,Rayo Vallecano,es La Liga,41-147,1981,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1502,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,25-116,1997,16.8,41,2.44,38,3,0,0,0,0,3,0.18,3,0,0,0,0,0,Matches
1503,Pau López,es ESP,GK,Marseille,fr Ligue 1,28-107,1994,24.0,4,0.17,2,2,0,0,0,0,2,0.08,1,1,0,0,0,0,Matches
1504,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,27-151,1995,10.1,32,3.18,24,6,0,0,2,0,3,0.30,3,0,0,0,0,0,Matches
1505,Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,21-056,2002,12.9,36,2.80,26,2,1,3,4,0,4,0.31,2,0,0,0,2,0,Matches
1506,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,37-020,1986,22.4,29,1.30,22,0,0,2,2,3,3,0.13,3,0,0,0,0,0,Matches
1507,Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,24-182,1998,21.5,44,2.05,36,2,1,1,2,2,3,0.14,3,0,0,0,0,0,Matches
1508,Matteo Lovato,it ITA,DF,Salernitana,it Serie A,23-044,2000,4.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1509,Dejan Lovren,hr CRO,DF,Lyon,fr Ligue 1,33-268,1989,10.7,8,0.75,4,0,0,4,0,0,0,0.00,0,0,0,0,0,0,Matches
1510,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,25-002,1998,16.2,57,3.52,36,9,4,6,1,1,7,0.43,4,1,1,1,0,0,Matches
1511,Jamal Lowe,jm JAM,MFFW,Bournemouth,eng Premier League,28-252,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1512,Anthony Lozano,hn HON,FW,Cádiz,es La Liga,29-339,1993,13.2,23,1.74,13,0,5,4,1,0,1,0.08,0,0,0,1,0,0,Matches
1513,Hirving Lozano,mx MEX,FW,Napoli,it Serie A,27-243,1995,14.2,52,3.66,37,0,6,4,2,3,8,0.56,7,0,0,1,0,0,Matches
1514,Pol Lozano,es ESP,MF,Espanyol,es La Liga,23-175,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1515,Jean Lucas,br BRA,MF,Monaco,fr Ligue 1,24-281,1998,3.2,5,1.55,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1516,Jhon Lucumí,co COL,DF,Bologna,it Serie A,24-277,1998,22.2,14,0.63,12,0,0,1,0,1,2,0.09,2,0,0,0,0,0,Matches
1517,José Luis Gayà,es ESP,DF,Valencia,es La Liga,27-309,1995,19.1,63,3.29,42,12,4,3,2,0,5,0.26,2,1,0,1,1,0,Matches
1518,José Luis Morales,es ESP,FWMF,Villarreal,es La Liga,35-250,1987,11.3,24,2.13,16,0,4,3,1,0,3,0.27,2,0,0,1,0,0,Matches
1519,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,33-084,1990,5.6,7,1.25,6,0,1,0,0,0,1,0.18,1,0,0,0,0,0,Matches
1520,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,24-325,1998,21.7,68,3.14,42,19,3,1,1,2,8,0.37,5,1,0,0,0,2,Matches
1521,Romelu Lukaku,be BEL,FW,Inter,it Serie A,29-321,1993,8.6,24,2.78,20,0,1,3,0,0,3,0.35,2,0,1,0,0,0,Matches
1522,Castello Lukeba,fr FRA,DF,Lyon,fr Ligue 1,20-103,2002,24.2,15,0.62,15,0,0,0,0,0,2,0.08,2,0,0,0,0,0,Matches
1523,Dodi Lukebakio,be BEL,FWMF,Hertha BSC,de Bundesliga,25-187,1997,19.1,55,2.87,31,7,10,1,4,2,3,0.16,3,0,0,0,0,0,Matches
1524,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,26-229,1996,2.3,4,1.71,3,0,0,0,0,1,1,0.43,0,0,0,0,0,1,Matches
1525,Saša Lukić,rs SRB,MF,Torino,it Serie A,26-229,1996,13.3,44,3.31,35,3,0,2,3,1,2,0.15,2,0,0,0,0,0,Matches
1526,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,24-047,1999,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1527,Andrey Lunyov,ru RUS,GK,Leverkusen,de Bundesliga,31-137,1991,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1528,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,26-205,1996,24.0,11,0.46,9,1,0,1,0,0,2,0.08,2,0,0,0,0,0,Matches
1529,Lyanco,br BRA,DF,Southampton,eng Premier League,26-057,1997,7.8,6,0.77,4,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1530,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,29-159,1993,11.7,27,2.31,18,5,1,2,1,0,1,0.09,0,1,0,0,0,0,Matches
1531,Youssouf M'Changama,km COM,MF,Auxerre,fr Ligue 1,32-213,1990,7.2,24,3.34,15,5,0,0,4,0,1,0.14,1,0,0,0,0,0,Matches
1532,Awer Mabil,au AUS,MFFW,Cádiz,es La Liga,27-196,1995,1.8,2,1.09,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1533,Alexis Mac Allister,ar ARG,MF,Brighton,eng Premier League,24-096,1998,21.2,61,2.88,45,6,3,3,3,1,7,0.33,6,0,1,0,0,0,Matches
1534,Deiver Machado,co COL,DFMF,Lens,fr Ligue 1,29-209,1993,18.7,30,1.60,20,2,0,0,6,2,4,0.21,1,2,0,0,0,1,Matches
1535,Darwin Machís,ve VEN,FW,Valladolid,es La Liga,30-051,1993,4.1,14,3.45,10,0,2,2,0,0,1,0.25,1,0,0,0,0,0,Matches
1536,James Maddison,eng ENG,MFFW,Leicester City,eng Premier League,26-127,1996,18.1,88,4.86,53,16,5,4,8,2,8,0.44,7,1,0,0,0,0,Matches
1537,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,21-020,2002,2.0,7,3.46,4,0,2,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1538,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,25-261,1997,22.1,46,2.02,32,7,1,1,5,0,5,0.22,3,0,0,1,1,0,Matches
1539,Lisandro Magallán,ar ARG,DF,Elche,es La Liga,29-184,1993,4.5,4,0.89,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1540,Soungoutou Magassa,ml MLI,MF,Monaco,fr Ligue 1,19-173,2003,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1541,Giulio Maggiore,it ITA,MF,Salernitana,it Serie A,25-018,1998,8.0,14,1.74,11,0,0,2,1,0,1,0.12,1,0,0,0,0,0,Matches
1542,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,27-177,1995,9.0,7,0.78,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1543,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,24-304,1998,15.3,31,2.03,26,0,2,2,0,1,5,0.33,3,0,0,1,0,1,Matches
1544,Yohann Magnin,fr FRA,MF,Clermont Foot,fr Ligue 1,25-282,1997,22.7,42,1.85,34,0,1,1,2,4,3,0.13,3,0,0,0,0,0,Matches
1545,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,30-025,1993,5.4,3,0.56,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1546,Jon Magunacelaya,es ESP,MFFW,Real Sociedad,es La Liga,22-260,2000,0.7,4,5.54,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1547,Riyad Mahrez,dz ALG,FWMF,Manchester City,eng Premier League,32-037,1991,11.8,64,5.42,42,8,4,5,4,1,12,1.02,7,1,1,2,0,1,Matches
1548,Arne Maier,de GER,MF,Augsburg,de Bundesliga,24-081,1999,15.0,34,2.27,21,6,0,2,2,3,3,0.20,1,0,0,1,0,1,Matches
1549,Mike Maignan,fr FRA,GK,Milan,it Serie A,27-270,1995,11.0,1,0.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1550,Linton Maina,de GER,FWMF,Köln,de Bundesliga,23-280,1999,17.0,50,2.94,37,4,4,5,0,0,7,0.41,5,0,2,0,0,0,Matches
1551,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,17-345,2005,0.1,2,16.36,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1552,Ainsley Maitland-Niles,eng ENG,DFMF,Southampton,eng Premier League,25-213,1997,10.7,18,1.69,16,0,1,0,1,0,2,0.19,1,0,0,0,1,0,Matches
1553,Jordan Majchrzak,pl POL,FW,Roma,it Serie A,18-173,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1554,Lovro Majer,hr CRO,MFFW,Rennes,fr Ligue 1,25-072,1998,11.8,52,4.39,34,6,2,4,5,1,4,0.34,2,2,0,0,0,0,Matches
1555,Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,24-291,1998,8.9,13,1.45,11,0,1,0,1,0,1,0.11,1,0,0,0,0,0,Matches
1556,Jean-Victor Makengo,fr FRA,MF,Lorient,fr Ligue 1,24-291,1998,6.8,19,2.80,14,0,2,1,2,0,1,0.15,1,0,0,0,0,0,Matches
1557,Béni Makouana,cg CGO,FWMF,Montpellier,fr Ligue 1,20-183,2002,2.2,2,0.90,1,0,0,0,1,0,1,0.45,0,0,0,0,1,0,Matches
1558,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,28-063,1995,12.0,14,1.17,11,0,0,1,1,1,1,0.08,1,0,0,0,0,0,Matches
1559,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,23-225,1999,10.2,4,0.39,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1560,Lorenzo Malagrida,it ITA,DFMF,Sampdoria,it Serie A,19-157,2003,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1561,Daniel Maldini,it ITA,FWMF,Spezia,it Serie A,21-170,2001,5.1,13,2.55,7,1,2,1,2,0,0,0.00,0,0,0,0,0,0,Matches
1562,Youssef Maleh,it ITA,MF,Fiorentina,it Serie A,24-220,1998,3.3,7,2.12,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1563,Youssef Maleh,it ITA,MF,Lecce,it Serie A,24-220,1998,4.9,4,0.82,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1564,Donyell Malen,nl NED,FW,Dortmund,de Bundesliga,24-070,1999,11.8,47,3.98,29,6,8,1,3,0,8,0.68,5,0,2,0,1,0,Matches
1565,Ruslan Malinovskyi,ua UKR,MFFW,Atalanta,it Serie A,29-330,1993,6.1,26,4.25,16,7,1,1,1,0,2,0.33,2,0,0,0,0,0,Matches
1566,Ruslan Malinovskyi,ua UKR,MFFW,Marseille,fr Ligue 1,29-330,1993,7.5,34,4.51,16,6,2,5,5,0,4,0.53,1,0,0,3,0,0,Matches
1567,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,31-281,1991,16.4,35,2.14,27,4,1,2,1,0,5,0.31,4,1,0,0,0,0,Matches
1568,Mickael Malsa,mq MTQ,MF,Valladolid,es La Liga,27-169,1995,0.8,1,1.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1569,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,22-182,2000,26.0,2,0.08,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1570,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,23-092,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1571,Gianluca Mancini,it ITA,DF,Roma,it Serie A,26-347,1996,24.2,28,1.16,23,1,0,3,1,0,3,0.12,2,0,0,0,1,0,Matches
1572,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,38-002,1985,25.5,5,0.20,5,0,0,0,0,0,2,0.08,2,0,0,0,0,0,Matches
1573,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,29-068,1994,20.6,23,1.12,21,0,0,0,1,1,1,0.05,1,0,0,0,0,0,Matches
1574,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,31-159,1991,5.4,3,0.56,3,0,0,0,0,0,2,0.37,2,0,0,0,0,0,Matches
1575,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,25-274,1997,15.0,70,4.66,47,16,0,5,1,1,6,0.40,4,1,0,0,1,0,Matches
1576,Sadio Mané,sn SEN,FW,Bayern Munich,de Bundesliga,30-354,1992,12.0,52,4.35,36,0,3,9,4,0,10,0.84,7,0,1,2,0,0,Matches
1577,Orel Mangala,be BEL,MF,Nott'ham Forest,eng Premier League,25-012,1998,8.4,9,1.07,8,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1578,Thomas Mangani,fr FRA,MF,Ajaccio,fr Ligue 1,35-335,1987,9.9,36,3.62,14,20,0,1,1,0,1,0.10,1,0,0,0,0,0,Matches
1579,Vito Mannone,it ITA,GK,Lorient,fr Ligue 1,35-028,1988,14.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1580,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,28-329,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1581,Myziane Maolida,fr FRA,FWMF,Reims,fr Ligue 1,24-044,1999,1.8,2,1.13,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1582,Myziane Maolida,fr FRA,FWMF,Hertha BSC,de Bundesliga,24-044,1999,1.1,1,0.95,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1583,Faitout Maouassa,fr FRA,FWDF,Montpellier,fr Ligue 1,24-267,1998,17.3,42,2.43,30,5,3,2,1,1,8,0.46,8,0,0,0,0,0,Matches
1584,Sekou Mara,fr FRA,FWMF,Southampton,eng Premier League,20-243,2002,5.0,12,2.40,8,0,3,0,0,1,3,0.60,2,0,1,0,0,0,Matches
1585,Maranhão,br BRA,FWMF,Valencia,es La Liga,26-161,1996,4.8,10,2.07,6,0,3,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1586,Marcão,br BRA,DF,Sevilla,es La Liga,26-298,1996,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1587,Solly March,eng ENG,FWDF,Brighton,eng Premier League,28-253,1994,23.9,94,3.93,62,8,11,7,4,2,8,0.33,7,0,0,1,0,0,Matches
1588,Agustín Marchesín,ar ARG,GK,Celta Vigo,es La Liga,35-014,1988,19.0,2,0.11,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1589,Federico Marchetti,it ITA,GK,Spezia,it Serie A,40-051,1983,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1590,Vincent Marchetti,fr FRA,MF,Ajaccio,fr Ligue 1,25-269,1997,20.4,41,2.01,33,0,2,3,3,0,8,0.39,7,0,0,0,1,0,Matches
1591,Riccardo Marchizza,it ITA,DF,Sassuolo,it Serie A,25-004,1998,2.0,6,2.97,5,0,1,0,0,0,2,0.99,2,0,0,0,0,0,Matches
1592,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,31-043,1992,19.0,12,0.63,10,1,0,0,1,0,2,0.10,2,0,0,0,0,0,Matches
1593,Emiliano Marcondes,dk DEN,MF,Bournemouth,eng Premier League,28-021,1995,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1594,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,33-350,1989,21.9,57,2.60,51,4,0,0,1,1,6,0.27,6,0,0,0,0,0,Matches
1595,José Mari,es ESP,MF,Cádiz,es La Liga,35-114,1987,3.6,11,3.05,10,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1596,Pablo Marí,es ESP,DF,Monza,it Serie A,29-211,1993,18.6,9,0.48,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1597,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,28-069,1995,15.9,13,0.82,11,0,0,2,0,0,2,0.13,2,0,0,0,0,0,Matches
1598,Mariano,do DOM,FW,Real Madrid,es La Liga,29-241,1993,0.6,1,1.58,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1599,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,19-270,2003,3.8,11,2.89,9,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1600,Răzvan Marin,ro ROU,MF,Empoli,it Serie A,26-311,1996,20.5,69,3.37,43,23,1,1,1,0,2,0.10,0,2,0,0,0,0,Matches
1601,Diego Mariño,es ESP,GK,Almería,es La Liga,32-325,1990,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1602,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,28-328,1994,17.5,8,0.46,6,0,0,2,0,0,3,0.17,1,0,0,2,0,0,Matches
1603,Marlon,br BRA,DF,Monza,it Serie A,27-204,1995,13.5,4,0.30,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1604,Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,24-051,1999,13.1,35,2.68,20,0,9,2,4,0,5,0.38,3,0,2,0,0,0,Matches
