,,,,,,,,,SCA,,SCA Types,,,,,,GCA,,GCA Types,,,,,,
2257,Antonio Sánchez,es ESP,MF,Mallorca,es La Liga,26-088,1997,7.6,14,1.83,9,0,1,2,2,0,0,0.00,0,0,0,0,0,0,Matches
2258,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,26-291,1996,6.4,4,0.63,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2259,Iván Sánchez,es ESP,MFFW,Valladolid,es La Liga,30-188,1992,11.5,36,3.24,29,1,4,1,1,0,1,0.09,1,0,0,0,0,0,Matches
2260,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,26-016,1997,19.7,10,0.51,9,0,1,0,0,0,2,0.10,2,0,0,0,0,0,Matches
2261,Manuel Sánchez,es ESP,DF,Osasuna,es La Liga,22-218,2000,13.5,38,2.82,34,0,1,0,1,2,3,0.22,2,0,0,0,1,0,Matches
2262,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,25-132,1997,22.0,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2263,Jadon Sancho,eng ENG,FWMF,Manchester Utd,eng Premier League,23-005,2000,10.3,45,4.39,41,0,3,1,0,0,7,0.68,5,0,2,0,0,0,Matches
2264,Alex Sandro,br BRA,DF,Juventus,it Serie A,32-063,1991,16.2,29,1.79,26,0,1,0,1,1,3,0.19,3,0,0,0,0,0,Matches
2265,Leroy Sané,de GER,MFFW,Bayern Munich,de Bundesliga,27-078,1996,16.5,74,4.48,57,1,6,5,3,2,11,0.67,10,0,0,1,0,0,Matches
2266,Sidi Sané,de GER,FW,Schalke 04,de Bundesliga,19-343,2003,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2267,Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,28-224,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2268,Morgan Sanson,fr FRA,MF,Strasbourg,fr Ligue 1,28-224,1994,6.2,18,2.89,12,0,0,4,1,1,2,0.32,2,0,0,0,0,0,Matches
2269,Nicola Sansone,it ITA,FW,Bologna,it Serie A,31-201,1991,4.8,14,2.92,8,0,2,1,3,0,2,0.42,0,0,0,0,2,0,Matches
2270,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,28-021,1995,13.7,30,2.20,28,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
2271,Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,31-099,1991,10.2,41,4.04,29,0,4,5,2,1,4,0.39,3,0,0,1,0,0,Matches
2272,Pablo Sarabia,es ESP,FWMF,Wolves,eng Premier League,30-323,1992,5.7,24,4.19,16,5,0,3,0,0,0,0.00,0,0,0,0,0,0,Matches
2273,Pablo Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,30-323,1992,4.1,19,4.61,12,6,0,0,1,0,1,0.24,1,0,0,0,0,0,Matches
2274,Muhammed Saracevic Cham,at AUT,MF,Clermont Foot,fr Ligue 1,22-185,2000,16.1,48,2.98,33,8,1,4,2,0,3,0.19,3,0,0,0,0,0,Matches
2275,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,20-287,2002,2.0,10,5.11,6,0,1,2,1,0,2,1.02,2,0,0,0,0,0,Matches
2276,Amin Sarr,se SWE,FW,Lyon,fr Ligue 1,22-019,2001,4.6,6,1.31,4,0,0,0,2,0,1,0.22,1,0,0,0,0,0,Matches
2277,Malang Sarr,fr FRA,DF,Monaco,fr Ligue 1,24-066,1999,8.0,8,1.01,8,0,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches
2278,Martin Satriano,uy URU,FW,Empoli,it Serie A,22-038,2001,18.0,31,1.72,19,0,3,5,4,0,3,0.17,2,0,0,1,0,0,Matches
2279,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,31-098,1991,22.0,106,4.83,53,35,8,1,9,0,8,0.36,4,3,0,0,1,0,Matches
2280,Esteban Saveljich,me MNE,FW,Rayo Vallecano,es La Liga,31-314,1991,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2281,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,32-081,1991,17.6,10,0.57,10,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
2282,Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,20-089,2002,20.9,30,1.43,23,2,1,1,3,0,3,0.14,2,1,0,0,0,0,Matches
2283,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,19-109,2003,16.4,22,1.34,20,0,2,0,0,0,3,0.18,3,0,0,0,0,0,Matches
2284,Gianluca Scamacca,it ITA,FW,West Ham,eng Premier League,24-088,1999,10.3,24,2.33,20,0,1,2,0,1,1,0.10,1,0,0,0,0,0,Matches
2285,Gustavo Scarpa,br BRA,MFFW,Nott'ham Forest,eng Premier League,29-084,1994,1.8,9,5.03,3,1,1,1,2,1,0,0.00,0,0,0,0,0,0,Matches
2286,Kevin Schade,de GER,FWMF,Brentford,eng Premier League,21-123,2001,2.1,8,3.75,6,0,2,0,0,0,3,1.41,2,0,1,0,0,0,Matches
2287,Kevin Schade,de GER,FWMF,Freiburg,de Bundesliga,21-123,2001,2.0,1,0.49,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2288,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,23-351,1999,8.4,10,1.19,8,0,0,0,2,0,2,0.24,1,0,0,0,1,0,Matches
2289,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,31-100,1991,23.8,39,1.64,26,0,2,7,2,2,3,0.13,1,0,0,0,1,1,Matches
2290,Derry Scherhant,de GER,FW,Hertha BSC,de Bundesliga,20-140,2002,2.1,3,1.44,0,0,2,1,0,0,1,0.48,0,0,1,0,0,0,Matches
2291,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,27-065,1996,10.5,28,2.68,21,0,1,3,3,0,2,0.19,2,0,0,0,0,0,Matches
2292,Kingsley Schindler,gh GHA,DFMF,Köln,de Bundesliga,29-261,1993,7.8,13,1.66,12,0,0,0,1,0,1,0.13,1,0,0,0,0,0,Matches
2293,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,25-183,1997,16.3,27,1.66,23,0,0,0,2,2,5,0.31,5,0,0,0,0,0,Matches
2294,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,25-336,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2295,Keven Schlotterbeck,de GER,DF,Bochum,de Bundesliga,25-336,1997,6.2,3,0.48,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2296,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,23-119,1999,24.3,31,1.28,23,0,2,3,1,2,6,0.25,4,0,0,0,0,2,Matches
2297,Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,eng Premier League,30-097,1992,22.5,32,1.42,27,0,2,2,1,0,3,0.13,2,0,0,0,1,0,Matches
2298,Kasper Schmeichel,dk DEN,GK,Nice,fr Ligue 1,36-145,1986,26.0,10,0.38,7,3,0,0,0,0,1,0.04,0,1,0,0,0,0,Matches
2299,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,23-062,2000,12.1,33,2.72,28,0,3,1,1,0,3,0.25,3,0,0,0,0,0,Matches
2300,Kenneth Schmidt,de GER,DF,Freiburg,de Bundesliga,20-300,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2301,Niklas Schmidt,de GER,MF,Werder Bremen,de Bundesliga,25-029,1998,10.1,41,4.05,31,1,4,3,2,0,3,0.30,1,0,0,1,1,0,Matches
2302,Benno Schmitz,de GER,DF,Köln,de Bundesliga,28-133,1994,20.2,44,2.18,34,9,0,0,1,0,1,0.05,1,0,0,0,0,0,Matches
2303,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,26-077,1997,18.2,32,1.76,30,0,0,1,0,1,3,0.16,3,0,0,0,0,0,Matches
2304,Perr Schuurs,nl NED,DF,Torino,it Serie A,23-124,1999,18.1,12,0.66,10,0,0,0,1,1,2,0.11,2,0,0,0,0,0,Matches
2305,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,27-339,1995,25.0,3,0.12,3,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
2306,Alexander Schwolow,de GER,GK,Schalke 04,de Bundesliga,30-301,1992,17.0,8,0.47,3,4,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2307,Demba Seck,sn SEN,FWMF,Torino,it Serie A,22-048,2001,4.3,9,2.08,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2308,Haris Seferović,ch SUI,FWMF,Celta Vigo,es La Liga,31-036,1992,3.5,10,2.85,5,0,2,1,2,0,2,0.57,1,0,1,0,0,0,Matches
2309,Jacopo Segre,it ITA,DF,Torino,it Serie A,26-041,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2310,Paul Seguin,de GER,MF,Union Berlin,de Bundesliga,28-001,1995,7.0,20,2.85,18,0,0,1,0,1,3,0.43,3,0,0,0,0,0,Matches
2311,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,22-299,2000,19.5,19,0.98,12,0,1,1,4,1,0,0.00,0,0,0,0,0,0,Matches
2312,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,28-069,1995,3.1,8,2.55,4,0,1,1,2,0,3,0.96,1,0,1,0,1,0,Matches
2313,Davie Selke,de GER,FW,Köln,de Bundesliga,28-069,1995,4.0,10,2.47,6,0,0,4,0,0,1,0.25,0,0,0,1,0,0,Matches
2314,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,31-032,1992,28.0,2,0.07,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2315,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,29-134,1993,19.8,24,1.21,19,0,0,3,2,0,2,0.10,2,0,0,0,0,0,Matches
2316,Vivaldo Semedo,pt POR,FW,Udinese,it Serie A,18-061,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2317,Antoine Semenyo,gh GHA,FWMF,Bournemouth,eng Premier League,23-082,2000,2.6,6,2.32,2,0,2,1,1,0,0,0.00,0,0,0,0,0,0,Matches
2318,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,22-061,2001,0.1,1,10.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2319,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,25-324,1997,20.9,9,0.43,7,1,0,1,0,0,1,0.05,1,0,0,0,0,0,Matches
2320,Stefano Sensi,it ITA,MF,Monza,it Serie A,27-237,1995,14.5,53,3.66,30,16,0,2,4,1,6,0.41,5,0,0,0,1,0,Matches
2321,Jaime Seoane,es ESP,MF,Getafe,es La Liga,26-067,1997,3.4,10,2.96,7,1,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
2322,Luigi Sepe,it ITA,GK,Salernitana,it Serie A,31-326,1991,17.0,1,0.06,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2323,Suat Serdar,de GER,MF,Hertha BSC,de Bundesliga,25-353,1997,18.7,34,1.82,23,1,4,2,3,1,1,0.05,1,0,0,0,0,0,Matches
2324,Leonardo Sernicola,it ITA,DF,Cremonese,it Serie A,25-243,1997,19.8,45,2.27,32,5,1,3,4,0,2,0.10,2,0,0,0,0,0,Matches
2325,Ryan Sessegnon,eng ENG,DF,Tottenham,eng Premier League,22-316,2000,9.0,23,2.55,16,0,0,5,1,1,2,0.22,1,0,0,1,0,0,Matches
2326,Stephan El Shaarawy,it ITA,DFMF,Roma,it Serie A,30-154,1992,10.3,35,3.41,23,5,5,2,0,0,4,0.39,3,0,1,0,0,0,Matches
2327,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,27-261,1995,20.5,53,2.59,40,7,2,1,3,0,6,0.29,6,0,0,0,0,0,Matches
2328,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,31-031,1992,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2329,Jonjo Shelvey,eng ENG,MF,Nott'ham Forest,eng Premier League,31-031,1992,4.9,12,2.45,8,3,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2330,Eldor Shomurodov,uz UZB,FW,Spezia,it Serie A,27-274,1995,4.0,7,1.77,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2331,Eldor Shomurodov,uz UZB,FW,Roma,it Serie A,27-274,1995,1.3,2,1.51,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2332,Kaj Sierhuis,nl NED,FWMF,Reims,fr Ligue 1,24-337,1998,0.6,1,1.80,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2333,Vincent Sierro,ch SUI,MFFW,Toulouse,fr Ligue 1,27-173,1995,0.7,2,2.69,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2334,Kiliann Sildillia,fr FRA,DFMF,Freiburg,de Bundesliga,20-318,2002,19.3,25,1.29,14,7,1,1,2,0,5,0.26,2,1,1,1,0,0,Matches
2335,André Silva,pt POR,FW,RB Leipzig,de Bundesliga,27-144,1995,17.1,59,3.45,42,0,4,7,6,0,10,0.58,7,0,0,3,0,0,Matches
2336,Bernardo Silva,pt POR,MFFW,Manchester City,eng Premier League,28-232,1994,19.8,61,3.08,51,1,4,1,3,1,10,0.50,9,0,0,0,1,0,Matches
2337,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,25-242,1997,23.5,72,3.06,53,15,2,1,0,1,11,0.47,7,4,0,0,0,0,Matches
2338,David Silva,es ESP,MF,Real Sociedad,es La Liga,37-081,1986,14.5,51,3.53,42,0,2,4,1,2,12,0.83,11,0,0,0,0,1,Matches
2339,Rui Silva,pt POR,GK,Betis,es La Liga,29-051,1994,20.0,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2340,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,38-189,1984,20.1,12,0.60,11,1,0,0,0,0,2,0.10,2,0,0,0,0,0,Matches
2341,Marco Silvestri,it ITA,GK,Udinese,it Serie A,32-028,1991,27.0,6,0.22,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2342,Abdallah Sima,sn SEN,FW,Angers,fr Ligue 1,21-286,2001,14.9,27,1.81,18,0,1,3,5,0,5,0.34,1,0,1,0,3,0,Matches
2343,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,22-331,2000,10.2,13,1.27,10,0,0,1,2,0,0,0.00,0,0,0,0,0,0,Matches
2344,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,27-268,1995,2.5,6,2.37,6,0,0,0,0,0,2,0.79,2,0,0,0,0,0,Matches
2345,Ellis Simms,eng ENG,FW,Everton,eng Premier League,22-084,2001,1.3,3,2.37,2,0,1,0,0,0,2,1.58,1,0,1,0,0,0,Matches
2346,Eduardo Simões,pt POR,DF,Hoffenheim,de Bundesliga,21-028,2002,1.0,2,2.05,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2347,Moses Simon,ng NGA,FWMF,Nantes,fr Ligue 1,27-261,1995,20.2,63,3.12,42,9,6,4,2,0,2,0.10,2,0,0,0,0,0,Matches
2348,Unai Simón,es ESP,GK,Athletic Club,es La Liga,25-292,1997,21.5,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2349,Lassine Sinayoko,ml MLI,MFFW,Auxerre,fr Ligue 1,23-112,1999,14.4,42,2.92,30,0,3,5,4,0,5,0.35,3,0,0,0,2,0,Matches
2350,Wilfried Singo,ci CIV,DF,Torino,it Serie A,22-095,2000,15.4,32,2.07,18,0,6,6,2,0,4,0.26,2,0,1,1,0,0,Matches
2351,Luis Sinisterra,co COL,FW,Leeds United,eng Premier League,23-286,1999,6.0,22,3.68,17,0,2,1,2,0,1,0.17,0,0,1,0,0,0,Matches
2352,Daley Sinkgraven,nl NED,DFMF,Leverkusen,de Bundesliga,27-269,1995,3.6,8,2.22,6,0,1,1,0,0,2,0.55,1,0,0,1,0,0,Matches
2353,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,35-008,1988,5.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2354,Hugo Siquet,be BEL,DF,Freiburg,de Bundesliga,20-264,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2355,Salvatore Sirigu,it ITA,GK,Fiorentina,it Serie A,36-077,1987,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2356,Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,25-154,1997,9.7,19,1.97,14,0,0,2,3,0,1,0.10,1,0,0,0,0,0,Matches
2357,Moussa Sissoko,fr FRA,MF,Nantes,fr Ligue 1,33-226,1989,16.4,28,1.71,25,0,0,3,0,0,1,0.06,1,0,0,0,0,0,Matches
2358,Tim Skarke,de GER,DFMF,Union Berlin,de Bundesliga,26-204,1996,0.6,1,1.70,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2359,Tim Skarke,de GER,FWMF,Schalke 04,de Bundesliga,26-204,1996,2.4,12,5.09,8,2,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
2360,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,27-324,1995,23.7,40,1.69,34,0,0,4,0,2,4,0.17,4,0,0,0,0,0,Matches
2361,Oliver Skipp,eng ENG,MF,Tottenham,eng Premier League,22-195,2000,7.2,14,1.95,14,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2362,Leo Skiri Østigård,no NOR,DF,Napoli,it Serie A,23-122,1999,2.7,2,0.75,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2363,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,31-329,1991,27.0,2,0.07,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2364,Robert Skov,dk DEN,DF,Hoffenheim,de Bundesliga,26-314,1996,13.7,45,3.30,28,8,2,5,2,0,3,0.22,2,0,0,1,0,0,Matches
2365,Milan Škriniar,sk SVK,DF,Inter,it Serie A,28-047,1995,19.7,11,0.56,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2366,Naatan Skyttä,fi FIN,MF,Toulouse,fr Ligue 1,20-327,2002,0.3,3,11.74,3,0,0,0,0,0,1,3.91,1,0,0,0,0,0,Matches
2367,Islam Slimani,dz ALG,FW,Brest,fr Ligue 1,34-285,1988,11.0,23,2.10,22,0,0,1,0,0,3,0.27,3,0,0,0,0,0,Matches
2368,Chris Smalling,eng ENG,DF,Roma,it Serie A,33-128,1989,25.7,10,0.39,9,1,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
2369,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,31-335,1991,24.4,20,0.82,17,1,0,2,0,0,2,0.08,2,0,0,0,0,0,Matches
2370,Emile Smith Rowe,eng ENG,FWMF,Arsenal,eng Premier League,22-245,2000,1.3,8,6.15,5,1,0,2,0,0,1,0.77,1,0,0,0,0,0,Matches
2371,Hrvoje Smolčić,hr CRO,DF,Eint Frankfurt,de Bundesliga,22-225,2000,5.2,1,0.19,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2372,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,31-211,1991,0.3,1,3.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2373,Cédric Soares,pt POR,DF,Fulham,eng Premier League,31-211,1991,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2374,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,31-152,1991,15.2,24,1.58,21,1,0,0,1,1,1,0.07,1,0,0,0,0,0,Matches
2375,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,27-344,1995,5.6,7,1.24,4,0,0,0,1,2,1,0.18,0,0,0,0,0,1,Matches
2376,Rubén Sobrino,es ESP,MFFW,Cádiz,es La Liga,30-302,1992,17.3,28,1.62,20,0,1,2,4,1,3,0.17,3,0,0,0,0,0,Matches
2377,Alex Sola,es ESP,DF,Real Sociedad,es La Liga,23-294,1999,3.8,6,1.57,3,2,0,0,1,0,2,0.52,1,0,0,0,1,0,Matches
2378,Dominic Solanke,eng ENG,FWMF,Bournemouth,eng Premier League,25-197,1997,20.9,36,1.73,21,1,5,8,1,0,9,0.43,6,1,0,2,0,0,Matches
2379,Augusto Solari,ar ARG,MFFW,Celta Vigo,es La Liga,31-086,1992,2.4,5,2.06,5,0,0,0,0,0,2,0.83,2,0,0,0,0,0,Matches
2380,Ola Solbakken,no NOR,MFFW,Roma,it Serie A,24-204,1998,1.2,1,0.82,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2381,Nikola Soldo,hr CRO,DF,Köln,de Bundesliga,22-064,2001,6.6,4,0.61,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2382,Carlos Soler,es ESP,MF,Valencia,es La Liga,26-087,1997,2.7,6,2.23,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2383,Carlos Soler,es ESP,MF,Paris S-G,fr Ligue 1,26-087,1997,9.4,29,3.09,22,1,0,2,4,0,7,0.75,6,0,0,0,1,0,Matches
2384,François-Joseph Sollacaro,fr FRA,GK,Ajaccio,fr Ligue 1,29-009,1994,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2385,Manor Solomon,il ISR,FW,Fulham,eng Premier League,23-249,1999,3.1,6,1.92,6,0,0,0,0,0,1,0.32,1,0,0,0,0,0,Matches
2386,Yann Sommer,ch SUI,GK,Bayern Munich,de Bundesliga,34-103,1988,10.0,1,0.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2387,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,34-103,1988,10.0,2,0.20,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2388,Brandon Soppy,fr FRA,DF,Udinese,it Serie A,21-037,2002,1.0,4,4.00,2,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2389,Brandon Soppy,fr FRA,DF,Atalanta,it Serie A,21-037,2002,6.3,20,3.15,15,0,1,1,3,0,6,0.95,5,0,0,0,1,0,Matches
2390,David Soria,es ESP,GK,Getafe,es La Liga,29-360,1993,26.0,3,0.12,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2391,Roberto Soriano,it ITA,FWMF,Bologna,it Serie A,32-050,1991,13.9,42,3.03,33,1,1,2,4,1,3,0.22,2,0,0,1,0,0,Matches
2392,Borna Sosa,hr CRO,DF,Stuttgart,de Bundesliga,25-068,1998,15.0,73,4.87,46,25,0,1,1,0,6,0.40,5,1,0,0,0,0,Matches
2393,Joaquin Sosa,uy URU,DF,Bologna,it Serie A,21-079,2002,6.6,2,0.30,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2394,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,19-101,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2395,Florian Sotoca,fr FRA,FWMF,Lens,fr Ligue 1,32-156,1990,25.5,105,4.12,85,0,2,13,4,1,15,0.59,13,0,0,1,1,0,Matches
2396,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,23-300,1999,5.0,28,5.55,22,0,1,2,3,0,2,0.40,2,0,0,0,0,0,Matches
2397,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,28-031,1995,22.2,41,1.85,34,0,0,6,0,1,1,0.05,1,0,0,0,0,0,Matches
2398,Matìas Soulé,ar ARG,MFDF,Juventus,it Serie A,19-349,2003,3.6,18,5.05,10,1,3,2,2,0,0,0.00,0,0,0,0,0,0,Matches
2399,Moussa Soumano,fr FRA,FWMF,Ajaccio,fr Ligue 1,17-264,2005,2.3,6,2.61,4,0,1,0,1,0,1,0.43,0,0,1,0,0,0,Matches
2400,Adama Soumaoro,fr FRA,DF,Bologna,it Serie A,30-285,1992,15.7,7,0.45,7,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
2401,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,24-031,1999,10.3,8,0.78,7,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2402,Arnaud Souquet,fr FRA,DFFW,Montpellier,fr Ligue 1,31-046,1992,4.0,5,1.25,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2403,Dyego Sousa,pt POR,FW,Almería,es La Liga,33-197,1989,4.1,8,1.93,5,0,2,1,0,0,1,0.24,1,0,0,0,0,0,Matches
2404,Harry Souttar,au AUS,DF,Leicester City,eng Premier League,24-159,1998,7.0,5,0.71,3,0,2,0,0,0,1,0.14,1,0,0,0,0,0,Matches
2405,Vinicius Souza,br BRA,MF,Espanyol,es La Liga,23-286,1999,22.5,25,1.11,20,0,1,2,1,1,2,0.09,2,0,0,0,0,0,Matches
2406,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,26-052,1997,21.7,35,1.61,27,0,2,3,1,2,3,0.14,1,0,1,1,0,0,Matches
2407,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,26-311,1996,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2408,Kevin Spadanuda,ch SUI,MFFW,Ajaccio,fr Ligue 1,26-073,1997,5.8,7,1.20,5,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
2409,Djed Spence,eng ENG,FWDF,Tottenham,eng Premier League,22-233,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2410,Djed Spence,eng ENG,DF,Rennes,fr Ligue 1,22-233,2000,6.3,10,1.59,6,0,4,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2411,Stijn Spierings,nl NED,MF,Toulouse,fr Ligue 1,27-018,1996,28.0,43,1.54,38,0,1,2,2,0,5,0.18,3,0,1,0,1,0,Matches
2412,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,30-005,1993,13.5,34,2.52,26,2,3,0,3,0,5,0.37,4,0,1,0,0,0,Matches
2413,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,30-324,1992,6.9,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2414,Jack Stacey,eng ENG,DF,Bournemouth,eng Premier League,26-358,1996,3.3,1,0.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2415,Anton Stach,de GER,MF,Mainz 05,de Bundesliga,24-135,1998,16.9,45,2.66,27,10,3,0,3,2,5,0.30,3,1,1,0,0,0,Matches
2416,Kostas Stafylidis,gr GRE,DFMF,Bochum,de Bundesliga,29-118,1993,8.9,14,1.57,9,1,1,2,1,0,3,0.34,2,1,0,0,0,0,Matches
2417,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,26-142,1996,13.4,20,1.49,18,0,0,0,1,1,4,0.30,4,0,0,0,0,0,Matches
2418,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,22-362,2000,5.2,10,1.91,9,0,0,0,0,1,1,0.19,1,0,0,0,0,0,Matches
2419,Junior Stanislas,eng ENG,MF,Bournemouth,eng Premier League,33-124,1989,0.7,4,5.90,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
