,,,,,,,,,,Pass Types,,,,,,,,Corner Kicks,,,Outcomes,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
709,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,29-074,1994,25.3,1655,1594,58,51,0,14,11,6,0,0,0,0,1433,3,12,Matches
710,Florian Dietz,de GER,FW,Köln,de Bundesliga,24-239,1998,4.4,76,66,9,0,0,0,4,2,0,0,0,0,39,1,3,Matches
711,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,29-253,1993,14.3,810,656,153,21,0,4,63,123,9,4,3,0,617,1,18,Matches
712,Federico Dimarco,it ITA,DF,Inter,it Serie A,25-140,1997,18.6,1043,863,178,34,0,20,173,91,48,10,32,0,760,2,16,Matches
713,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,29-095,1993,25.0,766,492,269,68,0,4,0,0,0,0,0,0,479,5,1,Matches
714,Junior Dina Ebimbe,fr FRA,DFMF,Eint Frankfurt,de Bundesliga,22-129,2000,8.7,340,293,46,3,1,0,5,43,0,0,0,0,243,1,7,Matches
715,Tristan Dingomé,cm CMR,MF,Troyes,fr Ligue 1,32-041,1991,1.1,78,68,9,2,0,0,5,2,5,2,1,0,55,1,1,Matches
716,Eren Dinkçi,de GER,FWMF,Werder Bremen,de Bundesliga,21-107,2001,2.0,63,56,5,0,0,1,3,4,0,0,0,0,40,2,1,Matches
717,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,21-355,2001,14.4,976,899,77,30,0,2,2,45,0,0,0,0,833,0,9,Matches
718,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,30-100,1992,4.9,115,100,15,0,0,1,3,2,0,0,0,0,90,0,2,Matches
719,Edan Diop,fr FRA,DF,Monaco,fr Ligue 1,18-214,2004,0.7,54,51,2,1,1,0,2,1,0,0,0,0,43,1,3,Matches
720,Issa Diop,fr FRA,DF,Fulham,eng Premier League,26-080,1997,15.7,958,924,33,31,0,8,2,0,0,0,0,0,817,1,4,Matches
721,Sofiane Diop,fr FRA,MFFW,Nice,fr Ligue 1,22-294,2000,11.2,546,509,36,8,4,8,34,4,23,10,6,0,434,1,10,Matches
722,Sofiane Diop,fr FRA,MF,Monaco,fr Ligue 1,22-294,2000,0.7,33,26,7,1,0,0,7,0,6,4,2,0,20,0,1,Matches
723,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,23-134,1999,21.0,706,523,180,46,0,3,0,0,0,0,0,0,550,3,0,Matches
724,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,25-019,1998,27.0,1483,1422,58,37,2,21,12,21,0,0,0,0,1234,3,13,Matches
725,Malcom Abdulai Ares Djalo,es ESP,FW,Athletic Club,es La Liga,21-169,2001,0.1,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
726,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,22-355,2000,22.4,1599,1511,84,36,0,3,3,20,0,0,0,0,1481,4,11,Matches
727,Djené,tg TOG,DF,Getafe,es La Liga,31-089,1991,22.1,828,786,37,23,0,2,13,14,0,0,0,0,651,5,15,Matches
728,Moussa Djenepo,ml MLI,DFFW,Southampton,eng Premier League,24-288,1998,6.4,213,187,25,3,0,2,12,22,0,0,0,0,157,1,9,Matches
729,Koffi Djidji,ci CIV,DF,Torino,it Serie A,30-120,1992,20.3,1055,1027,25,11,1,9,13,13,0,0,0,0,902,3,18,Matches
730,Alexander Djiku,gh GHA,DF,Strasbourg,fr Ligue 1,28-233,1994,24.0,1258,1192,63,47,0,20,5,9,0,0,0,0,1017,3,11,Matches
731,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,30-039,1993,10.4,619,591,27,15,0,0,0,11,0,0,0,0,535,1,4,Matches
732,Moussa Djitte,sn SEN,FW,Ajaccio,fr Ligue 1,23-177,1999,1.5,32,32,0,0,0,0,0,0,0,0,0,0,24,0,1,Matches
733,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,31-065,1992,3.1,126,87,38,14,0,1,0,0,0,0,0,0,86,1,1,Matches
734,Alan Do Marcolino,ga GAB,FW,Rennes,fr Ligue 1,21-011,2002,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
735,Ben Doak,sct SCO,FW,Liverpool,eng Premier League,17-139,2005,0.3,14,14,0,0,0,0,0,0,0,0,0,0,10,0,1,Matches
736,Ritsu Doan,jp JPN,FWMF,Freiburg,de Bundesliga,24-287,1998,19.7,471,468,1,0,3,5,20,1,0,0,0,0,335,2,27,Matches
737,Dodô,br BRA,DF,Fiorentina,it Serie A,24-133,1998,18.5,1072,930,140,14,1,2,40,126,0,0,0,0,882,2,21,Matches
738,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,24-273,1998,15.6,621,607,14,9,0,3,8,2,0,0,0,0,484,0,11,Matches
739,Matt Doherty,ie IRL,DFMF,Tottenham,eng Premier League,31-073,1992,7.4,408,345,61,2,0,1,18,59,0,0,0,0,329,2,8,Matches
740,Matt Doherty,ie IRL,DF,Atlético Madrid,es La Liga,31-073,1992,0.1,6,5,1,0,0,0,0,1,0,0,0,0,4,0,0,Matches
741,Josh Doig,sct SCO,DF,Hellas Verona,it Serie A,20-316,2002,13.8,488,372,113,1,0,0,44,110,2,2,0,0,324,3,18,Matches
742,Jeremy Doku,be BEL,MFFW,Rennes,fr Ligue 1,20-307,2002,6.7,259,258,0,0,1,0,11,0,0,0,0,0,210,1,9,Matches
743,Kasper Dolberg,dk DEN,FW,Sevilla,es La Liga,25-175,1997,2.2,28,24,3,0,0,0,0,0,0,0,0,0,19,1,0,Matches
744,Kasper Dolberg,dk DEN,FWMF,Hoffenheim,de Bundesliga,25-175,1997,3.8,63,58,3,0,0,0,1,2,0,0,0,0,44,2,1,Matches
745,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,22-047,2001,0.2,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
746,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,24-275,1998,17.6,897,845,45,26,13,11,12,15,0,0,0,0,717,7,18,Matches
747,John Donald,es ESP,DF,Elche,es La Liga,22-212,2000,1.7,33,32,0,0,0,0,0,0,0,0,0,0,28,1,0,Matches
748,Giulio Donati,it ITA,DF,Monza,it Serie A,33-053,1990,3.4,210,187,22,6,0,2,9,16,0,0,0,0,176,1,2,Matches
749,Kyliane Dong,fr FRA,DFMF,Troyes,fr Ligue 1,18-184,2004,0.6,14,14,0,0,0,1,2,0,0,0,0,0,7,0,2,Matches
750,Jordan Dongmo,cm CMR,MF,Troyes,fr Ligue 1,22-059,2001,0.2,10,9,1,1,0,0,0,0,0,0,0,0,9,0,0,Matches
751,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,24-033,1999,28.0,714,527,187,35,0,1,0,0,0,0,0,0,615,0,0,Matches
752,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,25-074,1998,2.1,100,93,7,7,0,0,0,0,0,0,0,0,73,0,0,Matches
753,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,25-101,1997,27.9,1782,1711,68,49,1,11,3,3,0,0,0,0,1593,3,11,Matches
754,Jodel Dossou,bj BEN,MFDF,Clermont Foot,fr Ligue 1,31-013,1992,2.9,59,55,4,0,0,0,10,4,0,0,0,0,39,0,2,Matches
755,Lohann Doucet,fr FRA,MFFW,Nantes,fr Ligue 1,20-197,2002,1.0,79,76,3,2,0,2,0,1,0,0,0,0,67,0,1,Matches
756,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,30-088,1993,10.4,369,360,7,0,1,0,4,0,0,0,0,0,291,2,9,Matches
757,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,23-081,2000,22.5,914,903,9,9,2,2,3,0,0,0,0,0,752,2,21,Matches
758,Ckene Doucouré,km COM,FWMF,Lorient,fr Ligue 1,20-356,2002,1.0,35,34,1,0,1,0,0,0,1,0,0,0,22,0,1,Matches
759,Désiré Doué,fr FRA,MFFW,Rennes,fr Ligue 1,17-300,2005,11.1,395,381,13,1,3,0,27,1,10,5,3,0,309,1,3,Matches
760,Guela Doué,fr FRA,FW,Rennes,fr Ligue 1,20-164,2002,0.1,4,3,1,1,0,0,0,0,0,0,0,0,4,0,0,Matches
761,Ismaël Doukouré,fr FRA,DF,Strasbourg,fr Ligue 1,19-249,2003,16.3,699,630,68,27,2,10,7,40,0,0,0,0,565,1,14,Matches
762,Kamory Doumbia,ml MLI,MF,Reims,fr Ligue 1,20-040,2003,10.1,388,377,7,2,3,1,8,3,1,0,0,0,307,4,12,Matches
763,Souleyman Doumbia,ci CIV,DFFW,Angers,fr Ligue 1,26-187,1996,19.0,900,731,169,16,0,0,44,150,3,3,0,0,717,0,24,Matches
764,Flynn Downes,eng ENG,MF,West Ham,eng Premier League,24-069,1999,4.4,153,149,4,0,0,1,3,0,0,0,0,0,126,0,4,Matches
765,Bartłomiej Drągowski,pl POL,GK,Spezia,it Serie A,25-223,1997,23.7,832,615,216,64,0,1,0,0,0,0,0,0,569,1,1,Matches
766,Cody Drameh,eng ENG,DF,Leeds United,eng Premier League,21-112,2001,0.8,38,31,7,1,0,0,1,6,0,0,0,0,30,0,1,Matches
767,Dion Drena Beljo,hr CRO,FWMF,Augsburg,de Bundesliga,21-029,2002,5.3,124,119,3,0,0,0,3,1,0,0,0,0,77,2,2,Matches
768,Dominick Drexler,de GER,MFFW,Schalke 04,de Bundesliga,32-308,1990,11.3,346,326,18,2,1,0,25,12,3,2,0,0,224,2,17,Matches
769,Domingos Duarte,pt POR,DF,Getafe,es La Liga,28-020,1995,23.4,790,760,28,25,0,6,0,3,0,0,0,0,615,2,4,Matches
770,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,34-074,1989,0.7,22,15,7,1,0,0,0,0,0,0,0,0,19,0,0,Matches
771,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,29-023,1994,23.2,716,550,159,51,5,9,127,5,69,18,36,1,437,7,13,Matches
772,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,28-115,1994,6.9,275,256,16,8,2,4,7,1,2,1,1,0,204,3,7,Matches
773,Ondrej Duda,sk SVK,MF,Köln,de Bundesliga,28-115,1994,7.7,279,259,19,6,0,7,12,2,1,1,0,0,208,1,10,Matches
774,Shane Duffy,ie IRL,FWDF,Fulham,eng Premier League,31-088,1992,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
775,Rémy Dugimont,fr FRA,FWMF,Auxerre,fr Ligue 1,36-272,1986,1.2,59,57,2,0,0,1,0,0,0,0,0,0,40,0,2,Matches
776,Denzel Dumfries,nl NED,DF,Inter,it Serie A,26-346,1996,17.3,673,547,123,3,0,1,58,120,0,0,0,0,488,3,16,Matches
777,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,30-020,1993,6.8,310,300,9,7,2,1,12,2,0,0,0,0,240,1,7,Matches
778,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,31-129,1991,25.0,2155,2062,91,66,3,18,1,6,0,0,0,0,1948,2,10,Matches
779,Maxime Dupé,fr FRA,GK,Toulouse,fr Ligue 1,30-026,1993,28.0,952,696,255,64,0,1,0,0,0,0,0,0,750,1,1,Matches
780,Jhon Durán,co COL,FW,Aston Villa,eng Premier League,19-107,2003,0.8,21,19,2,0,0,0,1,1,0,0,0,0,12,0,0,Matches
781,Pablo Durán,es ESP,MFDF,Celta Vigo,es La Liga,22-064,2001,0.4,21,21,0,0,0,0,1,0,0,0,0,0,14,0,0,Matches
782,Hugo Duro,es ESP,FW,Valencia,es La Liga,23-140,1999,10.8,208,185,21,2,0,1,2,1,0,0,0,0,154,2,7,Matches
783,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,25-261,1997,19.4,1028,825,199,12,0,6,58,187,0,0,0,0,752,4,31,Matches
784,Paulo Dybala,ar ARG,MFFW,Roma,it Serie A,29-135,1993,15.9,654,582,70,16,3,23,66,7,43,12,29,0,504,2,22,Matches
785,Edin Džeko,ba BIH,FW,Inter,it Serie A,37-013,1986,17.4,457,437,18,1,6,6,19,1,0,0,0,0,318,2,14,Matches
786,Malcolm Ebiowei,eng ENG,MFFW,Crystal Palace,eng Premier League,19-207,2003,0.4,10,10,0,0,0,0,3,0,0,0,0,0,5,0,2,Matches
787,Festy Ebosele,ie IRL,DFFW,Udinese,it Serie A,20-240,2002,1.7,52,49,3,0,0,0,10,3,0,0,0,0,36,0,1,Matches
788,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,24-019,1999,10.3,557,479,77,17,0,11,15,59,1,0,0,0,453,1,3,Matches
789,Tyronne Ebuehi,ng NGA,DF,Empoli,it Serie A,27-104,1995,11.9,485,373,110,4,0,0,17,106,0,0,0,0,371,2,17,Matches
790,Ederson,br BRA,GK,Manchester City,eng Premier League,29-225,1993,27.0,945,783,161,41,1,7,0,0,0,0,0,0,813,1,0,Matches
791,Éderson,br BRA,MF,Atalanta,it Serie A,23-266,1999,16.1,736,716,18,10,0,15,12,1,4,2,0,0,594,2,19,Matches
792,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,25-073,1998,14.2,309,290,17,0,0,0,4,0,0,0,0,0,224,2,10,Matches
793,Samuel Edozie,eng ENG,FWMF,Southampton,eng Premier League,20-061,2003,6.0,151,150,0,0,1,0,10,0,0,0,0,0,102,1,10,Matches
794,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,26-112,1996,20.3,655,647,6,6,2,1,10,0,0,0,0,0,498,2,25,Matches
795,Lilian Egloff,de GER,MFFW,Stuttgart,de Bundesliga,20-222,2002,2.7,73,66,4,0,2,0,2,1,0,0,0,0,42,3,2,Matches
796,Íñigo Eguaras,es ESP,MF,Almería,es La Liga,31-023,1992,9.4,471,455,12,8,4,5,3,1,2,0,0,0,399,4,6,Matches
797,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,27-309,1995,11.7,408,355,53,1,0,2,29,51,1,0,0,0,289,0,23,Matches
798,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,27-309,1995,0.7,24,18,6,1,0,0,0,5,0,0,0,0,15,0,1,Matches
799,Chidera Ejuke,ng NGA,FWMF,Hertha BSC,de Bundesliga,25-087,1998,8.8,265,258,5,0,3,2,11,4,1,0,0,0,210,2,5,Matches
800,Albin Ekdal,se SWE,MF,Spezia,it Serie A,33-245,1989,10.6,431,413,16,14,0,2,1,1,0,0,0,0,336,2,7,Matches
801,Hugo Ekitike,fr FRA,FW,Paris S-G,fr Ligue 1,20-283,2002,9.2,245,226,18,1,1,1,0,0,0,0,0,0,202,1,5,Matches
802,Emmanuel Ekong,se SWE,FWMF,Empoli,it Serie A,20-278,2002,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
803,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,20-337,2002,4.7,130,127,3,0,0,1,7,2,0,0,0,0,95,0,2,Matches
804,Alberth Elis,hn HON,MFFW,Brest,fr Ligue 1,27-046,1996,2.7,38,37,1,0,1,0,2,0,0,0,0,0,29,0,1,Matches
805,Mikael Ellertsson,is ISL,MFDF,Spezia,it Serie A,21-019,2002,1.9,40,39,1,0,0,0,3,0,1,1,0,0,24,0,1,Matches
806,Harvey Elliott,eng ENG,MFFW,Liverpool,eng Premier League,19-360,2003,15.9,888,852,31,0,5,3,31,7,1,0,0,0,708,5,21,Matches
807,Elif Elmas,mk MKD,FWMF,Napoli,it Serie A,23-187,1999,11.3,582,553,26,9,2,0,15,4,11,2,5,0,491,3,6,Matches
808,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,30-262,1992,1.3,60,58,2,2,0,0,0,0,0,0,0,0,57,0,1,Matches
809,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,29-002,1994,11.4,595,509,82,9,0,0,4,73,0,0,0,0,487,4,7,Matches
810,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,26-181,1996,22.5,1526,1480,44,38,1,2,0,1,0,0,0,0,1411,2,7,Matches
811,Rodrigo Ely,br BRA,DF,Almería,es La Liga,29-147,1993,24.1,1040,988,50,48,1,12,2,1,0,0,0,0,832,2,6,Matches
812,Sepe Elye Wahi,fr FRA,FW,Montpellier,fr Ligue 1,20-087,2003,20.3,331,293,36,0,0,1,13,2,0,0,0,0,221,2,21,Matches
813,Mohamed Elyounoussi,no NOR,MFFW,Southampton,eng Premier League,28-238,1994,19.3,523,508,13,1,6,1,28,9,1,1,0,0,352,2,18,Matches
814,Adri Embarba,es ESP,FWMF,Almería,es La Liga,30-327,1992,10.8,371,309,59,10,0,5,82,4,45,22,14,1,233,3,15,Matches
815,Adri Embarba,es ESP,FW,Espanyol,es La Liga,30-327,1992,0.4,6,5,1,1,0,0,2,0,0,0,0,0,4,0,0,Matches
816,Breel Embolo,ch SUI,FW,Monaco,fr Ligue 1,26-044,1997,19.5,416,394,14,1,3,3,1,1,0,0,0,0,284,8,20,Matches
817,Emerson,br BRA,DF,Tottenham,eng Premier League,24-075,1999,15.5,832,684,144,16,0,6,44,127,1,0,0,0,662,4,29,Matches
818,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,25-302,1997,11.7,161,132,28,0,0,2,4,2,0,0,0,0,108,1,4,Matches
819,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,30-049,1993,23.5,1000,979,16,12,3,5,5,4,0,0,0,0,780,5,22,Matches
820,Arne Engels,be BEL,MF,Augsburg,de Bundesliga,19-203,2003,9.2,360,300,59,22,1,5,55,3,34,14,20,0,231,1,16,Matches
821,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,31-044,1992,16.5,1031,944,82,23,6,16,60,4,50,19,15,0,813,5,18,Matches
822,Martin Erlic,hr CRO,DF,Sassuolo,it Serie A,25-065,1998,18.9,948,907,39,36,0,16,0,3,0,0,0,0,815,2,6,Matches
823,Gonzalo Escalante,ar ARG,MF,Cremonese,it Serie A,30-003,1993,6.2,290,279,8,4,0,1,1,0,0,0,0,0,222,3,8,Matches
824,Gonzalo Escalante,ar ARG,MF,Cádiz,es La Liga,30-003,1993,6.7,256,244,9,4,0,4,3,0,0,0,0,0,194,3,4,Matches
825,Sergio Escudero,es ESP,DF,Valladolid,es La Liga,33-209,1989,10.6,486,363,119,15,0,4,32,92,12,0,11,0,353,4,13,Matches
826,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,31-084,1992,23.7,1015,792,216,26,2,8,59,189,1,0,0,0,636,7,43,Matches
827,Bernardo Espinosa,co COL,DF,Girona,es La Liga,33-262,1989,9.4,566,548,16,13,0,3,0,1,0,0,0,0,499,2,0,Matches
828,Salvatore Esposito,it ITA,MF,Spezia,it Serie A,22-174,2000,2.4,158,144,14,11,0,2,7,0,3,0,3,0,122,0,1,Matches
829,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,20-308,2002,15.1,611,576,34,29,0,0,1,4,0,0,0,0,491,1,7,Matches
830,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,25-068,1998,17.5,1154,1015,134,12,1,5,53,122,0,0,0,0,940,5,35,Matches
831,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,35-086,1988,9.0,675,655,19,18,0,2,0,1,0,0,0,0,603,1,4,Matches
832,Edu Expósito,es ESP,MF,Espanyol,es La Liga,26-241,1996,10.8,405,363,41,17,1,4,34,1,11,5,3,0,291,1,8,Matches
833,Eberechi Eze,eng ENG,MFFW,Crystal Palace,eng Premier League,24-274,1998,19.3,780,668,105,50,4,4,55,4,40,16,12,1,607,7,6,Matches
834,Nicolás Ezequiel Fernández,ar ARG,MFDF,Elche,es La Liga,23-078,2000,3.6,142,118,24,3,0,1,16,15,6,3,3,0,104,0,7,Matches
835,Abdessamad Ezzalzouli,ma MAR,FWMF,Osasuna,es La Liga,21-103,2001,10.3,340,322,15,3,2,3,41,8,4,0,2,0,236,3,26,Matches
836,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,37-346,1985,22.6,603,392,208,55,0,2,0,0,0,0,0,0,391,3,0,Matches
837,Fabinho,br BRA,MF,Liverpool,eng Premier League,29-158,1993,18.7,1145,1112,31,25,3,4,5,6,0,0,0,0,1003,2,10,Matches
838,Fábio,br BRA,DFMF,Nantes,fr Ligue 1,32-264,1990,2.5,117,94,21,1,0,0,6,20,0,0,0,0,87,2,2,Matches
839,Noah Fadiga,sn SEN,DF,Brest,fr Ligue 1,23-117,1999,13.3,565,451,113,8,0,1,9,105,0,0,0,0,454,1,12,Matches
840,Wout Faes,be BEL,DF,Leicester City,eng Premier League,24-361,1998,20.0,1344,1305,39,33,2,7,0,1,0,0,0,0,1160,0,8,Matches
841,Wout Faes,be BEL,DF,Reims,fr Ligue 1,24-361,1998,3.0,115,106,8,7,1,0,0,0,0,0,0,0,95,1,1,Matches
842,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,22-046,2001,10.6,391,370,21,6,2,8,18,6,9,2,4,0,327,0,9,Matches
843,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,34-184,1988,8.0,313,227,86,28,0,0,0,0,0,0,0,0,225,0,0,Matches
844,Romain Faivre,fr FRA,FWMF,Lorient,fr Ligue 1,24-259,1998,5.2,196,182,14,2,0,0,14,1,11,10,0,0,159,0,2,Matches
845,Romain Faivre,fr FRA,MF,Lyon,fr Ligue 1,24-259,1998,3.3,170,149,19,8,0,1,17,0,10,8,2,0,145,2,1,Matches
846,Radamel Falcao,co COL,FWMF,Rayo Vallecano,es La Liga,37-048,1986,5.6,132,124,7,0,0,1,0,0,1,0,0,0,99,1,3,Matches
847,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,27-352,1995,27.0,879,580,293,81,0,4,0,0,0,0,0,0,451,6,0,Matches
848,Fali,es ESP,DFMF,Cádiz,es La Liga,29-230,1993,14.1,424,407,17,17,1,10,1,0,0,0,0,0,318,0,4,Matches
849,Mamadou Fall,sn SEN,DF,Villarreal,es La Liga,20-129,2002,0.3,16,11,5,0,0,1,1,5,0,0,0,0,13,0,1,Matches
850,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,31-156,1991,8.8,327,261,63,0,1,6,24,63,0,0,0,0,220,3,7,Matches
851,Ansu Fati,es ESP,FW,Barcelona,es La Liga,20-150,2002,10.4,391,381,7,2,0,3,4,1,1,0,0,0,331,3,10,Matches
852,Khalil Fayad,fr FRA,MF,Montpellier,fr Ligue 1,18-294,2004,6.0,280,275,5,4,2,2,4,1,0,0,0,0,233,0,3,Matches
853,Cheikh Faye,sn SEN,FW,Montpellier,fr Ligue 1,24-062,1999,0.4,9,6,2,0,0,0,0,0,0,0,0,0,5,1,0,Matches
854,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,36-013,1987,11.8,532,499,33,18,0,8,4,15,0,0,0,0,409,0,6,Matches
855,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,20-014,2003,4.1,158,150,8,5,0,0,3,2,1,0,1,0,135,0,2,Matches
856,Zouhair Feddal,ma MAR,DF,Valladolid,es La Liga,34-088,1989,4.2,201,187,13,11,0,5,1,0,0,0,0,0,159,1,1,Matches
857,Nabil Fekir,fr FRA,MF,Betis,es La Liga,29-255,1993,10.7,484,416,66,27,2,3,48,4,33,13,16,0,378,2,7,Matches
858,Felipe,br BRA,DF,Nott'ham Forest,eng Premier League,33-318,1989,5.9,287,281,5,5,0,3,0,0,0,0,0,0,220,1,3,Matches
859,Felipe,br BRA,DF,Atlético Madrid,es La Liga,33-318,1989,2.2,132,128,3,2,0,0,0,1,0,0,0,0,121,1,1,Matches
860,Luiz Felipe,it ITA,DF,Betis,es La Liga,26-008,1997,11.5,501,478,21,19,0,7,0,2,0,0,0,0,428,2,7,Matches
861,João Félix,pt POR,FWMF,Chelsea,eng Premier League,23-140,1999,5.7,212,183,27,4,2,1,17,3,12,2,9,0,164,2,7,Matches
862,João Félix,pt POR,FWMF,Atlético Madrid,es La Liga,23-140,1999,7.2,228,209,18,6,7,2,8,3,4,3,0,0,171,1,5,Matches
863,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,25-202,1997,10.8,496,472,22,20,0,3,1,2,0,0,0,0,362,2,11,Matches
864,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,32-056,1991,10.0,602,500,99,15,0,1,25,84,0,0,0,0,511,3,12,Matches
865,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,18-162,2004,5.2,117,108,8,0,1,0,0,0,0,0,0,0,95,1,1,Matches
866,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,23-218,1999,17.1,720,702,16,5,3,0,8,9,0,0,0,0,599,2,12,Matches
867,Bruno Fernandes,pt POR,MFFW,Manchester Utd,eng Premier League,28-203,1994,25.0,1278,1163,108,21,17,25,95,13,40,15,10,1,927,7,45,Matches
868,Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,26-349,1996,18.7,816,727,85,28,0,12,47,28,29,17,12,0,584,4,16,Matches
869,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,31-331,1991,14.0,511,351,159,58,0,2,0,0,0,0,0,0,328,1,0,Matches
870,Álex Fernández,es ESP,MFFW,Cádiz,es La Liga,30-166,1992,15.8,615,562,53,32,1,8,29,1,13,4,6,0,514,0,6,Matches
871,Álvaro Fernández,es ESP,GK,Espanyol,es La Liga,24-351,1998,11.0,358,203,153,50,0,2,0,0,0,0,0,0,231,2,0,Matches
872,Carlos Fernández,es ESP,FW,Real Sociedad,es La Liga,26-312,1996,4.5,104,100,4,0,1,0,0,1,0,0,0,0,66,0,1,Matches
873,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,22-072,2001,6.9,599,580,17,16,4,10,4,1,0,0,0,0,525,2,9,Matches
874,Federico Fernández,ar ARG,DF,Elche,es La Liga,34-037,1989,1.0,14,13,1,1,0,0,0,0,0,0,0,0,8,0,0,Matches
875,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,26-303,1996,16.8,705,678,25,21,0,13,0,1,0,0,0,0,581,2,9,Matches
876,Fernando,es ESP,GK,Almería,es La Liga,32-293,1990,24.5,908,601,304,87,0,2,0,0,0,0,0,0,650,3,0,Matches
877,Fernando,br BRA,MFDF,Sevilla,es La Liga,35-248,1987,12.7,714,683,27,21,0,16,2,3,0,0,0,0,639,4,3,Matches
878,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,28-272,1994,9.6,456,433,23,21,0,3,4,2,0,0,0,0,384,0,8,Matches
879,Alex Ferrari,it ITA,DF,Cremonese,it Serie A,28-272,1994,7.6,336,318,18,12,0,3,2,6,0,0,0,0,249,0,5,Matches
880,Salvador Ferrer,es ESP,DF,Spezia,it Serie A,25-068,1998,1.1,65,58,7,1,0,0,1,6,0,0,0,0,53,0,1,Matches
881,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,31-018,1992,22.6,1511,1441,63,48,5,11,26,12,0,0,0,0,1282,7,16,Matches
882,Fidel,es ESP,MFFW,Elche,es La Liga,33-154,1989,9.6,379,353,24,5,3,5,35,5,14,5,6,0,256,2,21,Matches
883,Karol Fila,pl POL,DF,Strasbourg,fr Ligue 1,24-290,1998,0.5,41,39,2,0,0,0,3,2,0,0,0,0,33,0,0,Matches
884,Roberto Firmino,br BRA,FWMF,Liverpool,eng Premier League,31-179,1991,11.5,491,476,14,1,7,0,12,6,0,0,0,0,387,1,20,Matches
