,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
847,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,27-352,1995,27.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
848,Fali,es ESP,DFMF,Cádiz,es La Liga,29-230,1993,14.1,0,6,0,0.0,0.42,0.00,0.00,,16.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
849,Mamadou Fall,sn SEN,DF,Villarreal,es La Liga,20-129,2002,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
850,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,31-156,1991,8.8,1,12,4,33.3,1.37,0.46,0.08,0.25,17.4,0,0,0,1.9,1.9,0.16,-0.9,-0.9,Matches
851,Ansu Fati,es ESP,FW,Barcelona,es La Liga,20-150,2002,10.4,3,44,11,25.0,4.25,1.06,0.07,0.27,13.8,2,0,0,6.2,6.2,0.16,-3.2,-3.2,Matches
852,Khalil Fayad,fr FRA,MF,Montpellier,fr Ligue 1,18-294,2004,6.0,0,6,3,50.0,0.99,0.50,0.00,0.00,22.3,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
853,Cheikh Faye,sn SEN,FW,Montpellier,fr Ligue 1,24-062,1999,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
854,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,36-013,1987,11.8,1,11,2,18.2,0.93,0.17,0.09,0.50,10.7,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
855,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,20-014,2003,4.1,0,5,0,0.0,1.23,0.00,0.00,,20.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
856,Zouhair Feddal,ma MAR,DF,Valladolid,es La Liga,34-088,1989,4.2,0,1,0,0.0,0.24,0.00,0.00,,3.5,0,0,0,0.2,0.2,0.20,-0.2,-0.2,Matches
857,Nabil Fekir,fr FRA,MF,Betis,es La Liga,29-255,1993,10.7,2,24,6,25.0,2.25,0.56,0.04,0.17,21.5,9,1,1,2.4,1.6,0.07,-0.4,-0.6,Matches
858,Felipe,br BRA,DF,Nott'ham Forest,eng Premier League,33-318,1989,5.9,0,4,1,25.0,0.67,0.17,0.00,0.00,12.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
859,Felipe,br BRA,DF,Atlético Madrid,es La Liga,33-318,1989,2.2,0,1,0,0.0,0.46,0.00,0.00,,10.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
860,Luiz Felipe,it ITA,DF,Betis,es La Liga,26-008,1997,11.5,0,2,1,50.0,0.17,0.09,0.00,0.00,10.8,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
861,João Félix,pt POR,FWMF,Chelsea,eng Premier League,23-140,1999,5.7,2,23,10,43.5,4.01,1.74,0.09,0.20,18.7,2,0,0,2.8,2.8,0.12,-0.8,-0.8,Matches
862,João Félix,pt POR,FWMF,Atlético Madrid,es La Liga,23-140,1999,7.2,4,26,12,46.2,3.60,1.66,0.15,0.33,18.9,1,0,0,2.8,2.8,0.11,+1.2,+1.2,Matches
863,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,25-202,1997,10.8,0,2,1,50.0,0.18,0.09,0.00,0.00,9.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
864,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,32-056,1991,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
865,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,18-162,2004,5.2,3,17,9,52.9,3.28,1.74,0.18,0.33,15.8,0,0,0,2.2,2.2,0.13,+0.8,+0.8,Matches
866,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,23-218,1999,17.1,4,30,11,36.7,1.75,0.64,0.13,0.36,13.7,0,0,0,3.4,3.4,0.11,+0.6,+0.6,Matches
867,Bruno Fernandes,pt POR,MFFW,Manchester Utd,eng Premier League,28-203,1994,25.0,5,54,18,33.3,2.16,0.72,0.07,0.22,20.8,3,1,1,5.3,4.5,0.08,-0.3,-0.5,Matches
868,Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,26-349,1996,18.7,0,9,1,11.1,0.48,0.05,0.00,0.00,24.8,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
869,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,31-331,1991,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
870,Álex Fernández,es ESP,MFFW,Cádiz,es La Liga,30-166,1992,15.8,3,14,7,50.0,0.89,0.44,0.14,0.29,12.4,0,1,1,2.5,1.8,0.13,+0.5,+0.2,Matches
871,Álvaro Fernández,es ESP,GK,Espanyol,es La Liga,24-351,1998,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
872,Carlos Fernández,es ESP,FW,Real Sociedad,es La Liga,26-312,1996,4.5,1,13,4,30.8,2.87,0.88,0.08,0.25,15.5,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
873,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,22-072,2001,6.9,0,10,1,10.0,1.44,0.14,0.00,0.00,24.6,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
874,Federico Fernández,ar ARG,DF,Elche,es La Liga,34-037,1989,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
875,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,26-303,1996,16.8,1,8,1,12.5,0.48,0.06,0.13,1.00,14.4,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches
876,Fernando,es ESP,GK,Almería,es La Liga,32-293,1990,24.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
877,Fernando,br BRA,MFDF,Sevilla,es La Liga,35-248,1987,12.7,0,4,0,0.0,0.31,0.00,0.00,,23.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
878,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,28-272,1994,9.6,0,5,0,0.0,0.52,0.00,0.00,,20.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
879,Alex Ferrari,it ITA,DF,Cremonese,it Serie A,28-272,1994,7.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
880,Salvador Ferrer,es ESP,DF,Spezia,it Serie A,25-068,1998,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
881,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,31-018,1992,22.6,0,9,1,11.1,0.40,0.04,0.00,0.00,24.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
882,Fidel,es ESP,MFFW,Elche,es La Liga,33-154,1989,9.6,1,5,0,0.0,0.52,0.00,0.00,,21.0,0,1,1,1.1,0.3,0.06,-0.1,-0.3,Matches
883,Karol Fila,pl POL,DF,Strasbourg,fr Ligue 1,24-290,1998,0.5,0,1,0,0.0,1.91,0.00,0.00,,20.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
884,Roberto Firmino,br BRA,FWMF,Liverpool,eng Premier League,31-179,1991,11.5,8,34,21,61.8,2.97,1.83,0.24,0.38,12.4,0,0,0,4.5,4.5,0.13,+3.5,+3.5,Matches
885,Junior Firpo,es ESP,DF,Leeds United,eng Premier League,26-220,1996,8.2,1,1,1,100.0,0.12,0.12,1.00,1.00,10.9,0,0,0,0.1,0.1,0.07,+0.9,+0.9,Matches
886,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,22-169,2000,4.2,0,1,1,100.0,0.24,0.24,0.00,0.00,8.1,0,0,0,0.3,0.3,0.26,-0.3,-0.3,Matches
887,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,29-290,1993,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
888,Florian Flick,de GER,MF,Schalke 04,de Bundesliga,22-333,2000,5.7,0,2,1,50.0,0.35,0.18,0.00,0.00,24.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
889,Alexis Flips,fr FRA,FWDF,Reims,fr Ligue 1,23-071,2000,15.6,2,38,15,39.5,2.44,0.96,0.05,0.13,23.7,5,0,0,2.3,2.3,0.06,-0.3,-0.3,Matches
890,Alessandro Florenzi,it ITA,DF,Milan,it Serie A,32-019,1991,1.2,0,1,0,0.0,0.81,0.00,0.00,,4.2,0,0,0,0.5,0.5,0.49,-0.5,-0.5,Matches
891,Phil Foden,eng ENG,FW,Manchester City,eng Premier League,22-306,2000,15.6,9,35,19,54.3,2.24,1.22,0.26,0.47,14.6,1,0,0,4.8,4.8,0.14,+4.2,+4.2,Matches
892,Datro Fofana,ci CIV,FW,Chelsea,eng Premier League,20-098,2002,0.7,0,3,1,33.3,4.43,1.48,0.00,0.00,19.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
893,Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,27-327,1995,25.1,4,62,18,29.0,2.47,0.72,0.05,0.17,19.8,0,1,2,7.1,5.5,0.09,-3.1,-2.5,Matches
894,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,22-103,2000,2.0,0,2,1,50.0,1.00,0.50,0.00,0.00,10.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
895,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,22-103,2000,6.2,1,5,2,40.0,0.81,0.32,0.20,0.50,11.9,0,0,0,0.6,0.6,0.11,+0.4,+0.4,Matches
896,Yahia Fofana,fr FRA,GK,Angers,fr Ligue 1,22-221,2000,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
897,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,24-079,1999,25.4,1,30,6,20.0,1.18,0.24,0.03,0.17,22.5,1,0,0,2.1,2.1,0.07,-1.1,-1.1,Matches
898,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,28-186,1994,12.9,0,1,0,0.0,0.08,0.00,0.00,,15.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
899,José Fonte,pt POR,DF,Lille,fr Ligue 1,39-098,1983,20.8,1,11,2,18.2,0.53,0.10,0.09,0.50,13.3,0,0,0,1.2,1.2,0.12,-0.2,-0.2,Matches
900,Pablo Fornals,es ESP,FWMF,West Ham,eng Premier League,27-036,1996,11.5,1,18,5,27.8,1.56,0.43,0.06,0.20,23.3,0,0,0,1.0,1.0,0.05,0.0,0.0,Matches
901,Emil Forsberg,se SWE,MFFW,RB Leipzig,de Bundesliga,31-158,1991,12.2,6,17,8,47.1,1.40,0.66,0.24,0.50,17.1,0,2,2,4.6,3.0,0.18,+1.4,+1.0,Matches
902,Adam Forshaw,eng ENG,MF,Leeds United,eng Premier League,31-173,1991,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
903,Fraser Forster,eng ENG,GK,Tottenham,eng Premier League,35-013,1988,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
904,Philipp Förster,de GER,MF,Bochum,de Bundesliga,28-054,1995,11.4,2,12,5,41.7,1.05,0.44,0.17,0.40,20.8,2,0,0,0.7,0.7,0.06,+1.3,+1.3,Matches
905,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,30-347,1992,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
906,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,25-087,1998,2.0,0,3,2,66.7,1.53,1.02,0.00,0.00,24.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
907,Dimitri Foulquier,fr FRA,DFMF,Valencia,es La Liga,30-007,1993,12.4,0,2,0,0.0,0.16,0.00,0.00,,9.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
908,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,25-077,1998,13.0,1,7,3,42.9,0.54,0.23,0.14,0.33,12.3,0,0,0,0.6,0.6,0.09,+0.4,+0.4,Matches
909,Raphael Framberger,de GER,DFFW,Augsburg,de Bundesliga,27-205,1995,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
910,Tyrese Francois,au AUS,FW,Fulham,eng Premier League,22-257,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
911,Bartol Franjić,hr CRO,MF,Wolfsburg,de Bundesliga,23-075,2000,2.5,0,2,2,100.0,0.79,0.79,0.00,0.00,11.6,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
912,Przemysław Frankowski,pl POL,DFMF,Lens,fr Ligue 1,27-352,1995,22.7,2,21,3,14.3,0.93,0.13,0.05,0.33,21.5,1,1,1,2.2,1.4,0.07,-0.2,-0.4,Matches
913,Ryan Fraser,sct SCO,FW,Newcastle Utd,eng Premier League,29-034,1994,3.5,0,6,1,16.7,1.73,0.29,0.00,0.00,16.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
914,Davide Frattesi,it ITA,MF,Sassuolo,it Serie A,23-159,1999,23.9,6,45,20,44.4,1.88,0.84,0.13,0.30,14.6,0,0,0,5.3,5.3,0.12,+0.7,+0.7,Matches
915,Oscar Fraulo,dk DEN,MF,M'Gladbach,de Bundesliga,19-114,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
916,Fred,br BRA,MF,Manchester Utd,eng Premier League,30-025,1993,10.8,2,23,5,21.7,2.14,0.46,0.09,0.40,19.5,0,0,0,1.8,1.8,0.08,+0.2,+0.2,Matches
917,Ryan Fredericks,eng ENG,DF,Bournemouth,eng Premier League,30-171,1992,5.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
918,Iván Fresneda,es ESP,DF,Valladolid,es La Liga,18-183,2004,11.2,0,1,0,0.0,0.09,0.00,0.00,,14.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
919,Remo Freuler,ch SUI,MF,Nott'ham Forest,eng Premier League,30-349,1992,20.1,0,6,1,16.7,0.30,0.05,0.00,0.00,22.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
920,Michael Frey,ch SUI,FW,Schalke 04,de Bundesliga,28-254,1994,6.8,0,19,6,31.6,2.79,0.88,0.00,0.00,15.7,0,0,0,1.2,1.2,0.07,-1.2,-1.2,Matches
921,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,25-014,1998,19.8,0,3,1,33.3,0.15,0.05,0.00,0.00,23.0,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches
922,Marvin Friedrich,de GER,DF,M'Gladbach,de Bundesliga,27-107,1995,10.7,1,7,3,42.9,0.65,0.28,0.14,0.33,13.5,0,0,0,0.6,0.6,0.09,+0.4,+0.4,Matches
923,Jeremie Frimpong,nl NED,DFMF,Leverkusen,de Bundesliga,22-110,2000,21.4,7,28,14,50.0,1.31,0.65,0.25,0.50,11.6,0,0,0,5.7,5.7,0.20,+1.3,+1.3,Matches
924,Chris Führich,de GER,FWMF,Stuttgart,de Bundesliga,25-080,1998,16.7,4,35,10,28.6,2.10,0.60,0.09,0.30,19.3,0,1,1,3.1,2.3,0.06,+0.9,+0.7,Matches
925,Angelo Fulgini,fr FRA,MFFW,Lens,fr Ligue 1,26-222,1996,4.6,1,7,3,42.9,1.52,0.65,0.14,0.33,14.4,0,0,0,0.8,0.8,0.12,+0.2,+0.2,Matches
926,Angelo Fulgini,fr FRA,MF,Mainz 05,de Bundesliga,26-222,1996,5.8,0,8,4,50.0,1.37,0.69,0.00,0.00,18.6,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
927,Niclas Füllkrug,de GER,FW,Werder Bremen,de Bundesliga,30-049,1993,23.5,15,68,27,39.7,2.89,1.15,0.15,0.37,16.4,0,5,5,11.8,7.6,0.11,+3.2,+2.4,Matches
928,Matteo Gabbia,it ITA,DF,Milan,it Serie A,23-160,1999,6.7,0,1,0,0.0,0.15,0.00,0.00,,19.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
929,Manolo Gabbiadini,it ITA,FWMF,Sampdoria,it Serie A,31-124,1991,16.1,6,55,22,40.0,3.41,1.36,0.11,0.27,19.8,3,0,0,5.8,5.8,0.11,+0.2,+0.2,Matches
930,Gianluca Gaetano,it ITA,MF,Napoli,it Serie A,22-329,2000,0.4,0,3,1,33.3,6.75,2.25,0.00,0.00,17.5,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
931,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,28-357,1994,4.6,0,10,2,20.0,2.17,0.43,0.00,0.00,14.7,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
932,Adolfo Gaich,ar ARG,FW,Hellas Verona,it Serie A,24-032,1999,4.1,0,11,2,18.2,2.67,0.49,0.00,0.00,12.4,0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
933,Cody Gakpo,nl NED,FW,Liverpool,eng Premier League,23-327,1999,7.3,4,20,6,30.0,2.74,0.82,0.20,0.67,13.1,0,0,0,2.8,2.8,0.14,+1.2,+1.2,Matches
934,Javi Galán,es ESP,DF,Celta Vigo,es La Liga,28-131,1994,25.1,0,8,0,0.0,0.32,0.00,0.00,,23.6,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
935,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,es La Liga,29-236,1993,19.4,0,8,2,25.0,0.41,0.10,0.00,0.00,25.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
936,Pablo Galdames Millán,cl CHI,MFDF,Cremonese,it Serie A,26-090,1996,2.0,0,1,0,0.0,0.49,0.00,0.00,,13.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
937,Conor Gallagher,eng ENG,MFFW,Chelsea,eng Premier League,23-052,2000,10.5,1,16,7,43.8,1.52,0.67,0.06,0.14,18.6,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
938,Antonino Gallo,it ITA,DF,Lecce,it Serie A,23-084,2000,18.8,0,5,1,20.0,0.27,0.05,0.00,0.00,26.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
939,Gauthier Gallon,fr FRA,GK,Troyes,fr Ligue 1,29-341,1993,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
940,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,33-157,1989,14.1,0,7,1,14.3,0.50,0.07,0.00,0.00,30.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
941,Kévin Gameiro,fr FRA,FW,Strasbourg,fr Ligue 1,35-325,1987,20.7,7,39,20,51.3,1.88,0.97,0.18,0.35,12.6,0,0,1,6.6,5.6,0.15,+0.4,+1.4,Matches
942,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,33-185,1989,19.9,0,4,2,50.0,0.20,0.10,0.00,0.00,26.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
943,Ignatius Ganago,cm CMR,FW,Nantes,fr Ligue 1,24-042,1999,12.7,4,23,10,43.5,1.81,0.79,0.17,0.40,12.7,0,0,0,2.3,2.3,0.10,+1.7,+1.7,Matches
944,Ignatius Ganago,cm CMR,FW,Lens,fr Ligue 1,24-042,1999,0.7,0,1,0,0.0,1.53,0.00,0.00,,23.1,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
945,Silvère Ganvoula M'Boussy,cg CGO,FWMF,Bochum,de Bundesliga,26-281,1996,2.6,0,9,3,33.3,3.42,1.14,0.00,0.00,20.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
946,Aleix García,es ESP,MF,Girona,es La Liga,25-275,1997,23.8,1,29,14,48.3,1.22,0.59,0.03,0.07,23.7,3,0,0,1.5,1.5,0.05,-0.5,-0.5,Matches
947,Álvaro García,es ESP,FWMF,Rayo Vallecano,es La Liga,30-154,1992,22.4,4,34,16,47.1,1.52,0.71,0.12,0.25,17.3,0,0,0,2.6,2.6,0.08,+1.4,+1.4,Matches
948,Borja García,es ESP,MFFW,Girona,es La Liga,32-148,1990,5.9,1,8,3,37.5,1.36,0.51,0.13,0.33,20.9,0,0,0,0.7,0.7,0.09,+0.3,+0.3,Matches
949,Carlos García,es ESP,DF,Cádiz,es La Liga,22-266,2000,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
950,Dani García,es ESP,MF,Athletic Club,es La Liga,32-310,1990,10.3,0,6,0,0.0,0.58,0.00,0.00,,17.4,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
951,David García,es ESP,DF,Osasuna,es La Liga,29-044,1994,22.5,2,11,3,27.3,0.49,0.13,0.18,0.67,10.3,0,0,0,0.5,0.5,0.04,+1.5,+1.5,Matches
952,Eric García,es ESP,DF,Barcelona,es La Liga,22-080,2001,10.1,1,4,1,25.0,0.40,0.10,0.25,1.00,7.3,0,0,0,1.4,1.4,0.34,-0.4,-0.4,Matches
953,Francisco Garcia,es ESP,DF,Rayo Vallecano,es La Liga,23-228,1999,25.9,0,21,6,28.6,0.81,0.23,0.00,0.00,29.3,0,0,0,0.7,0.7,0.03,-0.7,-0.7,Matches
954,Raúl García,es ESP,FWMF,Athletic Club,es La Liga,36-262,1986,7.9,2,37,6,16.2,4.70,0.76,0.05,0.33,15.0,0,0,0,3.2,3.2,0.09,-1.2,-1.2,Matches
955,Rubén García,es ESP,MFFW,Osasuna,es La Liga,29-259,1993,8.1,1,16,3,18.8,1.98,0.37,0.06,0.33,18.0,0,0,0,1.6,1.6,0.10,-0.6,-0.6,Matches
956,Unai García,es ESP,DF,Osasuna,es La Liga,31-055,1992,15.1,0,4,1,25.0,0.26,0.07,0.00,0.00,13.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
957,Alejandro Garnacho,es ESP,FWMF,Manchester Utd,eng Premier League,18-272,2004,5.0,2,16,6,37.5,3.18,1.19,0.13,0.33,16.1,0,0,0,1.6,1.6,0.10,+0.4,+0.4,Matches
958,James Garner,eng ENG,MF,Everton,eng Premier League,22-017,2001,1.6,0,2,1,50.0,1.27,0.63,0.00,0.00,22.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
959,Felix Garreta,es ESP,DF,Betis,es La Liga,18-343,2004,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
960,Sékou Gassama,sn SEN,FW,Valladolid,es La Liga,27-328,1995,0.4,0,2,0,0.0,5.00,0.00,0.00,,10.7,0,0,0,0.4,0.4,0.21,-0.4,-0.4,Matches
961,Johan Gastien,fr FRA,MF,Clermont Foot,fr Ligue 1,35-064,1988,18.9,2,12,6,50.0,0.63,0.32,0.17,0.33,25.9,1,0,0,0.6,0.6,0.05,+1.4,+1.4,Matches
962,Federico Gatti,it ITA,DF,Juventus,it Serie A,24-279,1998,7.0,0,6,1,16.7,0.85,0.14,0.00,0.00,15.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
963,Gavi,es ESP,MFFW,Barcelona,es La Liga,18-237,2004,19.1,1,18,4,22.2,0.94,0.21,0.06,0.25,16.4,0,0,0,2.1,2.1,0.12,-1.1,-1.1,Matches
964,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,31-087,1992,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
965,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,32-143,1990,26.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
966,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,24-293,1998,15.9,1,5,3,60.0,0.31,0.19,0.20,0.33,24.7,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
967,Joe Gelhardt,eng ENG,FW,Leeds United,eng Premier League,20-330,2002,2.4,0,10,2,20.0,4.25,0.85,0.00,0.00,23.5,1,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
968,Valentin Gendrey,fr FRA,DF,Lecce,it Serie A,22-282,2000,25.0,0,8,0,0.0,0.32,0.00,0.00,,22.9,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
969,Denis Genreau,au AUS,MF,Toulouse,fr Ligue 1,23-313,1999,1.7,0,2,1,50.0,1.21,0.60,0.00,0.00,11.3,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches
970,Yannick Gerhardt,de GER,MF,Wolfsburg,de Bundesliga,29-017,1994,15.7,6,22,13,59.1,1.40,0.83,0.27,0.46,12.6,0,0,0,4.2,4.2,0.19,+1.8,+1.8,Matches
971,Valère Germain,fr FRA,FWMF,Montpellier,fr Ligue 1,32-347,1990,7.1,2,19,6,31.6,2.69,0.85,0.11,0.33,12.7,0,0,0,2.5,2.5,0.13,-0.5,-0.5,Matches
972,Gerson,br BRA,MF,Marseille,fr Ligue 1,25-314,1997,4.6,2,9,6,66.7,1.94,1.29,0.22,0.33,15.8,0,0,0,0.8,0.8,0.09,+1.2,+1.2,Matches
973,Ismaël Gharbi,es ESP,MFFW,Paris S-G,fr Ligue 1,18-354,2004,0.5,0,1,0,0.0,1.91,0.00,0.00,,18.1,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
974,Paolo Ghiglione,it ITA,DF,Cremonese,it Serie A,26-056,1997,5.9,0,3,0,0.0,0.51,0.00,0.00,,24.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
975,Saman Ghoddos,ir IRN,MFFW,Brentford,eng Premier League,29-205,1993,1.0,0,1,1,100.0,0.96,0.96,0.00,0.00,19.2,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
976,Faouzi Ghoulam,dz ALG,DF,Angers,fr Ligue 1,32-057,1991,3.0,0,1,0,0.0,0.34,0.00,0.00,,24.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
977,Morgan Gibbs-White,eng ENG,FWMF,Wolves,eng Premier League,23-062,2000,2.0,0,3,1,33.3,1.50,0.50,0.00,0.00,11.5,0,0,0,0.7,0.7,0.24,-0.7,-0.7,Matches
978,Morgan Gibbs-White,eng ENG,MFFW,Nott'ham Forest,eng Premier League,23-062,2000,22.3,2,42,12,28.6,1.88,0.54,0.05,0.17,19.6,3,0,0,3.5,3.5,0.08,-1.5,-1.5,Matches
979,Niko Gießelmann,de GER,DF,Union Berlin,de Bundesliga,31-185,1991,13.2,0,18,3,16.7,1.37,0.23,0.00,0.00,19.4,1,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
980,Samuel Gigot,fr FRA,DF,Marseille,fr Ligue 1,29-169,1993,15.5,2,10,3,30.0,0.65,0.19,0.20,0.67,8.4,0,0,0,2.3,2.3,0.23,-0.3,-0.3,Matches
981,Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,35-155,1987,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
