,,,,,,,,,Touches,,,,,,,Take-Ons,,,,,Carries,,,,,,,,Receiving,,
1160,Emil Holm,se SWE,DF,Spezia,it Serie A,22-321,2000,15.5,804,42,179,318,318,40,804,44,18,40.9,21,47.7,338,2509,1128,41,24,10,47,22,430,82,Matches
1161,Noah Holm,no NOR,FWMF,Reims,fr Ligue 1,21-311,2001,2.2,86,6,17,49,21,5,86,9,3,33.3,6,66.7,60,325,109,1,2,0,5,6,58,8,Matches
1162,Gerrit Holtmann,ph PHI,FW,Bochum,de Bundesliga,28-005,1995,9.5,385,1,42,135,216,33,385,37,12,32.4,23,62.2,203,1725,780,34,21,6,27,13,245,74,Matches
1163,Martin Hongla,cm CMR,MF,Hellas Verona,it Serie A,25-014,1998,5.8,258,12,66,142,54,3,258,14,8,57.1,6,42.9,131,680,345,6,4,1,4,3,141,10,Matches
1164,Martin Hongla,cm CMR,DFMF,Valladolid,es La Liga,25-014,1998,5.4,253,25,124,119,14,0,253,4,3,75.0,1,25.0,147,815,481,1,0,0,4,0,146,2,Matches
1165,Franck Honorat,fr FRA,FWMF,Brest,fr Ligue 1,26-231,1996,22.1,1035,18,148,382,528,62,1035,46,11,23.9,30,65.2,726,4971,2257,82,49,24,45,15,671,196,Matches
1166,Jannes Horn,de GER,DFFW,Bochum,de Bundesliga,26-052,1997,0.7,27,3,22,3,2,0,27,0,0,,0,,11,49,16,0,0,0,0,0,12,0,Matches
1167,Cédric Hountondji,bj BEN,DF,Angers,fr Ligue 1,29-070,1994,27.2,1447,169,729,691,30,18,1447,2,1,50.0,1,50.0,1025,5177,2581,5,8,2,8,3,906,1,Matches
1168,Ilyes Housni,fr FRA,FW,Paris S-G,fr Ligue 1,17-320,2005,0.1,5,0,1,2,2,0,5,0,0,,0,,6,25,13,0,0,0,1,2,6,1,Matches
1169,Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,33-126,1989,24.0,863,752,856,7,0,0,863,0,0,,0,,498,2737,1593,0,0,0,1,0,420,0,Matches
1170,Petko Hristov,bg BUL,DF,Spezia,it Serie A,24-029,1999,4.1,251,19,101,122,29,3,251,3,0,0.0,3,100.0,112,510,270,2,2,0,3,0,133,3,Matches
1171,Ajdin Hrustic,au AUS,MF,Hellas Verona,it Serie A,26-268,1996,2.5,121,4,17,59,47,6,121,12,4,33.3,8,66.7,63,414,171,7,6,2,8,3,77,12,Matches
1172,Timo Hübers,de GER,DF,Köln,de Bundesliga,26-253,1996,19.4,1396,197,855,522,28,10,1396,3,3,100.0,0,0.0,797,3836,2001,7,4,0,6,2,850,0,Matches
1173,Callum Hudson-Odoi,eng ENG,FWMF,Leverkusen,de Bundesliga,22-143,2000,6.6,282,6,30,142,116,10,282,28,14,50.0,10,35.7,188,1555,867,29,22,6,7,13,235,42,Matches
1174,Will Hughes,eng ENG,MF,Crystal Palace,eng Premier League,27-347,1995,4.6,239,14,59,120,65,6,239,2,0,0.0,2,100.0,108,551,319,6,4,1,7,4,119,10,Matches
1175,Mats Hummels,de GER,DF,Dortmund,de Bundesliga,34-104,1988,15.1,1250,118,596,614,46,16,1250,5,4,80.0,1,20.0,773,3905,2315,12,7,0,2,6,828,5,Matches
1176,Adrien Hunou,fr FRA,FWMF,Angers,fr Ligue 1,29-070,1994,19.6,774,6,102,391,292,52,774,27,9,33.3,14,51.9,594,3307,1250,28,30,8,48,20,557,117,Matches
1177,Denis Huseinbasic,de GER,MFFW,Köln,de Bundesliga,21-270,2001,7.6,365,9,55,166,148,24,365,15,4,26.7,11,73.3,201,1029,410,9,9,2,22,17,212,43,Matches
1178,Omari Hutchinson,eng ENG,FW,Chelsea,eng Premier League,19-151,2003,0.3,15,0,0,4,11,2,15,0,0,,0,,11,61,23,1,0,1,1,1,11,1,Matches
1179,Elseid Hysaj,al ALB,DF,Lazio,it Serie A,29-038,1994,13.0,942,44,351,453,147,6,942,13,3,23.1,6,46.2,466,2160,1111,24,18,2,13,9,569,37,Matches
1180,Pierre Højbjerg,dk DEN,MF,Tottenham,eng Premier League,27-237,1995,26.8,2086,101,526,1216,363,23,2086,25,19,76.0,5,20.0,1214,5639,2703,36,34,6,34,33,1537,60,Matches
1181,Rasmus Højlund,dk DEN,FW,Atalanta,it Serie A,20-054,2003,14.2,495,4,13,177,311,91,495,47,16,34.0,19,40.4,327,1843,596,26,18,20,61,41,405,158,Matches
1182,Iago,br BRA,DFMF,Augsburg,de Bundesliga,26-007,1997,14.7,786,60,255,322,215,24,786,27,10,37.0,15,55.6,294,1764,845,20,7,4,24,9,316,40,Matches
1183,Pablo Ibáñez,es ESP,MF,Osasuna,es La Liga,24-191,1998,4.9,238,15,55,127,57,12,238,7,5,71.4,1,14.3,126,680,332,6,2,2,9,7,142,16,Matches
1184,Roger Ibanez,br BRA,DF,Roma,it Serie A,24-127,1998,25.3,1681,191,859,788,62,23,1681,17,10,58.8,6,35.3,1025,5844,3369,23,14,2,21,15,1078,9,Matches
1185,Arijon Ibrahimović,de GER,MF,Bayern Munich,de Bundesliga,17-109,2005,0.2,13,0,3,6,4,2,13,1,0,0.0,0,0.0,6,9,8,0,1,0,0,0,9,2,Matches
1186,Zlatan Ibrahimović,se SWE,FW,Milan,it Serie A,41-178,1981,1.6,72,3,5,31,36,7,71,3,0,0.0,2,66.7,38,145,53,0,1,1,5,2,55,10,Matches
1187,Mounaim El Idrissy,fr FRA,FW,Ajaccio,fr Ligue 1,24-048,1999,21.4,733,19,49,362,327,88,733,22,7,31.8,12,54.5,465,2572,644,19,17,3,69,30,508,146,Matches
1188,Iglesias,es ESP,DF,Getafe,es La Liga,24-270,1998,16.7,919,52,262,397,273,19,919,22,8,36.4,11,50.0,391,2138,1038,29,23,5,23,3,408,80,Matches
1189,Borja Iglesias,es ESP,FW,Betis,es La Liga,30-072,1993,19.6,581,13,32,274,279,88,575,29,11,37.9,12,41.4,346,1590,567,20,10,19,63,28,474,113,Matches
1190,Igor,br BRA,DF,Fiorentina,it Serie A,25-051,1998,16.1,1117,86,482,604,39,8,1117,12,8,66.7,2,16.7,680,4133,2528,14,12,0,6,7,719,1,Matches
1191,Kelechi Iheanacho,ng NGA,FWMF,Leicester City,eng Premier League,26-178,1996,8.3,330,7,17,137,180,44,330,30,14,46.7,16,53.3,207,1203,466,23,9,17,27,25,272,73,Matches
1192,Jonathan Ikone,fr FRA,FW,Fiorentina,it Serie A,24-332,1998,16.8,724,5,62,290,386,84,724,66,33,50.0,25,37.9,507,3973,1772,64,36,40,48,34,561,133,Matches
1193,Ivan Ilić,rs SRB,MF,Hellas Verona,it Serie A,22-013,2001,9.5,489,26,98,249,149,11,489,17,8,47.1,7,41.2,219,1427,609,18,13,4,17,5,238,20,Matches
1194,Ivan Ilić,rs SRB,MF,Torino,it Serie A,22-013,2001,4.4,297,4,39,198,65,2,297,8,3,37.5,2,25.0,154,858,389,5,11,0,4,2,193,10,Matches
1195,Rareş Ilie,ro ROU,MFFW,Nice,fr Ligue 1,19-345,2003,1.6,75,1,13,28,36,5,75,6,5,83.3,1,16.7,58,378,165,7,11,1,3,10,54,6,Matches
1196,Samuel Iling-Junior,eng ENG,DFFW,Juventus,it Serie A,19-177,2003,1.3,61,1,15,18,30,1,61,5,1,20.0,3,60.0,33,308,154,6,8,1,5,2,36,9,Matches
1197,Emirhan İlkhan,tr TUR,MF,Torino,it Serie A,18-302,2004,1.0,58,4,12,34,12,0,58,2,1,50.0,1,50.0,39,240,86,2,4,0,2,2,38,3,Matches
1198,Emirhan İlkhan,tr TUR,MF,Sampdoria,it Serie A,18-302,2004,0.5,23,1,4,16,3,0,23,2,1,50.0,1,50.0,16,56,23,1,1,0,0,0,17,3,Matches
1199,Asier Illarramendi,es ESP,MF,Real Sociedad,es La Liga,33-022,1990,8.3,555,25,123,320,115,9,555,4,4,100.0,0,0.0,315,1496,610,10,15,1,10,2,366,17,Matches
1200,Ciro Immobile,it ITA,FW,Lazio,it Serie A,33-038,1990,16.1,604,13,37,263,311,112,601,33,13,39.4,16,48.5,352,2084,824,28,15,18,41,17,476,120,Matches
1201,Danny Ings,eng ENG,FW,West Ham,eng Premier League,30-250,1992,3.7,80,3,10,29,42,16,80,7,1,14.3,5,71.4,41,155,55,2,4,0,5,5,50,18,Matches
1202,Danny Ings,eng ENG,FW,Aston Villa,eng Premier League,30-250,1992,9.2,267,12,26,106,139,49,265,16,10,62.5,6,37.5,163,718,260,15,6,9,20,17,186,46,Matches
1203,Marcus Ingvartsen,dk DEN,FWMF,Mainz 05,de Bundesliga,27-085,1996,10.4,383,9,36,176,175,53,379,24,7,29.2,14,58.3,213,800,236,10,2,6,43,12,286,65,Matches
1204,Bonke Innocent,ng NGA,MF,Lorient,fr Ligue 1,27-069,1996,10.2,539,51,195,318,31,2,539,7,4,57.1,1,14.3,362,1557,524,3,3,0,6,4,312,0,Matches
1205,Alexander Isak,se SWE,FW,Newcastle Utd,eng Premier League,23-190,1999,6.9,220,6,14,66,144,45,218,28,9,32.1,15,53.6,124,789,422,14,11,10,12,11,155,51,Matches
1206,Alexander Isak,se SWE,FW,Real Sociedad,es La Liga,23-190,1999,1.7,46,3,5,19,22,11,46,5,2,40.0,3,60.0,29,214,72,3,2,2,3,2,33,11,Matches
1207,Isco,es ESP,MFFW,Sevilla,es La Liga,30-343,1992,8.9,509,9,70,275,172,20,509,29,11,37.9,9,31.0,339,2050,818,16,23,1,21,22,387,36,Matches
1208,Ismaily,br BRA,DF,Lille,fr Ligue 1,33-078,1990,16.1,1124,41,259,556,320,39,1124,27,10,37.0,13,48.1,742,3735,1735,31,37,8,19,23,677,94,Matches
1209,Ardian Ismajli,al ALB,DF,Empoli,it Serie A,26-181,1996,18.6,1026,201,630,375,23,16,1026,1,1,100.0,0,0.0,550,2819,1391,7,2,0,2,1,595,0,Matches
1210,Ko Itakura,jp JPN,DF,M'Gladbach,de Bundesliga,26-062,1997,14.6,1198,139,597,565,43,12,1198,9,6,66.7,1,11.1,802,4068,2267,16,16,0,7,1,902,1,Matches
1211,Hiroki Ito,jp JPN,DF,Stuttgart,de Bundesliga,23-322,1999,21.5,1715,176,818,806,106,6,1715,7,2,28.6,4,57.1,977,5083,2845,21,20,1,15,4,1084,15,Matches
1212,Junya Ito,jp JPN,FW,Reims,fr Ligue 1,30-021,1993,22.7,1033,5,108,381,565,79,1033,100,44,44.0,42,42.0,786,5854,2789,90,59,30,73,33,744,211,Matches
1213,Andreas Ivan,ro ROU,MF,Schalke 04,de Bundesliga,28-079,1995,0.5,14,0,3,8,3,0,14,1,0,0.0,1,100.0,8,35,19,0,0,0,0,1,10,1,Matches
1214,Daniel Iversen,dk DEN,GK,Leicester City,eng Premier League,25-254,1997,1.0,36,26,36,0,0,0,36,0,0,,0,,15,69,33,0,0,0,0,0,18,0,Matches
1215,Alex Iwobi,ng NGA,MFFW,Everton,eng Premier League,26-331,1996,27.5,1425,39,275,696,482,41,1425,73,34,46.6,36,49.3,854,4718,2119,51,42,6,53,33,957,102,Matches
1216,Armando Izzo,it ITA,DF,Monza,it Serie A,31-028,1992,18.0,1272,110,628,568,87,17,1272,12,4,33.3,6,50.0,696,3272,1759,17,6,1,8,7,828,21,Matches
1217,Nicolas Jackson,sn SEN,FW,Villarreal,es La Liga,21-283,2001,8.8,250,6,26,87,141,34,250,13,7,53.8,5,38.5,167,1363,661,22,13,6,32,23,183,54,Matches
1218,Lee Jae-sung,kr KOR,MF,Mainz 05,de Bundesliga,30-232,1992,16.3,806,20,134,394,285,50,806,29,19,65.5,5,17.2,432,1915,865,25,19,6,35,19,525,80,Matches
1219,Paul Jaeckel,de GER,DF,Union Berlin,de Bundesliga,24-251,1998,9.9,537,40,260,256,25,4,537,5,3,60.0,2,40.0,301,1349,713,5,0,0,4,1,329,4,Matches
1220,Mato Jajalo,ba BIH,MF,Udinese,it Serie A,34-309,1988,0.7,36,4,7,14,16,1,36,2,1,50.0,1,50.0,17,67,40,0,2,0,1,0,22,1,Matches
1221,Kristijan Jakić,hr CRO,DFMF,Eint Frankfurt,de Bundesliga,25-320,1997,14.0,910,82,390,423,103,11,910,14,7,50.0,7,50.0,436,1710,745,13,10,1,10,4,503,17,Matches
1222,Jan Jakob Olschowsky,de GER,GK,M'Gladbach,de Bundesliga,21-132,2001,2.0,100,81,100,0,0,0,100,0,0,,0,,46,299,160,0,0,0,0,0,48,0,Matches
1223,Ismail Jakobs,sn SEN,DFMF,Monaco,fr Ligue 1,23-225,1999,7.2,489,12,76,227,192,28,489,6,2,33.3,3,50.0,328,2079,974,29,23,7,9,4,333,72,Matches
1224,Marin Jakoliš,hr CRO,FW,Angers,fr Ligue 1,26-094,1996,0.3,14,0,1,3,10,3,14,2,0,0.0,2,100.0,11,79,34,2,0,1,1,1,11,2,Matches
1225,Daniel James,wls WAL,FW,Leeds United,eng Premier League,25-140,1997,2.2,66,1,9,26,32,6,66,6,1,16.7,2,33.3,35,233,112,6,2,3,3,1,39,9,Matches
1226,Daniel James,wls WAL,FW,Fulham,eng Premier League,25-140,1997,4.2,164,8,19,51,99,15,164,8,1,12.5,3,37.5,98,858,472,15,8,4,7,8,108,27,Matches
1227,Reece James,eng ENG,DFMF,Chelsea,eng Premier League,23-112,1999,10.4,875,26,173,393,313,19,875,24,13,54.2,6,25.0,499,2740,1489,42,21,8,10,9,607,92,Matches
1228,Vitaly Janelt,de GER,MFDF,Brentford,eng Premier League,24-324,1998,17.6,900,48,253,477,177,26,900,20,9,45.0,10,50.0,461,1931,918,11,14,1,13,11,516,22,Matches
1229,Saidy Janko,gm GAM,DF,Bochum,de Bundesliga,27-159,1995,9.0,451,37,139,237,83,1,451,21,14,66.7,5,23.8,186,1374,648,19,18,1,16,10,212,25,Matches
1230,Pontus Jansson,se SWE,DF,Brentford,eng Premier League,32-045,1991,5.9,289,47,174,111,4,4,289,2,2,100.0,0,0.0,149,603,241,1,0,0,1,1,167,0,Matches
1231,Tony Jantschke,de GER,DFMF,M'Gladbach,de Bundesliga,32-357,1990,1.0,76,10,49,26,1,0,76,0,0,,0,,42,147,43,0,0,0,0,0,52,0,Matches
1232,Adnan Januzaj,be BEL,FW,Sevilla,es La Liga,28-053,1995,0.5,30,0,2,12,16,1,30,8,4,50.0,3,37.5,19,171,32,0,1,0,1,1,22,6,Matches
1233,Javi,es ESP,DF,Girona,es La Liga,24-332,1998,7.0,486,30,153,248,88,8,486,5,4,80.0,1,20.0,272,1488,989,20,11,1,4,4,299,15,Matches
1234,Luis Javier Suárez,co COL,FW,Almería,es La Liga,25-118,1997,8.2,307,5,18,165,132,34,307,24,12,50.0,9,37.5,179,1045,500,18,13,9,18,15,224,44,Matches
1235,Luis Javier Suárez,co COL,FW,Marseille,fr Ligue 1,25-118,1997,3.3,119,7,15,53,53,20,119,3,3,100.0,0,0.0,78,440,181,5,5,0,7,1,80,17,Matches
1236,Dany Jean,ht HAI,DFMF,Strasbourg,fr Ligue 1,20-122,2002,0.1,13,0,1,4,8,0,13,1,0,0.0,1,100.0,9,74,21,1,1,0,1,1,8,2,Matches
1237,Julian Jeanvier,gn GUI,DF,Auxerre,fr Ligue 1,30-364,1992,13.8,731,122,419,291,21,12,731,2,1,50.0,1,50.0,526,2831,1490,4,3,0,5,1,475,5,Matches
1238,Jefferson,br BRA,FW,Lyon,fr Ligue 1,23-090,1999,0.6,23,0,2,11,10,1,23,2,1,50.0,1,50.0,18,123,44,1,2,0,2,1,17,9,Matches
1239,Fredrik Jensen,fi FIN,FWMF,Augsburg,de Bundesliga,25-202,1997,8.8,354,21,62,146,146,22,354,9,1,11.1,8,88.9,169,649,222,2,7,1,14,15,199,44,Matches
1240,Mathias Jensen,dk DEN,MF,Brentford,eng Premier League,27-088,1996,23.0,1399,29,283,640,488,26,1399,45,18,40.0,19,42.2,646,2464,974,20,19,1,42,23,731,56,Matches
1241,Moritz Jenz,de GER,DF,Schalke 04,de Bundesliga,23-334,1999,8.0,452,74,276,166,17,12,452,2,1,50.0,1,50.0,241,1398,886,6,1,0,6,1,239,1,Matches
1242,Jesé,es ESP,FW,Sampdoria,it Serie A,30-032,1993,1.3,46,1,2,26,19,1,46,2,1,50.0,1,50.0,27,191,45,1,2,0,2,1,34,8,Matches
1243,Gabriel Jesus,br BRA,FW,Arsenal,eng Premier League,25-361,1997,14.0,661,16,58,251,356,126,661,68,29,42.6,31,45.6,388,2143,934,31,16,18,56,41,504,125,Matches
1244,Juan Jesus,br BRA,DF,Napoli,it Serie A,31-293,1991,6.8,522,43,213,303,9,6,522,0,0,,0,,328,1662,892,3,1,0,3,0,355,1,Matches
1245,Raúl Jiménez,mx MEX,FW,Wolves,eng Premier League,31-329,1991,8.3,260,11,27,117,116,40,260,8,4,50.0,3,37.5,132,551,207,5,3,2,20,11,197,44,Matches
1246,Joaquín,es ESP,FWMF,Betis,es La Liga,41-252,1981,3.1,227,2,14,80,134,11,227,9,4,44.4,4,44.4,148,871,499,16,10,5,8,5,173,25,Matches
1247,Joelinton,br BRA,MFFW,Newcastle Utd,eng Premier League,26-228,1996,20.6,1191,53,225,569,414,68,1191,71,34,47.9,28,39.4,619,3515,1644,45,33,5,53,42,769,105,Matches
1248,Þórir Jóhann Helgason,is ISL,MF,Lecce,it Serie A,22-183,2000,1.9,75,8,22,29,26,1,75,0,0,,0,,32,121,51,1,2,0,3,2,36,1,Matches
1249,Ben Johnson,eng ENG,DF,West Ham,eng Premier League,23-065,2000,8.3,544,43,228,242,78,1,544,14,7,50.0,4,28.6,246,1271,546,12,5,0,7,6,294,17,Matches
1250,Brennan Johnson,wls WAL,FWMF,Nott'ham Forest,eng Premier League,21-311,2001,24.6,623,5,56,223,365,92,621,71,30,42.3,31,43.7,358,3156,1723,71,39,33,63,20,408,128,Matches
1251,Paul Joly,fr FRA,DF,Auxerre,fr Ligue 1,22-296,2000,9.6,783,54,283,328,179,4,783,28,13,46.4,8,28.6,519,3094,1511,19,27,1,9,12,445,48,Matches
1252,Curtis Jones,eng ENG,MFFW,Liverpool,eng Premier League,22-059,2001,2.2,174,4,28,84,63,10,174,6,3,50.0,3,50.0,118,587,225,6,3,3,5,6,137,16,Matches
1253,Frenkie de Jong,nl NED,MF,Barcelona,es La Liga,25-322,1997,19.8,1643,28,270,1003,387,33,1643,44,27,61.4,14,31.8,1133,7050,4090,60,60,6,19,19,1307,61,Matches
1254,Joan Jordán,es ESP,MF,Sevilla,es La Liga,28-267,1994,15.6,1114,25,224,678,216,8,1114,10,5,50.0,4,40.0,641,2531,1065,9,19,0,13,5,845,22,Matches
1255,Filip Jörgensen,dk DEN,GK,Villarreal,es La Liga,20-348,2002,1.0,35,33,35,0,0,0,35,0,0,,0,,21,91,54,0,0,0,0,0,19,0,Matches
1256,Jorginho,it ITA,MF,Arsenal,eng Premier League,31-100,1991,3.9,338,10,65,200,75,7,338,2,1,50.0,1,50.0,209,908,462,7,6,0,3,6,270,5,Matches
1257,Jorginho,it ITA,MF,Chelsea,eng Premier League,31-100,1991,14.2,1026,36,273,577,178,8,1024,12,5,41.7,4,33.3,546,2331,1090,13,27,1,14,9,706,10,Matches
1258,Josan,es ESP,DFMF,Elche,es La Liga,33-117,1989,5.0,205,8,67,78,63,7,205,10,6,60.0,3,30.0,124,676,283,6,5,2,12,16,134,28,Matches
1259,Willian José,br BRA,FW,Betis,es La Liga,31-127,1991,4.4,212,9,33,93,86,10,211,2,1,50.0,1,50.0,111,451,179,5,6,2,7,6,149,18,Matches
1260,Joselu,es ESP,FW,Espanyol,es La Liga,33-003,1990,22.2,759,31,70,341,350,93,756,24,12,50.0,12,50.0,346,1207,370,15,11,9,54,36,580,93,Matches
1261,Mateo Joseph,eng ENG,FWMF,Leeds United,eng Premier League,19-162,2003,0.3,9,1,1,5,3,1,9,1,0,0.0,1,100.0,5,13,0,0,0,0,1,3,6,2,Matches
1262,Diogo Jota,pt POR,FWMF,Liverpool,eng Premier League,26-116,1996,5.0,234,9,27,107,103,30,234,18,6,33.3,11,61.1,134,804,434,17,9,7,14,7,166,41,Matches
1263,Stevan Jovetić,me MNE,FWMF,Hertha BSC,de Bundesliga,33-148,1989,5.7,254,4,22,137,95,20,254,9,5,55.6,3,33.3,152,696,288,8,3,6,13,8,199,27,Matches
1264,Luka Jović,rs SRB,FW,Fiorentina,it Serie A,25-097,1997,12.9,332,9,21,152,161,59,331,12,7,58.3,5,41.7,161,664,193,4,4,4,21,14,249,51,Matches
1265,Juanmi,es ESP,FW,Betis,es La Liga,29-314,1993,7.9,296,5,46,153,102,29,296,28,12,42.9,12,42.9,167,939,420,10,16,4,14,11,206,32,Matches
1266,Juanpe,es ESP,DF,Girona,es La Liga,31-334,1991,10.3,647,103,352,279,20,11,647,1,1,100.0,0,0.0,377,1836,968,4,1,0,0,2,453,2,Matches
1267,Jubal,br BRA,DF,Auxerre,fr Ligue 1,29-213,1993,25.7,1303,222,724,548,37,22,1303,5,1,20.0,2,40.0,837,4493,2148,6,9,0,17,2,739,0,Matches
1268,Christopher Jullien,fr FRA,DF,Montpellier,fr Ligue 1,30-008,1993,21.9,1043,182,572,440,34,25,1043,1,1,100.0,0,0.0,642,3236,1448,2,4,1,13,2,575,5,Matches
1269,Anthony Jung,de GER,DFFW,Werder Bremen,de Bundesliga,31-147,1991,21.7,1289,63,422,593,284,26,1289,17,10,58.8,7,41.2,654,2888,1214,18,17,0,23,12,760,82,Matches
1270,Lago Junior,ci CIV,FWMF,Mallorca,es La Liga,32-089,1990,0.6,27,0,4,9,15,1,27,1,1,100.0,0,0.0,18,75,34,2,2,0,3,1,20,5,Matches
1271,Hamed Junior Traorè,ci CIV,MFFW,Bournemouth,eng Premier League,23-042,2000,3.7,191,1,23,88,86,8,191,18,13,72.2,5,27.8,103,707,344,15,9,1,12,11,100,14,Matches
1272,Hamed Junior Traorè,ci CIV,MFFW,Sassuolo,it Serie A,23-042,2000,6.6,308,3,43,142,127,24,308,15,4,26.7,9,60.0,194,1312,600,14,7,7,16,23,226,36,Matches
1273,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,22-261,2000,24.5,1289,1,65,323,916,179,1289,218,79,36.2,108,49.5,1032,8358,4457,168,79,97,72,49,1118,381,Matches
1274,Josip Juranović,hr CRO,DF,Union Berlin,de Bundesliga,27-226,1995,5.0,283,12,75,114,101,7,282,6,2,33.3,4,66.7,114,513,237,6,1,1,4,1,128,18,Matches
1275,James Justin,eng ENG,DF,Leicester City,eng Premier League,25-035,1998,13.9,980,48,296,475,216,8,980,19,4,21.1,11,57.9,417,1831,834,20,19,4,15,6,574,50,Matches
1276,Mathias Jørgensen,dk DEN,DF,Brentford,eng Premier League,32-341,1990,8.3,422,64,210,193,20,7,422,1,0,0.0,1,100.0,215,858,509,1,1,0,2,1,221,1,Matches
1277,Ozan Kabak,tr TUR,DF,Hoffenheim,de Bundesliga,23-005,2000,20.5,1323,140,659,602,80,24,1323,23,11,47.8,9,39.1,775,4121,2149,17,16,0,20,7,811,13,Matches
1278,Issa Kaboré,bf BFA,DF,Marseille,fr Ligue 1,21-322,2001,6.8,425,21,96,164,168,26,425,25,8,32.0,13,52.0,292,1940,963,23,17,6,18,7,277,84,Matches
1279,Abdoul Kader Bamba,fr FRA,FWMF,Nantes,fr Ligue 1,28-309,1994,0.9,54,0,8,23,23,2,54,1,0,0.0,0,0.0,42,236,79,1,1,1,1,4,40,12,Matches
1280,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,de Bundesliga,30-339,1992,13.7,766,35,197,308,266,30,766,10,1,10.0,7,70.0,340,1618,860,23,17,3,9,7,420,87,Matches
1281,Tino Kadewere,zw ZIM,FWMF,Mallorca,es La Liga,27-084,1996,4.6,168,1,13,91,69,23,168,6,4,66.7,2,33.3,91,456,225,10,3,6,12,6,122,21,Matches
1282,Kaiky,br BRA,DF,Almería,es La Liga,19-077,2004,5.4,232,54,143,87,3,1,232,2,1,50.0,1,50.0,124,680,398,6,2,0,3,0,134,1,Matches
1283,Florian Kainz,at AUT,FWMF,Köln,de Bundesliga,30-157,1992,18.5,1063,17,160,433,490,34,1061,65,26,40.0,29,44.6,579,3350,1578,50,40,6,33,23,612,117,Matches
1284,Gaël Kakuta,cd COD,FW,Lens,fr Ligue 1,31-282,1991,0.2,18,0,4,11,4,0,18,0,0,,0,,16,103,53,2,2,0,0,0,16,1,Matches
1285,Sasa Kalajdzic,at AUT,FW,Wolves,eng Premier League,25-266,1997,0.5,7,0,2,1,4,2,7,0,0,,0,,2,6,3,0,0,0,1,0,5,1,Matches
1286,Sasa Kalajdzic,at AUT,FW,Stuttgart,de Bundesliga,25-266,1997,2.6,85,0,4,44,37,18,85,1,0,0.0,1,100.0,31,71,14,0,0,0,5,3,66,13,Matches
1287,Arnaud Kalimuendo,fr FRA,FW,Rennes,fr Ligue 1,21-069,2002,15.2,490,9,38,202,258,76,490,39,17,43.6,19,48.7,358,2070,624,30,11,19,45,27,354,139,Matches
1288,Yayah Kallon,sl SLE,MFFW,Hellas Verona,it Serie A,21-273,2001,8.6,326,3,25,114,195,40,326,29,8,27.6,14,48.3,214,1635,717,32,20,14,26,15,225,60,Matches
1289,Gedeon Kalulu,cd COD,DF,Lorient,fr Ligue 1,25-213,1997,22.0,1381,112,512,626,257,33,1381,36,20,55.6,12,33.3,910,6055,2966,54,42,5,26,16,797,60,Matches
1290,Pierre Kalulu,fr FRA,DF,Milan,it Serie A,22-298,2000,23.6,1688,103,759,820,125,15,1688,10,5,50.0,3,30.0,1004,5827,3179,40,18,0,18,3,1113,31,Matches
1291,Daichi Kamada,jp JPN,MFFW,Eint Frankfurt,de Bundesliga,26-237,1996,18.3,1113,20,177,674,272,44,1111,31,13,41.9,16,51.6,633,3042,1347,31,19,10,20,19,746,70,Matches
1292,Waren Kamanzi,no NOR,DF,Toulouse,fr Ligue 1,22-139,2000,2.0,117,8,45,54,20,0,117,4,3,75.0,1,25.0,79,507,320,5,6,0,5,1,64,3,Matches
1293,Bingourou Kamara,sn SEN,GK,Montpellier,fr Ligue 1,26-160,1996,4.5,143,120,143,0,0,0,143,0,0,,0,,86,416,244,0,0,0,0,0,57,0,Matches
1294,Boubacar Kamara,fr FRA,MF,Aston Villa,eng Premier League,23-127,1999,16.9,1041,54,316,614,121,8,1041,27,11,40.7,10,37.0,566,2267,1043,14,9,0,15,11,660,8,Matches
1295,Jakub Kamiński,pl POL,FWMF,Wolfsburg,de Bundesliga,20-298,2002,14.7,533,10,67,196,274,45,533,45,18,40.0,24,53.3,327,1697,872,26,19,10,36,20,358,108,Matches
1296,Marcin Kamiński,pl POL,DF,Schalke 04,de Bundesliga,31-074,1992,1.0,33,10,21,12,0,0,33,0,0,,0,,11,42,18,0,0,0,2,0,9,0,Matches
1297,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,32-172,1990,10.0,695,16,143,461,97,0,695,5,4,80.0,1,20.0,467,2413,1223,13,14,0,9,8,495,6,Matches
1298,Nordine Kandil,fr FRA,MFFW,Strasbourg,fr Ligue 1,21-150,2001,0.9,64,1,7,30,30,2,64,10,4,40.0,6,60.0,50,374,181,4,5,1,5,2,43,7,Matches
1299,Harry Kane,eng ENG,FW,Tottenham,eng Premier League,29-245,1993,27.8,960,20,68,453,455,131,956,80,32,40.0,39,48.8,611,3371,1355,46,37,16,55,51,766,156,Matches
1300,Wilfried Kanga,ci CIV,FW,Hertha BSC,de Bundesliga,25-037,1998,13.3,332,13,23,127,186,62,332,17,6,35.3,9,52.9,159,633,226,8,4,5,32,17,253,64,Matches
1301,Lee Kangin,kr KOR,MFFW,Mallorca,es La Liga,22-039,2001,21.7,957,6,109,479,388,25,957,75,46,61.3,24,32.0,567,3501,1790,60,41,6,46,30,611,94,Matches
