,,,,,,,,,Touches,,,,,,,Take-Ons,,,,,Carries,,,,,,,,Receiving,,
1302,N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,32-001,1991,1.9,144,1,15,77,54,4,144,6,4,66.7,2,33.3,72,469,250,7,4,1,3,2,105,7,Matches
1303,Kenan Karaman,tr TUR,FW,Schalke 04,de Bundesliga,29-025,1994,5.5,176,5,22,65,89,25,176,9,2,22.2,3,33.3,95,662,246,10,4,5,17,15,129,29,Matches
1304,Yann Karamoh,fr FRA,MFFW,Torino,it Serie A,24-265,1998,4.7,212,2,13,76,128,22,212,38,17,44.7,16,42.1,132,885,333,14,4,6,23,10,158,50,Matches
1305,Atakan Karazor,de GER,MF,Stuttgart,de Bundesliga,26-168,1996,14.9,967,68,314,571,93,7,967,13,9,69.2,3,23.1,421,1606,592,4,4,0,14,14,541,6,Matches
1306,Jon Karrikaburu,es ESP,FW,Real Sociedad,es La Liga,20-192,2002,1.0,38,0,0,18,20,3,38,0,0,,0,,22,127,38,2,1,1,4,3,28,2,Matches
1307,Rick Karsdorp,nl NED,DF,Roma,it Serie A,28-047,1995,7.9,444,30,156,185,110,9,444,6,0,0.0,5,83.3,236,1148,575,16,8,2,11,6,260,33,Matches
1308,Denso Kasius,nl NED,DF,Bologna,it Serie A,20-175,2002,3.8,243,6,75,105,65,3,243,10,6,60.0,3,30.0,127,728,374,9,10,1,11,7,144,21,Matches
1309,Thomas Kastanaras,gr GRE,FWDF,Stuttgart,de Bundesliga,20-080,2003,0.8,29,1,5,13,11,3,29,1,0,0.0,1,100.0,15,45,23,1,0,0,5,0,17,6,Matches
1310,Grigoris Kastanos,cy CYP,MF,Salernitana,it Serie A,25-059,1998,6.5,311,4,42,159,113,14,311,13,3,23.1,7,53.8,195,965,467,13,6,2,11,7,221,32,Matches
1311,Silas Katompa,cd COD,FWDF,Stuttgart,de Bundesliga,24-175,1998,17.3,513,6,49,198,281,78,512,75,34,45.3,37,49.3,341,2705,1169,54,29,28,55,36,354,119,Matches
1312,Moise Kean,it ITA,FW,Juventus,it Serie A,23-030,2000,9.0,266,3,28,121,123,43,266,27,8,29.6,16,59.3,167,1073,474,23,9,13,22,18,200,59,Matches
1313,Michael Keane,eng ENG,DF,Everton,eng Premier League,30-078,1993,4.3,172,34,104,51,17,10,172,1,1,100.0,0,0.0,62,278,153,0,0,0,3,0,71,0,Matches
1314,Neeskens Kebano,cd COD,FW,Fulham,eng Premier League,31-020,1992,7.9,285,10,46,80,166,27,285,28,9,32.1,14,50.0,182,1403,794,37,14,10,15,10,194,63,Matches
1315,Kévin Keben Biakolo,cm CMR,DF,Toulouse,fr Ligue 1,19-063,2004,3.4,164,12,58,68,41,3,164,8,1,12.5,5,62.5,99,526,202,5,8,1,8,5,80,16,Matches
1316,Thilo Kehrer,de GER,DF,West Ham,eng Premier League,26-190,1996,18.5,1042,100,468,474,106,13,1042,9,7,77.8,2,22.2,544,2248,1177,13,10,1,13,4,608,21,Matches
1317,Check Keita,fr FRA,DF,Reims,fr Ligue 1,19-362,2003,5.9,303,23,134,159,12,4,303,3,2,66.7,0,0.0,216,1567,814,7,5,0,3,0,193,0,Matches
1318,Naby Keïta,gn GUI,MF,Liverpool,eng Premier League,28-048,1995,3.3,206,5,34,114,59,11,206,4,3,75.0,0,0.0,111,536,220,5,6,0,12,7,140,21,Matches
1319,Yannik Keitel,de GER,MF,Freiburg,de Bundesliga,23-043,2000,5.0,226,5,44,133,54,6,226,7,3,42.9,2,28.6,126,668,304,9,7,1,3,2,130,12,Matches
1320,Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,24-175,1998,12.0,710,104,418,247,49,5,710,1,1,100.0,0,0.0,349,1919,1173,5,2,0,12,1,402,1,Matches
1321,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,28-061,1995,23.3,1305,174,703,578,38,23,1305,11,5,45.5,4,36.4,614,3010,1454,8,2,0,12,6,646,1,Matches
1322,Kenedy,br BRA,FWMF,Valladolid,es La Liga,27-050,1996,0.9,33,0,4,16,15,2,33,5,3,60.0,2,40.0,24,111,52,1,1,1,1,3,27,3,Matches
1323,Jonjoe Kenny,eng ENG,DF,Hertha BSC,de Bundesliga,26-015,1997,18.3,1123,52,369,564,205,11,1123,15,8,53.3,4,26.7,538,2471,1221,23,21,4,20,7,564,45,Matches
1324,Franck Kessié,ci CIV,MF,Barcelona,es La Liga,26-101,1996,6.7,333,14,68,185,81,19,333,14,6,42.9,5,35.7,217,1097,435,11,7,1,17,6,254,23,Matches
1325,Saîf-Eddine Khaoui,tn TUN,MF,Clermont Foot,fr Ligue 1,27-337,1995,18.6,818,14,129,438,273,36,818,43,20,46.5,17,39.5,558,3034,1304,20,25,4,34,19,494,67,Matches
1326,Wahbi Khazri,tn TUN,FWMF,Montpellier,fr Ligue 1,32-050,1991,12.5,490,9,56,245,199,49,490,43,19,44.2,17,39.5,355,2452,977,27,13,15,38,21,326,70,Matches
1327,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,29-062,1994,23.0,930,39,250,543,150,13,930,7,3,42.9,3,42.9,401,1699,421,8,9,1,21,15,489,15,Matches
1328,Anthony Khelifa,fr FRA,DF,Ajaccio,fr Ligue 1,17-191,2005,0.1,12,0,4,8,0,0,12,0,0,,0,,10,43,15,1,0,0,0,0,8,0,Matches
1329,Kike,es ESP,FW,Osasuna,es La Liga,33-125,1989,8.5,300,11,19,124,159,50,299,14,7,50.0,6,42.9,186,800,280,11,8,4,41,15,237,43,Matches
1330,Luca Kilian,de GER,DF,Köln,de Bundesliga,23-210,1999,12.2,788,86,438,321,33,6,788,4,2,50.0,1,25.0,500,2776,1542,12,7,0,4,2,518,2,Matches
1331,Max Kilman,eng ENG,DF,Wolves,eng Premier League,25-311,1997,28.0,1897,337,1140,722,47,20,1897,18,14,77.8,4,22.2,1083,5761,3434,26,8,1,14,7,1300,4,Matches
1332,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,28-050,1995,22.6,2182,76,441,1172,586,16,2182,18,8,44.4,6,33.3,1243,6038,2309,28,20,4,22,20,1467,44,Matches
1333,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,27-229,1995,8.1,567,59,203,327,39,7,567,3,2,66.7,0,0.0,430,2001,1090,4,8,0,4,5,407,4,Matches
1334,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,23-043,2000,0.1,7,1,4,3,0,0,7,0,0,,0,,5,35,22,0,0,0,0,0,5,0,Matches
1335,Jakub Kiwior,pl POL,DF,Spezia,it Serie A,23-043,2000,16.0,953,177,594,307,58,15,953,7,5,71.4,2,28.6,464,2749,1395,13,3,1,8,5,498,6,Matches
1336,Simon Kjær,dk DEN,DF,Milan,it Serie A,34-004,1989,7.4,477,50,249,222,8,1,477,0,0,,0,,277,1132,658,0,1,0,1,0,329,0,Matches
1337,Mateusz Klich,pl POL,MFFW,Leeds United,eng Premier League,32-290,1990,3.1,189,3,25,82,85,9,189,6,2,33.3,4,66.7,110,385,149,5,5,2,11,1,124,21,Matches
1338,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,26-300,1996,4.2,340,11,165,148,29,4,340,2,1,50.0,1,50.0,209,845,366,1,2,0,2,3,258,6,Matches
1339,Justin Kluivert,nl NED,FWMF,Valencia,es La Liga,23-329,1999,10.6,396,6,42,114,251,37,396,39,18,46.2,18,46.2,238,2039,1038,40,17,13,26,14,260,80,Matches
1340,Ansgar Knauff,de GER,DF,Eint Frankfurt,de Bundesliga,21-079,2002,11.5,690,29,221,305,185,28,690,53,17,32.1,29,54.7,322,2268,1314,36,23,10,28,7,333,46,Matches
1341,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,30-312,1992,24.0,1503,174,806,673,31,17,1501,10,9,90.0,1,10.0,815,3886,2007,8,3,1,13,6,841,4,Matches
1342,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,25-114,1997,18.0,774,582,769,6,0,0,774,0,0,,0,,469,2065,954,0,0,0,1,0,430,0,Matches
1343,Robin Koch,de GER,DF,Leeds United,eng Premier League,26-256,1996,25.5,1436,211,806,590,51,13,1436,0,0,,0,,737,3390,1848,9,5,0,7,1,810,5,Matches
1344,Dominik Kohr,de GER,MF,Mainz 05,de Bundesliga,29-058,1994,17.8,1026,40,207,651,176,20,1026,11,3,27.3,7,63.6,459,1797,695,7,7,1,9,3,536,25,Matches
1345,Koke,es ESP,MF,Atlético Madrid,es La Liga,31-081,1992,17.8,1371,41,307,840,229,18,1371,10,3,30.0,6,60.0,765,2616,1233,10,19,0,20,11,1028,28,Matches
1346,Sead Kolašinac,ba BIH,DF,Marseille,fr Ligue 1,29-283,1993,15.5,950,47,256,492,213,29,950,9,3,33.3,6,66.7,685,3755,2046,28,22,2,20,5,583,53,Matches
1347,Luca Koleosho,it ITA,FWDF,Espanyol,es La Liga,18-196,2004,0.3,17,0,1,6,10,2,17,3,1,33.3,2,66.7,10,69,29,1,0,1,3,0,11,7,Matches
1348,Randal Kolo Muani,fr FRA,FW,Eint Frankfurt,de Bundesliga,24-115,1998,21.8,793,10,38,338,431,139,792,125,55,44.0,50,40.0,475,3498,1737,75,42,46,91,54,609,177,Matches
1349,Timothée Kolodziejczak,fr FRA,DF,Schalke 04,de Bundesliga,31-180,1991,0.3,20,0,11,6,3,1,20,0,0,,0,,6,14,3,0,0,0,0,0,13,0,Matches
1350,Cheick Konaté,ci CIV,DF,Clermont Foot,fr Ligue 1,19-027,2004,5.0,279,12,121,143,25,2,279,22,17,77.3,4,18.2,175,1147,622,8,11,1,3,4,154,2,Matches
1351,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,23-309,1999,7.2,588,54,296,274,20,10,588,7,5,71.4,1,14.3,354,1622,833,6,4,0,5,2,396,3,Matches
1352,Geoffrey Kondogbia,cf CTA,MF,Atlético Madrid,es La Liga,30-043,1993,10.7,701,27,179,465,65,8,701,7,2,28.6,2,28.6,379,1303,579,6,6,1,4,10,470,5,Matches
1353,Ibrahima Koné,ml MLI,FW,Lorient,fr Ligue 1,23-287,1999,10.8,330,8,39,151,143,30,329,13,8,61.5,3,23.1,223,1144,374,8,9,2,42,15,250,62,Matches
1354,Kouadio Koné,fr FRA,MF,M'Gladbach,de Bundesliga,21-317,2001,23.3,1456,49,337,909,242,16,1456,95,47,49.5,28,29.5,947,4885,2565,38,41,3,62,40,1033,41,Matches
1355,Youssouf Koné,ml MLI,DF,Ajaccio,fr Ligue 1,27-268,1995,5.8,286,35,119,143,28,0,286,7,1,14.3,1,14.3,181,963,459,9,5,0,8,1,150,10,Matches
1356,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,25-158,1997,25.9,1540,242,920,576,51,18,1540,10,4,40.0,2,20.0,956,4144,2284,5,4,0,11,3,1092,10,Matches
1357,Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,25-030,1998,22.8,1536,74,381,685,483,41,1532,33,15,45.5,16,48.5,853,4262,2237,41,46,6,35,22,1050,68,Matches
1358,Odilon Kossonou,ci CIV,DF,Leverkusen,de Bundesliga,22-085,2001,11.9,820,73,338,429,60,4,820,12,7,58.3,4,33.3,461,2424,1421,17,12,0,14,9,516,12,Matches
1359,Filip Kostić,rs SRB,DFFW,Juventus,it Serie A,30-149,1992,22.2,1140,28,174,461,518,45,1140,38,17,44.7,16,42.1,605,3754,1974,77,40,17,44,17,723,166,Matches
1360,Filip Kostić,rs SRB,DFMF,Eint Frankfurt,de Bundesliga,30-149,1992,0.8,45,0,10,16,20,3,45,3,1,33.3,1,33.3,23,172,105,3,1,1,0,1,23,3,Matches
1361,Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,25-114,1997,16.7,790,5,64,264,471,93,790,57,17,29.8,31,54.4,484,2448,1105,44,26,21,68,35,592,178,Matches
1362,Rominigue Kouamé,ml MLI,MF,Troyes,fr Ligue 1,26-103,1996,21.5,1224,85,354,723,177,13,1224,47,30,63.8,12,25.5,965,6177,2757,49,35,3,31,21,848,25,Matches
1363,Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,30-216,1992,4.0,180,137,178,2,0,0,180,0,0,,0,,97,707,485,0,0,0,0,0,72,0,Matches
1364,Kalidou Koulibaly,sn SEN,DF,Chelsea,eng Premier League,31-283,1991,16.9,1426,134,662,712,59,17,1426,6,4,66.7,2,33.3,911,4082,2133,10,8,0,10,2,1035,4,Matches
1365,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,24-138,1998,16.5,1351,76,438,737,188,23,1351,16,8,50.0,6,37.5,876,4415,2711,31,30,3,17,9,973,27,Matches
1366,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,25-349,1997,7.8,481,50,242,227,18,12,481,0,0,,0,,319,2029,1081,3,2,0,2,0,282,1,Matches
1367,Cheikhou Kouyaté,sn SEN,MFDF,Nott'ham Forest,eng Premier League,33-099,1989,7.8,292,27,105,139,51,10,292,9,6,66.7,1,11.1,135,657,252,6,3,3,12,4,147,8,Matches
1368,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,28-328,1994,13.0,1034,22,201,659,183,6,1034,20,7,35.0,8,40.0,684,3927,1865,27,24,1,18,15,786,13,Matches
1369,Viktor Kovalenko,ua UKR,MF,Spezia,it Serie A,27-044,1996,4.8,241,9,43,122,78,13,241,3,3,100.0,0,0.0,119,471,157,1,2,1,8,1,144,19,Matches
1370,Soichiro Kozuki,jp JPN,FWMF,Schalke 04,de Bundesliga,22-098,2000,4.2,157,5,29,53,76,16,157,16,6,37.5,9,56.3,98,615,276,15,6,4,9,8,106,37,Matches
1371,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,28-240,1994,0.0,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
1372,Alex Král,cz CZE,MF,Schalke 04,de Bundesliga,24-315,1998,17.2,701,48,192,378,139,25,701,29,10,34.5,15,51.7,335,1778,837,28,15,1,18,12,363,38,Matches
1373,Andrej Kramarić,hr CRO,MFFW,Hoffenheim,de Bundesliga,31-284,1991,18.0,848,9,83,450,324,75,844,34,16,47.1,16,47.1,553,2660,1015,27,21,8,41,24,635,141,Matches
1374,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,32-039,1991,21.7,1324,57,387,690,259,39,1324,42,17,40.5,22,52.4,691,2917,1360,24,25,6,24,26,917,59,Matches
1375,Tom Krauß,de GER,MF,Schalke 04,de Bundesliga,21-281,2001,22.7,923,37,252,497,194,13,923,30,17,56.7,12,40.0,390,2156,1037,28,24,2,19,27,352,33,Matches
1376,Julian Kristoffersen,no NOR,FW,Salernitana,it Serie A,25-324,1997,0.2,4,0,0,2,2,0,4,0,0,,0,,1,2,0,0,0,0,1,0,2,2,Matches
1377,Raimonds Krollis,lv LVA,FW,Spezia,it Serie A,21-153,2001,0.2,5,0,0,1,4,0,5,0,0,,0,,3,36,11,1,0,0,1,0,3,1,Matches
1378,Toni Kroos,de GER,MF,Real Madrid,es La Liga,33-085,1990,16.7,1777,38,342,1081,368,10,1777,14,4,28.6,7,50.0,1182,5298,2918,36,24,2,7,8,1396,24,Matches
1379,Rade Krunić,ba BIH,MFFW,Milan,it Serie A,29-174,1993,11.2,557,27,143,327,97,17,557,15,10,66.7,3,20.0,285,1683,947,17,20,2,9,5,318,16,Matches
1380,Max Kruse,de GER,MFFW,Wolfsburg,de Bundesliga,35-011,1988,3.0,144,2,11,62,72,18,144,4,2,50.0,2,50.0,68,317,146,4,3,1,4,3,105,30,Matches
1381,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,30-212,1992,13.2,747,55,246,362,143,15,747,8,5,62.5,3,37.5,337,1435,648,8,9,0,12,2,398,41,Matches
1382,Takefusa Kubo,jp JPN,FWMF,Real Sociedad,es La Liga,21-299,2001,18.6,847,4,72,291,495,97,847,67,21,31.3,36,53.7,568,3761,2096,71,37,43,59,33,649,169,Matches
1383,Dejan Kulusevski,se SWE,MFFW,Tottenham,eng Premier League,22-339,2000,16.3,764,14,109,278,401,83,764,74,31,41.9,37,50.0,508,3660,1916,68,38,36,64,32,532,146,Matches
1384,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,18-004,2005,7.9,485,20,133,217,136,15,485,22,9,40.9,11,50.0,308,1723,706,6,12,3,9,6,274,48,Matches
1385,Marash Kumbulla,al ALB,DF,Roma,it Serie A,23-050,2000,2.7,201,15,100,99,5,2,201,0,0,,0,,135,612,314,2,1,0,2,0,153,1,Matches
1386,Pierre Kunde,cm CMR,MF,Bochum,de Bundesliga,27-247,1995,3.6,216,9,47,129,47,3,216,9,5,55.6,4,44.4,96,529,242,6,6,0,10,2,96,1,Matches
1387,Alou Kuol,au AUS,FW,Stuttgart,de Bundesliga,22-184,2000,0.1,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,1,0,0,Matches
1388,Layvin Kurzawa,fr FRA,DF,Fulham,eng Premier League,30-207,1992,1.5,64,8,35,18,11,0,64,4,2,50.0,2,50.0,29,100,20,1,0,0,3,1,24,2,Matches
1389,Khvicha Kvaratskhelia,ge GEO,FW,Napoli,it Serie A,22-046,2001,19.2,974,6,82,304,602,130,972,127,41,32.3,71,55.9,631,4195,2180,91,35,57,46,36,744,195,Matches
1390,Grejohn Kyei,fr FRA,FW,Clermont Foot,fr Ligue 1,27-230,1995,15.6,517,16,40,281,203,54,516,47,22,46.8,23,48.9,376,2013,527,17,7,9,66,36,408,101,Matches
1391,Daniel Kyereh,gh GHA,MFFW,Freiburg,de Bundesliga,27-022,1996,6.2,261,8,36,113,115,16,261,11,3,27.3,7,63.6,147,642,183,5,6,1,21,12,178,24,Matches
1392,Giorgos Kyriakopoulos,gr GRE,FWDF,Bologna,it Serie A,27-053,1996,3.1,168,4,37,58,73,6,168,8,6,75.0,1,12.5,99,518,268,6,3,0,6,5,115,31,Matches
1393,Giorgos Kyriakopoulos,gr GRE,FWDF,Sassuolo,it Serie A,27-053,1996,8.5,505,14,140,187,186,16,505,31,14,45.2,15,48.4,312,1875,1061,17,15,5,14,18,333,46,Matches
1394,César de la Hoz,es ESP,MF,Almería,es La Liga,31-000,1992,13.1,526,33,170,314,43,8,526,7,4,57.1,3,42.9,242,910,415,3,5,0,11,3,285,2,Matches
1395,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,24-311,1998,8.5,385,6,67,185,138,17,385,14,7,50.0,7,50.0,255,1605,774,27,20,4,19,8,263,36,Matches
1396,Rémy Labeau Lascary,gp GLP,FWMF,Lens,fr Ligue 1,20-027,2003,1.3,51,1,9,13,29,11,51,7,2,28.6,5,71.4,38,287,96,3,1,0,7,3,37,15,Matches
1397,Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,28-331,1994,19.3,693,13,69,320,307,90,692,38,17,44.7,19,50.0,477,2792,1187,38,28,13,45,18,483,125,Matches
1398,Gaëtan Laborde,fr FRA,FW,Rennes,fr Ligue 1,28-331,1994,2.8,92,2,3,41,51,24,92,2,2,100.0,0,0.0,61,349,150,8,4,4,11,4,59,20,Matches
1399,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,31-306,1991,22.8,907,9,61,347,507,142,903,53,26,49.1,20,37.7,685,3041,1009,26,20,11,44,39,666,161,Matches
1400,Qazim Laçi,al ALB,MF,Ajaccio,fr Ligue 1,27-070,1996,2.4,171,3,20,109,44,1,171,4,2,50.0,1,25.0,118,585,207,0,3,0,1,0,109,4,Matches
1401,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,22-358,2000,14.5,1014,132,585,420,15,7,1014,5,5,100.0,0,0.0,586,2888,1566,5,3,0,8,6,641,0,Matches
1402,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,24-066,1999,27.0,969,842,967,3,0,0,969,3,1,33.3,2,66.7,628,3336,1820,1,0,0,1,0,400,0,Matches
1403,Aïssa Laïdouni,tn TUN,MF,Union Berlin,de Bundesliga,26-107,1996,4.6,211,11,55,95,70,5,211,20,9,45.0,9,45.0,144,633,292,7,5,0,8,5,131,13,Matches
1404,Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,25-307,1997,10.5,620,13,138,340,150,24,620,34,20,58.8,12,35.3,381,1980,1203,33,17,6,24,15,398,37,Matches
1405,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,30-215,1992,3.8,305,11,85,172,49,8,305,5,2,40.0,2,40.0,164,797,387,11,4,2,6,3,198,9,Matches
1406,Kenny Lala,fr FRA,DF,Brest,fr Ligue 1,31-178,1991,6.7,429,34,185,165,85,2,429,11,5,45.5,5,45.5,248,1463,686,11,8,0,8,6,207,12,Matches
1407,Adam Lallana,eng ENG,MFFW,Brighton,eng Premier League,34-324,1988,8.0,373,6,43,180,151,33,373,6,3,50.0,3,50.0,206,839,420,10,4,4,15,11,295,43,Matches
1408,Vassilis Lambropoulos,gr GRE,DF,Bochum,de Bundesliga,32-364,1990,6.8,318,44,164,141,18,12,318,1,0,0.0,0,0.0,121,567,233,1,1,0,4,1,128,0,Matches
1409,Érik Lamela,ar ARG,FWMF,Sevilla,es La Liga,31-026,1992,14.4,729,1,59,271,406,75,729,50,18,36.0,26,52.0,477,2973,1405,51,42,21,37,27,552,119,Matches
1410,Mohamed Lamine Bayo,gn GUI,FWMF,Lille,fr Ligue 1,24-299,1998,5.4,149,2,6,50,96,35,149,12,8,66.7,2,16.7,112,611,229,8,7,5,17,10,123,38,Matches
1411,Sam Lammers,nl NED,FW,Sampdoria,it Serie A,25-334,1997,7.8,267,7,19,144,108,24,267,21,11,52.4,10,47.6,177,788,362,13,8,3,31,12,223,42,Matches
1412,Sam Lammers,nl NED,FW,Empoli,it Serie A,25-334,1997,9.8,358,12,35,151,179,49,358,23,10,43.5,12,52.2,193,1064,354,9,12,6,37,14,268,67,Matches
1413,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,22-181,2000,5.0,376,15,80,138,161,17,376,28,8,28.6,13,46.4,232,1451,808,28,12,7,16,2,256,58,Matches
1414,Manuel Lanzini,ar ARG,MFFW,West Ham,eng Premier League,30-043,1993,1.7,108,0,21,60,28,0,108,1,1,100.0,0,0.0,71,371,134,2,3,0,1,2,85,4,Matches
1415,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,28-307,1994,6.2,526,43,169,261,99,11,526,2,1,50.0,1,50.0,365,2029,1389,17,30,0,2,0,413,8,Matches
1416,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,29-146,1993,17.1,929,220,551,364,15,6,929,1,1,100.0,0,0.0,648,3629,1904,4,4,0,5,2,612,0,Matches
1417,Cyle Larin,ca CAN,FW,Valladolid,es La Liga,27-347,1995,5.7,166,6,16,65,89,34,166,10,4,40.0,5,50.0,103,555,234,9,7,3,30,15,130,28,Matches
1418,Juan Larios,es ESP,DF,Southampton,eng Premier League,19-077,2004,1.7,106,10,32,55,20,2,106,4,3,75.0,1,25.0,38,338,201,10,2,1,3,2,47,1,Matches
1419,Yasser Larouci,dz ALG,DFFW,Troyes,fr Ligue 1,22-088,2001,13.2,717,39,202,331,199,18,717,56,23,41.1,27,48.2,518,3740,1847,53,38,11,27,28,448,83,Matches
1420,Jordan Larsson,se SWE,FWMF,Schalke 04,de Bundesliga,25-283,1997,5.1,173,2,20,90,67,12,173,13,4,30.8,7,53.8,91,508,164,5,3,1,4,7,106,29,Matches
1421,Kevin Lasagna,it ITA,FWMF,Hellas Verona,it Serie A,30-232,1992,14.2,410,12,50,155,213,62,410,32,10,31.3,16,50.0,222,1383,604,30,17,13,44,33,271,93,Matches
1422,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,29-139,1993,2.2,101,25,62,36,3,3,101,0,0,,0,,52,244,96,0,0,0,0,0,63,0,Matches
1423,Latasa,es ESP,FWDF,Getafe,es La Liga,22-007,2001,1.4,69,4,9,26,34,13,69,3,1,33.3,2,66.7,35,108,9,0,1,0,6,4,53,10,Matches
1424,Toni Lato,es ESP,DFMF,Valencia,es La Liga,25-129,1997,7.3,423,17,110,172,144,13,423,6,3,50.0,2,33.3,213,1077,584,12,11,1,7,1,260,36,Matches
1425,Danny Latza,de GER,MF,Schalke 04,de Bundesliga,33-113,1989,5.1,285,7,84,147,59,7,285,9,2,22.2,6,66.7,126,532,287,5,1,1,5,6,150,8,Matches
1426,Armand Lauriente,fr FRA,FW,Sassuolo,it Serie A,24-116,1998,18.2,827,6,64,313,472,76,826,101,46,45.5,40,39.6,563,4744,2529,103,55,43,40,42,606,190,Matches
1427,Armand Lauriente,fr FRA,FW,Lorient,fr Ligue 1,24-116,1998,3.0,136,0,26,52,64,19,136,17,14,82.4,1,5.9,103,800,445,14,5,5,4,4,87,21,Matches
1428,Roméo Lavia,be BEL,MF,Southampton,eng Premier League,19-083,2004,15.2,785,33,165,500,129,0,785,30,13,43.3,10,33.3,488,2438,1089,11,18,0,14,21,471,10,Matches
1429,Lázaro,br BRA,MFFW,Almería,es La Liga,21-018,2002,3.3,165,1,12,66,90,13,165,14,8,57.1,6,42.9,107,687,330,12,11,1,8,5,118,32,Matches
1430,Valentino Lazaro,at AUT,DF,Torino,it Serie A,27-006,1996,11.8,784,29,148,321,325,22,784,28,14,50.0,9,32.1,381,1935,1042,38,21,8,15,4,454,70,Matches
1431,Marko Lazetić,rs SRB,FW,Milan,it Serie A,19-067,2004,0.1,4,0,0,2,2,1,4,0,0,,0,,2,5,0,0,0,0,1,2,3,3,Matches
1432,Darko Lazović,rs SRB,MFDF,Hellas Verona,it Serie A,32-196,1990,19.9,854,24,150,328,390,56,854,44,15,34.1,27,61.4,429,2642,1502,59,30,19,31,10,505,139,Matches
1433,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,29-121,1993,15.5,994,38,324,480,201,19,994,23,8,34.8,13,56.5,537,3982,2597,61,42,12,17,3,644,47,Matches
1434,Théo Le Bris,fr FRA,MFDF,Lorient,fr Ligue 1,20-180,2002,13.1,609,16,146,246,222,42,609,36,13,36.1,23,63.9,435,2854,1372,48,29,18,20,7,396,90,Matches
1435,Julien Le Cardinal,fr FRA,DF,Lens,fr Ligue 1,25-239,1997,1.6,142,7,24,63,56,5,142,4,2,50.0,1,25.0,92,532,211,4,9,0,4,1,87,13,Matches
1436,Jérémy Le Douaron,fr FRA,FWMF,Brest,fr Ligue 1,24-343,1998,14.4,446,23,65,186,204,49,446,44,12,27.3,26,59.1,294,2004,518,22,10,9,46,25,318,76,Matches
1437,Enzo Le Fée,fr FRA,MF,Lorient,fr Ligue 1,23-055,2000,26.9,2072,74,457,1159,492,27,2072,112,49,43.8,45,40.2,1545,9543,4330,72,69,11,53,45,1395,64,Matches
1438,Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,33-166,1989,27.0,1690,129,592,827,287,29,1690,24,8,33.3,11,45.8,1077,6208,3291,55,42,4,14,11,958,71,Matches
1439,Maxime Le Marchand,fr FRA,DF,Strasbourg,fr Ligue 1,33-170,1989,17.4,1148,145,520,581,63,9,1148,13,12,92.3,0,0.0,797,4454,2419,9,17,0,10,4,704,4,Matches
1440,Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,26-139,1996,21.1,1357,175,666,666,33,11,1357,2,2,100.0,0,0.0,824,4648,2709,21,8,0,5,6,880,2,Matches
1441,Rafael Leão,pt POR,FWMF,Milan,it Serie A,23-293,1999,20.4,832,9,46,350,454,110,832,116,56,48.3,49,42.2,561,5432,2717,96,70,51,47,31,648,168,Matches
1442,Paolo Lebas,pt POR,MF,Ajaccio,fr Ligue 1,19-344,2003,0.6,18,0,2,12,4,0,18,1,1,100.0,0,0.0,13,44,15,0,0,0,1,0,11,0,Matches
