,,,,,,,,Playing Time,,,,Performance,,,,,,,Per 90 Minutes,,,,,Expected,,,,Per 90 Minutes,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
748,John Donald\John-Donald,es ESP,DF,Elche,es La Liga,19,2000,2,1,50,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
749,Ji Dong-won\Ji-Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,29,1991,6,0,62,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05,Matches
750,Anastasios Donis\Anastasios-Donis,gr GRE,MF,Reims,fr Ligue 1,23,1996,3,1,97,1.1,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
751,Gianluigi Donnarumma\Gianluigi-Donnarumma,it ITA,GK,Milan,it Serie A,21,1999,37,37,3330,37.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
752,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,eng Premier League,22,1997,23,22,1996,22.2,2,0,2,0,0,4,1,0.09,0.00,0.09,0.09,0.09,1.0,1.0,0.1,1.1,0.05,0.00,0.05,0.05,0.05,Matches
753,Bas Dost\Bas-Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,31,1989,12,9,817,9.1,4,2,3,1,1,3,0,0.44,0.22,0.66,0.33,0.55,4.3,3.5,2.3,5.8,0.47,0.25,0.73,0.39,0.64,Matches
754,Lucas Douath\Lucas-Douath,fr FRA,MF,Saint-Étienne,fr Ligue 1,16,2003,30,13,1327,14.7,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.03,0.00,0.03,0.03,0.03,Matches
755,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,eng Premier League,27,1993,29,29,2443,27.1,2,3,2,0,0,6,0,0.07,0.11,0.18,0.07,0.18,2.1,2.1,2.2,4.3,0.08,0.08,0.16,0.08,0.16,Matches
756,Cheick Doucouré\Cheick-Doucoure,ml MLI,MF,Lens,fr Ligue 1,20,2000,33,30,2627,29.2,2,1,2,0,0,8,0,0.07,0.03,0.10,0.07,0.10,1.2,1.2,1.8,3.0,0.04,0.06,0.10,0.04,0.10,Matches
757,Fodé Doucouré\Fode-Doucoure,ml MLI,DF,Reims,fr Ligue 1,19,2001,7,3,333,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.6,0.05,0.13,0.17,0.05,0.17,Matches
758,Mahamadou Doucouré\Mahamadou-Doucoure,fr FRA,FW,Nîmes,fr Ligue 1,20,2000,3,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
759,Cheick Doukouré\Cheick-Doukoure,ci CIV,MF,Levante,es La Liga,27,1992,7,0,101,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.08,0.08,0.00,0.08,Matches
760,Idrissa Doumbia\Idrissa-Doumbia,ci CIV,MF,Huesca,es La Liga,22,1998,23,7,779,8.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.04,0.00,0.05,0.04,0.05,Matches
761,Moussa Doumbia\Moussa-Doumbia,ml MLI,MFFW,Reims,fr Ligue 1,25,1994,23,9,899,10.0,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.6,0.6,1.2,1.9,0.06,0.12,0.19,0.06,0.19,Matches
762,Souleyman Doumbia\Souleyman-Doumbia,ci CIV,DF,Angers,fr Ligue 1,23,1996,27,24,2222,24.7,0,1,0,0,0,8,0,0.00,0.04,0.04,0.00,0.04,0.5,0.5,2.7,3.2,0.02,0.11,0.13,0.02,0.13,Matches
763,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leverkusen,de Bundesliga,29,1991,18,11,1136,12.6,1,0,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,0.3,0.3,0.4,0.7,0.02,0.03,0.06,0.02,0.06,Matches
764,Bartłomiej Drągowski\Bartlomiej-Dragowski,pl POL,GK,Fiorentina,it Serie A,22,1997,36,36,3148,35.0,0,1,0,0,0,0,1,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
765,Denis Drăguș\Denis-Dragus,ro ROU,FWMF,Crotone,it Serie A,21,1999,9,1,177,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05,Matches
766,Radu Drăgușin\Radu-Dragusin,ro ROU,DF,Juventus,it Serie A,18,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
767,Mouhamadou Drammeh\Mouhamadou-Drammeh,fr FRA,MF,Reims,fr Ligue 1,21,1999,6,1,173,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Matches
768,Julian Draxler\Julian-Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,26,1993,24,12,1064,11.8,4,3,4,0,0,3,0,0.34,0.25,0.59,0.34,0.59,2.2,2.2,2.8,4.9,0.18,0.23,0.42,0.18,0.42,Matches
769,Dominick Drexler\Dominick-Drexler,de GER,MFFW,Köln,de Bundesliga,30,1990,27,11,1233,13.7,2,1,2,0,0,1,0,0.15,0.07,0.22,0.15,0.22,2.8,2.8,1.6,4.4,0.20,0.12,0.32,0.20,0.32,Matches
770,Matthieu Dreyer\Matthieu-Dreyer,fr FRA,GK,Lorient,fr Ligue 1,31,1989,15,15,1350,15.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
771,Domingos Duarte\Domingos-Duarte,pt POR,DF,Granada,es La Liga,25,1995,29,27,2363,26.3,1,0,1,0,0,5,1,0.04,0.00,0.04,0.04,0.04,1.3,1.3,1.0,2.3,0.05,0.04,0.09,0.05,0.09,Matches
772,Léo Duarte\Leo-Duarte,br BRA,DF,Milan,it Serie A,24,1996,1,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
773,Óscar Duarte\Oscar-Duarte,cr CRC,DF,Levante,es La Liga,31,1989,29,23,2060,22.9,1,0,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,1.1,1.1,0.2,1.3,0.05,0.01,0.06,0.05,0.06,Matches
774,Rubén Duarte\Ruben-Duarte,es ESP,DF,Alavés,es La Liga,24,1995,31,29,2545,28.3,1,1,1,0,0,5,1,0.04,0.04,0.07,0.04,0.07,1.3,1.3,2.4,3.7,0.05,0.08,0.13,0.05,0.13,Matches
775,Leo Dubois\Leo-Dubois,fr FRA,DF,Lyon,fr Ligue 1,25,1994,37,35,2903,32.3,2,4,2,0,0,3,0,0.06,0.12,0.19,0.06,0.19,1.0,1.0,5.8,6.8,0.03,0.18,0.21,0.03,0.21,Matches
776,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,eng Premier League,31,1989,13,13,1170,13.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
777,Ondrej Duda\Ondrej-Duda,sk SVK,FWMF,Köln,de Bundesliga,25,1994,32,32,2537,28.2,7,5,4,3,4,8,1,0.25,0.18,0.43,0.14,0.32,5.8,2.8,4.1,6.9,0.21,0.14,0.35,0.10,0.24,Matches
778,Unai Dufur\Unai-Dufur,es ESP,DF,Eibar,es La Liga,21,1999,1,1,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
779,Haris Duljević\Haris-Duljevic,ba BIH,MFFW,Nîmes,fr Ligue 1,26,1993,20,8,773,8.6,0,2,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,1.1,1.1,1.3,2.4,0.13,0.15,0.28,0.13,0.28,Matches
780,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,28,1991,15,14,1255,13.9,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,0.3,0.3,0.5,0.8,0.02,0.04,0.06,0.02,0.06,Matches
781,Alfred Duncan\Alfred-Duncan,gh GHA,MF,Fiorentina,it Serie A,27,1993,4,2,162,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Matches
782,Alfred Duncan\Alfred-Duncan,gh GHA,MF,Cagliari,it Serie A,27,1993,19,12,1068,11.9,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.2,0.2,1.1,1.3,0.02,0.09,0.11,0.02,0.11,Matches
783,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,eng Premier League,28,1991,33,33,2931,32.6,5,0,5,0,0,5,2,0.15,0.00,0.15,0.15,0.15,2.5,2.5,0.9,3.4,0.08,0.03,0.10,0.08,0.10,Matches
784,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,eng Premier League,22,1997,3,3,270,3.0,1,0,1,0,0,1,0,0.33,0.00,0.33,0.33,0.33,0.4,0.4,0.1,0.5,0.14,0.04,0.17,0.14,0.17,Matches
785,Erik Durm\Erik-Durm,de GER,DF,Eint Frankfurt,de Bundesliga,28,1992,21,19,1480,16.4,1,2,1,0,0,1,0,0.06,0.12,0.18,0.06,0.18,1.6,1.6,2.1,3.8,0.10,0.13,0.23,0.10,0.23,Matches
786,Hugo Duro\Hugo-Duro,es ESP,FW,Real Madrid,es La Liga,20,1999,2,0,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.22,0.09,0.31,0.22,0.31,Matches
787,Jean-Kevin Duverne\Jean-Kevin-Duverne,fr FRA,DF,Brest,fr Ligue 1,23,1997,27,22,2029,22.5,1,0,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,0.7,0.7,0.6,1.2,0.03,0.02,0.05,0.03,0.05,Matches
788,Paulo Dybala\Paulo-Dybala,ar ARG,FW,Juventus,it Serie A,26,1993,20,14,1132,12.6,4,3,4,0,0,0,0,0.32,0.24,0.56,0.32,0.56,4.6,4.6,2.9,7.5,0.36,0.23,0.59,0.36,0.59,Matches
789,Edin Džeko\Edin-Dzeko,ba BIH,FW,Roma,it Serie A,34,1986,27,20,1824,20.3,7,3,7,0,1,2,0,0.35,0.15,0.49,0.35,0.49,13.0,12.2,2.5,14.7,0.64,0.12,0.76,0.60,0.72,Matches
790,Eric Junior Dina Ebimbe\Eric-Junior-Dina-Ebimbe,fr FRA,FWMF,Dijon,fr Ligue 1,19,2000,30,25,2144,23.8,1,1,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,3.7,3.7,2.0,5.7,0.16,0.08,0.24,0.16,0.24,Matches
791,Steeve-Mike Ebongue\Steeve-Mike-Ebongue,fr FRA,MF,Genoa,it Serie A,19,2001,3,0,52,0.6,0,1,0,0,0,0,0,0.00,1.73,1.73,0.00,1.73,0.0,0.0,0.5,0.5,0.00,0.94,0.94,0.00,0.94,Matches
792,Enzo Ebosse\Enzo-Ebosse,fr FRA,DF,Angers,fr Ligue 1,21,1999,6,3,260,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.00,0.21,0.21,0.00,0.21,Matches
793,Bruno Ecuele Manga\Bruno-Ecuele-Manga,ga GAB,DF,Dijon,fr Ligue 1,32,1988,38,38,3420,38.0,2,0,2,0,0,3,0,0.05,0.00,0.05,0.05,0.05,1.6,1.6,0.0,1.6,0.04,0.00,0.04,0.04,0.04,Matches
794,Simone Edera\Simone-Edera,it ITA,DFMF,Torino,it Serie A,23,1997,2,0,52,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.3,0.29,0.30,0.59,0.29,0.59,Matches
795,Ederson\Ederson,br BRA,GK,Manchester City,eng Premier League,26,1993,36,36,3240,36.0,0,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01,Matches
796,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,eng Premier League,22,1998,5,1,118,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.11,0.00,0.11,0.11,0.11,Matches
797,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,eng Premier League,27,1992,31,30,2629,29.2,0,1,0,0,0,7,1,0.00,0.03,0.03,0.00,0.03,0.7,0.7,0.2,1.0,0.02,0.01,0.03,0.02,0.03,Matches
798,Johannes Eggestein\Johannes-Eggestein,de GER,FWMF,Werder Bremen,de Bundesliga,22,1998,2,0,33,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.09,0.09,0.00,0.09,Matches
799,Maximilian Eggestein\Maximilian-Eggestein,de GER,MF,Werder Bremen,de Bundesliga,23,1996,33,33,2942,32.7,2,5,2,0,0,5,0,0.06,0.15,0.21,0.06,0.21,1.1,1.1,3.3,4.4,0.03,0.10,0.13,0.03,0.13,Matches
800,Lilian Egloff\Lilian-Egloff,de GER,MF,Stuttgart,de Bundesliga,17,2002,2,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
801,Kingsley Ehizibue\Kingsley-Ehizibue,nl NED,DF,Köln,de Bundesliga,25,1995,21,15,1133,12.6,0,1,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,0.5,0.5,0.7,1.2,0.04,0.06,0.10,0.04,0.10,Matches
802,Albin Ekdal\Albin-Ekdal,se SWE,MF,Sampdoria,it Serie A,31,1989,32,26,2299,25.5,2,1,2,0,0,9,0,0.08,0.04,0.12,0.08,0.12,0.8,0.8,0.9,1.6,0.03,0.03,0.06,0.03,0.06,Matches
803,Hugo Ekitike\Hugo-Ekitike,fr FRA,MFFW,Reims,fr Ligue 1,18,2002,2,0,88,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.18,0.04,0.21,0.18,0.21,Matches
804,Anthony Elanga\Anthony-Elanga,se SWE,FW,Manchester Utd,eng Premier League,18,2002,2,2,155,1.7,1,0,1,0,0,0,0,0.58,0.00,0.58,0.58,0.58,0.3,0.3,0.0,0.3,0.16,0.02,0.18,0.16,0.18,Matches
805,Niclas Eliasson\Niclas-Eliasson,se SWE,MFFW,Nîmes,fr Ligue 1,24,1995,30,19,1799,20.0,4,3,4,0,0,1,0,0.20,0.15,0.35,0.20,0.35,4.0,4.0,3.4,7.4,0.20,0.17,0.37,0.20,0.37,Matches
806,Elif Elmas\Elif-Elmas,mk MKD,MFFW,Napoli,it Serie A,20,1999,33,3,740,8.2,2,1,2,0,0,3,0,0.24,0.12,0.36,0.24,0.36,1.8,1.8,0.7,2.5,0.22,0.08,0.30,0.22,0.30,Matches
807,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,32,1987,14,8,839,9.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,1.1,0.05,0.07,0.12,0.05,0.12,Matches
808,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,eng Premier League,28,1992,23,17,1544,17.2,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.5,0.5,0.2,0.7,0.03,0.01,0.04,0.03,0.04,Matches
809,Aritz Elustondo\Aritz-Elustondo,es ESP,DF,Real Sociedad,es La Liga,26,1994,23,22,1884,20.9,1,0,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,0.3,0.3,0.2,0.5,0.01,0.01,0.02,0.01,0.02,Matches
810,Nico Elvedi\Nico-Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,23,1996,29,29,2536,28.2,3,1,3,0,0,1,0,0.11,0.04,0.14,0.11,0.14,2.0,2.0,0.2,2.2,0.07,0.01,0.08,0.07,0.08,Matches
811,Rodrigo Ely\Rodrigo-Ely,br BRA,DF,Alavés,es La Liga,26,1993,8,6,468,5.2,1,0,1,0,0,1,0,0.19,0.00,0.19,0.19,0.19,0.2,0.2,0.1,0.3,0.04,0.02,0.06,0.04,0.06,Matches
812,Sepe Elye Wahi\Sepe-Elye-Wahi,fr FRA,FW,Montpellier,fr Ligue 1,17,2003,18,3,555,6.2,3,1,3,0,0,1,0,0.49,0.16,0.65,0.49,0.65,2.0,2.0,0.8,2.8,0.33,0.12,0.46,0.33,0.46,Matches
813,Breel Embolo\Breel-Embolo,ch SUI,FWMF,M'Gladbach,de Bundesliga,23,1997,31,16,1440,16.0,5,2,5,0,0,4,0,0.31,0.12,0.44,0.31,0.44,7.0,7.0,1.0,8.0,0.44,0.06,0.50,0.44,0.50,Matches
814,Emerson\Emerson,br BRA,DF,Betis,es La Liga,21,1999,34,34,2991,33.2,1,4,1,0,0,9,1,0.03,0.12,0.15,0.03,0.15,1.2,1.2,2.2,3.4,0.04,0.07,0.10,0.04,0.10,Matches
815,Manu Emmanuel Gyabuaa\Manu-Emmanuel-Gyabuaa,it ITA,MF,Atalanta,it Serie A,18,2001,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
816,Renaud Emond\Renaud-Emond,be BEL,FW,Nantes,fr Ligue 1,28,1991,22,3,354,3.9,2,0,2,0,0,1,0,0.51,0.00,0.51,0.51,0.51,1.3,1.3,0.1,1.4,0.33,0.02,0.35,0.33,0.35,Matches
817,Alan Empereur\Alan-Empereur,br BRA,DF,Hellas Verona,it Serie A,26,1994,4,4,219,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches
818,Youssef En-Nesyri\Youssef-En-Nesyri,ma MAR,FW,Sevilla,es La Liga,23,1997,38,23,2311,25.7,18,0,18,0,0,2,0,0.70,0.00,0.70,0.70,0.70,14.8,14.8,1.3,16.1,0.58,0.05,0.63,0.58,0.63,Matches
819,Keita Endo\Keita-Endo,jp JPN,MFFW,Union Berlin,de Bundesliga,22,1997,16,4,456,5.1,1,0,1,0,0,0,0,0.20,0.00,0.20,0.20,0.20,1.2,1.2,1.1,2.3,0.23,0.22,0.45,0.23,0.45,Matches
820,Wataru Endo\Wataru-Endo,jp JPN,MF,Stuttgart,de Bundesliga,27,1993,33,33,2955,32.8,3,3,3,0,0,5,0,0.09,0.09,0.18,0.09,0.18,2.3,2.3,2.1,4.4,0.07,0.06,0.13,0.07,0.13,Matches
821,Sergi Enrich\Sergi-Enrich,es ESP,FW,Eibar,es La Liga,30,1990,27,13,1404,15.6,3,0,3,0,1,1,0,0.19,0.00,0.19,0.19,0.19,5.8,5.0,1.0,6.0,0.37,0.06,0.43,0.32,0.38,Matches
822,Christian Eriksen\Christian-Eriksen,dk DEN,MF,Inter,it Serie A,28,1992,26,17,1385,15.4,3,0,3,0,0,1,0,0.19,0.00,0.19,0.19,0.19,1.7,1.7,2.6,4.3,0.11,0.17,0.28,0.11,0.28,Matches
823,Martin Erlic\Martin-Erlic,hr CRO,DF,Spezia,it Serie A,22,1998,27,19,1798,20.0,3,1,3,0,0,6,0,0.15,0.05,0.20,0.15,0.20,1.3,1.3,0.5,1.8,0.07,0.03,0.09,0.07,0.09,Matches
824,Patrick Erras\Patrick-Erras,de GER,FWMF,Werder Bremen,de Bundesliga,25,1995,4,0,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.11,0.11,0.00,0.11,Matches
825,Gonzalo Escalante\Gonzalo-Escalante,ar ARG,MF,Lazio,it Serie A,27,1993,24,4,733,8.1,0,1,0,0,0,5,0,0.00,0.12,0.12,0.00,0.12,0.6,0.6,0.0,0.7,0.08,0.00,0.08,0.08,0.08,Matches
826,Aarón Escandell\Aaron-Escandell,es ESP,GK,Granada,es La Liga,24,1995,5,5,450,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
827,Dani Escriche\Dani-Escriche,es ESP,FWMF,Huesca,es La Liga,22,1998,23,7,857,9.5,1,1,1,0,0,5,1,0.11,0.11,0.21,0.11,0.21,1.4,1.4,1.3,2.6,0.14,0.13,0.28,0.14,0.28,Matches
828,Sergio Escudero\Sergio-Escudero,es ESP,DF,Sevilla,es La Liga,30,1989,9,7,565,6.3,1,0,1,0,0,3,0,0.16,0.00,0.16,0.16,0.16,0.2,0.2,0.5,0.7,0.03,0.08,0.12,0.03,0.12,Matches
829,Alfonso Espino\Alfonso-Espino,uy URU,DF,Cádiz,es La Liga,28,1992,32,31,2601,28.9,0,3,0,0,0,6,0,0.00,0.10,0.10,0.00,0.10,0.2,0.2,1.3,1.5,0.01,0.04,0.05,0.01,0.05,Matches
830,Vicente Esquerdo\Vicente-Esquerdo,es ESP,MF,Valencia,es La Liga,21,1999,4,3,231,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.03,0.04,0.01,0.04,Matches
831,Nahuel Estévez\Nahuel-Estevez,ar ARG,MF,Spezia,it Serie A,24,1995,27,19,1768,19.6,0,3,0,0,0,7,0,0.00,0.15,0.15,0.00,0.15,1.7,1.7,1.9,3.6,0.09,0.10,0.18,0.09,0.18,Matches
832,Pervis Estupiñán\Pervis-Estupinan,ec ECU,DF,Villarreal,es La Liga,22,1998,25,12,1168,13.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.3,1.8,0.04,0.10,0.14,0.04,0.14,Matches
833,Yoann Etienne\Yoann-Etienne,fr FRA,DF,Lorient,fr Ligue 1,23,1997,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.05,0.05,0.00,0.05,Matches
834,Xabier Etxeita\Xabier-Etxeita,es ESP,DF,Getafe,es La Liga,32,1987,11,9,883,9.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.05,0.02,0.07,0.05,0.07,Matches
835,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,eng Premier League,32,1988,28,28,2473,27.5,2,2,2,0,0,7,0,0.07,0.07,0.15,0.07,0.15,1.7,1.7,0.3,2.0,0.06,0.01,0.07,0.06,0.07,Matches
836,Edu Expósito\Edu-Exposito,es ESP,MF,Eibar,es La Liga,23,1996,31,27,2455,27.3,0,3,0,0,2,4,0,0.00,0.11,0.11,0.00,0.11,3.3,1.8,2.8,4.6,0.12,0.10,0.22,0.07,0.17,Matches
837,Valentin Eysseric\Valentin-Eysseric,fr FRA,MFFW,Fiorentina,it Serie A,28,1992,16,6,729,8.1,2,0,2,0,0,2,0,0.25,0.00,0.25,0.25,0.25,2.2,2.2,0.5,2.7,0.27,0.06,0.33,0.27,0.33,Matches
838,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,eng Premier League,22,1998,34,29,2559,28.4,4,6,4,0,0,3,0,0.14,0.21,0.35,0.14,0.35,2.2,2.2,2.8,5.1,0.08,0.10,0.18,0.08,0.18,Matches
839,Jokin Ezkieta\Jokin-Ezkieta,es ESP,GK,Athletic Club,es La Liga,23,1996,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
840,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,eng Premier League,35,1985,35,35,3150,35.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
841,Fabinho\Fabinho,br BRA,DFMF,Liverpool,eng Premier League,26,1993,30,28,2567,28.5,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.02,0.01,0.03,0.02,0.03,Matches
842,Fábio\Fabio,br BRA,DF,Nantes,fr Ligue 1,30,1990,22,19,1507,16.7,0,1,0,0,0,5,1,0.00,0.06,0.06,0.00,0.06,0.3,0.3,0.5,0.8,0.02,0.03,0.05,0.02,0.05,Matches
843,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Monaco,fr Ligue 1,33,1987,21,7,877,9.7,2,3,0,2,2,2,0,0.21,0.31,0.51,0.00,0.31,3.1,1.5,2.9,4.5,0.31,0.30,0.62,0.16,0.46,Matches
844,Bandiougou Fadiga\Bandiougou-Fadiga,fr FRA,FWMF,Paris S-G,fr Ligue 1,19,2001,6,0,63,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.00,0.07,0.07,0.07,Matches
845,Bandiougou Fadiga\Bandiougou-Fadiga,fr FRA,MF,Brest,fr Ligue 1,19,2001,4,0,43,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.06,0.06,0.00,0.06,Matches
846,Wout Faes\Wout-Faes,be BEL,DF,Reims,fr Ligue 1,22,1998,33,33,2899,32.2,1,0,1,0,0,13,2,0.03,0.00,0.03,0.03,0.03,0.7,0.7,0.1,0.9,0.02,0.00,0.03,0.02,0.03,Matches
847,Nicolò Fagioli\Nicolo-Fagioli,it ITA,MF,Juventus,it Serie A,19,2001,1,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
848,Ralf Fährmann\Ralf-Fahrmann,de GER,GK,Schalke 04,de Bundesliga,31,1988,22,22,1876,20.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.00,0.00,0.01,0.00,0.01,Matches
849,Romain Faivre\Romain-Faivre,fr FRA,MFFW,Brest,fr Ligue 1,22,1998,36,33,2891,32.1,6,5,5,1,1,0,0,0.19,0.16,0.34,0.16,0.31,7.0,6.3,5.7,11.9,0.22,0.18,0.40,0.20,0.37,Matches
850,Fali\Fali,es ESP,DFMF,Cádiz,es La Liga,26,1993,34,29,2637,29.3,0,0,0,0,0,11,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.7,1.4,0.02,0.02,0.05,0.02,0.05,Matches
