,,,,,,,,,,Pass Types,,,,,,,,Corner Kicks,,,Height,,,Body Parts,,,,,Outcomes,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
1772,Kevin Möhwald\Kevin-Mohwald,de GER,MF,Werder Bremen,de Bundesliga,27,1993,17.3,987,916,71,57,3,117,30,15,11,1,5,1,731,114,142,48,876,35,3,7,833,3,14,27,19,Matches
1773,Niklas Moisander\Niklas-Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,34,1985,13.6,886,859,27,27,0,88,23,1,0,0,0,0,673,58,155,522,307,44,0,5,796,0,6,5,7,Matches
1774,Dion Moise Sahi\Dion-Moise-Sahi,ci CIV,FWMF,Strasbourg,fr Ligue 1,18,2001,1.0,30,28,2,0,0,9,0,1,1,0,0,0,23,6,1,15,13,0,0,0,23,0,1,2,1,Matches
1775,Johan Mojica\Johan-Mojica,co COL,DF,Elche,es La Liga,27,1992,13.4,708,589,119,15,0,102,9,47,0,0,0,0,364,164,180,535,34,24,104,2,519,2,12,28,29,Matches
1776,Johan Mojica\Johan-Mojica,co COL,DFFW,Atalanta,it Serie A,27,1992,3.3,227,205,22,0,0,21,0,13,0,0,0,0,159,43,25,174,23,6,22,0,182,0,3,3,10,Matches
1777,Guillem Molina\Guillem-Molina,es ESP,DF,Valencia,es La Liga,20,2000,1.7,70,55,15,2,0,6,1,0,0,0,0,0,44,17,9,3,45,6,13,0,56,0,1,3,2,Matches
1778,Jorge Molina\Jorge-Molina,es ESP,FWMF,Granada,es La Liga,38,1982,17.9,471,436,35,0,4,160,7,6,0,0,0,0,238,117,116,123,207,51,2,13,294,4,10,16,27,Matches
1779,Nahuel Molina\Nahuel-Molina,ar ARG,DF,Udinese,it Serie A,22,1997,20.3,1009,815,194,9,2,105,24,72,0,0,0,0,572,261,176,86,702,25,185,5,782,2,18,32,34,Matches
1780,Salvatore Molina\Salvatore-Molina,it ITA,MFDF,Crotone,it Serie A,28,1992,25.7,1091,1004,87,13,1,196,43,54,9,6,0,1,710,168,213,293,679,35,65,6,851,4,28,27,36,Matches
1781,Victor Mollejo\Victor-Mollejo,es ESP,MFDF,Getafe,es La Liga,19,2001,0.8,34,31,3,0,0,5,0,2,0,0,0,0,21,6,7,22,4,4,3,0,24,0,0,0,2,Matches
1782,Florent Mollet\Florent-Mollet,fr FRA,MF,Montpellier,fr Ligue 1,28,1991,26.2,1267,1145,122,54,2,167,59,45,55,21,31,2,940,101,226,139,1081,25,9,4,1055,3,20,19,34,Matches
1783,Jayson Molumby\Jayson-Molumby,ie IRL,MF,Brighton,eng Premier League,20,1999,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Matches
1784,Alkhaly Momo Cissé\Alkhaly-Momo-Cisse,gn GUI,DFFW,Stuttgart,de Bundesliga,17,2002,0.4,18,17,1,0,0,0,0,0,0,0,0,0,15,2,1,8,9,0,1,0,13,0,1,0,3,Matches
1785,Jon Moncayola\Jon-Moncayola,es ESP,MF,Osasuna,es La Liga,22,1998,29.6,1141,1117,24,16,2,164,59,25,1,0,1,0,736,151,254,103,925,73,6,3,935,0,29,19,18,Matches
1786,Gabriele Moncini\Gabriele-Moncini,it ITA,FW,Benevento,it Serie A,24,1996,4.0,85,80,5,0,0,33,1,0,0,0,0,0,45,20,20,4,51,16,0,4,52,1,1,4,4,Matches
1787,Thomas Monconduit\Thomas-Monconduit,fr FRA,MF,Lorient,fr Ligue 1,29,1991,12.8,679,648,31,24,1,115,31,6,4,1,2,1,495,69,115,114,523,23,0,5,542,1,18,26,19,Matches
1788,Kévin Monnet-Paquet\Kevin-Monnet-Paquet,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,31,1988,6.3,224,211,13,0,0,47,4,12,0,0,0,0,149,44,31,25,166,16,13,0,151,0,3,10,21,Matches
1789,Nacho Monreal\Nacho-Monreal,es ESP,DF,Real Sociedad,es La Liga,34,1986,23.1,1212,986,226,25,1,126,7,39,0,0,0,0,746,257,209,838,91,56,201,2,981,6,8,18,43,Matches
1790,Cristóbal Montiel Rodríguez\Cristobal-Montiel-Rodriguez,es ESP,DFFW,Fiorentina,it Serie A,20,2000,0.0,3,2,1,0,0,1,0,0,1,0,0,0,2,0,1,3,0,0,0,0,2,0,0,0,0,Matches
1791,Lorenzo Montipò\Lorenzo-Montipo,it ITA,GK,Benevento,it Serie A,24,1996,37.0,1236,797,439,167,0,64,42,0,0,0,0,0,493,58,685,105,919,2,0,173,786,5,33,8,3,Matches
1792,Ángel Montoro\Angel-Montoro,es ESP,MF,Granada,es La Liga,32,1988,15.1,745,626,119,72,4,117,65,31,32,10,9,3,405,87,253,71,639,20,3,2,518,9,32,17,26,Matches
1793,Martín Montoya\Martin-Montoya,es ESP,DF,Betis,es La Liga,29,1991,2.7,163,133,30,4,0,14,3,5,0,0,0,0,96,30,37,20,103,8,26,0,125,1,3,4,4,Matches
1794,Emre Mor\Emre-Mor,tr TUR,FWMF,Celta Vigo,es La Liga,23,1997,5.6,124,110,14,4,0,24,2,4,2,2,0,0,89,21,14,104,10,3,2,1,95,0,5,6,2,Matches
1795,Luca Mora\Luca-Mora,it ITA,MF,Spezia,it Serie A,32,1988,1.3,60,58,2,2,0,12,2,1,0,0,0,0,39,13,8,32,22,3,0,0,41,0,1,0,2,Matches
1796,Wesley Moraes\Wesley-Moraes,br BRA,MFFW,Aston Villa,eng Premier League,23,1996,0.2,4,4,0,0,0,1,0,0,0,0,0,0,2,2,0,0,4,0,0,0,4,0,0,0,0,Matches
1797,Álvaro Morata\Alvaro-Morata,es ESP,FW,Juventus,it Serie A,27,1992,22.4,612,579,33,1,5,136,13,28,0,0,0,0,419,122,71,70,478,20,2,19,458,6,4,25,25,Matches
1798,Jan Morávek\Jan-Moravek,cz CZE,MF,Augsburg,de Bundesliga,30,1989,3.0,144,139,5,5,0,36,2,0,0,0,0,0,76,28,40,16,107,16,0,1,98,0,2,5,8,Matches
1799,Jon Morcillo\Jon-Morcillo,es ESP,MFFW,Athletic Club,es La Liga,21,1998,15.1,518,454,64,19,1,110,36,76,39,12,20,1,271,88,159,409,70,19,6,1,319,2,13,16,28,Matches
1800,Jérémy Morel\Jeremy-Morel,mg MAD,DF,Lorient,fr Ligue 1,36,1984,27.7,1266,1162,104,48,0,183,30,2,1,0,1,0,836,182,248,961,156,65,55,8,1072,1,14,25,24,Matches
1801,Alberto Moreno\Alberto-Moreno,es ESP,DF,Villarreal,es La Liga,28,1992,2.1,100,87,13,1,0,15,4,4,0,0,0,0,67,23,10,84,0,4,12,0,84,1,2,4,3,Matches
1802,Álex Moreno\Alex-Moreno,es ESP,DF,Betis,es La Liga,27,1993,19.8,1159,979,180,12,0,119,19,47,1,0,1,0,683,235,241,818,85,70,167,3,907,5,27,18,35,Matches
1803,Gerard Moreno\Gerard-Moreno,es ESP,FWMF,Villarreal,es La Liga,28,1992,29.7,1122,1100,22,1,11,307,41,42,1,0,1,0,729,213,180,790,226,42,5,14,771,12,27,53,57,Matches
1804,Tete Morente\Tete-Morente,es ESP,MFFW,Elche,es La Liga,23,1996,22.4,742,706,36,9,0,138,42,53,20,10,4,0,477,129,136,112,560,41,6,6,557,2,16,8,39,Matches
1805,Mateu Morey\Mateu-Morey,es ESP,DF,Dortmund,de Bundesliga,20,2000,9.2,747,666,81,6,1,52,11,22,0,0,0,0,560,97,90,69,587,11,75,0,629,1,4,25,20,Matches
1806,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,eng Premier League,36,1984,0.2,5,5,0,0,0,0,0,0,0,0,0,0,2,0,3,1,3,1,0,0,5,0,0,0,0,Matches
1807,Raúl Moro\Raul-Moro,es ESP,MF,Lazio,it Serie A,17,2002,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,Matches
1808,Loren Morón\Loren-Moron,es ESP,FWMF,Betis,es La Liga,26,1993,11.0,194,181,13,1,0,61,9,2,0,0,0,0,111,48,35,8,144,11,3,5,136,1,5,3,7,Matches
1809,Pedro Mosquera\Pedro-Mosquera,es ESP,MF,Huesca,es La Liga,32,1988,22.8,1211,1126,85,85,0,216,57,2,0,0,0,0,840,105,266,1005,122,62,0,1,1040,3,13,21,9,Matches
1810,Aimen Moueffek\Aimen-Moueffek,fr FRA,DFMF,Saint-Étienne,fr Ligue 1,19,2001,8.3,373,313,60,6,0,59,6,1,0,0,0,0,238,73,62,45,245,19,54,1,277,1,8,16,16,Matches
1811,Youssoufa Moukoko\Youssoufa-Moukoko,de GER,FWMF,Dortmund,de Bundesliga,15,2004,4.7,78,71,7,0,0,15,0,3,0,0,0,0,61,10,7,57,18,1,0,1,60,0,1,1,3,Matches
1812,Harold Moukoudi\Harold-Moukoudi,cm CMR,DF,Saint-Étienne,fr Ligue 1,22,1997,25.3,1134,1096,38,33,2,104,45,0,0,0,0,0,929,72,133,219,818,63,5,1,1027,0,13,10,12,Matches
1813,Jessy Moulin\Jessy-Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,34,1986,29.0,881,605,276,74,0,55,28,0,0,0,0,0,467,57,357,37,651,0,0,147,634,2,35,5,3,Matches
1814,Steve Mounié\Steve-Mounie,bj BEN,FW,Brest,fr Ligue 1,25,1994,29.8,757,745,12,0,0,335,5,13,0,0,0,0,335,222,200,64,398,87,3,12,460,4,29,27,25,Matches
1815,Mason Mount\Mason-Mount,eng ENG,MFFW,Chelsea,eng Premier League,21,1999,32.1,1881,1685,196,33,8,226,88,65,124,35,62,7,1431,189,261,211,1592,39,14,7,1548,11,17,44,68,Matches
1816,Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,eng Premier League,27,1992,15.7,600,572,28,9,1,123,9,11,10,6,3,0,412,100,88,55,486,29,5,3,448,1,9,24,29,Matches
1817,Lys Mousset\Lys-Mousset,fr FRA,FWMF,Sheffield Utd,eng Premier League,24,1996,3.3,50,39,11,1,0,5,2,0,0,0,0,0,40,7,3,6,41,2,0,1,40,0,1,2,0,Matches
1818,João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,eng Premier League,33,1986,28.1,1817,1612,205,99,4,268,76,43,102,24,42,1,1201,263,353,104,1618,69,3,5,1540,5,23,34,28,Matches
1819,Samuel Moutoussamy\Samuel-Moutoussamy,cd COD,FW,Nantes,fr Ligue 1,23,1996,0.9,30,29,1,0,0,4,0,2,0,0,0,0,27,2,1,27,2,0,0,0,26,0,1,0,0,Matches
1820,Loris Mouyokolo\Loris-Mouyokolo,cg CGO,DF,Lorient,fr Ligue 1,19,2001,0.2,6,6,0,0,0,0,0,0,0,0,0,0,3,0,3,1,4,1,0,0,3,0,1,0,0,Matches
1821,Javi Moyano\Javi-Moyano,es ESP,DF,Valladolid,es La Liga,34,1986,1.1,41,27,14,2,0,6,1,1,0,0,0,0,17,5,19,4,20,2,12,0,28,0,1,0,1,Matches
1822,Nordi Mukiele\Nordi-Mukiele,fr FRA,DF,RB Leipzig,de Bundesliga,22,1997,18.6,1144,968,176,19,0,178,28,40,0,0,0,0,653,239,252,70,820,54,157,1,891,3,19,35,51,Matches
1823,Benoît Mukinayi\Benoit-Mukinayi,fr FRA,DF,Monaco,fr Ligue 1,19,2001,31.9,2389,2343,46,39,2,172,93,1,0,0,0,0,1871,177,341,1869,370,87,7,3,2112,4,38,16,16,Matches
1824,Mert Müldür\Mert-Muldur,tr TUR,DF,Sassuolo,it Serie A,21,1999,18.6,1024,867,157,14,1,96,6,40,0,0,0,0,655,235,134,59,775,34,143,2,817,2,16,21,46,Matches
1825,Florian Müller\Florian-Muller,de GER,GK,Freiburg,de Bundesliga,22,1997,31.0,1338,991,347,75,0,106,21,0,0,0,0,0,656,53,629,897,250,2,0,149,914,2,25,5,5,Matches
1826,Sebastian Müller\Sebastian-Muller,de GER,MFDF,Arminia,de Bundesliga,19,2001,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Matches
1827,Thomas Müller\Thomas-Muller,de GER,MF,Bayern Munich,de Bundesliga,30,1989,29.7,1529,1433,96,10,7,283,35,98,8,3,1,0,956,299,274,242,1104,84,44,15,1133,5,20,58,75,Matches
1828,Joel Mumbongo\Joel-Mumbongo,se SWE,FW,Burnley,eng Premier League,21,1999,0.4,6,6,0,0,0,3,0,0,0,0,0,0,5,1,0,1,5,0,0,0,5,0,0,0,1,Matches
1829,Marshall Munetsi\Marshall-Munetsi,zw ZIM,MFDF,Reims,fr Ligue 1,24,1996,21.4,858,846,12,9,1,91,17,4,0,0,0,0,657,87,114,105,678,39,3,7,726,3,13,13,5,Matches
1830,Iker Muniain\Iker-Muniain,es ESP,MFFW,Athletic Club,es La Liga,27,1992,21.6,1051,929,122,35,5,141,34,34,45,13,16,3,760,154,137,55,932,25,23,7,860,8,12,25,20,Matches
1831,Aihen Muñoz\Aihen-Munoz,es ESP,DF,Real Sociedad,es La Liga,22,1997,13.4,748,564,184,8,0,77,16,50,2,2,0,0,349,161,238,468,56,40,174,1,510,1,23,25,34,Matches
1832,Joaquín Muñoz\Joaquin-Munoz,es ESP,FW,Huesca,es La Liga,21,1999,0.5,19,16,3,0,0,6,0,0,0,0,0,0,10,6,3,3,11,0,3,1,12,1,0,0,3,Matches
1833,Luis Muriel\Luis-Muriel,co COL,FW,Atalanta,it Serie A,29,1991,16.0,724,640,84,13,2,154,33,40,44,20,13,10,483,106,135,108,555,29,6,7,510,2,17,25,31,Matches
1834,Jeison Murillo\Jeison-Murillo,co COL,DF,Celta Vigo,es La Liga,28,1992,30.0,1586,1535,51,47,1,99,65,0,0,0,0,0,1274,114,198,404,1084,58,4,6,1427,1,21,9,8,Matches
1835,Vedat Muriqi\Vedat-Muriqi,xk KVX,FW,Lazio,it Serie A,26,1994,9.2,251,249,2,0,1,92,2,4,0,0,0,0,144,66,41,149,39,15,1,10,177,0,0,8,12,Matches
1836,Jacob Murphy\Jacob-Murphy,eng ENG,DFMF,Newcastle Utd,eng Premier League,25,1995,18.1,608,491,117,15,2,121,11,38,2,0,1,0,309,155,144,73,411,20,99,4,416,3,14,21,28,Matches
1837,Nicola Murru\Nicola-Murru,it ITA,DF,Torino,it Serie A,25,1994,6.3,351,274,77,6,0,31,5,21,1,0,0,0,171,65,115,237,25,14,70,0,237,4,6,13,15,Matches
1838,Petar Musa\Petar-Musa,hr CRO,FW,Union Berlin,de Bundesliga,22,1998,7.9,218,214,4,0,2,84,3,4,0,0,0,0,94,56,68,32,112,25,0,10,123,4,7,16,6,Matches
1839,Mateo Musacchio\Mateo-Musacchio,ar ARG,DF,Lazio,it Serie A,29,1990,2.5,116,109,7,3,0,5,2,0,0,0,0,0,96,10,10,12,97,2,4,0,103,0,1,0,2,Matches
1840,Mateo Musacchio\Mateo-Musacchio,ar ARG,DF,Milan,it Serie A,29,1990,0.4,22,21,1,1,0,2,0,0,0,0,0,0,16,2,4,5,15,1,0,1,21,0,0,0,0,Matches
1841,Yunus Musah\Yunus-Musah,us USA,MF,Valencia,es La Liga,17,2002,17.0,443,433,10,2,0,86,7,18,2,0,1,0,325,72,46,55,342,22,6,4,331,2,13,9,15,Matches
1842,Jamal Musiala\Jamal-Musiala,de GER,FWMF,Bayern Munich,de Bundesliga,17,2003,9.8,435,427,8,3,1,79,6,10,1,0,0,0,360,44,31,47,362,17,3,4,369,1,4,14,9,Matches
1843,Juan Musso\Juan-Musso,ar ARG,GK,Udinese,it Serie A,26,1994,35.0,1024,684,340,87,0,65,13,0,0,0,0,0,538,52,434,68,729,0,0,171,769,3,20,13,1,Matches
1844,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,eng Premier League,28,1992,0.5,48,47,1,0,0,2,3,0,0,0,0,0,37,5,6,1,44,0,1,0,41,0,1,1,0,Matches
1845,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Schalke 04,de Bundesliga,28,1992,11.5,560,521,39,38,0,72,27,0,0,0,0,0,364,59,137,27,470,42,1,1,447,3,15,9,7,Matches
1846,Yoshinori Mutō\Yoshinori-Muto,jp JPN,FWMF,Eibar,es La Liga,28,1992,12.5,241,228,13,1,1,63,1,7,0,0,0,0,139,57,45,48,114,34,4,11,163,1,4,8,15,Matches
1847,Phillipp Mwene\Phillipp-Mwene,at AUT,DF,Mainz 05,de Bundesliga,26,1994,18.6,590,489,101,19,0,92,21,53,16,4,11,0,277,113,200,185,312,21,66,1,375,4,16,22,47,Matches
1848,Joakim Mæhle\Joakim-Maehle,dk DEN,DF,Atalanta,it Serie A,23,1997,13.5,730,599,131,10,0,88,6,36,1,0,1,0,440,189,101,60,527,13,120,4,592,0,9,30,23,Matches
1849,Obite N'Dicka\Obite-NDicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,20,1999,22.7,1331,1248,83,24,0,158,18,11,0,0,0,0,1016,143,172,1037,139,57,59,4,1139,1,21,25,24,Matches
1850,Kévin N'Doram\Kevin-NDoram,fr FRA,MF,Metz,fr Ligue 1,24,1996,3.4,129,122,7,7,0,17,7,0,0,0,0,0,107,5,17,12,116,1,0,0,112,0,0,6,2,Matches
1851,Stanley N'Soki\Stanley-NSoki,fr FRA,DF,Nice,fr Ligue 1,21,1999,13.8,1027,978,49,20,0,73,12,7,0,0,0,0,826,109,92,693,246,40,29,0,891,2,15,25,15,Matches
1852,Nacho\Nacho,es ESP,DF,Real Madrid,es La Liga,30,1990,22.2,1239,1171,68,31,0,116,35,12,0,0,0,0,968,137,134,232,916,39,37,3,1124,2,16,9,17,Matches
1853,Nacho\Nacho,es ESP,DF,Valladolid,es La Liga,31,1989,20.1,1053,835,218,32,0,127,35,43,2,0,0,0,494,218,341,691,134,32,184,4,760,6,20,30,48,Matches
1854,Yuto Nagatomo\Yuto-Nagatomo,jp JPN,DF,Marseille,fr Ligue 1,33,1986,17.7,802,629,173,8,0,101,7,25,0,0,0,0,460,189,153,198,395,29,165,1,649,1,16,10,20,Matches
1855,Kenny Nagera\Kenny-Nagera,fr FRA,FW,Paris S-G,fr Ligue 1,18,2002,0.0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,3,0,0,0,0,Matches
1856,Radja Nainggolan\Radja-Nainggolan,be BEL,MF,Cagliari,it Serie A,32,1988,20.5,837,809,28,9,2,119,53,51,4,2,1,1,503,153,181,92,692,30,9,2,636,7,22,24,32,Matches
1857,Radja Nainggolan\Radja-Nainggolan,be BEL,MF,Inter,it Serie A,32,1988,0.5,38,37,1,1,0,5,1,0,0,0,0,0,27,5,6,1,34,2,0,1,33,0,1,2,1,Matches
1858,Marvelous Nakamba\Marvelous-Nakamba,zw ZIM,MF,Aston Villa,eng Premier League,26,1994,8.3,273,269,4,4,0,56,4,1,0,0,0,0,217,24,32,229,32,9,0,1,234,0,3,3,1,Matches
1859,Nahitan Nández\Nahitan-Nandez,uy URU,MFDF,Cagliari,it Serie A,24,1995,30.4,1235,1093,142,11,1,189,26,86,4,1,2,0,751,182,302,62,962,42,126,11,932,4,21,37,48,Matches
1860,Nano\Nano,es ESP,FWMF,Cádiz,es La Liga,25,1995,0.1,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0,1,2,0,0,0,1,0,0,0,0,Matches
1861,Paul Nardi\Paul-Nardi,fr FRA,GK,Lorient,fr Ligue 1,26,1994,23.0,639,377,262,65,0,47,11,0,0,0,0,0,265,17,357,28,481,0,0,108,392,3,30,3,0,Matches
1862,Matija Nastasić\Matija-Nastasic,rs SRB,DF,Schalke 04,de Bundesliga,27,1993,13.6,679,648,31,29,0,49,28,0,0,0,0,0,524,41,114,510,127,23,2,2,594,1,9,5,0,Matches
1863,Roberto Navarro\Roberto-Navarro,es ESP,MF,Real Sociedad,es La Liga,18,2002,0.4,22,19,3,1,0,5,1,0,2,0,0,2,16,3,3,3,18,1,0,0,17,0,1,0,1,Matches
1864,Ximo Navarro\Ximo-Navarro,es ESP,DF,Alavés,es La Liga,30,1990,26.4,1056,777,279,35,0,118,31,26,0,0,0,0,537,198,321,108,637,52,244,3,810,1,26,22,32,Matches
1865,Jesús Navas\Jesus-Navas,es ESP,DF,Sevilla,es La Liga,34,1985,31.4,2102,1785,317,29,1,210,61,130,2,0,0,0,1182,447,473,141,1593,65,286,4,1676,9,35,39,83,Matches
1866,Keylor Navas\Keylor-Navas,cr CRC,GK,Paris S-G,fr Ligue 1,33,1986,28.0,745,540,205,33,0,35,14,0,0,0,0,0,529,42,174,97,512,0,0,114,650,0,15,3,0,Matches
1867,Raúl Navas\Raul-Navas,es ESP,DF,Osasuna,es La Liga,32,1988,1.9,58,55,3,3,0,8,3,0,0,0,0,0,31,4,23,11,42,2,0,2,45,0,0,2,0,Matches
1868,Papa Ndiaga Yade\Papa-Ndiaga-Yade,sn SEN,FWMF,Metz,fr Ligue 1,20,2000,11.1,286,274,12,0,2,73,13,22,3,0,2,0,189,43,54,226,26,10,8,4,197,1,8,13,13,Matches
1869,Iliman Ndiaye\Iliman-Ndiaye,fr FRA,MF,Sheffield Utd,eng Premier League,21,1999,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,Matches
1870,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MFDF,Leicester City,eng Premier League,23,1996,24.2,1363,1346,17,16,3,171,28,3,0,0,0,0,1065,133,165,172,1091,66,1,3,1201,3,14,29,15,Matches
1871,Bridge Ndilu\Bridge-Ndilu,fr FRA,FWMF,Nantes,fr Ligue 1,20,2000,0.5,21,21,0,0,0,2,1,1,0,0,0,0,15,4,2,4,16,0,0,0,13,0,2,1,1,Matches
1872,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Tottenham,eng Premier League,23,1996,23.2,1165,1128,37,17,8,165,16,8,0,0,0,0,970,116,79,100,1005,37,4,7,994,3,7,31,24,Matches
1873,Dan Ndoye\Dan-Ndoye,ch SUI,FWMF,Nice,fr Ligue 1,19,2000,6.1,178,169,9,1,0,42,1,14,0,0,0,0,139,26,13,26,138,3,5,2,131,1,1,9,13,Matches
1874,Paul Nebel\Paul-Nebel,de GER,MF,Mainz 05,de Bundesliga,17,2002,0.6,28,27,1,0,0,5,3,0,0,0,0,0,23,3,2,1,27,0,0,0,22,0,1,1,1,Matches
1875,Álvaro Negredo\Alvaro-Negredo,es ESP,FW,Cádiz,es La Liga,34,1985,24.4,572,515,57,1,7,201,22,12,0,0,0,0,216,184,172,299,66,68,4,26,332,3,16,16,21,Matches
1876,Reiss Nelson\Reiss-Nelson,eng ENG,FW,Arsenal,eng Premier League,20,1999,0.8,30,23,7,2,0,5,1,4,4,1,3,0,13,7,10,4,25,0,1,0,17,0,0,0,3,Matches
1877,Ilija Nestorovski\Ilija-Nestorovski,mk MKD,FW,Udinese,it Serie A,30,1990,7.8,197,185,12,0,0,54,4,4,0,0,0,0,124,41,32,127,44,12,3,1,148,0,4,3,4,Matches
1878,Neto\Neto,br BRA,GK,Barcelona,es La Liga,31,1989,7.0,239,182,57,4,0,35,1,0,0,0,0,0,173,11,55,30,173,0,0,36,210,1,2,0,1,Matches
1879,Pedro Neto\Pedro-Neto,pt POR,FWMF,Wolves,eng Premier League,20,2000,28.3,1212,1064,148,39,4,190,57,127,78,30,16,4,826,164,222,961,191,26,3,16,955,0,24,11,43,Matches
1880,Luca Netz\Luca-Netz,de GER,DF,Hertha BSC,de Bundesliga,17,2003,3.4,169,142,27,1,0,19,3,10,1,0,0,0,100,38,31,119,17,3,25,1,131,2,5,3,5,Matches
1881,Manuel Neuer\Manuel-Neuer,de GER,GK,Bayern Munich,de Bundesliga,34,1986,33.0,1316,1051,265,77,1,74,53,0,0,0,0,0,833,133,350,246,839,15,2,190,1136,3,20,12,3,Matches
1882,Florian Neuhaus\Florian-Neuhaus,de GER,MF,M'Gladbach,de Bundesliga,23,1997,29.1,1767,1713,54,42,8,323,72,6,9,3,5,0,1367,175,225,285,1436,26,3,3,1477,11,18,46,30,Matches
1883,Carlos Neva\Carlos-Neva,es ESP,DF,Granada,es La Liga,24,1996,20.0,621,411,210,7,0,61,11,32,1,1,0,0,259,181,181,346,39,28,202,2,442,0,18,8,39,Matches
1884,Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,eng Premier League,23,1997,29.7,1937,1880,57,53,6,244,127,17,0,0,0,0,1299,295,343,142,1697,62,3,8,1633,2,32,45,29,Matches
1885,Neymar\Neymar,br BRA,MFFW,Paris S-G,fr Ligue 1,28,1992,15.7,998,899,99,34,13,163,32,29,50,20,8,4,733,112,153,161,804,12,15,5,776,8,19,47,20,Matches
1886,Yvan Neyou\Yvan-Neyou,cm CMR,MF,Saint-Étienne,fr Ligue 1,23,1997,27.1,1300,1274,26,25,3,189,40,8,0,0,0,0,1018,106,176,155,1062,58,1,3,1131,2,20,27,12,Matches
1887,Jessic Ngankam\Jessic-Ngankam,de GER,FW,Hertha BSC,de Bundesliga,20,2000,3.3,53,49,4,0,0,17,0,1,0,0,0,0,42,5,6,5,45,2,1,0,40,1,1,3,2,Matches
1888,Muzinga Ngonda\Muzinga-Ngonda,cd COD,DF,Dijon,fr Ligue 1,25,1994,25.6,1671,1379,292,27,0,216,24,40,2,0,1,1,966,334,371,1240,75,70,263,2,1217,6,36,55,79,Matches
1889,Ahmad Ngouyamsa\Ahmad-Ngouyamsa,cm CMR,DF,Dijon,fr Ligue 1,19,2000,1.7,93,70,23,1,0,12,4,3,0,0,0,0,57,7,29,11,55,3,22,0,66,0,1,2,1,Matches
1890,Opa Nguette\Opa-Nguette,sn SEN,FWMF,Metz,fr Ligue 1,26,1994,12.6,280,272,8,1,0,79,4,10,0,0,0,0,205,36,39,21,212,23,0,0,204,2,6,9,9,Matches
1891,Moussa Niakhate\Moussa-Niakhate,fr FRA,DF,Mainz 05,de Bundesliga,24,1996,31.8,1527,1291,236,45,3,207,37,26,0,0,0,0,901,185,441,1106,165,30,191,1,1131,2,32,28,48,Matches
1892,Ibrahima Niane\Ibrahima-Niane,sn SEN,FW,Metz,fr Ligue 1,21,1999,7.4,153,142,11,0,0,50,2,1,0,0,0,0,83,31,39,13,104,11,0,1,112,1,2,3,5,Matches
1893,M'Baye Niang\MBaye-Niang,sn SEN,FW,Rennes,fr Ligue 1,25,1994,4.7,84,77,7,0,0,24,0,1,0,0,0,0,54,21,9,15,57,2,1,0,57,0,2,2,6,Matches
1894,Mamor Niang\Mamor-Niang,sn SEN,FWMF,Getafe,es La Liga,18,2002,0.2,5,3,2,0,0,0,0,0,0,0,0,0,4,0,1,2,2,0,0,1,4,0,0,0,0,Matches
1895,Florian Niederlechner\Florian-Niederlechner,de GER,FW,Augsburg,de Bundesliga,29,1990,19.3,325,290,35,0,2,83,10,9,0,0,0,0,192,78,55,52,206,35,0,11,229,0,5,10,16,Matches
1896,Nieto\Nieto,es ESP,FWMF,Cádiz,es La Liga,22,1998,0.2,6,6,0,0,0,0,0,0,0,0,0,0,5,0,1,0,6,0,0,0,5,0,0,0,1,Matches
1897,Saúl Ñíguez\Saul-Niguez,es ESP,MFDF,Atlético Madrid,es La Liga,25,1994,22.6,1189,1145,44,10,0,177,14,26,1,1,0,0,834,195,160,811,207,78,32,11,995,6,18,30,20,Matches
1898,Joakim Nilsson\Joakim-Nilsson,se SWE,DF,Arminia,de Bundesliga,26,1994,24.0,1058,1017,41,36,0,113,36,2,0,0,0,0,774,79,205,821,122,63,5,3,892,3,20,10,12,Matches
