,,,,,,,,,,Pass Types,,,,,,,,Corner Kicks,,,Outcomes,,,
1224,Fer López,es ESP,MFFW,Wolves,eng Premier League,21-162,2004,1.3,70,63,7,1,3,0,3,1,2,1,0,0,53,0,1,Matches
1225,Fermin López,es ESP,MFFW,Barcelona,es La Liga,22-175,2003,3.7,163,159,1,0,2,0,7,1,0,0,0,0,129,3,3,Matches
1226,Javi López,es ESP,DF,Oviedo,es La Liga,23-222,2002,1.5,56,44,11,0,0,1,4,11,0,0,0,0,42,1,1,Matches
1227,Julien López,dz ALG,FWMF,Paris FC,fr Ligue 1,33-246,1992,0.3,8,8,0,0,0,0,1,0,0,0,0,0,5,0,0,Matches
1228,Maxime Lopez,fr FRA,MF,Paris FC,fr Ligue 1,27-333,1997,11.0,958,907,48,27,2,4,41,5,16,11,3,0,842,3,11,Matches
1229,Pau López,es ESP,GK,Betis,es La Liga,30-324,1994,7.0,221,149,69,20,0,1,0,0,0,0,0,0,165,3,0,Matches
1230,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,30-003,1995,6.3,418,383,33,18,0,2,20,1,14,3,8,1,358,2,10,Matches
1231,Dachi Lordkipanidze,ge GEO,MF,Cremonese,it Serie A,20-239,2005,0.3,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
1232,Lorran,br BRA,MF,Pisa,it Serie A,19-121,2006,0.1,9,8,1,0,0,0,0,0,0,0,0,0,7,0,0,Matches
1233,Iker Losada,es ESP,MFFW,Levante,es La Liga,24-093,2001,0.4,19,18,1,0,0,0,0,0,0,0,0,0,12,0,0,Matches
1234,Tom Louchet,fr FRA,DFMF,Nice,fr Ligue 1,22-182,2003,5.3,195,167,27,9,1,0,18,10,5,4,1,0,140,1,4,Matches
1235,Marius Louer,fr FRA,DF,Angers,fr Ligue 1,18-236,2007,0.1,13,11,2,1,0,0,2,1,0,0,0,0,11,0,0,Matches
1236,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,27-219,1998,1.2,70,62,8,1,1,0,9,1,6,2,3,0,55,0,1,Matches
1237,Pol Lozano,es ESP,MF,Espanyol,es La Liga,26-027,1999,8.5,327,311,15,10,2,2,7,5,0,0,0,0,277,1,5,Matches
1238,Sergio Lozano,es ESP,MF,Levante,es La Liga,26-223,1999,0.1,7,6,1,1,0,0,0,0,0,0,0,0,7,0,0,Matches
1239,Lorenzo Lucca,it ITA,FW,Napoli,it Serie A,25-053,2000,3.9,56,51,5,0,0,0,0,1,0,0,0,0,47,0,0,Matches
1240,Jhon Lucumí,co COL,DF,Bologna,it Serie A,27-129,1998,6.6,452,426,26,20,0,4,0,1,0,0,0,0,402,0,3,Matches
1241,Oier Luengo,es ESP,DF,Oviedo,es La Liga,27-356,1997,1.5,50,48,2,1,0,1,0,1,0,0,0,0,42,0,2,Matches
1242,Florentino Luís,pt POR,MF,Burnley,eng Premier League,26-075,1999,6.3,247,244,2,1,0,4,2,0,0,0,0,0,217,1,4,Matches
1243,José Luis Gayà,es ESP,DF,Valencia,es La Liga,30-161,1995,7.4,317,272,45,5,2,1,19,40,0,0,0,0,242,0,3,Matches
1244,José Luis Morales,es ESP,MFFW,Levante,es La Liga,38-102,1987,2.4,75,73,2,0,0,0,4,1,0,0,0,0,55,0,4,Matches
1245,Douglas Luiz,br BRA,MF,Nott'ham Forest,eng Premier League,27-177,1998,2.1,119,102,17,9,0,0,8,0,6,4,1,0,101,0,2,Matches
1246,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,22-320,2002,9.0,583,529,54,21,1,4,2,0,0,0,0,0,515,0,3,Matches
1247,Dodi Lukebakio,be BEL,FWMF,Sevilla,es La Liga,28-039,1997,2.0,84,76,7,4,1,0,10,1,2,2,0,0,68,1,2,Matches
1248,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,29-081,1996,7.0,271,219,51,12,1,1,33,0,23,16,6,0,222,1,5,Matches
1249,Kristoffer Lund,us USA,DF,Köln,de Bundesliga,23-172,2002,5.3,215,171,44,6,0,1,8,38,0,0,0,0,157,0,4,Matches
1250,Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,29-057,1996,6.0,237,200,37,11,0,0,0,0,0,0,0,0,212,0,1,Matches
1251,Mateus Lusuardi,br BRA,DF,Pisa,it Serie A,21-298,2004,2.2,80,74,6,0,0,0,1,0,0,0,0,0,65,0,0,Matches
1252,Zito Luvumbo,ao ANG,MFFW,Cagliari,it Serie A,23-238,2002,1.7,29,27,2,0,0,0,2,1,0,0,0,0,22,0,2,Matches
1253,Charalampos Lykogiannis,gr GRE,DF,Bologna,it Serie A,32-011,1993,3.9,249,178,69,14,0,4,29,43,12,1,9,0,180,2,3,Matches
1254,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,26-256,1999,7.8,370,353,15,14,0,3,1,1,0,0,0,0,318,2,5,Matches
1255,Mathias Løvik,no NOR,DF,Parma,it Serie A,21-331,2003,3.4,108,91,17,0,0,0,8,17,0,0,0,0,82,0,1,Matches
1256,Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,23-237,2002,2.0,159,138,21,1,0,0,16,16,4,1,3,0,130,0,4,Matches
1257,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,26-313,1998,6.3,324,310,13,5,1,1,5,0,1,1,0,0,276,1,5,Matches
1258,Deiver Machado,co COL,DF,Lens,fr Ligue 1,32-061,1993,3.0,121,95,26,2,0,1,5,24,0,0,0,0,100,0,1,Matches
1259,Koki Machida,jp JPN,DF,Hoffenheim,de Bundesliga,28-069,1997,0.5,36,36,0,0,0,0,0,0,0,0,0,0,32,0,0,Matches
1260,Lanroy Machine,fr FRA,FWMF,Angers,fr Ligue 1,20-020,2005,2.0,40,39,0,0,1,0,2,0,0,0,0,0,30,1,2,Matches
1261,Shuto Machino,jp JPN,FWMF,Gladbach,de Bundesliga,26-033,1999,4.3,92,76,16,0,0,0,1,11,0,0,0,0,61,0,6,Matches
1262,Brian Madjo,lu LUX,FW,Metz,fr Ligue 1,16-294,2009,1.7,15,14,1,0,0,0,0,0,0,0,0,0,8,0,3,Matches
1263,Noni Madueke,eng ENG,FW,Arsenal,eng Premier League,23-237,2002,3.4,122,110,11,0,0,0,26,1,10,10,0,0,73,1,6,Matches
1264,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,28-113,1997,5.3,236,191,45,2,0,0,17,43,0,0,0,0,174,0,9,Matches
1265,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,27-318,1997,10.0,637,606,29,11,2,2,0,1,0,0,0,0,574,2,4,Matches
1266,Soungoutou Magassa,fr FRA,MF,West Ham,eng Premier League,22-025,2003,1.9,76,75,1,0,0,1,1,1,0,0,0,0,63,0,4,Matches
1267,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,27-156,1998,8.6,330,318,11,6,0,1,1,3,0,0,0,0,277,1,8,Matches
1268,Frank Magri,cm CMR,FWMF,Toulouse,fr Ligue 1,26-059,1999,8.6,142,134,7,0,1,0,9,0,0,0,0,0,104,1,8,Matches
1269,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,32-242,1993,3.0,131,129,2,1,0,0,0,0,0,0,0,0,105,0,1,Matches
1270,Arne Maier,de GER,DF,Augsburg,de Bundesliga,26-298,1999,0.0,8,6,2,0,0,0,1,2,0,0,0,0,5,0,0,Matches
1271,Mike Maignan,fr FRA,GK,Milan,it Serie A,30-122,1995,7.6,286,243,42,13,0,0,0,0,0,0,0,0,225,1,0,Matches
1272,Linton Maina,de GER,DFMF,Köln,de Bundesliga,26-132,1999,1.5,51,50,1,0,0,0,4,1,0,0,0,0,43,0,2,Matches
1273,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,30-361,1994,9.0,353,339,13,9,0,0,0,4,0,0,0,0,313,1,4,Matches
1274,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,20-197,2005,1.6,81,76,5,4,1,0,2,0,1,0,0,0,70,0,2,Matches
1275,Ainsley Maitland-Niles,eng ENG,DF,Lyon,fr Ligue 1,28-065,1997,10.0,494,425,67,11,0,1,20,56,0,0,0,0,415,2,7,Matches
1276,Radosław Majecki,pl POL,GK,Brest,fr Ligue 1,25-351,1999,7.6,261,176,84,36,0,2,0,0,0,0,0,0,170,1,0,Matches
1277,Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,27-289,1998,3.5,127,124,3,1,2,0,7,0,2,1,1,0,100,0,5,Matches
1278,Hamidou Makalou,ml MLI,MFFW,Brest,fr Ligue 1,19-110,2006,1.5,57,52,5,0,1,0,5,0,5,3,2,0,38,0,3,Matches
1279,Jean-Victor Makengo,fr FRA,MF,Lorient,fr Ligue 1,27-143,1998,3.8,129,128,1,1,0,0,4,0,0,0,0,0,103,0,4,Matches
1280,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,24-091,2001,5.9,271,248,23,6,0,0,17,17,0,0,0,0,212,0,4,Matches
1281,Andrija Maksimović,rs SRB,MFFW,RB Leipzig,de Bundesliga,18-150,2007,0.3,13,13,0,0,0,1,0,0,0,0,0,0,13,0,0,Matches
1282,Said El Mala,de GER,FWMF,Köln,de Bundesliga,19-068,2006,3.6,82,74,7,0,0,0,6,6,0,0,0,0,49,1,9,Matches
1283,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,24-155,2001,1.0,35,28,7,1,0,0,1,6,0,0,0,0,24,0,2,Matches
1284,Daniel Maldini,it ITA,MF,Atalanta,it Serie A,24-022,2001,2.0,63,58,4,2,0,1,4,0,1,1,0,0,43,1,1,Matches
1285,Youssef Maleh,ma MAR,MF,Lecce,it Serie A,27-072,1998,0.3,20,18,1,0,0,0,2,1,0,0,0,0,16,1,1,Matches
1286,Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,26-297,1999,3.7,61,52,7,0,0,0,3,0,3,0,0,0,46,2,2,Matches
1287,Ruslan Malinovskyi,ua UKR,MF,Genoa,it Serie A,32-182,1993,6.1,296,266,29,8,1,8,12,3,8,3,5,0,236,1,4,Matches
1288,Lennard Maloney,us USA,DFMF,Mainz 05,de Bundesliga,26-025,1999,1.5,54,53,1,0,0,0,2,0,0,0,0,0,40,0,1,Matches
1289,Pape Mamadou Sy,sn SEN,GK,Metz,fr Ligue 1,28-184,1997,0.8,29,18,11,3,0,0,0,0,0,0,0,0,14,0,0,Matches
1290,Giorgi Mamardashvili,ge GEO,GK,Liverpool,eng Premier League,25-034,2000,4.0,166,141,25,6,0,0,0,0,0,0,0,0,129,0,0,Matches
1291,Felix Mambimbi,ch SUI,MFFW,Le Havre,fr Ligue 1,24-288,2001,1.4,26,24,0,0,0,0,0,0,0,0,0,0,15,2,1,Matches
1292,Gianluca Mancini,it ITA,DF,Roma,it Serie A,29-199,1996,8.9,444,406,37,29,1,2,4,7,0,0,0,0,384,1,3,Matches
1293,Reinildo Mandava,mz MOZ,DF,Sunderland,eng Premier League,31-285,1994,5.4,255,224,30,0,0,0,6,30,0,0,0,0,210,1,4,Matches
1294,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,34-011,1991,6.8,463,405,56,19,1,2,7,18,0,0,0,0,412,2,4,Matches
1295,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,28-126,1997,7.1,276,231,43,17,2,1,18,0,16,5,8,0,204,2,2,Matches
1296,Filippo Mane,it ITA,DF,Dortmund,de Bundesliga,20-239,2005,0.9,67,63,4,3,0,1,0,1,0,0,0,0,61,0,2,Matches
1297,Johan Manzambi,ch SUI,MF,Freiburg,de Bundesliga,20-019,2005,6.0,256,245,8,4,3,0,7,0,0,0,0,0,217,3,7,Matches
1298,Sekou Mara,fr FRA,FW,Auxerre,fr Ligue 1,23-095,2002,4.2,74,66,8,1,0,0,0,0,0,0,0,0,55,0,4,Matches
1299,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,23-008,2002,2.0,67,65,2,2,0,0,0,0,0,0,0,0,56,0,0,Matches
1300,Marcão,br BRA,DF,Sevilla,es La Liga,29-150,1996,7.2,310,300,7,5,0,2,1,0,0,0,0,0,270,3,1,Matches
1301,Vincent Marchetti,fr FRA,MF,Paris FC,fr Ligue 1,28-121,1997,3.6,145,141,3,2,0,0,0,1,0,0,0,0,126,1,0,Matches
1302,Pablo Marí,es ESP,DF,Fiorentina,it Serie A,32-063,1993,5.1,242,211,30,10,0,0,0,3,0,0,0,0,219,1,1,Matches
1303,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,30-286,1995,3.0,163,155,8,8,0,0,0,0,0,0,0,0,146,0,2,Matches
1304,Mariano,do DOM,FW,Alavés,es La Liga,32-093,1993,2.5,38,37,1,0,0,0,2,1,0,0,0,0,23,0,0,Matches
1305,Luca Marianucci,it ITA,DF,Napoli,it Serie A,21-102,2004,1.0,102,100,2,2,0,0,0,0,0,0,0,0,100,0,0,Matches
1306,Rafa Marín ,es ESP,DF,Villarreal,es La Liga,23-167,2002,8.0,428,406,22,11,0,3,0,3,0,0,0,0,391,0,1,Matches
1307,Marius Marin,ro ROU,MF,Pisa,it Serie A,27-064,1998,5.8,155,147,7,6,1,2,7,0,0,0,0,0,107,1,4,Matches
1308,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,22-122,2003,5.8,171,161,10,0,2,0,5,6,0,0,0,0,135,0,5,Matches
1309,João Mário Lopes,pt POR,DF,Juventus,it Serie A,25-303,2000,2.7,131,107,23,3,0,1,5,20,0,0,0,0,100,1,7,Matches
1310,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,31-180,1994,7.5,277,250,26,9,0,0,0,2,0,0,0,0,237,1,4,Matches
1311,Omar Marmoush,eg EGY,FWMF,Manchester City,eng Premier League,26-268,1999,1.7,50,49,1,1,2,0,2,0,0,0,0,0,40,0,5,Matches
1312,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,31-172,1994,3.3,315,302,13,5,0,1,1,8,0,0,0,0,300,0,0,Matches
1313,Callum Marshall,nir NIR,FW,West Ham,eng Premier League,20-339,2004,0.7,4,3,1,0,0,0,0,0,0,0,0,0,2,0,1,Matches
1314,Eric Martel,de GER,MFDF,Köln,de Bundesliga,23-187,2002,7.6,334,320,14,11,1,0,1,3,0,0,0,0,279,0,6,Matches
1315,Aarón Martín,es ESP,DF,Genoa,it Serie A,28-194,1997,5.6,319,224,94,16,2,1,35,60,18,11,5,0,225,1,8,Matches
1316,Gerard Martín,es ESP,DF,Barcelona,es La Liga,23-305,2002,4.2,316,279,36,2,0,1,7,34,0,0,0,0,269,1,5,Matches
1317,Iván Martín,es ESP,MF,Girona,es La Liga,26-261,1999,7.8,379,374,5,4,2,2,3,1,0,0,0,0,324,0,5,Matches
1318,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,19-193,2006,3.0,160,155,4,4,0,1,0,0,0,0,0,0,139,1,1,Matches
1319,Mario Martín,es ESP,MFFW,Getafe,es La Liga,21-242,2004,7.4,180,173,2,2,0,2,3,0,0,0,0,0,134,5,7,Matches
1320,Gabriel Martinelli,br BRA,FWMF,Arsenal,eng Premier League,24-137,2001,2.4,39,35,3,2,0,1,6,0,1,1,0,0,23,1,3,Matches
1321,Arnau Martinez,es ESP,DFMF,Girona,es La Liga,22-191,2003,6.6,365,314,48,12,0,0,13,36,0,0,0,0,298,3,7,Matches
1322,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,33-061,1992,8.0,335,284,50,22,1,0,0,0,0,0,0,0,263,1,1,Matches
1323,Josep Martinez,es ESP,GK,Inter,it Serie A,27-159,1998,2.0,71,56,14,5,0,0,0,0,0,0,0,0,55,1,0,Matches
1324,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,28-072,1997,7.3,172,160,11,1,1,2,6,2,0,0,0,0,129,1,3,Matches
1325,Pablo Martínez,es ESP,MF,Levante,es La Liga,27-253,1998,5.8,199,180,18,11,2,4,15,0,7,4,1,0,143,1,3,Matches
1326,Ramón Martínez,es ESP,DF,Sevilla,es La Liga,23-011,2002,1.1,64,62,2,2,0,1,0,0,0,0,0,0,57,0,0,Matches
1327,Toni Martínez,es ESP,FW,Alavés,es La Liga,28-125,1997,7.2,141,136,5,0,0,1,3,1,0,0,0,0,73,0,2,Matches
1328,Adam Marušić,me MNE,DF,Lazio,it Serie A,33-016,1992,6.6,387,323,64,11,0,1,3,53,0,0,0,0,340,0,6,Matches
1329,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,32-273,1993,1.8,68,68,0,0,0,1,0,0,0,0,0,0,60,0,2,Matches
1330,Adam Masina,ma MAR,DF,Torino,it Serie A,31-304,1994,1.2,58,49,9,4,0,0,0,0,0,0,0,0,51,0,0,Matches
1331,Patrizio Masini,it ITA,MF,Genoa,it Serie A,24-279,2001,8.8,356,339,17,12,0,2,9,4,0,0,0,0,265,0,13,Matches
1332,Han-Noah Massengo,fr FRA,MF,Augsburg,de Bundesliga,24-118,2001,8.5,388,373,12,6,0,1,7,4,0,0,0,0,329,3,5,Matches
1333,Franco Mastantuono,ar ARG,FWDF,Real Madrid,es La Liga,18-080,2007,6.1,305,280,25,7,5,3,23,2,16,7,4,0,262,0,6,Matches
1334,Arthur Masuaku,cd COD,DFMF,Sunderland,eng Premier League,31-360,1993,1.4,62,55,7,1,0,2,8,6,0,0,0,0,45,0,2,Matches
1335,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,32-360,1992,9.8,645,599,46,16,2,4,5,7,0,0,0,0,580,0,3,Matches
1336,Igor Matanovic,hr CRO,FW,Freiburg,de Bundesliga,22-216,2003,1.8,36,36,0,0,0,0,0,0,0,0,0,0,21,0,1,Matches
1337,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,23-049,2002,5.4,203,195,8,2,1,1,2,1,0,0,0,0,162,0,5,Matches
1338,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,28-127,1997,9.7,130,120,8,0,3,0,3,0,0,0,0,0,81,2,11,Matches
1339,Nemanja Matić,rs SRB,MF,Sassuolo,it Serie A,37-093,1988,7.9,416,388,25,23,2,3,3,2,0,0,0,0,334,3,6,Matches
1340,Rudy Matondo,fr FRA,MF,Auxerre,fr Ligue 1,17-234,2008,1.2,72,70,2,0,0,0,0,2,0,0,0,0,65,0,2,Matches
1341,Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,23-171,2002,9.0,465,439,23,8,0,0,4,15,0,0,0,0,396,3,3,Matches
1342,Jean Mattéo Bahoya,fr FRA,FW,Eint Frankfurt,de Bundesliga,20-179,2005,4.4,144,139,5,0,0,2,17,4,0,0,0,0,108,0,4,Matches
1343,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,27-326,1997,5.5,253,246,7,7,0,5,0,0,0,0,0,0,221,0,0,Matches
1344,Christian Mawissa,fr FRA,DF,Monaco,fr Ligue 1,20-198,2005,5.8,428,404,24,10,0,1,1,2,0,0,0,0,399,0,5,Matches
1345,Eliezer Mayenda,es ESP,FW,Sunderland,eng Premier League,20-178,2005,2.9,17,17,0,0,0,0,0,0,0,0,0,0,12,0,1,Matches
1346,Borja Mayoral,es ESP,FW,Getafe,es La Liga,28-211,1997,6.2,136,131,4,0,3,2,3,0,0,0,0,0,102,1,6,Matches
1347,Senny Mayulu,fr FRA,MFFW,Paris S-G,fr Ligue 1,19-169,2006,5.5,263,249,14,4,1,1,14,6,4,2,0,0,225,0,9,Matches
1348,Ibrahim Maza,dz ALG,MFDF,Leverkusen,de Bundesliga,19-343,2005,3.4,139,129,10,4,1,1,5,1,2,1,1,0,118,0,3,Matches
1349,Noussair Mazraoui,ma MAR,DF,Manchester Utd,eng Premier League,27-353,1997,1.6,109,92,17,0,0,0,5,17,0,0,0,0,85,0,4,Matches
1350,Luca Mazzitelli,it ITA,MF,Cagliari,it Serie A,29-352,1995,0.5,32,29,3,3,0,0,1,0,0,0,0,0,26,0,1,Matches
1351,Samuel Mbangula,be BEL,FW,Werder Bremen,de Bundesliga,21-290,2004,6.2,217,211,5,2,2,2,2,3,0,0,0,0,179,1,8,Matches
1352,Ethan Mbappé,fr FRA,FW,Lille,fr Ligue 1,18-308,2006,0.4,28,23,5,2,0,1,2,0,3,1,0,0,23,0,0,Matches
1353,Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,26-317,1998,10.6,434,407,25,1,1,3,7,1,3,1,0,0,386,2,8,Matches
1354,Ibrahim Mbaye,fr FRA,FW,Paris S-G,fr Ligue 1,17-282,2008,4.8,284,281,3,0,0,0,8,1,0,0,0,0,242,0,3,Matches
1355,Chancel Mbemba,cd COD,DF,Lille,fr Ligue 1,31-086,1994,3.5,219,214,5,2,0,0,0,0,0,0,0,0,203,0,2,Matches
1356,Bryan Mbeumo,cm CMR,MF,Manchester Utd,eng Premier League,26-087,1999,9.6,344,288,54,9,8,3,47,3,18,15,0,1,256,2,12,Matches
1357,Michel Mboula,ga GAB,DF,Metz,fr Ligue 1,22-186,2003,1.9,96,89,6,4,0,2,1,2,0,0,0,0,79,1,3,Matches
1358,Pathé Mboup,sn SEN,FW,Brest,fr Ligue 1,22-068,2003,3.3,58,58,0,0,1,1,2,0,0,0,0,0,37,0,2,Matches
1359,Moustapha Mbow,sn SEN,DF,Paris FC,fr Ligue 1,25-239,2000,10.0,589,569,19,15,1,14,1,3,0,0,0,0,543,1,1,Matches
1360,James Mcatee,eng ENG,MFFW,Nott'ham Forest,eng Premier League,23-015,2002,1.4,62,59,3,0,0,0,4,0,1,1,0,0,55,0,2,Matches
1361,John McGinn,sct SCO,FWMF,Aston Villa,eng Premier League,31-015,1994,8.5,308,290,16,5,3,1,29,1,10,7,0,0,237,2,3,Matches
1362,Weston McKennie,us USA,MFDF,Juventus,it Serie A,27-066,1998,5.2,222,201,20,2,0,1,7,18,0,0,0,0,176,1,3,Matches
1363,Mark McKenzie,us USA,DF,Toulouse,fr Ligue 1,26-250,1999,9.3,440,372,67,11,2,1,1,54,0,0,0,0,360,1,2,Matches
1364,Dwight McNeil,eng ENG,FWMF,Everton,eng Premier League,25-345,1999,0.3,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
1365,Scott McTominay,sct SCO,MF,Napoli,it Serie A,28-329,1996,8.1,238,232,6,3,2,2,3,3,0,0,0,0,193,0,8,Matches
1366,Facundo Medina,ar ARG,DF,Marseille,fr Ligue 1,26-158,1999,1.6,137,132,5,1,0,2,0,4,0,0,0,0,131,0,1,Matches
1367,Jonas Meffert,de GER,MF,Hamburger SV,de Bundesliga,31-059,1994,0.9,46,45,1,0,0,1,0,1,0,0,0,0,35,0,2,Matches
1368,Henrik Meister,dk DEN,FW,Pisa,it Serie A,21-350,2003,4.5,39,39,0,0,0,0,0,0,0,0,0,0,18,0,4,Matches
1369,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,23-334,2001,5.5,319,281,38,6,0,0,3,32,0,0,0,0,277,0,8,Matches
1370,Mohamed Meité,fr FRA,FWDF,Rennes,fr Ligue 1,18-022,2007,2.8,44,42,0,0,0,0,2,0,0,0,0,0,26,2,3,Matches
1371,Hannibal Mejbri,tn TUN,MF,Burnley,eng Premier League,22-285,2003,3.0,76,67,9,1,3,0,4,0,0,0,0,0,58,0,2,Matches
1372,Cléo Melieres,fr FRA,DF,Metz,fr Ligue 1,20-203,2005,0.3,18,15,3,0,0,0,3,3,0,0,0,0,14,0,1,Matches
1373,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,23-136,2002,5.4,430,367,61,5,2,5,28,37,19,5,8,0,377,2,3,Matches
1374,Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,28-299,1997,6.5,297,258,36,15,0,3,32,1,12,8,2,0,222,3,12,Matches
1375,Rodrigo Mendoza,es ESP,MFFW,Elche,es La Liga,20-232,2005,4.6,216,200,16,8,1,2,12,2,3,0,0,0,176,0,1,Matches
1376,Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,21-159,2004,8.7,431,382,49,25,1,7,7,22,0,0,0,0,348,0,8,Matches
1377,Batista Mendy,fr FRA,MF,Sevilla,es La Liga,25-294,2000,5.5,164,157,5,5,0,2,0,0,0,0,0,0,135,2,3,Matches
1378,Formose Mendy,sn SEN,DF,Lorient,fr Ligue 1,24-304,2001,1.5,92,84,7,3,0,4,1,4,0,0,0,0,78,1,1,Matches
1379,Nobel Mendy,fr FRA,DF,Rayo Vallecano,es La Liga,21-060,2004,2.9,135,123,12,2,0,2,1,0,0,0,0,0,115,0,4,Matches
1380,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,27-107,1998,9.4,497,397,99,18,1,4,23,81,0,0,0,0,401,1,9,Matches
1381,Khalis Merah,fr FRA,FWMF,Lyon,fr Ligue 1,18-251,2007,3.6,137,135,2,0,0,2,3,0,1,0,0,0,120,0,4,Matches
1382,Alex Meret,it ITA,GK,Napoli,it Serie A,28-225,1997,4.0,110,77,32,8,0,0,0,0,0,0,0,0,98,1,1,Matches
1383,Mikel Merino,es ESP,MFFW,Arsenal,eng Premier League,29-133,1996,3.6,127,126,1,0,5,0,3,1,0,0,0,0,99,0,2,Matches
1384,Quentin Merlin,fr FRA,DF,Rennes,fr Ligue 1,23-170,2002,8.6,509,391,114,19,1,1,54,74,21,9,8,0,376,4,22,Matches
1385,Rafik Messali,fr FRA,MF,Toulouse,fr Ligue 1,22-188,2003,0.2,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
1386,Junior Messias,br BRA,FWMF,Genoa,it Serie A,34-173,1991,0.7,21,18,3,0,0,2,1,3,0,0,0,0,17,0,1,Matches
1387,Connor Metcalfe,au AUS,MF,St. Pauli,de Bundesliga,25-362,1999,1.6,88,87,0,0,1,0,5,0,0,0,0,0,70,1,1,Matches
1388,Dayann Methalie,fr FRA,MFDF,Toulouse,fr Ligue 1,19-260,2006,7.7,211,174,36,3,0,0,14,33,0,0,0,0,155,1,6,Matches
1389,Karol Mets,ee EST,DF,St. Pauli,de Bundesliga,32-170,1993,2.1,168,148,17,8,0,0,0,0,0,0,0,0,151,3,0,Matches
1390,Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,34-051,1991,5.8,311,270,41,6,1,2,18,35,0,0,0,0,240,0,4,Matches
1391,Georges Mikautadze,ge GEO,FW,Villarreal,es La Liga,25-002,2000,4.8,78,73,4,0,4,0,2,1,0,0,0,0,51,1,2,Matches
1392,Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,25-002,2000,2.0,32,32,0,0,0,0,0,0,0,0,0,0,27,0,0,Matches
1393,Wisdom Mike,de GER,FW,Bayern Munich,de Bundesliga,17-039,2008,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
1394,William Mikelbrencis,fr FRA,MFDF,Hamburger SV,de Bundesliga,21-250,2004,3.1,142,106,34,0,0,1,13,34,0,0,0,0,90,2,3,Matches
1395,Antoni Milambo,nl NED,MF,Brentford,eng Premier League,20-213,2005,0.5,11,11,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
1396,Nikola Milenković,rs SRB,DF,Nott'ham Forest,eng Premier League,28-021,1997,10.0,516,504,11,10,0,0,0,1,0,0,0,0,461,1,2,Matches
1397,Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,19-185,2006,3.0,162,160,2,2,0,2,1,0,0,0,0,0,138,0,5,Matches
1398,Vanja Milinković-Savić,rs SRB,GK,Napoli,it Serie A,28-255,1997,6.0,232,174,58,13,0,3,0,0,0,0,0,0,163,0,0,Matches
1399,Éder Militão,br BRA,DF,Real Madrid,es La Liga,27-288,1998,8.5,513,484,29,16,0,8,0,3,0,0,0,0,464,0,2,Matches
