,,,,,,,,,SCA,,SCA Types,,,,,,GCA,,GCA Types,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1388,Dayann Methalie,fr FRA,MFDF,Toulouse,fr Ligue 1,19-260,2006,7.7,10,1.30,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1389,Karol Mets,ee EST,DF,St. Pauli,de Bundesliga,32-170,1993,2.1,1,0.47,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1390,Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,34-051,1991,5.8,14,2.43,11,0,0,1,0,2,1,0.17,1,0,0,0,0,0,Matches
1391,Georges Mikautadze,ge GEO,FW,Villarreal,es La Liga,25-002,2000,4.8,10,2.10,5,0,3,2,0,0,3,0.63,1,0,1,1,0,0,Matches
1392,Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,25-002,2000,2.0,3,1.51,1,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1393,Wisdom Mike,de GER,FW,Bayern Munich,de Bundesliga,17-039,2008,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1394,William Mikelbrencis,fr FRA,MFDF,Hamburger SV,de Bundesliga,21-250,2004,3.1,4,1.29,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1395,Antoni Milambo,nl NED,MF,Brentford,eng Premier League,20-213,2005,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1396,Nikola Milenković,rs SRB,DF,Nott'ham Forest,eng Premier League,28-021,1997,10.0,11,1.10,10,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1397,Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,19-185,2006,3.0,5,1.64,5,0,0,0,0,0,1,0.33,1,0,0,0,0,0,Matches
1398,Vanja Milinković-Savić,rs SRB,GK,Napoli,it Serie A,28-255,1997,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1399,Éder Militão,br BRA,DF,Real Madrid,es La Liga,27-288,1998,8.5,14,1.65,12,0,0,2,0,0,3,0.35,2,0,0,1,0,0,Matches
1400,Luis Milla,es ESP,MF,Getafe,es La Liga,31-026,1994,11.0,41,3.73,17,16,3,2,1,2,10,0.91,4,3,2,1,0,0,Matches
1401,Pere Milla,es ESP,MFFW,Espanyol,es La Liga,33-040,1992,5.8,23,3.99,15,3,2,1,2,0,2,0.35,2,0,0,0,0,0,Matches
1402,Lennon Miller,sct SCO,MF,Udinese,it Serie A,19-069,2006,0.9,3,3.51,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1403,James Milner,eng ENG,MF,Brighton,eng Premier League,39-302,1986,2.1,7,3.25,5,2,0,0,0,0,1,0.46,0,1,0,0,0,0,Matches
1404,Veljko Milosavljević,rs SRB,DF,Bournemouth,eng Premier League,18-127,2007,2.1,2,0.97,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1405,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,28-352,1996,3.0,5,1.65,4,0,0,0,0,1,2,0.66,1,0,0,0,0,1,Matches
1406,Yerry Mina,co COL,DF,Cagliari,it Serie A,31-040,1994,6.0,3,0.50,1,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1407,Takumi Minamino,jp JPN,MFFW,Monaco,fr Ligue 1,30-290,1995,7.4,14,1.89,12,0,1,1,0,0,3,0.40,3,0,0,0,0,0,Matches
1408,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,32-234,1993,5.5,5,0.91,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1409,Óscar Mingueza,es ESP,DFMF,Celta Vigo,es La Liga,26-173,1999,5.9,19,3.20,18,1,0,0,0,0,2,0.34,2,0,0,0,0,0,Matches
1410,Yankuba Minteh,gm GAM,FW,Brighton,eng Premier League,21-103,2004,9.5,32,3.36,18,2,7,2,2,1,6,0.63,3,0,2,0,1,0,Matches
1411,Bojan Miovski,mk MKD,FW,Girona,es La Liga,26-131,1999,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1412,Rafa Mir,es ESP,FWMF,Elche,es La Liga,28-137,1997,7.5,13,1.73,8,0,2,2,1,0,2,0.27,0,0,1,0,1,0,Matches
1413,Juan Miranda,es ESP,DF,Bologna,it Serie A,25-287,2000,5.1,15,2.95,7,7,0,1,0,0,1,0.20,0,1,0,0,0,0,Matches
1414,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,26-062,1999,10.0,26,2.60,21,1,2,0,1,1,1,0.10,0,0,0,0,0,1,Matches
1415,Kaoru Mitoma,jp JPN,FW,Brighton,eng Premier League,28-166,1997,5.6,12,2.13,10,0,2,0,0,0,1,0.18,1,0,0,0,0,0,Matches
1416,Maximilian Mittelstädt,de GER,DF,Stuttgart,de Bundesliga,28-229,1997,6.4,17,2.66,16,1,0,0,0,0,2,0.31,2,0,0,0,0,0,Matches
1417,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,36-285,1989,5.4,22,4.11,14,2,3,1,1,1,3,0.56,3,0,0,0,0,0,Matches
1418,Rui Modesto,ao ANG,MFDF,Udinese,it Serie A,26-026,1999,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1419,Luka Modrić,hr CRO,MF,Milan,it Serie A,40-054,1985,8.7,42,4.83,25,14,0,1,2,0,3,0.34,2,1,0,0,0,0,Matches
1420,Max Moerstedt,de GER,FWMF,Hoffenheim,de Bundesliga,19-291,2006,1.1,2,1.89,1,0,0,1,0,0,1,0.95,1,0,0,0,0,0,Matches
1421,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,26-161,1999,3.5,7,1.97,5,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
1422,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,27-339,1997,6.6,6,0.91,4,0,0,1,1,0,1,0.15,1,0,0,0,0,0,Matches
1423,Johan Mojica,co COL,DF,Mallorca,es La Liga,33-073,1992,7.6,18,2.38,14,2,2,0,0,0,3,0.40,2,1,0,0,0,0,Matches
1424,Enzo Molebe,fr FRA,FW,Lyon,fr Ligue 1,18-045,2007,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1425,Alberto Moleiro,es ESP,MFFW,Villarreal,es La Liga,22-033,2003,6.6,22,3.35,14,4,4,0,0,0,3,0.46,2,0,1,0,0,0,Matches
1426,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,27-210,1998,1.4,8,5.81,8,0,0,0,0,0,1,0.73,1,0,0,0,0,0,Matches
1427,Jon Moncayola,es ESP,MFDF,Osasuna,es La Liga,27-173,1998,9.8,20,2.05,15,5,0,0,0,0,2,0.20,2,0,0,0,0,0,Matches
1428,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,29-255,1996,9.0,2,0.22,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1429,Álvaro Morata,es ESP,FW,Como,it Serie A,33-010,1992,5.2,14,2.69,8,0,0,3,2,1,1,0.19,1,0,0,0,0,0,Matches
1430,Morato,br BRA,DF,Nott'ham Forest,eng Premier League,24-125,2001,4.8,1,0.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1431,Afonso Moreira,pt POR,FW,Lyon,fr Ligue 1,20-228,2005,1.8,7,3.82,5,0,2,0,0,0,4,2.18,2,0,2,0,0,0,Matches
1432,Diego Moreira,be BEL,DFFW,Strasbourg,fr Ligue 1,21-088,2004,7.4,22,2.98,19,0,2,1,0,0,5,0.68,4,0,0,1,0,0,Matches
1433,Alberto Moreno,es ESP,DF,Como,it Serie A,33-120,1992,1.7,1,0.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1434,Álex Moreno,es ESP,DFMF,Girona,es La Liga,32-147,1993,9.5,12,1.26,8,2,1,1,0,0,1,0.11,0,1,0,0,0,0,Matches
1435,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,33-209,1992,2.6,13,4.92,10,0,1,1,1,0,2,0.76,0,0,1,0,1,0,Matches
1436,Matias Moreno,ar ARG,DF,Levante,es La Liga,22-039,2003,5.7,4,0.70,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1437,Tete Morente,es ESP,FWMF,Lecce,it Serie A,28-333,1996,6.0,14,2.33,9,2,0,3,0,0,0,0.00,0,0,0,0,0,0,Matches
1438,Stefano Moreo,it ITA,FWMF,Pisa,it Serie A,32-125,1993,4.0,9,2.26,6,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
1439,Mateu Morey,es ESP,DF,Mallorca,es La Liga,25-245,2000,4.9,9,1.85,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1440,Ilaix Moriba,gn GUI,MF,Celta Vigo,es La Liga,22-287,2003,7.0,16,2.27,13,1,0,2,0,0,3,0.43,2,0,0,1,0,0,Matches
1441,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,26-294,1999,6.9,16,2.33,15,1,0,0,0,0,2,0.29,2,0,0,0,0,0,Matches
1442,Luca Moro,it ITA,FW,Sassuolo,it Serie A,24-281,2001,0.2,2,10.00,0,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
1443,Nikola Moro,hr CRO,MF,Bologna,it Serie A,27-235,1998,4.3,13,3.02,9,3,0,1,0,0,1,0.23,1,0,0,0,0,0,Matches
1444,Tyler Morton,eng ENG,MF,Lyon,fr Ligue 1,23-002,2002,8.7,24,2.77,10,10,1,1,1,1,2,0.23,2,0,0,0,0,0,Matches
1445,Daren Mosengo,fr FRA,MF,Le Havre,fr Ligue 1,19-083,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1446,Cristhian Mosquera,es ESP,DF,Arsenal,eng Premier League,21-128,2004,3.3,1,0.31,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1447,Daniel Mosquera,co COL,FW,Hellas Verona,it Serie A,26-013,1999,0.8,3,3.75,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1448,Yerson Mosquera,co COL,DF,Wolves,eng Premier League,24-184,2001,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1449,Mason Mount,eng ENG,MF,Manchester Utd,eng Premier League,26-296,1999,3.7,9,2.44,8,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1450,Samir El Mourabet,ma MAR,MF,Strasbourg,fr Ligue 1,20-027,2005,5.9,13,2.21,9,1,0,0,2,1,0,0.00,0,0,0,0,0,0,Matches
1451,Santiago Mouriño,uy URU,DF,Villarreal,es La Liga,23-262,2002,8.8,11,1.24,9,0,0,0,1,1,1,0.11,1,0,0,0,0,0,Matches
1452,Louis Mouton,fr FRA,MF,Angers,fr Ligue 1,23-152,2002,5.7,13,2.27,11,2,0,0,0,0,2,0.35,2,0,0,0,0,0,Matches
1453,Tarik Muharemovic,ba BIH,DF,Sassuolo,it Serie A,22-247,2003,6.0,3,0.50,1,0,1,1,0,0,1,0.17,0,0,0,1,0,0,Matches
1454,Miro Muheim,ch SUI,MFDF,Hamburger SV,de Bundesliga,27-223,1998,7.9,28,3.54,19,7,0,1,1,0,1,0.13,1,0,0,0,0,0,Matches
1455,Ngal'Ayel Mukau,cd COD,MFFW,Lille,fr Ligue 1,20-337,2004,4.0,12,3.01,8,0,1,1,2,0,0,0.00,0,0,0,0,0,0,Matches
1456,Nordan Mukiele,fr FRA,MF,Rennes,fr Ligue 1,19-263,2006,0.3,2,6.21,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1457,Nordi Mukiele,fr FRA,DF,Sunderland,eng Premier League,28-001,1997,7.0,11,1.57,4,5,0,1,0,1,1,0.14,1,0,0,0,0,0,Matches
1458,Marshall Munetsi,zw ZIM,MFFW,Wolves,eng Premier League,29-133,1996,8.7,8,0.92,8,0,0,0,0,0,2,0.23,2,0,0,0,0,0,Matches
1459,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,24-182,2001,3.7,2,0.54,1,0,0,0,1,0,1,0.27,1,0,0,0,0,0,Matches
1460,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,28-078,1997,4.1,4,0.97,2,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1461,Daniel Muñoz,co COL,DFMF,Crystal Palace,eng Premier League,29-160,1996,10.0,20,2.00,16,1,0,2,1,0,4,0.40,3,0,0,1,0,0,Matches
1462,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,22-362,2002,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1463,Javier Muñoz,es ESP,MFFW,Getafe,es La Liga,30-247,1995,1.7,1,0.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1464,Víctor Muñoz,es ESP,FWMF,Osasuna,es La Liga,22-112,2003,7.3,16,2.19,5,1,5,2,3,0,2,0.27,1,1,0,0,0,0,Matches
1465,Arijanet Muric,xk KVX,GK,Sassuolo,it Serie A,26-360,1998,8.0,2,0.25,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1466,Murillo,br BRA,DF,Nott'ham Forest,eng Premier League,23-121,2002,6.2,5,0.81,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1467,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,31-192,1994,8.1,6,0.74,3,0,1,2,0,0,0,0.00,0,0,0,0,0,0,Matches
1468,Jacob Murphy,eng ENG,FWMF,Newcastle Utd,eng Premier League,30-251,1995,4.6,21,4.55,14,0,4,3,0,0,1,0.22,1,0,0,0,0,0,Matches
1469,Yunus Musah,us USA,MF,Atalanta,it Serie A,22-338,2002,0.7,4,6.00,2,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1470,Yunus Musah,us USA,DF,Milan,it Serie A,22-338,2002,1.0,4,4.00,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1471,Almoatasem Al Musrati,ly LBY,MF,Hellas Verona,it Serie A,29-210,1996,0.6,1,1.61,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1472,Cheveyo Muy,nl NED,FW,Milan,it Serie A,,,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1473,Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,31-149,1994,7.0,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1474,Joel Mvuka,no NOR,DFMF,Lorient,fr Ligue 1,22-355,2002,3.7,5,1.34,2,0,2,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1475,Junior Mwanga,fr FRA,DFMF,Strasbourg,fr Ligue 1,22-175,2003,2.0,6,3.00,3,0,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches
1476,Junior Mwanga,fr FRA,MFDF,Nantes,fr Ligue 1,22-175,2003,6.8,12,1.75,11,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1477,Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,31-277,1994,7.8,18,2.30,13,2,0,0,3,0,2,0.26,0,1,0,0,1,0,Matches
1478,Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,26-157,1999,5.9,6,1.01,4,2,0,0,0,0,2,0.34,2,0,0,0,0,0,Matches
1479,Joakim Mæhle,dk DEN,DFFW,Wolfsburg,de Bundesliga,28-166,1997,4.7,12,2.55,11,1,0,0,0,0,1,0.21,1,0,0,0,0,0,Matches
1480,David Møller Wolfe,no NOR,MFDF,Wolves,eng Premier League,23-193,2002,1.7,2,1.18,2,0,0,0,0,0,1,0.59,1,0,0,0,0,0,Matches
1481,Obite N'Dicka,ci CIV,DF,Roma,it Serie A,26-074,1999,8.4,7,0.83,5,0,0,1,0,1,1,0.12,1,0,0,0,0,0,Matches
1482,Konan N'dri,ci CIV,FWMF,Lecce,it Serie A,25-006,2000,1.7,6,3.62,1,3,1,1,0,0,1,0.60,0,1,0,0,0,0,Matches
1483,Bilal Nadir,ma MAR,MFFW,Marseille,fr Ligue 1,21-339,2003,2.7,13,4.80,10,0,0,1,1,1,7,2.58,5,0,0,1,0,1,Matches
1484,Mahamadou Nagida,cm CMR,DF,Rennes,fr Ligue 1,20-127,2005,1.0,1,1.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1485,Younes Namli,dk DEN,FWMF,Le Havre,fr Ligue 1,31-135,1994,2.5,5,1.99,4,0,0,0,1,0,1,0.40,1,0,0,0,0,0,Matches
1486,Sebastian Nanasi,se SWE,MF,Strasbourg,fr Ligue 1,23-170,2002,1.7,8,4.68,6,0,0,2,0,0,1,0.58,0,0,0,1,0,0,Matches
1487,Nikolas Nartey,dk DEN,MFDF,Stuttgart,de Bundesliga,25-253,2000,2.0,8,3.91,5,2,0,1,0,0,1,0.49,1,0,0,0,0,0,Matches
1488,Natan,br BRA,DF,Betis,es La Liga,24-269,2001,10.0,4,0.40,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1489,Pau Navarro,es ESP,DF,Villarreal,es La Liga,20-191,2005,1.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1490,Roberto Navarro,es ESP,FWMF,Athletic Club,es La Liga,23-204,2002,4.6,13,2.83,11,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1491,Corrie Ndaba,ie IRL,DFMF,Lecce,it Serie A,25-312,1999,0.8,2,2.57,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1492,Michel Ndary Adopo,fr FRA,MF,Cagliari,it Serie A,25-106,2000,8.0,13,1.62,11,0,1,1,0,0,1,0.12,0,0,0,1,0,0,Matches
1493,Iliman Ndiaye,sn SEN,FW,Everton,eng Premier League,25-241,2000,8.5,28,3.31,20,0,6,0,1,1,1,0.12,1,0,0,0,0,0,Matches
1494,Rassoul Ndiaye,sn SEN,MF,Le Havre,fr Ligue 1,23-326,2001,6.4,10,1.55,9,0,0,1,0,0,2,0.31,1,0,0,1,0,0,Matches
1495,Quentin Ndjantou Mbitcha,fr FRA,MF,Paris S-G,fr Ligue 1,18-102,2007,2.3,5,2.18,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1496,Cher Ndour,it ITA,MF,Fiorentina,it Serie A,21-098,2004,2.5,2,0.81,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1497,Dan Ndoye,ch SUI,FW,Nott'ham Forest,eng Premier League,25-008,2000,7.4,12,1.62,8,1,1,2,0,0,3,0.41,2,0,1,0,0,0,Matches
1498,Joseph Nduquidi,fr FRA,MF,Metz,fr Ligue 1,21-002,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1499,Paul Nebel,de GER,MF,Mainz 05,de Bundesliga,23-023,2002,6.6,26,3.92,18,5,0,2,1,0,2,0.30,2,0,0,0,0,0,Matches
1500,Kosta Nedeljković,rs SRB,DF,RB Leipzig,de Bundesliga,19-321,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1501,Loïc Nego,hu HUN,DF,Le Havre,fr Ligue 1,34-291,1991,8.1,15,1.84,11,2,1,1,0,0,1,0.12,0,0,0,1,0,0,Matches
1502,Dan Neil,eng ENG,MF,Sunderland,eng Premier League,23-324,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1503,Reiss Nelson,eng ENG,FW,Brentford,eng Premier League,25-327,1999,0.2,1,5.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1504,Victor Nelsson,dk DEN,DF,Hellas Verona,it Serie A,27-019,1998,9.0,3,0.33,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1505,David Neres,br BRA,FWMF,Napoli,it Serie A,28-244,1997,4.5,13,2.90,10,2,0,0,0,1,3,0.67,2,1,0,0,0,0,Matches
1506,Martim Neto,pt POR,MF,Elche,es La Liga,22-292,2003,4.6,15,3.28,10,0,4,1,0,0,3,0.66,2,0,1,0,0,0,Matches
1507,Pedro Neto,pt POR,FW,Chelsea,eng Premier League,25-238,2000,8.4,32,3.82,19,5,2,3,2,1,4,0.48,3,1,0,0,0,0,Matches
1508,Luca Netz,de GER,DF,Gladbach,de Bundesliga,22-171,2003,2.7,8,3.01,5,3,0,0,0,0,2,0.75,1,1,0,0,0,0,Matches
1509,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,39-220,1986,8.0,2,0.25,2,0,0,0,0,0,2,0.25,2,0,0,0,0,0,Matches
1510,Florian Neuhaus,de GER,MFFW,Gladbach,de Bundesliga,28-231,1997,3.6,15,4.21,14,0,0,0,0,1,5,1.40,4,0,0,0,0,1,Matches
1511,João Neves,pt POR,MF,Paris S-G,fr Ligue 1,21-036,2004,3.2,6,1.89,4,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
1512,Yvan Neyou,cm CMR,MF,Getafe,es La Liga,28-303,1997,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1513,Cyril Ngonge,be BEL,FW,Torino,it Serie A,25-160,2000,6.1,17,2.79,12,1,1,1,2,0,2,0.33,2,0,0,0,0,0,Matches
1514,Mikayil Ngor Faye,sn SEN,DFFW,Cremonese,it Serie A,21-111,2004,1.4,1,0.71,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1515,Mikayil Ngor Faye,sn SEN,DF,Rennes,fr Ligue 1,21-111,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1516,Nathan Ngoy,be BEL,DF,Lille,fr Ligue 1,22-145,2003,8.3,10,1.21,9,0,0,1,0,0,1,0.12,1,0,0,0,0,0,Matches
1517,Bernard Nguene,cm CMR,FW,Nice,fr Ligue 1,19-090,2006,0.8,1,1.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1518,Rio Ngumoha,eng ENG,FWMF,Liverpool,eng Premier League,17-065,2008,0.4,2,5.45,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1519,Moussa Niakhate,sn SEN,DF,Lyon,fr Ligue 1,29-239,1996,9.2,14,1.53,14,0,0,0,0,0,3,0.33,3,0,0,0,0,0,Matches
1520,Abdoulaye Niakhate Ndiaye,sn SEN,DF,Parma,it Serie A,23-206,2002,4.5,3,0.67,1,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
1521,Tanguy Nianzou,fr FRA,DF,Sevilla,es La Liga,23-148,2002,2.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1522,Cheikh Niasse,sn SEN,MFDF,Hellas Verona,it Serie A,25-287,2000,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1523,Rasmus Nicolaisen,dk DEN,DF,Toulouse,fr Ligue 1,28-231,1997,7.6,4,0.53,2,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
1524,Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,28-012,1997,9.0,1,0.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1525,Hans Nicolussi Caviglia,it ITA,MF,Fiorentina,it Serie A,25-137,2000,4.8,13,2.70,5,6,0,0,2,0,1,0.21,1,0,0,0,0,0,Matches
1526,Julian Niehues,de GER,MF,Heidenheim,de Bundesliga,24-199,2001,3.5,7,2.02,5,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
1527,Oliver Nielsen,dk DEN,DF,Lazio,it Serie A,22-151,2003,2.5,2,0.81,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1528,Alieu Njie,se SWE,FW,Torino,it Serie A,20-172,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1529,Justin Njinmah,de GER,FW,Werder Bremen,de Bundesliga,24-352,2000,4.6,5,1.08,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1530,Obed Nkambadio,fr FRA,GK,Paris FC,fr Ligue 1,22-268,2003,9.0,2,0.22,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1531,Eddie Nketiah,eng ENG,MFFW,Crystal Palace,eng Premier League,26-156,1999,1.2,6,4.82,3,0,1,2,0,0,0,0.00,0,0,0,0,0,0,Matches
1532,Niels Nkounkou,fr FRA,DFMF,Torino,it Serie A,25-001,2000,1.9,6,3.16,5,0,1,0,0,0,2,1.05,1,0,1,0,0,0,Matches
1533,Christopher Nkunku,fr FRA,FW,Milan,it Serie A,27-353,1997,1.2,2,1.61,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1534,Felix Nmecha,de GER,MF,Dortmund,de Bundesliga,25-023,2000,6.8,9,1.33,9,0,0,0,0,0,2,0.30,2,0,0,0,0,0,Matches
1535,Lukas Nmecha,de GER,FW,Leeds United,eng Premier League,26-323,1998,2.3,4,1.75,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1536,Arnaud Nordin,fr FRA,DFMF,Mainz 05,de Bundesliga,27-138,1998,4.0,7,1.75,4,0,0,2,1,0,1,0.25,0,0,0,1,0,0,Matches
1537,Brooke Norton-Cuffy,eng ENG,DFFW,Genoa,it Serie A,21-294,2004,9.0,20,2.22,15,0,3,2,0,0,3,0.33,1,0,1,1,0,0,Matches
1538,Tijjani Noslin,nl NED,FWMF,Lazio,it Serie A,26-118,1999,0.5,2,4.50,0,0,0,0,2,0,1,2.25,0,0,0,0,1,0,Matches
1539,Randy Nteka,ao ANG,FW,Rayo Vallecano,es La Liga,27-331,1997,0.4,1,2.50,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1540,Alexander Nübel,de GER,GK,Stuttgart,de Bundesliga,29-033,1996,9.0,5,0.56,5,0,0,0,0,0,2,0.22,2,0,0,0,0,0,Matches
1541,Matheus Nunes,pt POR,DF,Manchester City,eng Premier League,27-067,1998,5.7,6,1.05,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1542,Álvaro Núñez,es ESP,DFFW,Elche,es La Liga,25-118,2000,9.9,19,1.92,15,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1543,Unai Núñez,es ESP,DF,Hellas Verona,it Serie A,28-276,1997,7.1,11,1.55,7,1,0,1,0,2,0,0.00,0,0,0,0,0,0,Matches
1544,Antonio Nusa,no NOR,FW,RB Leipzig,de Bundesliga,20-199,2005,5.9,25,4.27,11,1,5,5,3,0,3,0.51,2,0,0,1,0,0,Matches
1545,Ethan Nwaneri,eng ENG,MF,Arsenal,eng Premier League,18-226,2007,1.9,5,2.68,3,0,1,1,0,0,1,0.54,1,0,0,0,0,0,Matches
1546,Ørjan Nyland,no NOR,GK,Sevilla,es La Liga,35-053,1990,4.0,2,0.50,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1547,Allan Nyom,cm CMR,FW,Getafe,es La Liga,37-176,1988,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1548,Rabby Nzingoula,fr FRA,MF,Strasbourg,fr Ligue 1,19-342,2005,0.0,1,,1,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
1549,M'Bala Nzola,ao ANG,FW,Pisa,it Serie A,29-076,1996,6.6,14,2.12,9,0,3,1,1,0,0,0.00,0,0,0,0,0,0,Matches
