,,,,,,,,,Touches,,,,,,,Take-Ons,,,,,Carries,,,,,,,,Receiving,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
713,Álex Forés,es ESP,FW,Oviedo,es La Liga,24-204,2001,1.2,40,0,3,16,21,10,40,2,2,100.0,0,0.0,22,92,55,4,0,3,6,0,22,7,Matches
714,Pablo Fornals,es ESP,MF,Betis,es La Liga,29-253,1996,9.3,662,12,94,364,207,13,662,14,6,42.9,8,57.1,389,1806,906,13,10,1,10,8,476,40,Matches
715,Héctor Fort,es ESP,DF,Elche,es La Liga,19-092,2006,1.0,63,1,13,25,25,3,63,8,4,50.0,4,50.0,37,267,180,6,2,2,1,2,42,2,Matches
716,Niccolò Fortini,it ITA,DFMF,Fiorentina,it Serie A,19-262,2006,1.4,76,2,21,31,26,2,76,10,4,40.0,4,40.0,43,254,116,1,3,1,5,0,45,8,Matches
717,Lyle Foster,za RSA,FW,Burnley,eng Premier League,25-060,2000,6.4,168,10,23,66,82,18,168,7,6,85.7,1,14.3,95,480,201,7,6,4,22,9,114,32,Matches
718,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,32-224,1993,7.0,429,23,163,208,65,2,429,8,4,50.0,4,50.0,230,1155,569,6,4,0,7,1,250,14,Matches
719,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,27-294,1998,6.0,391,79,206,176,14,1,391,2,2,100.0,0,0.0,226,1004,605,2,5,0,1,0,263,0,Matches
720,Alejandro Francés,es ESP,DF,Girona,es La Liga,23-093,2002,2.9,188,17,94,84,11,0,188,1,1,100.0,0,0.0,123,723,446,6,0,0,0,0,130,1,Matches
721,Przemysław Frankowski,pl POL,DF,Rennes,fr Ligue 1,30-204,1995,4.8,308,18,73,114,123,4,308,2,1,50.0,1,50.0,136,566,291,6,9,0,7,2,190,40,Matches
722,Davide Frattesi,it ITA,MFFW,Inter,it Serie A,26-011,1999,2.1,64,1,13,28,23,14,64,2,1,50.0,1,50.0,32,142,49,2,1,0,3,4,41,11,Matches
723,Oscar Fraulo,dk DEN,MFDF,Gladbach,de Bundesliga,21-331,2003,0.5,24,1,4,14,6,1,24,0,0,,0,,10,29,8,0,0,0,1,1,12,0,Matches
724,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,24-209,2001,7.7,338,24,86,195,59,6,338,3,1,33.3,2,66.7,148,608,213,6,5,0,13,5,159,7,Matches
725,Martin Frese,dk DEN,DF,Hellas Verona,it Serie A,27-302,1998,7.2,397,26,133,198,68,4,397,3,0,0.0,3,100.0,148,540,291,2,2,0,0,0,182,6,Matches
726,Remo Freuler,ch SUI,MF,Bologna,it Serie A,33-201,1992,7.0,445,10,96,289,63,4,445,6,2,33.3,4,66.7,214,1043,427,4,5,0,8,4,294,9,Matches
727,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,27-231,1998,7.9,551,82,283,238,32,1,551,2,1,50.0,1,50.0,291,1255,584,6,4,0,3,1,341,3,Matches
728,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,29-324,1995,1.0,95,20,51,43,1,0,95,0,0,,0,,66,323,162,1,0,0,0,0,69,0,Matches
729,Jeremie Frimpong,nl NED,DFMF,Liverpool,eng Premier League,24-327,2000,1.0,67,2,16,24,27,5,67,4,2,50.0,1,25.0,37,133,80,4,2,2,4,3,39,10,Matches
730,Jorge de Frutos,es ESP,FWMF,Rayo Vallecano,es La Liga,28-255,1997,8.6,256,11,32,83,144,42,256,21,10,47.6,9,42.9,157,989,544,29,11,13,19,6,182,60,Matches
731,Chris Führich,de GER,FWMF,Stuttgart,de Bundesliga,27-297,1998,3.3,193,1,11,79,105,13,193,5,2,40.0,3,60.0,124,830,393,10,9,3,5,1,159,31,Matches
732,Joel Fujita,jp JPN,MF,St. Pauli,de Bundesliga,23-259,2002,8.8,556,10,93,328,147,9,556,15,7,46.7,7,46.7,247,1043,480,11,12,0,18,9,370,23,Matches
733,Niclas Füllkrug,de GER,FW,West Ham,eng Premier League,32-266,1993,4.2,121,5,15,57,50,21,121,0,0,,0,,48,140,41,1,2,0,7,6,89,15,Matches
734,Matteo Gabbia,it ITA,DF,Milan,it Serie A,26-012,1999,9.0,535,71,260,263,13,8,535,0,0,,0,,333,1518,758,5,3,0,0,0,384,2,Matches
735,Tiago Gabriel,pt POR,DF,Lecce,it Serie A,20-311,2004,8.1,474,79,227,235,12,7,474,0,0,,0,,216,1011,531,3,0,0,1,2,258,0,Matches
736,Gianluca Gaetano,it ITA,MFFW,Cagliari,it Serie A,25-181,2000,3.0,184,1,16,107,65,6,184,5,1,20.0,3,60.0,99,375,155,5,3,3,4,9,126,23,Matches
737,Roberto Gagliardini,it ITA,MF,Hellas Verona,it Serie A,31-209,1994,4.4,275,23,72,161,44,6,275,1,0,0.0,1,100.0,143,618,272,4,6,1,10,1,145,6,Matches
738,Cody Gakpo,nl NED,FWMF,Liverpool,eng Premier League,26-179,1999,8.8,422,6,36,138,252,56,422,29,12,41.4,10,34.5,254,1712,995,37,14,20,35,9,299,94,Matches
739,Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,30-348,1994,1.5,89,3,28,36,27,6,89,6,2,33.3,2,33.3,51,386,212,5,0,2,2,2,57,9,Matches
740,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,32-088,1993,7.2,409,12,71,252,89,3,409,17,12,70.6,2,11.8,191,944,434,4,9,0,13,5,262,9,Matches
741,Conor Gallagher,eng ENG,MF,Atlético Madrid,es La Liga,25-269,2000,3.8,243,5,35,136,76,14,243,12,2,16.7,9,75.0,153,699,312,12,3,4,9,4,179,12,Matches
742,Antonino Gallo,it ITA,DF,Lecce,it Serie A,25-301,2000,8.3,466,22,134,215,122,5,466,10,4,40.0,5,50.0,214,1038,638,14,5,2,9,2,244,24,Matches
743,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,36-037,1989,8.5,460,17,93,257,111,11,460,5,1,20.0,4,80.0,287,1018,435,3,11,0,9,4,296,12,Matches
744,Ismaëlo Ganiou,bf BFA,DF,Lens,fr Ligue 1,20-233,2005,0.8,60,6,31,28,1,0,60,1,0,0.0,1,100.0,37,170,56,1,0,0,4,0,38,0,Matches
745,Ben Gannon-Doak,sct SCO,FW,Bournemouth,eng Premier League,19-356,2005,0.5,24,2,5,3,16,3,24,3,0,0.0,3,100.0,15,131,56,2,3,3,2,0,19,5,Matches
746,Facundo Garcés,my MAS,DF,Alavés,es La Liga,26-058,1999,6.0,291,43,158,123,10,5,291,0,0,,0,,132,503,185,0,0,0,4,0,152,1,Matches
747,Aleix García,es ESP,MF,Leverkusen,de Bundesliga,28-127,1997,8.0,873,32,182,543,151,5,873,4,1,25.0,2,50.0,519,2170,999,9,12,0,4,1,698,19,Matches
748,Álvaro García,es ESP,MFFW,Rayo Vallecano,es La Liga,33-006,1992,7.8,306,13,44,107,158,33,306,6,2,33.3,4,66.7,145,614,278,12,4,3,12,0,198,72,Matches
749,Eric García,es ESP,DF,Barcelona,es La Liga,24-297,2001,8.4,788,42,244,417,131,18,788,3,1,33.3,1,33.3,452,1887,979,11,11,0,4,0,598,24,Matches
750,Fran Garcia,es ESP,DFMF,Real Madrid,es La Liga,26-080,1999,1.3,90,0,21,38,31,4,90,0,0,,0,,48,252,130,4,1,2,1,1,63,16,Matches
751,Gonzalo García,es ESP,FWMF,Real Madrid,es La Liga,21-223,2004,1.1,47,1,6,20,21,4,47,0,0,,0,,26,90,15,0,0,0,6,0,34,5,Matches
752,Joan García,es ESP,GK,Barcelona,es La Liga,24-182,2001,6.0,194,150,193,1,0,0,194,1,1,100.0,0,0.0,119,541,288,0,0,0,0,0,98,0,Matches
753,Pablo Garcia,es ESP,FW,Betis,es La Liga,19-142,2006,2.0,97,0,17,38,44,8,97,10,4,40.0,4,40.0,66,601,278,9,8,1,11,3,66,17,Matches
754,Rubén García,es ESP,FWMF,Osasuna,es La Liga,32-111,1993,4.1,220,2,34,109,79,11,220,7,4,57.1,2,28.6,135,705,251,6,5,3,3,4,154,21,Matches
755,Ulisses Garcia,ch SUI,DF,Marseille,fr Ligue 1,29-295,1996,2.3,120,6,25,68,29,2,120,3,1,33.3,2,66.7,68,336,133,5,2,1,2,0,79,7,Matches
756,Víctor García,es ESP,MFDF,Levante,es La Liga,28-047,1997,1.8,86,4,22,40,25,2,86,10,5,50.0,5,50.0,47,325,146,4,4,1,6,2,44,6,Matches
757,Alejandro Garnacho,ar ARG,FW,Chelsea,eng Premier League,21-124,2004,2.8,122,0,13,30,81,23,122,9,4,44.4,3,33.3,96,865,497,24,9,11,11,4,101,39,Matches
758,James Garner,eng ENG,MFDF,Everton,eng Premier League,24-234,2001,9.0,599,27,158,272,174,7,599,8,3,37.5,3,37.5,328,1446,548,9,10,0,10,1,338,14,Matches
759,Federico Gatti,it ITA,DF,Juventus,it Serie A,27-131,1998,8.1,536,41,213,286,39,12,536,1,1,100.0,0,0.0,317,1959,997,10,5,1,5,1,376,1,Matches
760,Gavi,es ESP,MFDF,Barcelona,es La Liga,21-089,2004,0.7,74,0,7,47,20,1,74,1,0,0.0,1,100.0,51,208,112,1,4,0,1,0,57,3,Matches
761,Jusuf Gazibegović,ba BIH,DF,Köln,de Bundesliga,25-236,2000,0.3,14,2,9,3,2,0,14,0,0,,0,,4,41,12,1,0,0,1,0,5,0,Matches
762,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,33-304,1992,9.5,366,329,363,3,0,0,366,1,0,0.0,1,100.0,234,984,574,0,0,0,1,0,197,0,Matches
763,Jean-Philippe Gbamin,ci CIV,DF,Metz,fr Ligue 1,30-038,1995,9.2,739,147,473,255,15,7,739,6,5,83.3,1,16.7,480,2609,1315,5,5,0,9,4,527,0,Matches
764,Yann Gboho,fr FRA,FWMF,Toulouse,fr Ligue 1,24-292,2001,9.1,326,0,28,141,169,51,326,52,29,55.8,21,40.4,239,1771,1065,36,24,19,22,25,261,58,Matches
765,David de Gea,es ESP,GK,Fiorentina,it Serie A,34-360,1990,9.0,308,252,306,2,0,0,308,0,0,,0,,189,768,470,0,0,0,0,0,175,0,Matches
766,Lutsharel Geertruida,nl NED,DFMF,Sunderland,eng Premier League,25-107,2000,1.9,80,13,46,26,8,2,80,3,3,100.0,0,0.0,41,241,137,3,1,2,1,1,43,0,Matches
767,Tyrique George,eng ENG,FW,Chelsea,eng Premier League,19-271,2006,1.6,39,0,3,17,19,4,39,3,1,33.3,2,66.7,21,111,56,1,1,1,5,4,29,10,Matches
768,Yannick Gerhardt,de GER,DF,Wolfsburg,de Bundesliga,31-234,1994,0.0,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
769,Willem Geubbels,fr FRA,FW,Paris FC,fr Ligue 1,24-078,2001,5.2,159,5,11,88,60,21,159,3,0,0.0,3,100.0,62,336,171,8,3,5,12,5,107,32,Matches
770,Ismaël Gharbi,tn TUN,MF,Augsburg,de Bundesliga,21-206,2004,0.5,38,0,3,13,22,1,38,4,1,25.0,3,75.0,15,68,40,2,0,0,1,1,27,3,Matches
771,Mourad El Ghezouani,ma MAR,FW,Elche,es La Liga,27-159,1998,0.6,23,0,5,15,3,1,23,0,0,,0,,8,10,0,0,0,0,2,0,17,4,Matches
772,Rachid Ghezzal,dz ALG,FWMF,Lyon,fr Ligue 1,33-177,1992,0.7,56,1,11,21,27,6,56,2,1,50.0,1,50.0,35,188,57,2,2,1,3,0,39,8,Matches
773,Daniele Ghilardi,it ITA,DF,Roma,it Serie A,22-300,2003,0.1,5,1,2,3,0,0,5,0,0,,0,,1,1,0,0,0,0,0,0,1,0,Matches
774,Andrea Ghion,it ITA,FWMF,Sassuolo,it Serie A,25-252,2000,0.1,3,0,1,1,1,0,3,0,0,,0,,1,16,15,0,0,0,0,0,1,0,Matches
775,Dimitris Giannoulis,gr GRE,DFMF,Augsburg,de Bundesliga,30-016,1995,5.0,309,16,82,125,106,4,309,7,3,42.9,4,57.1,119,700,394,15,7,0,12,1,150,29,Matches
776,Morgan Gibbs-White,eng ENG,MFFW,Nott'ham Forest,eng Premier League,25-279,2000,9.1,532,14,62,259,218,34,532,13,6,46.2,6,46.2,314,1393,776,21,25,2,29,5,416,74,Matches
777,Bryan Gil,es ESP,FWMF,Girona,es La Liga,24-264,2001,3.4,161,4,41,62,59,11,161,17,7,41.2,10,58.8,101,673,230,9,2,5,8,13,113,26,Matches
778,Mario Gila,es ESP,DF,Lazio,it Serie A,25-065,2000,8.6,590,73,288,287,21,8,590,5,2,40.0,1,20.0,371,1921,1030,6,3,2,3,2,419,4,Matches
779,Billy Gilmour,sct SCO,MF,Napoli,it Serie A,24-144,2001,4.6,392,10,70,243,82,7,392,7,6,85.7,1,14.3,255,1133,536,7,8,2,4,1,301,8,Matches
780,Benedikt Gimber,de GER,DFMF,Heidenheim,de Bundesliga,28-256,1997,3.8,196,17,97,99,2,0,196,2,2,100.0,0,0.0,108,530,315,2,1,0,4,0,124,2,Matches
781,Santiago Giménez,mx MEX,FW,Milan,it Serie A,24-198,2001,6.9,159,2,19,69,73,37,159,16,3,18.8,11,68.8,91,496,205,6,4,3,16,6,114,29,Matches
782,Gvidas Gineitis,lt LTU,MFFW,Torino,it Serie A,21-201,2004,2.3,95,6,32,42,22,7,95,5,4,80.0,1,20.0,37,159,56,2,1,1,8,0,50,9,Matches
783,Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,31-287,1994,9.0,573,51,262,268,45,22,573,1,0,0.0,1,100.0,331,1604,899,5,2,0,3,1,384,7,Matches
784,Giovane,br BRA,FW,Hellas Verona,it Serie A,21-343,2003,8.0,314,4,17,122,182,39,314,25,12,48.0,11,44.0,185,1248,579,25,13,10,33,17,222,55,Matches
785,Olivier Giroud,fr FRA,FW,Lille,fr Ligue 1,39-033,1986,6.6,198,10,20,91,87,40,197,3,2,66.7,0,0.0,103,299,109,4,1,2,14,4,155,23,Matches
786,Jamie Gittens,eng ENG,FW,Chelsea,eng Premier League,21-086,2004,2.7,106,3,15,32,60,12,106,10,4,40.0,5,50.0,65,524,275,13,7,7,8,2,72,23,Matches
787,Robert Glatzel,de GER,FW,Hamburger SV,de Bundesliga,31-298,1994,0.7,36,2,3,16,17,4,36,2,1,50.0,1,50.0,22,82,19,0,0,0,5,3,31,2,Matches
788,Serge Gnabry,de GER,MFFW,Bayern Munich,de Bundesliga,30-111,1995,5.0,313,3,20,138,158,21,313,11,6,54.5,5,45.5,215,1040,522,12,11,5,4,6,264,37,Matches
789,Wilfried Gnonto,it ITA,FW,Leeds United,eng Premier League,21-362,2003,2.1,102,1,13,43,48,4,102,10,1,10.0,5,50.0,58,353,183,4,3,1,1,1,67,14,Matches
790,Giorgi Gocholeishvili,ge GEO,MF,Hamburger SV,de Bundesliga,24-261,2001,4.6,210,10,66,74,74,12,210,15,7,46.7,8,53.3,105,607,353,13,8,0,10,3,105,17,Matches
791,Martial Godo,eng ENG,MFFW,Strasbourg,fr Ligue 1,22-233,2003,2.8,116,1,11,44,62,16,116,7,3,42.9,3,42.9,82,396,218,9,2,6,7,5,84,34,Matches
792,Maxima Goffi,fr FRA,DF,Lille,fr Ligue 1,17-283,2008,0.4,31,1,13,16,2,0,31,1,1,100.0,0,0.0,10,22,4,0,0,0,0,0,13,1,Matches
793,Saba Goglichidze,ge GEO,DF,Udinese,it Serie A,21-130,2004,4.7,237,15,94,132,13,6,237,0,0,,0,,115,464,206,5,0,1,4,1,135,2,Matches
794,Edoardo Goldaniga,it ITA,DF,Como,it Serie A,32-000,1993,0.0,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
795,Aleksandr Golovin,ru RUS,MFFW,Monaco,fr Ligue 1,29-156,1996,4.5,237,2,42,112,86,12,237,9,6,66.7,3,33.3,120,574,214,4,6,1,9,5,163,20,Matches
796,André Gomes,pt POR,MF,Lille,fr Ligue 1,32-095,1993,0.0,2,0,2,0,0,0,2,0,0,,0,,1,1,0,0,0,0,0,0,1,0,Matches
797,Angel Gomes,eng ENG,MF,Marseille,fr Ligue 1,25-063,2000,7.7,546,4,36,337,174,9,546,6,5,83.3,1,16.7,373,1334,518,10,10,1,5,2,468,26,Matches
798,João Gomes,br BRA,MF,Wolves,eng Premier League,24-263,2001,8.3,520,25,115,306,108,12,520,14,6,42.9,7,50.0,258,1445,551,9,12,1,20,9,319,13,Matches
799,Rodrigo Gomes,pt POR,FWDF,Wolves,eng Premier League,22-118,2003,3.7,187,6,34,52,103,20,187,8,2,25.0,5,62.5,91,623,328,13,9,3,11,3,108,37,Matches
800,Toti Gomes,pt POR,DF,Wolves,eng Premier League,26-290,1999,4.8,360,27,168,169,24,3,360,6,4,66.7,2,33.3,222,1055,543,5,3,0,3,2,258,1,Matches
801,Diego Gómez,py PAR,MFFW,Brighton,eng Premier League,22-220,2003,5.1,238,9,48,127,71,15,238,9,3,33.3,5,55.6,115,547,244,5,5,2,15,5,129,23,Matches
802,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,28-163,1997,0.4,34,4,12,14,8,2,34,0,0,,0,,9,29,13,0,0,0,0,0,13,1,Matches
803,Moi Gómez,es ESP,MF,Osasuna,es La Liga,31-132,1994,5.8,456,1,52,289,120,5,456,11,3,27.3,5,45.5,297,1694,546,6,16,1,2,4,343,15,Matches
804,Sergio Gómez,es ESP,DF,Real Sociedad,es La Liga,25-059,2000,8.3,678,17,159,358,169,11,678,7,3,42.9,4,57.1,351,1366,745,12,15,2,12,2,390,39,Matches
805,Unai Gómez,es ESP,MFFW,Athletic Club,es La Liga,22-161,2003,1.3,72,0,9,32,32,2,72,4,1,25.0,3,75.0,38,161,65,2,2,0,0,4,55,11,Matches
806,Valentín Gómez,ar ARG,DF,Betis,es La Liga,22-129,2003,4.5,304,28,163,127,15,9,304,1,1,100.0,0,0.0,187,829,443,2,0,1,4,0,193,2,Matches
807,Tidiam Gomis,fr FRA,FW,RB Leipzig,de Bundesliga,19-086,2006,0.3,11,0,0,3,8,2,11,2,0,0.0,2,100.0,6,55,21,1,0,0,1,0,9,3,Matches
808,Rafael Gonçalves,pt POR,MF,Strasbourg,fr Ligue 1,20-257,2005,2.7,206,7,53,130,23,2,206,4,1,25.0,3,75.0,134,547,264,4,3,0,5,1,155,1,Matches
809,Nicolás González,es ESP,MF,Manchester City,eng Premier League,23-303,2002,5.2,458,13,75,295,90,7,458,9,6,66.7,1,11.1,269,1255,657,7,8,1,5,4,335,6,Matches
810,Nicolás González,ar ARG,MFDF,Juventus,it Serie A,27-210,1998,0.2,16,1,5,4,7,2,16,0,0,,0,,5,24,9,0,0,0,0,0,7,1,Matches
811,Nicolás González,ar ARG,MFFW,Atlético Madrid,es La Liga,27-210,1998,6.2,325,13,50,132,147,25,325,18,6,33.3,10,55.6,180,798,453,12,9,3,12,11,228,50,Matches
812,Urko González,es ESP,MF,Espanyol,es La Liga,24-227,2001,3.9,183,16,54,103,30,4,183,4,2,50.0,1,25.0,87,414,185,1,0,1,11,7,110,4,Matches
813,Urko González,es ESP,MF,Real Sociedad,es La Liga,24-227,2001,0.1,6,2,2,4,0,0,6,0,0,,0,,2,7,6,0,0,0,0,0,3,0,Matches
814,Anthony Gordon,eng ENG,FW,Newcastle Utd,eng Premier League,24-251,2001,4.6,202,2,14,83,107,23,202,30,10,33.3,13,43.3,131,926,411,17,11,8,14,5,128,33,Matches
815,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,30-269,1995,5.7,495,11,86,261,152,6,495,5,4,80.0,0,0.0,337,1516,874,14,20,1,7,3,374,13,Matches
816,Andoni Gorosabel,es ESP,DF,Athletic Club,es La Liga,29-090,1996,1.7,129,2,42,56,31,3,129,3,1,33.3,2,66.7,47,160,89,1,2,0,5,1,65,14,Matches
817,Jon Gorrotxategi,es ESP,MF,Real Sociedad,es La Liga,23-273,2002,8.7,488,21,110,309,76,2,488,4,0,0.0,2,50.0,252,1270,638,6,13,0,9,5,301,9,Matches
818,Alimami Gory,ml MLI,FWMF,Paris FC,fr Ligue 1,29-064,1996,1.9,63,2,10,21,33,7,63,3,0,0.0,2,66.7,35,265,90,3,3,2,6,3,45,14,Matches
819,Robin Gosens,de GER,DF,Fiorentina,it Serie A,31-120,1994,8.0,390,25,107,171,112,21,390,3,0,0.0,2,66.7,157,558,195,6,4,1,4,3,208,47,Matches
820,Mikel Goti,es ESP,MF,Real Sociedad,es La Liga,23-163,2002,0.7,39,0,6,15,18,2,39,3,2,66.7,1,33.3,20,74,11,1,0,0,2,1,26,6,Matches
821,Mario Götze,de GER,MF,Eint Frankfurt,de Bundesliga,33-152,1992,1.9,127,2,25,55,47,7,127,3,2,66.7,1,33.3,60,160,67,0,2,0,5,1,82,12,Matches
822,Amine Gouiri,dz ALG,FWMF,Marseille,fr Ligue 1,25-259,2000,4.2,152,1,8,61,88,15,152,11,4,36.4,7,63.6,90,481,209,7,8,4,11,2,108,18,Matches
823,Tiago Gouveia,pt POR,DFMF,Nice,fr Ligue 1,24-137,2001,3.2,156,15,57,56,44,10,156,15,5,33.3,10,66.7,91,415,189,6,1,3,10,2,88,17,Matches
824,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,34-115,1991,3.7,243,36,127,110,8,2,243,0,0,,0,,132,609,353,1,0,0,3,3,140,2,Matches
825,Kamil Grabara,pl POL,GK,Wolfsburg,de Bundesliga,26-298,1999,8.0,355,308,352,2,1,1,355,0,0,,0,,191,881,556,0,0,0,0,0,180,0,Matches
826,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,32-343,1992,7.0,408,63,185,203,22,2,408,5,2,40.0,2,40.0,224,1054,632,5,1,1,2,1,266,2,Matches
827,Alberto Grassi,it ITA,MF,Cremonese,it Serie A,30-240,1995,4.1,222,16,76,132,17,0,222,5,3,60.0,1,20.0,115,546,265,3,2,0,1,3,132,1,Matches
828,Ryan Gravenberch,nl NED,MF,Liverpool,eng Premier League,23-170,2002,7.7,570,16,151,313,109,4,570,14,7,50.0,5,35.7,395,2348,1249,21,11,0,14,4,440,20,Matches
829,Archie Gray,eng ENG,MF,Tottenham,eng Premier League,19-235,2006,0.8,48,1,7,36,5,1,48,0,0,,0,,32,159,79,2,0,0,1,0,35,0,Matches
830,Jack Grealish,eng ENG,FW,Everton,eng Premier League,30-053,1995,7.2,385,9,50,129,214,56,385,51,13,25.5,16,31.4,273,1994,1169,55,17,31,12,18,279,71,Matches
831,Mason Greenwood,eng ENG,FWMF,Marseille,fr Ligue 1,24-032,2001,8.7,582,1,17,236,330,42,578,30,11,36.7,16,53.3,441,2296,1029,33,20,15,17,7,494,98,Matches
832,Dominik Greif,sk SVK,GK,Lyon,fr Ligue 1,28-210,1997,6.0,246,196,244,2,0,0,246,0,0,,0,,152,604,361,0,0,0,0,0,164,0,Matches
833,Antoine Griezmann,fr FRA,FWMF,Atlético Madrid,es La Liga,34-226,1991,4.6,302,5,25,133,149,19,302,4,2,50.0,1,25.0,172,750,347,7,10,4,9,1,234,34,Matches
834,Vincenzo Grifo,it ITA,FW,Freiburg,de Bundesliga,32-209,1993,5.6,279,4,39,141,100,15,277,7,6,85.7,1,14.3,136,689,333,10,8,5,3,3,174,28,Matches
835,Álex Grimaldo,es ESP,DF,Leverkusen,de Bundesliga,30-043,1995,7.5,614,16,126,288,206,9,613,26,10,38.5,14,53.8,348,1646,857,23,22,0,11,3,408,40,Matches
836,Pascal Groß,de GER,MF,Dortmund,de Bundesliga,34-140,1991,4.7,375,7,40,215,124,13,375,4,3,75.0,1,25.0,231,966,581,9,9,0,10,5,292,36,Matches
837,Brajan Gruda,de GER,MFFW,Brighton,eng Premier League,21-155,2004,2.5,107,4,16,32,63,10,107,16,6,37.5,9,56.3,69,514,272,8,6,5,8,8,71,26,Matches
838,Ilia Gruev,bg BUL,MF,Leeds United,eng Premier League,25-180,2000,2.4,120,5,36,76,8,1,120,0,0,,0,,67,247,58,0,2,0,1,0,77,0,Matches
839,Marco Grüll,at AUT,FW,Werder Bremen,de Bundesliga,27-119,1998,7.0,273,7,47,114,117,21,273,10,5,50.0,5,50.0,150,855,450,19,9,6,19,8,180,45,Matches
840,Albert Grønbaek,dk DEN,FW,Genoa,it Serie A,24-163,2001,0.7,25,0,2,11,12,0,25,4,2,50.0,1,25.0,17,112,52,1,1,0,5,1,21,4,Matches
841,Nemanja Gudelj,rs SRB,MF,Sevilla,es La Liga,33-351,1991,6.4,341,21,94,201,47,6,341,8,4,50.0,4,50.0,178,749,345,4,3,1,5,6,211,2,Matches
842,Gabriel Gudmundsson,se SWE,DF,Leeds United,eng Premier League,26-187,1999,9.2,555,25,176,245,140,16,555,27,12,44.4,12,44.4,278,1639,1005,27,16,6,12,12,332,33,Matches
843,Gonçalo Guedes,pt POR,MFFW,Real Sociedad,es La Liga,28-338,1996,4.7,208,2,10,80,119,17,208,12,6,50.0,5,41.7,113,581,269,11,4,5,6,5,141,47,Matches
844,Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,25-112,2000,10.0,621,71,303,272,48,17,621,1,0,0.0,1,100.0,355,1802,1104,9,5,0,4,5,400,4,Matches
845,Mattéo Guendouzi,fr FRA,MF,Lazio,it Serie A,26-202,1999,6.9,374,5,56,231,89,10,374,3,1,33.3,2,66.7,217,974,412,5,5,1,10,5,291,23,Matches
846,Javier Guerra,es ESP,MF,Valencia,es La Liga,22-305,2003,6.8,385,18,105,203,81,15,385,13,5,38.5,7,53.8,207,1185,610,15,12,5,16,8,250,12,Matches
847,Raphaël Guerreiro,pt POR,MFDF,Bayern Munich,de Bundesliga,31-315,1993,2.2,155,2,19,44,95,12,155,2,1,50.0,1,50.0,108,351,160,3,5,2,3,3,134,20,Matches
848,Daniel Guerrero,es ESP,MF,Betis,es La Liga,20-099,2005,0.0,3,0,0,2,1,0,3,2,1,50.0,1,50.0,3,9,8,0,1,0,0,0,2,1,Matches
849,Ismaël Guerti,fr FRA,MF,Metz,fr Ligue 1,21-095,2004,0.3,30,3,9,18,4,1,30,2,1,50.0,1,50.0,20,151,77,4,1,1,2,2,19,1,Matches
850,Evann Guessand,ci CIV,FW,Aston Villa,eng Premier League,24-124,2001,4.6,156,7,31,59,70,13,156,22,6,27.3,15,68.2,89,585,293,11,3,5,7,14,93,26,Matches
851,Ander Guevara,es ESP,MF,Alavés,es La Liga,28-118,1997,2.3,161,12,46,96,20,2,161,7,4,57.1,2,28.6,71,385,125,1,2,0,1,4,99,4,Matches
852,Idrissa Guèye,sn SEN,FW,Udinese,it Serie A,19-047,2006,0.2,2,0,0,1,1,0,2,0,0,,0,,1,22,22,0,0,0,0,0,1,1,Matches
853,Idrissa Guèye,sn SEN,FW,Metz,fr Ligue 1,19-047,2006,1.5,34,5,8,15,11,4,34,1,0,0.0,1,100.0,12,60,23,1,0,1,5,1,15,5,Matches
854,Pape Gueye,sn SEN,MF,Villarreal,es La Liga,26-282,1999,7.4,458,10,104,230,129,13,458,11,3,27.3,4,36.4,294,1163,674,11,14,2,9,5,344,16,Matches
855,Morgan Guilavogui,gn GUI,MFFW,Lens,fr Ligue 1,27-237,1998,4.2,200,3,36,89,83,23,200,13,5,38.5,6,46.2,95,423,198,4,6,0,10,0,131,27,Matches
856,Luis Guilherme,br BRA,FWMF,West Ham,eng Premier League,19-266,2006,0.6,17,3,7,4,6,2,17,2,0,0.0,2,100.0,12,67,20,0,0,0,1,1,10,3,Matches
