,,,,,,,,,Performance,,,,,,,,,,,,,Aerial Duels,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
166,Alex Baena,es ESP,MF,Villarreal,es La Liga,19,2001,1.5,0,0,0,2,4,0,3,3,0,0,0,0,5,0,2,0.0,Matches
167,Miguel Baeza,es ESP,MFFW,Celta Vigo,es La Liga,20,2000,6.0,0,0,0,5,8,4,6,6,5,0,0,0,34,10,10,50.0,Matches
168,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,28,1992,18.0,4,0,0,31,29,19,19,11,13,0,0,0,69,20,62,24.4,Matches
169,Leon Bailey,jm JAM,FWMF,Leverkusen,de Bundesliga,22,1997,23.8,6,0,0,24,44,15,91,18,12,0,0,0,188,21,37,36.2,Matches
170,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,26,1994,10.2,3,0,0,11,4,0,0,22,6,0,0,0,98,27,17,61.4,Matches
171,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,18,2001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches
172,Tiemoué Bakayoko,fr FRA,MF,Napoli,it Serie A,25,1994,21.8,6,1,1,36,52,1,1,28,53,1,0,0,193,44,36,55.0,Matches
173,Mitchel Bakker,nl NED,DF,Paris S-G,fr Ligue 1,20,2000,18.8,1,0,0,16,9,3,49,17,28,0,0,0,179,22,18,55.0,Matches
174,Ridle Baku,de GER,FWDF,Wolfsburg,de Bundesliga,22,1998,29.8,1,0,0,32,41,10,88,47,27,0,0,0,247,16,53,23.2,Matches
175,Ridle Baku,de GER,DF,Mainz 05,de Bundesliga,22,1998,2.0,0,0,0,1,5,0,3,4,2,0,0,0,20,1,1,50.0,Matches
176,Dilane Bakwa,fr FRA,FWMF,Bordeaux,fr Ligue 1,17,2002,0.6,0,0,0,1,6,0,0,1,2,0,0,0,5,2,1,66.7,Matches
177,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,28,1991,13.3,1,1,0,12,3,0,0,14,14,0,0,0,114,26,17,60.5,Matches
178,Keita Baldé,sn SEN,FW,Sampdoria,it Serie A,25,1995,13.3,4,1,0,31,35,4,11,3,7,1,1,0,42,19,44,30.2,Matches
179,George Baldock,eng ENG,DF,Sheffield Utd,eng Premier League,27,1993,31.0,7,0,0,46,22,10,51,35,27,0,0,0,209,29,35,45.3,Matches
180,Gareth Bale,wls WAL,FW,Tottenham,eng Premier League,31,1989,10.2,1,0,0,9,10,5,29,9,9,0,0,0,70,22,11,66.7,Matches
181,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,32,1988,18.8,0,0,0,17,16,1,27,13,15,0,0,0,150,18,17,51.4,Matches
182,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,21,1999,18.2,6,1,0,31,27,2,1,34,21,0,0,0,157,36,36,50.0,Matches
183,Fodé Ballo-Touré,sn SEN,DF,Monaco,fr Ligue 1,23,1997,7.4,2,0,0,10,12,1,26,5,18,1,0,0,57,11,12,47.8,Matches
184,Botond Balogh,hu HUN,DF,Parma,it Serie A,18,2002,1.8,1,0,0,1,0,0,0,1,3,0,0,0,10,2,3,40.0,Matches
185,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,30,1990,15.0,2,0,0,14,7,0,37,18,17,0,1,0,120,10,11,47.6,Matches
186,Jonathan Bamba,fr FRA,MF,Lille,fr Ligue 1,24,1996,33.2,2,0,0,28,67,3,62,28,32,1,0,0,269,15,35,30.0,Matches
187,Robson Bambu,br BRA,DF,Nice,fr Ligue 1,22,1997,11.6,3,1,0,20,10,1,0,12,13,0,0,0,114,16,23,41.0,Matches
188,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,26,1993,33.9,3,0,0,36,23,18,5,13,18,3,0,0,93,54,81,40.0,Matches
189,Mattia Bani,it ITA,DF,Genoa,it Serie A,26,1993,10.2,4,0,0,13,8,1,0,18,8,0,0,0,115,40,25,61.5,Matches
190,Mattia Bani,it ITA,DF,Parma,it Serie A,26,1993,12.7,6,0,0,16,8,0,3,24,11,0,0,0,73,42,21,66.7,Matches
191,Simon Banza,fr FRA,FW,Lens,fr Ligue 1,23,1996,15.2,6,1,1,29,33,9,11,5,10,1,0,0,54,51,61,45.5,Matches
192,Antonín Barák,cz CZE,MFFW,Hellas Verona,it Serie A,25,1994,30.7,5,1,0,59,17,4,17,18,29,0,1,0,275,70,94,42.7,Matches
193,Federico Barba,it ITA,DF,Benevento,it Serie A,26,1993,29.5,8,0,0,26,10,1,30,57,20,0,0,1,236,37,34,52.1,Matches
194,Danilo Barbosa,br BRA,DF,Nice,fr Ligue 1,24,1996,2.8,2,0,0,3,5,0,0,1,3,0,0,0,34,5,2,71.4,Matches
195,Barcia,es ESP,DF,Granada,es La Liga,19,2000,1.0,1,0,0,2,1,0,1,1,0,1,0,0,14,4,0,100.0,Matches
196,Melvin Bard,fr FRA,DF,Lyon,fr Ligue 1,19,2000,4.8,0,1,0,8,6,0,14,6,11,1,0,0,69,14,12,53.8,Matches
197,Enis Bardhi,mk MKD,MF,Levante,es La Liga,25,1995,18.7,4,0,0,27,24,4,35,32,22,0,0,0,150,5,26,16.1,Matches
198,Phil Bardsley,sct SCO,DF,Burnley,eng Premier League,35,1985,3.0,2,0,0,8,4,0,7,3,4,0,0,0,39,5,5,50.0,Matches
199,Nicolò Barella,it ITA,MF,Inter,it Serie A,23,1997,32.2,5,0,0,44,53,2,50,32,41,0,1,0,313,33,24,57.9,Matches
200,Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,31,1989,0.3,0,0,0,0,1,0,1,1,1,0,0,0,2,1,1,50.0,Matches
201,Kike Barja,es ESP,MFFW,Osasuna,es La Liga,23,1997,15.9,2,0,0,15,23,1,53,23,8,1,0,0,111,25,20,55.6,Matches
202,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,26,1993,17.0,0,0,0,12,17,5,20,5,2,1,0,0,144,25,25,50.0,Matches
203,Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,26,1993,0.5,0,0,0,2,2,1,0,0,0,0,0,0,8,3,1,75.0,Matches
204,Aymen Barkok,ma MAR,FWMF,Eint Frankfurt,de Bundesliga,22,1998,10.9,5,0,0,23,7,1,17,14,18,0,1,0,93,16,26,38.1,Matches
205,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,30,1989,14.8,4,0,0,45,49,17,6,5,6,1,0,0,75,55,98,35.9,Matches
206,Harvey Barnes,eng ENG,FWMF,Leicester City,eng Premier League,22,1997,21.6,0,0,0,16,33,1,18,16,14,0,0,0,134,22,32,40.7,Matches
207,Marc Baró,es ESP,DF,Cádiz,es La Liga,20,1999,1.0,0,0,0,1,3,0,2,3,1,0,0,0,5,0,0,,Matches
208,Antonio Barragán,es ESP,DF,Elche,es La Liga,33,1987,24.8,8,0,0,35,26,2,35,30,14,1,1,0,149,30,22,57.7,Matches
209,Antonio Barreca,it ITA,DF,Fiorentina,it Serie A,25,1995,0.9,0,0,0,1,0,1,4,0,0,0,1,0,7,1,6,14.3,Matches
210,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,20,2000,25.6,5,0,0,66,48,0,6,50,39,0,2,0,297,56,55,50.5,Matches
211,Ander Barrenetxea,es ESP,MFFW,Real Sociedad,es La Liga,18,2001,14.5,7,0,0,41,20,4,28,12,20,0,0,0,102,6,29,17.1,Matches
212,Jacob Barrett Laursen,dk DEN,DF,Arminia,de Bundesliga,25,1994,12.3,1,0,0,12,12,0,16,23,13,0,0,0,111,13,23,36.1,Matches
213,Musa Barrow,gm GAM,FWMF,Bologna,it Serie A,21,1998,32.5,0,0,0,19,32,12,68,14,8,0,0,0,146,28,77,26.7,Matches
214,Kyle Bartley,eng ENG,DF,West Brom,eng Premier League,29,1991,28.7,4,0,0,29,8,5,4,31,18,0,1,0,260,111,55,66.9,Matches
215,Paolo Bartolomei,it ITA,MF,Spezia,it Serie A,30,1989,3.6,1,0,0,4,1,0,9,0,2,0,1,0,18,1,2,33.3,Matches
216,Marc Bartra,es ESP,DF,Betis,es La Liga,29,1991,18.8,3,0,0,29,15,2,4,24,10,0,4,0,178,53,32,62.4,Matches
217,Daniele Baselli,it ITA,MF,Torino,it Serie A,28,1992,4.4,2,0,0,6,10,0,2,6,10,0,0,0,50,11,9,55.0,Matches
218,Chris Basham,eng ENG,DFMF,Sheffield Utd,eng Premier League,32,1988,28.6,5,0,0,25,28,6,24,45,46,1,1,0,295,77,63,55.0,Matches
219,Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,23,1996,28.9,7,0,0,42,30,2,32,23,22,0,0,0,194,27,31,46.6,Matches
220,Álvaro Bastida,es ESP,MF,Cádiz,es La Liga,16,2004,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
221,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,21,1999,32.5,6,0,0,39,28,0,16,37,26,0,0,0,257,60,34,63.8,Matches
222,Simone Bastoni,it ITA,DF,Spezia,it Serie A,23,1996,16.9,7,0,0,35,27,2,45,22,29,0,1,0,164,24,29,45.3,Matches
223,Bastos,ao ANG,DF,Lazio,it Serie A,29,1991,0.7,0,0,0,1,4,0,0,0,2,0,0,0,8,1,0,100.0,Matches
224,Michy Batshuayi,be BEL,FW,Crystal Palace,eng Premier League,26,1993,8.1,0,0,0,11,5,11,7,2,3,1,0,0,34,11,23,32.4,Matches
225,Rodrigo Battaglia,ar ARG,MF,Alavés,es La Liga,29,1991,27.7,10,1,0,35,30,1,6,18,32,0,0,0,259,45,24,65.2,Matches
226,Cristian Battocchio,it ITA,MFFW,Brest,fr Ligue 1,28,1992,3.9,0,0,0,1,2,0,7,3,3,0,0,0,36,1,3,25.0,Matches
227,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,30,1990,31.0,1,0,0,0,8,0,0,0,0,0,0,0,215,0,1,0.0,Matches
228,Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,32,1988,11.9,1,0,0,11,14,0,2,17,28,0,0,0,130,25,13,65.8,Matches
229,Christoph Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,20,1999,26.3,6,0,0,69,53,1,18,19,38,2,0,0,205,57,93,38.0,Matches
230,Jon Bautista,es ESP,FWMF,Real Sociedad,es La Liga,25,1995,4.1,3,0,0,11,6,2,3,2,5,0,0,0,18,22,26,45.8,Matches
231,Paul Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,32,1988,29.0,5,1,1,22,16,1,2,37,24,0,0,0,248,72,49,59.5,Matches
232,Noah Joel Sarenren Bazee,ng NGA,FWMF,Augsburg,de Bundesliga,23,1996,0.4,1,0,0,2,1,1,0,2,1,0,0,0,6,3,2,60.0,Matches
233,Ihlas Bebou,tg TOG,FW,Hoffenheim,de Bundesliga,26,1994,24.4,3,0,0,26,32,4,43,13,20,1,0,0,121,62,89,41.1,Matches
234,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,24,1996,30.9,5,0,0,50,47,0,9,47,37,0,1,0,234,69,37,65.1,Matches
235,Sheraldo Becker,sr SUR,FWMF,Union Berlin,de Bundesliga,25,1995,12.3,2,0,0,21,14,6,53,5,7,0,0,0,109,8,26,23.5,Matches
236,Timo Becker,de GER,DF,Schalke 04,de Bundesliga,23,1997,18.2,1,0,0,9,9,0,20,33,19,0,0,0,145,26,23,53.1,Matches
237,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,24,1996,34.4,5,1,0,30,13,0,0,78,28,0,0,1,410,110,51,68.3,Matches
238,Donny van de Beek,nl NED,MFFW,Manchester Utd,eng Premier League,23,1997,5.8,1,0,0,5,6,0,4,7,9,1,0,0,44,3,4,42.9,Matches
239,Valon Behrami,ch SUI,MF,Genoa,it Serie A,35,1985,9.9,3,1,1,28,21,0,2,6,14,1,0,0,76,15,19,44.1,Matches
240,Brian Behrendt,de GER,DF,Arminia,de Bundesliga,28,1991,0.9,0,0,0,1,0,0,1,0,1,0,0,0,10,2,3,40.0,Matches
241,Maximilian Beier,de GER,FW,Hoffenheim,de Bundesliga,17,2002,0.1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,Matches
242,Ishak Belfodil,dz ALG,FW,Hoffenheim,de Bundesliga,28,1992,6.6,0,0,0,12,9,5,4,0,2,0,0,0,29,8,9,47.1,Matches
243,Erwan Belhadji,fr FRA,MF,Dijon,fr Ligue 1,19,2001,0.3,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,,Matches
244,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,26,1994,30.3,7,1,0,39,32,0,13,37,50,0,1,0,273,26,39,40.0,Matches
245,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,28,1991,14.1,6,0,0,27,8,2,2,38,17,0,0,0,170,81,29,73.6,Matches
246,Karim Bellarabi,de GER,FWMF,Leverkusen,de Bundesliga,30,1990,8.9,2,0,0,23,7,9,51,13,12,0,0,0,72,2,5,28.6,Matches
247,Jean-Ricner Bellegarde,fr FRA,MFFW,Strasbourg,fr Ligue 1,22,1998,23.2,3,0,0,33,48,0,33,18,43,3,0,0,184,24,43,35.8,Matches
248,Héctor Bellerín,es ESP,DF,Arsenal,eng Premier League,25,1995,23.2,8,0,0,21,7,1,51,13,18,1,0,0,208,32,35,47.8,Matches
249,Jude Bellingham,eng ENG,MF,Dortmund,de Bundesliga,17,2003,18.9,6,1,1,40,52,1,21,21,37,0,1,0,168,28,25,52.8,Matches
250,Andrea Belotti,it ITA,FW,Torino,it Serie A,26,1993,32.1,4,0,0,58,134,21,22,8,26,3,1,0,142,79,122,39.3,Matches
251,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,21,1999,15.5,3,0,0,16,10,0,4,17,21,0,0,0,151,8,24,25.0,Matches
252,Sami Ben Amar,ma MAR,MF,Nîmes,fr Ligue 1,22,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
253,Hatem Ben Arfa,fr FRA,MFFW,Bordeaux,fr Ligue 1,33,1987,18.9,2,0,0,21,35,5,37,5,11,1,0,0,76,4,7,36.4,Matches
254,Salim Ben Seghir,fr FRA,DF,Nice,fr Ligue 1,17,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
255,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,29,1990,29.0,3,0,0,12,39,18,22,10,14,2,0,0,135,37,92,28.7,Matches
256,Ahmad Benali,ly LBY,MF,Crotone,it Serie A,28,1992,13.5,2,0,0,12,16,1,16,10,22,0,0,0,126,11,6,64.7,Matches
257,Samy Benchama,fr FRA,MFDF,Montpellier,fr Ligue 1,20,2000,0.5,1,0,0,3,1,0,0,0,1,0,0,0,7,0,0,,Matches
258,Lars Bender,de GER,DF,Leverkusen,de Bundesliga,31,1989,10.4,2,0,0,11,14,1,9,8,13,0,0,0,118,15,15,50.0,Matches
259,Sven Bender,de GER,DF,Leverkusen,de Bundesliga,31,1989,13.0,1,0,0,11,6,1,4,14,12,0,0,0,153,36,28,56.3,Matches
260,Darío Benedetto,ar ARG,FW,Marseille,fr Ligue 1,30,1990,17.5,3,2,1,18,19,13,15,3,2,0,0,0,61,24,60,28.6,Matches
261,László Bénes,sk SVK,MFFW,Augsburg,de Bundesliga,22,1997,7.3,3,0,0,12,17,0,10,9,5,0,0,0,60,12,14,46.2,Matches
262,László Bénes,sk SVK,MF,M'Gladbach,de Bundesliga,22,1997,1.7,0,0,0,0,5,0,2,4,2,0,0,0,15,0,4,0.0,Matches
263,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,27,1993,38.0,3,0,0,0,3,0,0,0,0,0,0,0,150,0,0,,Matches
264,Loris Benito,ch SUI,DF,Bordeaux,fr Ligue 1,28,1992,29.5,7,1,0,40,17,2,33,40,33,0,1,0,232,46,31,59.7,Matches
265,Sergio Benito,es ESP,FW,Valladolid,es La Liga,21,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
266,Bilal Benkhedim,fr FRA,FW,Saint-Étienne,fr Ligue 1,19,2001,0.8,0,0,0,1,1,0,4,0,0,0,0,0,10,0,2,0.0,Matches
267,Djamel Benlamri,dz ALG,DF,Lyon,fr Ligue 1,30,1989,1.7,0,0,0,2,7,0,0,6,4,0,0,0,14,2,1,66.7,Matches
268,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,22,1997,14.7,4,0,0,20,30,0,7,22,24,1,1,0,177,15,22,40.5,Matches
269,Saïd Benrahma,dz ALG,FWMF,West Ham,eng Premier League,24,1995,15.5,0,0,0,14,15,2,39,13,21,0,1,0,124,3,15,16.7,Matches
270,Yassine Benrahou,fr FRA,MF,Nîmes,fr Ligue 1,21,1999,13.8,2,0,0,8,25,0,32,6,8,0,0,0,109,5,25,16.7,Matches
271,Ramy Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,25,1995,20.1,7,0,0,35,30,2,14,63,25,0,2,0,176,50,30,62.5,Matches
272,Josh Benson,eng ENG,MF,Burnley,eng Premier League,20,1999,2.9,0,0,0,4,1,0,4,1,5,0,1,0,24,1,4,20.0,Matches
273,Nabil Bentaleb,dz ALG,MF,Schalke 04,de Bundesliga,25,1994,6.1,2,0,0,11,4,0,1,3,6,0,0,0,53,6,6,50.0,Matches
274,Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,23,1997,25.8,8,1,1,45,28,2,8,48,45,0,0,0,297,31,26,54.4,Matches
275,Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,29,1990,20.2,3,1,1,35,20,15,6,5,9,0,0,0,79,212,150,58.6,Matches
276,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,32,1987,32.2,2,0,0,18,25,24,26,14,7,0,0,0,114,25,31,44.6,Matches
277,Yassine Benzia,dz ALG,MFFW,Dijon,fr Ligue 1,25,1994,4.5,1,0,0,8,9,0,7,8,5,0,0,0,32,3,7,30.0,Matches
278,Alessandro Berardi,it ITA,GK,Hellas Verona,it Serie A,29,1991,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
279,Domenico Berardi,it ITA,FWMF,Sassuolo,it Serie A,25,1994,27.5,4,0,0,43,59,3,64,35,23,1,0,0,173,11,30,26.8,Matches
280,Gaetano Berardi,ch SUI,DF,Leeds United,eng Premier League,31,1988,1.3,0,0,0,1,0,0,1,2,2,0,0,0,6,3,4,42.9,Matches
281,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,30,1990,18.7,3,0,0,18,30,1,64,16,23,1,0,0,176,23,14,62.2,Matches
282,Álex Berenguer,es ESP,MF,Torino,it Serie A,25,1995,1.5,0,0,0,2,3,1,2,0,0,0,0,0,9,1,2,33.3,Matches
283,Álex Berenguer,es ESP,MFFW,Athletic Club,es La Liga,25,1995,25.3,4,0,0,49,46,18,63,24,31,1,0,0,154,25,35,41.7,Matches
284,Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,28,1992,29.0,2,0,0,28,28,0,29,34,46,0,0,0,285,36,32,52.9,Matches
285,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,29,1990,15.1,2,0,0,11,16,2,24,17,14,0,0,0,108,19,31,38.0,Matches
286,Sander Berge,no NOR,MF,Sheffield Utd,eng Premier League,22,1998,12.4,4,0,0,14,4,2,18,3,16,0,0,0,101,16,15,51.6,Matches
287,Steven Bergwijn,nl NED,FWMF,Tottenham,eng Premier League,22,1997,13.4,3,0,0,20,16,1,12,12,10,1,0,0,80,2,16,11.1,Matches
288,Valon Berisha,xk KVX,MF,Reims,fr Ligue 1,27,1993,18.3,2,0,0,16,16,1,20,17,27,0,0,0,146,13,13,50.0,Matches
289,Bernard,br BRA,MFFW,Everton,eng Premier League,27,1992,5.1,2,0,0,6,7,0,9,7,4,0,0,0,59,0,0,,Matches
290,Federico Bernardeschi,it ITA,DFMF,Juventus,it Serie A,26,1994,10.8,3,0,0,13,18,2,42,13,5,0,0,0,77,8,8,50.0,Matches
291,Bernardo,br BRA,DFMF,Brighton,eng Premier League,25,1995,2.3,0,0,0,1,1,0,4,0,5,0,0,0,12,5,6,45.5,Matches
292,Paul Bernardoni,fr FRA,GK,Angers,fr Ligue 1,23,1997,38.0,1,0,0,2,11,0,0,0,1,0,2,0,167,0,0,,Matches
293,Juan Bernat,es ESP,DF,Paris S-G,fr Ligue 1,27,1993,2.2,2,0,0,6,1,0,1,1,2,0,0,0,11,0,5,0.0,Matches
294,Dimitry Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,22,1998,8.3,0,0,0,0,4,0,0,0,0,0,0,0,50,0,0,,Matches
295,Marco Bertini,it ITA,MF,Lazio,it Serie A,17,2002,0.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Matches
296,Ryan Bertrand,eng ENG,DF,Southampton,eng Premier League,30,1989,28.9,5,0,0,29,35,3,57,31,43,0,1,0,210,34,54,38.6,Matches
297,Daniel Bessa,it ITA,MFFW,Hellas Verona,it Serie A,27,1993,6.8,1,0,0,16,6,3,11,4,12,0,0,0,36,3,19,13.6,Matches
298,Loïc Bessile,tg TOG,DF,Bordeaux,fr Ligue 1,21,1999,1.0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,1,0.0,Matches
299,Louis Beyer,de GER,DF,M'Gladbach,de Bundesliga,20,2000,2.1,0,0,0,2,5,0,0,6,2,0,0,0,21,11,4,73.3,Matches
300,Bartosz Bialek,pl POL,FWMF,Wolfsburg,de Bundesliga,18,2001,3.0,1,0,0,8,3,1,0,3,6,0,0,0,28,6,26,18.8,Matches
301,Giulian Biancone,fr FRA,DFMF,Monaco,fr Ligue 1,20,2000,1.0,1,0,0,1,2,0,8,0,2,0,0,0,17,5,3,62.5,Matches
302,Ermin Bičakčić,ba BIH,DF,Hoffenheim,de Bundesliga,30,1990,1.4,1,0,0,2,1,0,0,1,0,0,0,0,7,5,4,55.6,Matches
303,Pedro Bigas,es ESP,DF,Eibar,es La Liga,29,1990,17.0,1,0,0,21,6,0,6,16,12,0,2,0,223,61,25,70.9,Matches
304,El Bilal Touré,ml MLI,FWMF,Reims,fr Ligue 1,18,2001,13.8,4,0,0,43,13,11,2,5,14,0,0,0,50,65,93,41.1,Matches
305,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,27,1992,31.1,8,0,0,27,24,4,163,19,20,0,0,0,203,11,19,36.7,Matches
306,Davide Biraschi,it ITA,DF,Genoa,it Serie A,26,1994,10.2,2,0,0,16,8,0,8,16,9,0,0,0,79,12,11,52.2,Matches
307,Yves Bissouma,ml MLI,MF,Brighton,eng Premier League,23,1996,34.6,8,1,0,54,32,0,8,60,74,0,0,0,364,38,22,63.3,Matches
308,Leonardo Bittencourt,de GER,MFFW,Werder Bremen,de Bundesliga,26,1993,16.8,3,0,0,27,36,7,40,14,31,1,0,0,119,13,29,31.0,Matches
309,Blanco,es ESP,MFDF,Real Madrid,es La Liga,20,2000,2.4,0,0,0,6,2,0,3,2,3,0,0,0,30,1,5,16.7,Matches
310,Alejandro Blanco,es ESP,MF,Valencia,es La Liga,21,1998,6.4,1,0,0,4,8,2,6,6,3,0,0,0,41,2,8,20.0,Matches
311,Rubén Blanco,es ESP,GK,Celta Vigo,es La Liga,25,1995,18.2,0,1,0,1,2,0,0,0,0,0,0,0,88,0,0,,Matches
312,Ludovic Blas,fr FRA,MFFW,Nantes,fr Ligue 1,22,1997,31.0,5,0,0,52,50,5,23,30,33,1,0,0,255,15,50,23.1,Matches
313,Alejandro Blesa,es ESP,MF,Levante,es La Liga,18,2002,0.1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,,Matches
314,Jérôme Boateng,de GER,DF,Bayern Munich,de Bundesliga,31,1988,26.3,6,0,0,23,10,1,9,48,17,0,0,0,257,46,17,73.0,Matches
315,Antonin Bobichon,fr FRA,MFFW,Angers,fr Ligue 1,24,1995,10.1,0,0,0,14,16,0,17,10,14,1,0,0,74,8,10,44.4,Matches
316,Yann Bodiger,fr FRA,MF,Cádiz,es La Liga,25,1995,2.8,0,0,0,9,3,0,1,6,2,0,0,0,29,10,15,40.0,Matches
317,Jean-Paul Boëtius,nl NED,MFFW,Mainz 05,de Bundesliga,26,1994,22.9,5,0,0,28,36,1,29,25,31,0,0,0,200,14,39,26.4,Matches
318,Sacha Boey,fr FRA,DF,Dijon,fr Ligue 1,19,2000,20.7,1,0,0,36,13,2,37,35,44,0,1,0,178,26,24,52.0,Matches
319,Sacha Boey,fr FRA,DF,Rennes,fr Ligue 1,19,2000,1.4,0,1,0,2,1,0,2,1,4,0,0,0,16,2,2,50.0,Matches
320,Jeremie Boga,ci CIV,FWMF,Sassuolo,it Serie A,23,1997,19.8,0,0,0,10,35,9,20,12,13,0,0,0,96,6,10,37.5,Matches
321,Melayro Bogarde,nl NED,DFMF,Hoffenheim,de Bundesliga,18,2002,3.1,1,0,0,5,10,0,0,3,5,0,1,0,42,5,3,62.5,Matches
322,Jayden Bogle,eng ENG,DF,Sheffield Utd,eng Premier League,20,2000,12.3,2,0,0,15,9,1,12,20,16,0,0,0,84,16,28,36.4,Matches
323,Quentin Boisgard,fr FRA,MFFW,Lorient,fr Ligue 1,23,1997,14.6,5,0,0,25,18,2,37,12,18,0,0,0,95,9,20,31.0,Matches
324,Willy Boly,ci CIV,DF,Wolves,eng Premier League,29,1991,20.9,2,0,0,15,8,0,0,23,26,0,1,0,180,65,22,74.7,Matches
325,Giacomo Bonaventura,it ITA,MF,Fiorentina,it Serie A,30,1989,25.1,5,0,0,40,41,7,20,38,29,1,0,0,177,27,38,41.5,Matches
326,Federico Bonazzoli,it ITA,FW,Torino,it Serie A,23,1997,6.3,2,0,0,11,19,4,3,2,4,0,0,0,34,4,10,28.6,Matches
327,Federico Bonazzoli,it ITA,FW,Sampdoria,it Serie A,23,1997,1.5,0,0,0,3,2,0,0,0,1,0,0,0,8,0,1,0.0,Matches
328,Kevin Bonifazi,it ITA,DF,Udinese,it Serie A,24,1996,27.4,4,0,0,26,14,0,4,49,26,0,2,0,226,46,24,65.7,Matches
329,Leonardo Bonucci,it ITA,DF,Juventus,it Serie A,33,1987,22.5,4,0,0,21,16,3,2,18,15,0,2,0,161,39,14,73.6,Matches
330,Elias Bördner,de GER,GK,Eint Frankfurt,de Bundesliga,18,2002,1.0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,Matches
331,Dennis Borkowski,de GER,MF,RB Leipzig,de Bundesliga,18,2002,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
332,Sebastiaan Bornauw,be BEL,DF,Köln,de Bundesliga,21,1999,23.1,3,0,0,24,11,2,1,24,20,0,2,0,177,65,50,56.5,Matches
333,Sven Botman,nl NED,DF,Lille,fr Ligue 1,20,2000,36.8,2,0,0,14,25,2,1,38,30,0,0,0,382,122,54,69.3,Matches
334,Denis Bouanga,ga GAB,MFFW,Saint-Étienne,fr Ligue 1,25,1994,30.2,7,0,0,62,35,10,55,22,43,1,0,1,164,71,97,42.3,Matches
335,Hicham Boudaoui,dz ALG,MFFW,Nice,fr Ligue 1,20,1999,19.3,9,0,0,29,22,6,9,18,40,1,0,0,139,20,26,43.5,Matches
336,Ryad Boudebouz,dz ALG,MFFW,Saint-Étienne,fr Ligue 1,30,1990,7.2,2,0,0,8,10,1,22,8,5,0,0,0,59,5,11,31.3,Matches
337,Sofiane Boufal,ma MAR,FWMF,Angers,fr Ligue 1,26,1993,8.1,3,0,0,22,23,0,13,5,13,2,0,0,66,4,6,40.0,Matches
